# Bonney - Rattray Marsh CA (Site 01) - TSCA - ITRDB CANA653
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36598
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36598.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: trends, Vegetation Reconstruction
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana653-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana653-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana653.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana653.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-06-17
#--------------------
# File_Last_Modified_Date
#   Date: 2022-06-17
#--------------------
# Title
#   Study_Name: Bonney - Rattray Marsh CA (Site 01) - TSCA - ITRDB CANA653
#--------------------
# Investigators
#   Investigators: Bonney, M.T.; He, H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-09-08.
#--------------------
# Publication
#   Authors: Mitchell T. Bonney and Yuhong He
#   Journal_Name: International Journal of Applied Earth Observations and Geoinformation
#   Published_Title: Temporal connections between long-term Landsat time-series and tree-rings in an urban-rural temperate forest
#   Published_Date_or_Year: 2021
#   Volume: 103
#   Pages: 
#   Issue: 
#   Report_Number: 102523
#   DOI: https://doi.org/10.1016/j.jag.2021.102523
#   Full_Citation: None
#   Abstract: Time-series of satellite-derived vegetation proxies and tree-rings widths (TRW) are similar, providing temporal records of forest productivity change from different perspectives and processes. Previous research on this relationship has focused on temperature or moisture limited coniferous forests, using lower spatial resolution (e.g., 8000 m) satellites and normalized difference vegetation index (NDVI) to test relationships over 15-30 years. There is an opportunity to leverage recent advances in building Landsat (30 m) time-series to expand comparisons into new forest types (e.g., coniferous vs. deciduous), areas (e.g., fragmented forests) and over longer periods (e.g., nearly 50 years). However, a better understanding of factors that influence relationship strength is required. We compared tree-ring measurements, converted to a ring width index (RWI), and Landsat tasseled cap angle (TCA) derived canopy cover (CC) from 1972 to 2018 across 16 deciduous, mixed, and coniferous stands in southern Ontario, Canada. For all chronologies, overall relationship strength was assessed with correlation approaches (RWI-CC, both vs. climate), and shorter-term increase-decline trends were compared with segmented regression. There were significant forest type differences, with coniferous chronologies correlating stronger with CC than deciduous. Deciduous chronologies and CC had opposite connections with summer temperature, with climate warming increasing CC and coniferous RWI but not deciduous RWI from 1980 to 2010. More recent decline at most sites appears related to a major ice storm, but multiple factors may be coexisting. We tested the utility of tree-rings for validating nearly 50 years of Landsat-observed change in urban-rural temperate forests, identifying useful connections at coniferous sites. However, there are limitations to comparing long-term Landsat time-series (based on yearly summer data) with annual tree-ring growth.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Natural Sciences and Engineering Research Council of Canada (NSERC)
#   Grant: RGPIN-386183
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Natural Sciences and Engineering Research Council (NSERC) Postgraduate Fellowship
#   Grant:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Centre for Urban Environments
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Rattray Marsh CA (Site 01)
#   Location: Canada
#   Northernmost_Latitude: 43.517222
#   Southernmost_Latitude: 43.517222
#   Easternmost_Longitude: -79.613889
#   Westernmost_Longitude: -79.613889
#   Elevation_m: 84
#--------------------
# Data_Collection
#   Collection_Name: CANA653
#   First_Year: 1868
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga canadensis (L.) Carr.
#   Common_Name: eastern hemlock
#   Tree_Species_Code: TSCA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 0113a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0113a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0113b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0113b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0114a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0114a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0114b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0114b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0118a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0118a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0118b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0118b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0119a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0119a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0119b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0119b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0101a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0101a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0101b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0101b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0123a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0123a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0123b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0123b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0125a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0125a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0125b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0125b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0126a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0126a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0126b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0126b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0127b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0127b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0105a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0105a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0105b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0105b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	0113a_raw	0113b_raw	0114a_raw	0114b_raw	0118a_raw	0118b_raw	0119a_raw	0119b_raw	0101a_raw	0101b_raw	0123a_raw	0123b_raw	0125a_raw	0125b_raw	0126a_raw	0126b_raw	0127b_raw	0105a_raw	0105b_raw
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.403	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.041	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.221	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.975	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.904	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.845	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.545	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.686	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.826	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.952	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.744	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.825	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.251	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.557	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.081	1.581	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.314	1.783	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.055	1.316	2.051	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.553	2.196	1.866	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.367	1.507	1.875	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.235	2.493	2.888	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.32	3.306	4.585	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.871	3.605	4.676	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.324	3.315	4.184	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.99	3.382	3.781	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.661	2.182	2.836	2.888	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.672	2.104	2.563	2.56	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68	1.426	1.864	2.112	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.091	1.665	1.759	1.979	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.035	2.615	2.043	2.478	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63	2.702	2.691	3.052	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	2.426	NA	NA	NA	1.392	2.752	2.87	2.163	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	2.58	NA	NA	3.333	2.791	3.312	3.588	1.934	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	1.448	NA	NA	3.538	2.141	2.86	2.117	1.497	NA	NA	NA	NA
1902	NA	NA	NA	NA	4.568	NA	NA	2.43	NA	NA	3.325	2.857	3.049	2.732	1.977	NA	NA	NA	NA
1903	NA	NA	NA	NA	5.844	8.487	NA	2.19	NA	NA	3.475	3.994	2.756	2.921	2.268	NA	NA	NA	NA
1904	NA	NA	NA	NA	4.121	5.099	NA	1.491	NA	NA	3.308	3.977	2.319	1.206	2.219	NA	NA	NA	NA
1905	NA	NA	NA	NA	4.347	5.282	NA	1.567	NA	NA	3.482	3.938	2.265	0.889	2.117	NA	NA	NA	NA
1906	NA	NA	NA	NA	4.89	4.8	NA	2.25	NA	NA	4.282	4.667	1.896	1.24	2.176	1.727	NA	NA	NA
1907	NA	NA	NA	NA	4.325	3.458	NA	2.784	NA	2.583	3.447	3.195	0	1.513	1.318	1.225	NA	NA	NA
1908	NA	NA	NA	2.611	5.471	6.915	NA	3.886	NA	3.818	3.429	3.209	0	1.293	2.158	1.82	NA	NA	NA
1909	NA	NA	NA	3.172	4.256	5.592	NA	4.003	NA	2.563	2.619	3.289	0	1.188	1.908	2.391	NA	NA	NA
1910	2	NA	NA	3.279	4.108	5.08	NA	2.876	NA	3.43	2.74	3.527	1.031	0.931	3.561	3.306	NA	3.158	NA
1911	1.681	NA	NA	1.811	3.866	3.876	2.666	2.106	NA	2.877	1.785	2.488	1.407	0.912	4.179	3.017	NA	2.008	NA
1912	2.225	NA	NA	1.841	5.077	4.454	3.042	2.73	NA	2.625	2.564	3.081	1.327	0.836	4.591	3.737	NA	2.131	NA
1913	2.377	NA	NA	2.267	4.475	4.919	3.495	2.741	NA	3.022	2.359	2.52	1.324	0.943	4.639	3.356	NA	2.415	NA
1914	0	NA	NA	1.724	4.063	4.619	2.099	1.979	NA	2.609	2.045	2.063	1.046	0.488	3.035	2.712	NA	1.445	NA
1915	1.996	NA	NA	1.071	4.177	3.303	1.702	1.419	NA	2.068	2.424	2.055	0.694	0.106	2.65	2.449	NA	1.23	NA
1916	1.683	NA	NA	1.228	4.053	3.128	1.453	1.428	3.447	2.12	1.867	2.024	0.803	0.138	2.298	2.47	NA	1.748	NA
1917	1.506	NA	NA	1.147	4.063	3.224	1.918	1.895	2.545	1.718	1.666	1.673	0.816	0.137	2.557	2.613	NA	1.942	NA
1918	0.955	NA	NA	0.466	2.734	2.544	1.168	1.143	1.377	1.186	0.9	1.053	0.35	0.086	0.744	0.614	NA	1.174	NA
1919	1.074	2.152	NA	0.539	3.047	3.892	0.955	1.534	1.553	1.58	0.981	0.646	0.323	0	1.478	1.43	NA	1.358	0.973
1920	0.873	1.682	NA	0.168	2.932	3.512	1.088	1.418	0.925	0.828	0.797	0.619	0.17	0	1.273	1.24	NA	0.976	1.781
1921	1.044	2.141	NA	0.573	3.389	3.071	0.755	1.898	1.327	1.202	1.017	0.822	0.18	0.191	1.241	1.537	NA	1.327	2.38
1922	0.176	0.915	NA	0.144	2.685	2.06	0.608	1.036	0.923	0.297	0.091	0.171	0.087	0.096	1.758	2.544	NA	1.185	1.711
1923	0.075	0.948	NA	0.285	3.512	1.996	0.629	0.97	0.683	0.277	0.164	0.148	0.075	0.107	1.228	1.684	NA	1.501	1.533
1924	0.059	0.906	0.508	0.308	3.457	1.858	0.741	1.206	0.629	0.382	0.234	0.235	0	0.149	1.663	2.292	NA	1.481	1.805
1925	0.188	0.787	0.624	0.626	2.821	1.581	0.611	1.027	0.759	0.415	0.472	0.299	0.097	0.371	1.877	2.919	NA	1.91	2.017
1926	0.068	0.167	0.127	0.127	1.442	1.082	0.534	0.569	0.205	0.106	0.067	0.054	0.063	0.148	1.094	1.555	NA	0.8	0.719
1927	0.082	0.1	0.351	0.211	2.004	1.105	0.833	0.668	0.209	0.193	0.168	0.127	0.075	0.18	2.199	2.6	NA	1.082	1.218
1928	0.1	0.057	0.362	0.342	2.237	1.337	0.918	0.669	0.332	0.297	0	0	0.085	0.319	3.004	2.705	1.71	1.006	0.888
1929	0.091	0.068	0.191	0.262	1.866	0.743	1.178	0.355	0.25	0.299	0.09	0.181	0.075	0	3.443	2.447	2.22	1.204	0.976
1930	0.077	0.071	0.123	0.134	1.623	0.712	0.885	0.172	0.148	0.117	0.101	0.129	0.118	0.127	2.598	1.88	1.722	1.029	0.845
1931	0.138	0.105	0.138	0.134	1.347	0.891	0.482	0.17	0.147	0.086	0.154	0.202	0.393	0.243	2.252	2.015	1.563	0.972	1.019
