# Campbell - Nelson House - PIBN - ITRDB CANA7
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2926
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2926.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana7mxd-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana7mxd-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana7mxd.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana7mxd.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Campbell - Nelson House - PIBN - ITRDB CANA7
#--------------------
# Investigators
#   Investigators: Campbell, I.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nelson House
#   Location: Manitoba
#   Northernmost_Latitude: 55.93
#   Southernmost_Latitude: 55.93
#   Easternmost_Longitude: -98.63
#   Westernmost_Longitude: -98.63
#   Elevation_m: -999
#--------------------
# Data_Collection
#   Collection_Name: CANA7
#   First_Year: 1939
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus banksiana Lamb.
#   Common_Name: jack pine
#   Tree_Species_Code: PIBN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NOJ104C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ104C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ121C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ121C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ168C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ168C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ088C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ088C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ148B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ148B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0TF141C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0TF141C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ073C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ073C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ139C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ139C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ045C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ045C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NOJ104C_raw	NOJ121C_raw	NOJ168C_raw	NOJ088C_raw	NOJ148B_raw	0TF141C_raw	NOJ073C_raw	NOJ139C_raw	NOJ045C_raw
1938	NA	NA	34.04	NA	NA	47.2	NA	NA	NA
1939	NA	40.84	49.2	NA	51.91	45.46	NA	NA	NA
1940	NA	50.18	54.64	53.68	60.83	55.84	NA	48.31	NA
1941	38.5	52.94	56.11	52.53	60.76	73.21	NA	54.29	NA
1942	44.44	53.38	55.13	55.53	60.45	68.35	NA	49.76	NA
1943	55.03	56.55	55.71	63.25	59.58	73.21	50.39	56.09	NA
1944	58.98	62.88	58.6	65.9	61.8	75.42	59.06	61.02	NA
1945	55.35	52.21	55.93	52.2	60.99	60.55	68.11	53.59	NA
1946	61.44	60.64	58.32	61.67	63.4	65.73	60.55	62.79	NA
1947	66.93	62.07	59.71	69.57	62.33	72.18	68.42	61.17	NA
1948	66.95	64	58.86	71.76	62.93	57.17	65.84	66.56	NA
1949	66.36	62.87	57.87	72.2	62.31	70.24	61.84	62.8	NA
1950	61.9	61.27	56.94	62.51	62.85	62.66	60.41	62.62	NA
1951	65.99	61.4	59.93	73.9	62.24	60.93	62.8	70.88	NA
1952	65.1	63.97	60.91	71.16	64.4	65.91	67.48	67.86	NA
1953	66.02	63.13	59.66	69.79	62.32	62.66	67.41	63.08	NA
1954	72.35	67.04	58.55	56.58	61.48	60.8	68.98	69.38	NA
1955	74.54	63.79	59.66	74.62	64.11	57.18	73.04	70.12	47.95
1956	72.16	63.59	53.95	66.75	58.07	56.55	77.26	64.85	50.2
1957	74.35	65.64	59.53	67.14	62.25	56.41	66.18	70.28	53.94
1958	74.58	65.79	57.51	72.79	62.58	66.08	74.76	68.44	61.9
1959	72.05	64.44	58.74	71.56	56.25	65.7	71.02	61.5	60.15
1960	75.1	66.41	59.53	67.2	60.96	67.47	71.9	69.41	65.82
1961	70.17	63.47	59.19	65.71	62.42	65.91	70.51	71.4	57.76
1962	64.78	62.49	60.75	57.69	61.07	66.8	74.15	63.93	59.83
1963	69.45	62.87	61.57	69.38	59.57	62.75	71.81	67.71	63.97
1964	70.34	46.87	59.12	64.43	59.5	71.05	71.06	63.62	66.22
1965	67.6	62.49	60.19	75.97	59.65	63.74	76.27	67.15	62.14
1966	67.69	63.37	60.46	76.44	62.95	72.18	77.57	67.24	54.26
1967	64.04	64.74	60.09	67.85	60.31	66.84	73.03	64.65	63.71
1968	68.75	64.89	59.8	70.36	58.86	64.97	71.35	66.29	59.65
1969	68.63	59.28	59.06	72.38	54.97	55.11	77.02	63.17	59.4
1970	66.38	61.97	60.09	64.02	55.03	57.21	73.99	63.45	56.17
1971	67.52	61.74	56.96	60.38	59.71	63.29	63.35	64.93	50.93
1972	62.57	61.17	58.71	63.25	57.86	63.6	73.99	60.46	54.51
1973	65.55	52.96	57.39	51.89	55.72	63.63	71.67	59.25	55.11
1974	63.97	58.05	57.02	54.93	50.89	52.95	72.11	54.96	57.01
1975	64.47	57.87	58.4	61.67	60.85	60.91	69.16	57.81	55.06
1976	60.02	63.09	59.34	63.73	62.22	66.5	74.25	62.03	55.45
1977	64.49	60.04	59.53	51.91	60.99	62.97	76.41	57.89	55.63
1978	63.46	57.37	59.01	52.45	48.97	65.23	74.57	55.39	49.13
1979	55.12	45.47	56.95	48.27	42.39	45.2	71.44	46.49	51.44
1980	59.45	42.33	58.83	50.44	43.11	47.87	58.77	40.07	48.99
1981	59.34	45.69	57.44	43.63	56.92	47.97	61.49	47.94	45.4
1982	66.35	45.55	57.71	44.8	53.46	48.12	61.04	53.85	47.42
1983	61.26	53.96	56.7	44.35	59.07	55.75	64.03	55.16	49.12
1984	66.37	55.24	55.98	48.78	50.49	55.87	64.08	55.14	45.65
1985	58.5	58.55	56.34	60.06	50.93	53.79	64.45	59.32	44.69
1986	55.44	57.72	54.24	52.14	36.61	42.28	71.04	52.4	43.72
1987	58.63	46.32	54.71	55.35	44.44	48.66	63.86	57.84	42.7
1988	63.43	54.79	53.32	53.13	57.65	53.62	64.64	58.53	45.72
1989	63.44	56.76	53.26	47.44	53.33	49.61	65.68	65.39	45.68
1990	57.32	52.41	52.13	45.31	41.58	48.36	69.78	65.83	45.75
1991	66.46	53.04	52.17	53.95	48.21	57.43	70.27	62.69	44.29
1992	66.48	55.61	51.8	55.47	50.08	56.07	67.2	60.45	44.57
1993	59.68	55.99	50.59	65.37	56.11	55.53	68.58	60.85	47.46
1994	49.39	58.98	33.94	68.66	35.3	57.3	58.72	48.18	54.44
