# Stefanuk - Frontenac Arch FR08 - ACSH - ITRDB CANA631
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/32608
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-32608.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana631-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana631-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana631.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana631.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-02-05
#--------------------
# File_Last_Modified_Date
#   Date: 2021-02-05
#--------------------
# Title
#   Study_Name: Stefanuk - Frontenac Arch FR08 - ACSH - ITRDB CANA631
#--------------------
# Investigators
#   Investigators: Stefanuk, M.A.; Danby, R.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sample plots were circular with a radius of 75m, located within sugar maple dominated stands in protected areas within each region including Algonquin Provincial Park, Frontenac Provincial Park, Charleston Lake Provincial Park and the Queen's University Biological Station. NOAA Template Raw Measurements file added 2021-02-22.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Canadian Foundation for Innovation
#   Grant: 22534
#--------------------
# Site_Information
#   Site_Name: Frontenac Arch FR08
#   Location: Canada
#   Northernmost_Latitude: 44.550681
#   Southernmost_Latitude: 44.550681
#   Easternmost_Longitude: -76.379554
#   Westernmost_Longitude: -76.379554
#   Elevation_m: 165
#--------------------
# Data_Collection
#   Collection_Name: CANA631
#   First_Year: 1886
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 098FR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098FR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098FR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098FR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 099FR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 099FR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 099FR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 099FR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100FR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100FR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100FR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100FR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 102FR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 102FR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 102FR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 102FR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 103FR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 103FR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 103FR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 103FR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	098FR08A_raw	098FR08B_raw	099FR08A_raw	099FR08B_raw	100FR08A_raw	100FR08B_raw	102FR08A_raw	102FR08B_raw	103FR08A_raw	103FR08B_raw
1953	2.124	1.504	1.6	2.392	0.71	0.32	0.973	1.159	1.566	1.392
1954	2.338	1.566	1.688	2.195	0.814	0.41	0.961	1.149	1.667	1.565
1955	1.482	1.189	1.477	1.538	0.627	0.468	0.771	0.948	1.071	1.038
1956	1.289	1.171	1.525	1.237	0.589	0.441	0.864	1.073	1.01	1.439
1957	1.476	1.419	1.521	1.068	0.831	0.774	0.765	0.781	1.578	1.604
1958	1.536	1.344	1.448	1.618	0.739	0.683	1.214	0.887	1.269	1.315
1959	1.54	1.172	1.501	1.374	0.513	0.549	0.683	0.6	0.719	0.723
1960	1.554	1.532	1.619	1.442	0.901	0.98	0.977	0.936	1.471	1.459
1961	1.849	2.034	2.353	1.62	0.79	0.781	1.064	1.249	2.141	2.112
1962	1.124	1.346	1.561	1.067	0.297	0.534	0.856	0.988	1.328	1.111
1963	0.806	1.008	1.682	1.033	0.11	0.469	0.728	1.046	1.3	0.998
1964	0.722	0.994	1.551	1.111	0.325	0.645	0.793	1.416	1.489	1.234
1965	0.471	0.719	1.752	1.396	0.194	0.374	0.623	1.726	0.129	0.09
1966	0.686	0.77	1.698	1.211	0.446	0.459	0.215	1.797	0.357	0.509
1967	1.18	1.082	1.905	1.53	0.606	1.087	0.24	1.683	0.849	1.128
1968	1.215	0.775	1.795	1.602	0.319	1.043	0.941	1.715	0.898	1.222
1969	0.921	1.158	2.428	2.132	0.476	0.912	1.097	1.264	1.225	1.877
1970	1.331	1.546	3.328	2.173	0.441	1.008	1.458	1.162	1.421	2.088
1971	0.946	1.251	2.759	1.826	0.45	0.818	1.23	1.173	1.034	0.973
1972	1.557	1.916	3.177	2.197	0.889	1.22	2.375	2.13	2.046	1.945
1973	1.303	1.432	3.291	1.832	0.578	0.762	1.313	1.878	1.623	1.507
1974	0.607	0.991	3.117	1.794	0.465	1.054	1.689	1.444	1.503	1.671
1975	0.852	1.024	3.425	1.925	0.563	1.178	1.696	1.462	1.53	1.603
1976	0.592	0.85	1.808	1.347	0.385	0.809	1.66	1.094	1.436	1.628
1977	0.608	0.932	2.592	1.82	0.272	0.65	1.293	0.921	1.098	1.169
1978	0.354	0.503	2.723	1.674	0.391	0.519	1.106	0.864	0.734	0.833
1979	0.316	0.443	3.135	1.797	0.383	0.536	1.299	1.075	1.227	1.108
1980	0.658	0.819	4.029	3.136	0.535	1.019	1.571	1.45	1.655	1.418
1981	0.542	0.945	3.448	2.399	0.602	0.869	1.591	1.843	1.704	1.809
1982	0.724	1.114	3.868	2.754	0.882	0.872	1.901	2.264	2.835	2.588
1983	0.311	0.678	2.353	1.621	0.678	0.604	1.228	1.262	1.85	1.616
1984	0.25	0.349	1.146	0.697	0.581	0.48	1.079	0.425	1.139	0.803
1985	0.287	0.306	2.148	1.223	1.283	0.824	1.362	0.826	1.637	1.285
1986	0.565	0.531	2.592	2.421	1.459	0.899	1.68	0.937	1.799	1.719
1987	0.912	0.869	3.594	2.463	1.516	0.96	2.233	0.965	2.392	2.143
1988	0.675	0.5	3.049	1.861	0.849	0.556	1.3	0.724	1.182	1.08
1989	0.253	0.347	2.618	1.06	1.581	0.915	2.285	1.412	1.894	1.87
1990	0.305	0.19	2.926	1.179	1.22	0.973	2.171	1.66	2.325	1.746
1991	0.301	0.286	2.324	1.058	0.868	0.632	2.041	1.08	1.403	0.901
1992	0.775	0.566	2.457	1.325	1.178	0.997	2.028	1.139	1.532	2.146
1993	0.844	0.595	2.752	1.001	1.33	1.096	1.715	1.472	1.387	1.624
1994	1.353	0.632	2.701	1.063	1.127	1.127	1.726	1.551	1.526	1.816
1995	0.998	0.501	2.448	1.016	0.737	0.726	1.094	0.756	1.111	1.113
1996	1.245	0.665	2.322	1.173	1.846	1.561	1.675	1.761	2.593	3.327
1997	1.045	0.64	1.961	0.959	1.627	1.276	1.939	1.432	2.173	2.196
1998	0.837	0.801	1.623	0.871	2.124	2.058	0.907	1.126	4.23	2.518
1999	1.034	0.737	3.643	2.014	3.421	3.043	2.029	1.728	4.669	3.093
2000	1.177	0.865	3.265	1.61	5.782	4.656	2.672	2.441	5.635	4.262
2001	1.516	0.978	2.768	1.727	3.017	2.313	1.994	1.385	2.842	2.191
2002	0.775	0.831	1.638	0.67	2.829	2.4	1.587	1.548	2.533	2.362
2003	1.087	0.706	2.512	1.298	4.518	3.555	2.244	2.665	4.636	2.43
2004	1.947	1.501	3.17	1.475	4.123	3.494	2.738	2.677	5.189	3.322
2005	2.113	1.255	2.583	1.149	3.265	2.543	2.496	2.465	4.212	3.033
2006	1.41	0.684	1.706	0.648	3.359	2.938	1.03	1.991	3.848	2.85
2007	0.274	0.498	0	0.553	1.682	1.336	1.211	1.583	3.272	1.589
2008	0.364	0.858	2.227	0.574	4.185	3.353	2.027	3.132	5.315	2.223
2009	0.887	1.78	2.664	0.762	2.897	2.946	1.321	2.318	4.686	2.415
2010	1.68	1.703	3.097	1.108	2.863	3.114	1.687	1.854	3.941	3.047
2011	1.885	1.188	1.727	0.882	1.968	2.423	0.558	0.51	3.599	2.433
2012	1.594	0.913	1.052	1.02	1.568	2.102	0.902	1.13	2.743	1.653
2013	0.926	0.77	0.741	0.673	1.986	2.455	1.107	1.778	3.215	1.899
2014	1.248	0.603	0.384	0.544	1.899	1.877	1.292	1.987	3.096	1.458
2015	3.066	1.475	0.955	0.706	2.991	3.021	2.131	2.169	4.244	2.244
2016	1.981	0.826	0.747	0.777	1.876	1.417	1.078	1.157	1.915	1.044
2017	1.054	0.384	0.383	0.432	2.379	2.679	1.071	0.896	1.807	1.11
