# Stefanuk - Frontenac Arch FR08 - ACSH - ITRDB CANA631
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/32608
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-32608.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana631-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana631-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana631.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana631.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-02-05
#--------------------
# File_Last_Modified_Date
#   Date: 2021-02-05
#--------------------
# Title
#   Study_Name: Stefanuk - Frontenac Arch FR08 - ACSH - ITRDB CANA631
#--------------------
# Investigators
#   Investigators: Stefanuk, M.A.; Danby, R.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sample plots were circular with a radius of 75m, located within sugar maple dominated stands in protected areas within each region including Algonquin Provincial Park, Frontenac Provincial Park, Charleston Lake Provincial Park and the Queen's University Biological Station. NOAA Template Raw Measurements file added 2021-02-22.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Canadian Foundation for Innovation
#   Grant: 22534
#--------------------
# Site_Information
#   Site_Name: Frontenac Arch FR08
#   Location: Canada
#   Northernmost_Latitude: 44.550681
#   Southernmost_Latitude: 44.550681
#   Easternmost_Longitude: -76.379554
#   Westernmost_Longitude: -76.379554
#   Elevation_m: 165
#--------------------
# Data_Collection
#   Collection_Name: CANA631
#   First_Year: 1886
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 098FR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098FR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098FR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098FR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 099FR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 099FR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 099FR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 099FR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100FR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100FR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 100FR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 100FR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 102FR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 102FR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 102FR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 102FR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 103FR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 103FR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 103FR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 103FR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	098FR08A_raw	098FR08B_raw	099FR08A_raw	099FR08B_raw	100FR08A_raw	100FR08B_raw	102FR08A_raw	102FR08B_raw	103FR08A_raw	103FR08B_raw
1886	NA	NA	NA	NA	NA	NA	1.768	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	1.504	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	2.675	3.186	NA	NA
1889	NA	NA	NA	NA	NA	NA	1.056	1.109	NA	NA
1890	NA	NA	NA	NA	NA	1.595	1.317	1.395	NA	NA
1891	NA	NA	NA	NA	NA	1.287	1.227	1.495	NA	NA
1892	NA	NA	NA	1.609	NA	1.675	0.998	1.024	NA	NA
1893	NA	NA	NA	1.069	NA	0.639	1.553	1.68	NA	NA
1894	NA	NA	2.068	1.802	NA	0.966	0.909	0.92	NA	NA
1895	NA	NA	1.136	0.876	NA	0.5	0.203	0.023	NA	NA
1896	NA	NA	1.408	0.844	NA	1.405	1.486	1.584	NA	NA
1897	NA	NA	0.682	0.358	NA	1.516	1.003	1.228	NA	NA
1898	NA	NA	0.783	0.355	NA	1.401	0.917	1.234	NA	NA
1899	NA	NA	1.424	0.873	NA	2.044	1.14	1.519	NA	NA
1900	NA	3.214	0.657	0.302	NA	1.387	0.79	1.198	NA	0.423
1901	NA	2.308	1.169	0.519	NA	2.446	0.812	1.286	NA	0.41
1902	NA	2.477	0.933	0.746	3.114	2.402	0.974	1.412	NA	1.469
1903	NA	2.798	0.874	0.942	2.386	1.829	0.998	1.204	NA	0.81
1904	NA	2	0.74	0.822	2.371	2.146	1.247	1.367	1.52	0.898
1905	2.217	2.305	0.324	0.442	1.495	1.494	0.759	0.757	0.425	0.893
1906	2.137	1.168	0.275	0.244	1.952	1.87	0.746	0.978	0.516	0.522
1907	1.386	1.095	0.079	0	0.968	0.982	0.407	0.609	0.662	0.266
1908	1.772	0.293	0.1	0.128	1.13	0.908	0.506	0.775	0.227	0.182
1909	1.885	2.086	0.241	0.219	1.077	1.058	0.523	0.514	0.426	0.267
1910	1.763	1.148	0.21	0.108	0.962	0.782	0.574	0.9	0.241	0.18
1911	1.938	1.765	0.301	0.204	1.541	0.937	0.557	0.892	0.595	0.515
1912	1.715	1.648	0.309	0.236	1.299	0.692	0.505	0.698	0.615	0.484
1913	2.353	1.84	0.421	0.294	1.231	0.68	0.696	0.894	0.548	0.375
1914	2.74	2.464	0.905	1.202	1.07	0.65	0.626	0.739	0.198	0.099
1915	0.592	0.32	1.079	0.66	0.76	0.802	0.758	0.997	0.254	0.294
1916	2.111	1.931	1.457	1.041	1.188	0.797	0.381	0.447	0.575	0.654
1917	2.191	2.58	1.525	0	1.904	1.279	0.664	0.734	0.343	0.468
1918	2.277	2.376	1.286	1.174	1.621	1.128	0.525	0.571	0.547	0.304
1919	2.133	1.934	1.165	1.02	1.609	0.865	0.173	0.363	0.618	0.751
1920	2.426	2.601	1.159	0.88	1.87	1.058	0.609	0.418	0.286	0.295
1921	1.877	3.085	1.129	0.702	1.701	0.839	0.99	0.535	0.471	0.521
1922	2.331	3.132	1.905	1.025	2.503	0.912	0.482	0.488	0.449	0.629
1923	1.199	1.537	0.862	0.373	1.357	0.675	0.714	0.345	0.988	0.998
1924	2.575	1.234	1.023	0.698	1.647	0.666	0.316	0.535	0.567	0
1925	2.792	0.768	0.628	0.544	1.37	0.755	0.478	0.243	0.265	0.301
1926	1.687	1.168	1.209	0.568	1.56	0.695	0.247	0.601	0.484	0.402
1927	1.15	1.202	1.151	0.608	1.287	0.85	0.377	0.26	0.424	0.826
1928	1.47	1.988	1.484	0.773	1.564	1.413	0.178	0.056	0.489	0.655
1929	3.401	2.703	1.536	0.76	1.572	1.69	0.332	0.185	0.367	0.653
1930	2.863	2.69	1.578	0.991	1.704	2.052	0.442	0.317	0.462	0.387
1931	2.272	2.492	1.582	1.052	1.279	1.875	0.669	0.387	0.402	0.356
1932	2.286	2.623	1.727	1.167	1.142	0.906	0.966	0.941	0.63	0.785
1933	1.464	1.463	1.095	0.883	0.605	0.36	0.614	0.533	0.335	0.334
1934	1.36	1.584	1.228	0.921	0.846	0.665	0.796	0.773	0.654	0.636
1935	1.211	1.605	1.52	0.896	0.899	0.683	1.001	0.906	0.786	0.84
1936	0.869	0.756	0.786	0.407	0.487	0.46	0.673	0.478	0.379	0.466
1937	1.626	1.404	0.833	0.631	0.557	0.646	0.695	0.632	0.23	0.266
1938	1.565	0.947	0.924	0.751	0.476	0.626	0.688	0.51	0.645	0.572
1939	1.156	0.856	0.85	0.867	0.414	0.578	0.777	0.652	0.65	0.659
1940	1.502	0.98	0.715	0.535	0.456	0.658	0.581	0.633	1.198	1.399
1941	0.802	0.739	0.952	0.778	0.237	0.2	0.393	0.419	0.167	0.31
1942	1.243	0.829	1.616	1.296	0.376	0.553	0.563	0.508	0.765	1.07
1943	0.924	0.823	1.403	0.711	0.388	0	0	0	0.767	1.009
1944	0.902	0.426	1.286	0.904	0.333	0.393	0.48	0.504	0.526	0.576
1945	0.69	0	1.134	1.039	0.221	0.27	0.544	0.541	0.568	0.726
1946	1.25	0.432	1.554	1.348	0.531	0.405	0.5	0.563	0.927	1.018
1947	2.027	1.075	2.663	2.504	0.599	0.674	0.924	1.29	1.783	2.181
1948	2.014	1.188	2.267	1.932	0.446	0.498	0.534	0.888	1.292	1.795
1949	1.098	0.981	1.78	1.777	0.419	0.331	0.647	0.87	0.81	0.85
1950	1.007	0.83	1.831	1.783	0.574	0.313	0.673	0.925	0.556	0.921
1951	0.244	0.245	0.211	0.409	0.235	0.001	0.344	0.254	0.221	0.319
1952	0.86	0.574	1.046	1.643	0.285	0.088	0.43	0.71	0.85	0.831
