# Tumajer - Mont Jauffret 05 - PCMA - ITRDB CAN689
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38885
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38885.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can689-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can689.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/can689.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-01-09
#--------------------
# File_Last_Modified_Date
#   Date: 2024-01-09
#--------------------
# Title
#   Study_Name: Tumajer - Mont Jauffret 05 - PCMA - ITRDB CAN689
#--------------------
# Investigators
#   Investigators: Tumajer, Jan; Altman, Jan; Lehejček, Jiří
#--------------------
# Description_Notes_and_Keywords
#   Description: two cores per tree (last position of series code)
#--------------------
# Publication
#   Authors: Tumajer, Jan; Jan Altman; Jiří Lehejček
#   Published_Date_or_Year: 2023
#   Published_Title: Linkage between growth phenology and climate-growth responses along landscape gradients in boreal forests
#   Journal_Name: Science of The Total Environment
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.scitotenv.2023.167153
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: European Union-Horizon 2020
#   Grant: project INTERACT 871120
#--------------------
# Site_Information
#   Site_Name: Mont Jauffret 05
#   Location: Canada
#   Northernmost_Latitude: 51.681564
#   Southernmost_Latitude: 51.681564
#   Easternmost_Longitude: -68.109874
#   Westernmost_Longitude: -68.109874
#   Elevation_m: 436.984161
#--------------------
# Data_Collection
#   Collection_Name: CAN689
#   First_Year: 1910
#   Last_Year: 2022
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea mariana (Mill.) Britton, Sterns, & Poggenb.
#   Common_Name: black spruce
#   Tree_Species_Code: PCMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## j0520b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0520b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0520a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0520a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0517b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0517b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0517a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0517a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0519b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0519b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0519a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0519a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0515a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0515a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0514b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0514b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0514a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0514a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0513b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0513b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0513a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0513a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0518b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0518b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0518a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0518a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0512b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0512b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0512a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0512a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0511b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0511b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0511a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0511a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0510b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0510b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0510a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0510a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0509b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0509b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0509a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0509a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0508b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0508b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0508a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0508a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0507b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0507b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0507a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0507a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0506b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0506b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0506a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0506a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0505a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0505a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0504b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0504b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0504a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0504a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0503b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0503b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0503a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0503a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0501a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0501a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0502b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0502b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0502a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0502a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0516a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0516a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0516b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0516b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	j0520b_raw	j0520a_raw	j0517b_raw	j0517a_raw	j0519b_raw	j0519a_raw	j0515a_raw	j0514b_raw	j0514a_raw	j0513b_raw	j0513a_raw	j0518b_raw	j0518a_raw	j0512b_raw	j0512a_raw	j0511b_raw	j0511a_raw	j0510b_raw	j0510a_raw	j0509b_raw	j0509a_raw	j0508b_raw	j0508a_raw	j0507b_raw	j0507a_raw	j0506b_raw	j0506a_raw	j0505a_raw	j0504b_raw	j0504a_raw	j0503b_raw	j0503a_raw	j0501a_raw	j0502b_raw	j0502a_raw	j0516a_raw	j0516b_raw
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77	1.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.235	1.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	2.245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.077	1.844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	1.805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.054	2.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	1.923	1.916	2.529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.279	2.136	NA	NA	NA	NA	NA	1.456	NA	NA	NA	NA
1915	NA	NA	NA	NA	1.851	2.141	2.226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.205	1.772	NA	NA	NA	NA	NA	1.558	NA	NA	NA	NA
1916	NA	NA	NA	NA	2.16	2.321	2.879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83	2.161	NA	NA	NA	NA	NA	1.735	2.539	2.618	NA	NA
1917	NA	NA	NA	NA	2.411	2.044	2.235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.929	2.015	NA	NA	NA	NA	NA	2.022	2.788	2.976	NA	NA
1918	NA	NA	NA	NA	2.104	1.663	2.738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.541	2.068	NA	NA	NA	NA	NA	1.863	2.495	2.943	NA	NA
1919	NA	NA	NA	NA	1.942	1.855	2.312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.302	2.117	NA	NA	NA	NA	NA	1.65	2.681	2.774	NA	NA
1920	NA	NA	1.711	1.881	1.843	1.884	1.481	2.079	2.169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.135	1.699	NA	NA	NA	NA	NA	1.645	2.192	2.098	NA	NA
1921	NA	NA	1.295	1.509	1.862	1.609	2.007	1.937	2.128	NA	NA	1.989	1.736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.243	1.612	0.561	NA	NA	NA	NA	1.465	1.877	1.354	NA	NA
1922	NA	NA	1.573	1.635	2.178	1.606	1.965	2.088	2.006	NA	NA	2.122	2.065	NA	NA	NA	NA	NA	NA	NA	1.325	NA	NA	NA	NA	1.886	1.72	0.721	NA	NA	NA	NA	1.348	1.882	1.523	NA	NA
1923	NA	NA	1.909	1.448	1.798	1.33	1.553	2.211	1.501	NA	NA	1.885	1.853	NA	NA	NA	NA	NA	NA	NA	1.197	NA	NA	NA	NA	1.653	1.195	0.751	NA	NA	NA	NA	1.095	1.658	1.171	NA	NA
1924	NA	NA	1.98	1.592	1.884	1.31	1.751	2.484	1.98	NA	NA	1.968	1.906	NA	NA	2.258	2.328	NA	NA	NA	2.077	1.344	1.341	NA	NA	1.961	1.24	1.007	NA	NA	2.318	2.627	1.116	1.605	1.651	NA	NA
1925	NA	NA	2.045	1.628	2.277	1.534	2.24	2.586	2.079	2.681	NA	2.404	1.975	NA	NA	2.192	2.36	NA	NA	NA	2.615	1.46	1.452	NA	NA	2.194	1.405	0.994	NA	NA	2.639	3.261	1.446	1.592	1.843	NA	NA
1926	1.581	1.652	1.502	1.131	2.405	1.405	2.176	2.213	1.757	2.346	2.186	1.822	1.706	1.99	1.811	2.089	1.75	0.95	0.958	NA	2.478	1.724	1.428	NA	NA	2.12	1.401	1.017	NA	NA	1.791	2.769	1.183	1.982	1.403	NA	NA
1927	1.816	1.929	1.624	1.485	2.54	1.883	2.924	2.343	1.729	2.47	2.004	1.767	1.738	2.149	2.113	1.933	1.975	1.068	0.98	NA	2.632	2.067	1.499	NA	NA	2.342	1.586	1.028	NA	NA	1.96	2.84	1.089	1.956	2.124	NA	2.146
1928	1.628	1.763	1.629	1.143	2.985	1.82	2.288	2.57	1.524	2.154	2.075	1.992	2.016	1.937	2.023	2.05	2.094	1.177	0.71	NA	2.141	2.422	1.6	1.153	1.609	2.056	1.327	1.452	2.881	2.133	1.987	2.572	1.047	2.085	2.223	NA	2.257
1929	1.346	1.56	1.387	1.123	2.4	1.748	2.162	2.436	1.43	2.339	2.006	1.755	1.767	1.887	1.884	1.74	1.74	0.839	0.84	NA	1.303	2.102	1.411	0.921	1.155	1.738	1.172	1.049	2.629	2.091	1.445	2.402	1.037	2.013	1.835	NA	2.106
1930	1.71	1.518	1.633	1.598	2.583	1.873	2.893	2.545	1.595	2.429	2.451	1.689	1.651	2.134	2.16	2.019	1.969	0.897	0.974	NA	1.611	1.922	1.793	1.28	1.321	1.993	1.524	1.124	2.51	2.504	1.75	2.695	1.261	2.345	2.187	NA	2.194
1931	1.436	1.307	1.426	1.612	2.769	1.749	2.772	2.486	1.407	2.564	2.323	1.758	1.595	1.878	1.993	1.756	1.738	0.958	0.774	NA	1.516	1.799	1.7	1.434	1.303	2.215	1.486	1.07	1.716	1.909	1.775	2.848	1.071	1.918	1.871	NA	2.157
1932	1.463	1.39	1.509	1.512	2.265	1.569	2.228	2.311	1.344	2.039	1.9	1.74	1.769	1.846	2.202	1.609	1.704	1.168	0.721	NA	1.282	1.684	1.764	1.366	1.307	1.908	1.195	1.079	1.459	1.795	1.753	2.655	1.039	1.647	1.774	NA	2.303
1933	1.149	1.187	1.275	1.312	2.254	1.745	1.812	1.826	1.257	1.36	1.564	1.296	1.571	1.574	1.902	1.441	1.419	0.874	0.53	NA	1.145	1.473	1.536	1.156	1.156	1.482	1.136	0.71	1.077	1.863	1.383	2.046	0.869	1.723	1.636	NA	1.472
1934	1.541	1.161	1.61	1.628	1.828	1.473	1.738	1.699	1.257	1.894	1.762	1.253	1.467	1.704	2.114	1.341	1.114	0.717	0.408	NA	1.314	1.6	1.727	1.109	1.295	1.512	1.31	0.657	1.13	2.076	1.346	2.145	0.889	1.677	1.628	NA	1.528
1935	2.125	1.474	1.526	1.474	2.076	1.758	2.194	2.529	1.56	1.976	1.964	1.573	1.863	1.944	2.246	1.893	1.758	0.338	0.336	NA	1.201	1.8	1.887	1.337	1.425	1.597	1.512	0.827	1.726	2.167	1.56	2.305	1.049	2.024	1.915	NA	1.926
1936	1.417	1.23	1.15	1.251	2.202	1.725	1.643	2.373	1.789	1.963	2.061	1.161	1.424	1.557	1.773	1.333	1.408	0.612	0.726	NA	1.01	1.502	1.42	0.984	1.377	1.324	1.326	0.731	1.238	1.748	1.417	2.503	0.986	1.641	1.334	NA	1.719
1937	1.568	0.927	1.296	1.385	1.938	1.493	1.903	2.152	1.835	1.907	2.094	1.221	1.405	1.431	1.453	1.288	1.451	0.664	0.657	NA	1.302	1.463	1.41	0.961	1.376	1.59	1.289	0.816	1.387	1.871	1.465	2.659	1.166	1.74	1.59	NA	1.822
1938	1.653	1.378	1.023	1.364	1.232	1.123	1.579	1.878	1.669	1.597	1.682	1.306	1.552	1.629	1.74	1.105	1.5	0.527	0.667	NA	1.218	1.706	1.579	1.121	1.081	1.399	0.879	0.768	1.335	1.599	1.346	2.466	1.346	1.466	1.696	NA	1.91
1939	1.675	1.247	1.186	1.581	1.443	1.346	1.758	2.027	1.776	2.009	1.526	1.445	1.461	1.565	1.583	1.246	1.853	0.517	0.635	NA	1.232	1.886	1.819	1.145	1.018	1.43	1.388	0.886	1.445	1.592	1.796	2.171	1.251	1.535	1.993	NA	2.417
1940	1.219	1.113	1.047	1.175	1.051	0.89	1.08	1.912	1.47	1.666	1.525	1.034	1.079	1.303	1.207	1.1	1.627	0.649	0.646	NA	0.79	1.337	1.366	0.791	0.795	1.218	0.859	0.886	0.995	1.107	1.148	1.95	0.942	1.091	1.515	NA	1.645
1941	1.346	0.88	0.886	1.325	1.048	0.901	1.471	1.895	1.736	1.551	1.61	0.952	1.1	1.208	1.494	0.99	1.51	0.553	0.467	NA	0.731	1.333	1.207	0.75	0.669	1.396	1.007	0.78	0.964	1.141	0.881	1.771	0.9	1.175	1.516	NA	1.335
1942	1.473	0.964	0.855	1.353	1.124	0.742	1.196	2.151	1.712	1.717	1.621	1.1	1.013	1.293	1.484	1.054	1.428	0.734	0.599	NA	0.868	1.281	1.228	1.152	0.899	1.333	0.965	0.864	1.068	1.407	1.224	2.02	0.911	1.302	1.25	NA	1.314
1943	1.197	0.824	0.622	0.965	0.864	0.7	0.921	1.629	1.308	1.15	0.94	1.008	0.766	1.007	1.144	0.63	0.964	0.548	0.555	NA	0.603	1.198	1.069	0.677	0.636	0.899	0.784	0.527	0.775	1.087	0.851	1.563	0.868	1.017	1.011	NA	1.057
1944	1.165	0.842	0.558	0.774	0.854	0.625	0.784	1.459	1.295	1.225	0.83	1.072	0.684	1.091	1.113	0.725	0.974	0.545	0.466	NA	0.719	1.141	1.037	0.686	0.604	0.952	0.795	0.799	0.916	1.333	0.92	1.598	0.889	1.03	0.928	NA	1.282
1945	1.27	1.252	0.705	1.038	0.845	0.678	0.921	1.66	1.263	1.593	0.996	1.077	0.713	1.08	1.134	0.969	1.187	0.744	0.731	NA	0.908	1.661	1.248	1.235	0.805	1.057	0.869	0.82	1.27	1.595	1.194	1.809	0.836	1.745	1.039	NA	1.266
1946	1.436	0.923	0.799	1.006	0.973	0.647	1.219	1.734	1.335	1.501	1.24	0.993	0.757	1.26	1.41	1.067	1.081	0.848	0.657	NA	0.855	1.385	1.217	0.943	0.964	1.153	0.88	0.904	1.205	1.436	1.292	1.774	0.752	1.427	1.006	NA	1.293
