# St. George - Horseshoe Lake - QUMA - ITRDB CANA179
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4790
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4790.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana179-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana179-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana179.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana179.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-09-13
#--------------------
# File_Last_Modified_Date
#   Date: 2002-09-13
#--------------------
# Title
#   Study_Name: St. George - Horseshoe Lake - QUMA - ITRDB CANA179
#--------------------
# Investigators
#   Investigators: St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Horseshoe Lake
#   Location: Manitoba
#   Northernmost_Latitude: 49.33
#   Southernmost_Latitude: 49.33
#   Easternmost_Longitude: -97.32
#   Westernmost_Longitude: -97.32
#   Elevation_m: 230
#--------------------
# Data_Collection
#   Collection_Name: CANA179
#   First_Year: 1907
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## h0001a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0001a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0002a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0002a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0003a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0003a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0004a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0004a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0005a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0005a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0006a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0006a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0007a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0007a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0008a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0008a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0009a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0009a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0010a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0010a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0011a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0011a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0012a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0012a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0013a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0013a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0014a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0014a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## h0015a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: h0015a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	h0001a_raw	h0002a_raw	h0003a_raw	h0004a_raw	h0005a_raw	h0006a_raw	h0007a_raw	h0008a_raw	h0009a_raw	h0010a_raw	h0011a_raw	h0012a_raw	h0013a_raw	h0014a_raw	h0015a_raw
1907	NA	NA	NA	NA	2.969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	3.4	NA	NA	NA	NA	2.354	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	2.996	NA	NA	NA	NA	2.356	NA	NA	NA	NA	0.695
1910	NA	0.49	NA	NA	2.431	NA	NA	NA	NA	2.02	NA	NA	NA	NA	0.55
1911	NA	0.974	NA	NA	3	NA	NA	NA	NA	2.594	NA	NA	NA	NA	0.375
1912	NA	1.052	NA	NA	3.568	NA	NA	NA	NA	3.456	NA	NA	NA	NA	0.825
1913	NA	0.673	NA	NA	2.746	NA	NA	NA	NA	2.921	0.541	NA	NA	NA	0.759
1914	NA	0.625	NA	NA	3.279	NA	NA	NA	NA	2.253	0.77	NA	NA	NA	0.619
1915	NA	0.545	NA	NA	2.176	NA	NA	NA	NA	2.01	1.134	NA	NA	NA	0.46
1916	NA	0.329	NA	NA	3.253	NA	NA	NA	1.034	3.541	1.293	NA	NA	NA	0.717
1917	NA	0.456	NA	NA	1.936	NA	NA	NA	1.314	2.75	2.687	NA	NA	NA	0.744
1918	NA	0.347	NA	NA	2.819	NA	4.13	NA	1.223	2.836	2.519	NA	NA	1.883	0.64
1919	NA	0.266	NA	NA	3.635	NA	3.572	NA	0.941	3.147	2.219	NA	NA	1.285	0.588
1920	NA	0.199	NA	NA	2.843	NA	2.37	NA	0.983	2.927	0.706	NA	NA	0.917	0.619
1921	NA	0.327	NA	NA	2.124	NA	2.932	NA	1.918	2.724	0.576	0.606	NA	0.998	0.546
1922	NA	0.559	NA	0.851	1.743	NA	3.081	NA	1.164	2.398	0.553	0.927	NA	1.058	0.381
1923	NA	0.389	NA	0.686	1.368	NA	2.83	NA	0.949	2.502	0.469	0.574	NA	1.475	0.289
1924	NA	0.217	NA	0.381	1.372	NA	2.551	NA	0.916	2.061	0.293	0.394	NA	0.922	0.29
1925	NA	0.282	NA	0.748	1.546	NA	2.721	0.507	1.788	2.896	0.225	0.441	NA	0.434	0.345
1926	NA	0.396	NA	0.712	1.701	NA	2.362	0.337	1.995	3.132	0.331	0.549	NA	0.708	0.512
1927	NA	1.296	NA	0.963	1.909	NA	2.273	0.842	1.787	3.347	0.347	0.736	NA	0.861	0.918
1928	NA	1.28	NA	1.388	1.502	NA	2.987	1.325	1.625	3.65	0.282	0.883	NA	0.739	1.3
1929	NA	0.929	NA	1.063	1.708	NA	2.846	0.994	1.266	2.284	0.338	0.448	NA	0.749	0.914
1930	NA	0.923	NA	1.157	1.545	NA	2.479	1.065	1.086	2.33	0.164	0.475	NA	0.37	0.779
1931	NA	1.053	NA	0.997	1.625	NA	2.677	0.98	1.424	2.246	0.211	0.381	NA	0.34	0.803
1932	NA	1.451	NA	1.539	1.862	NA	3.25	1.65	1.833	2.388	0.535	0.877	NA	1.128	0.781
1933	1.192	1.487	NA	2.078	1.865	NA	3.733	1.978	2.319	2.716	1.166	1.393	NA	2.834	0.998
1934	0.879	1.638	NA	2.273	1.655	NA	3.697	1.998	2.638	2.567	1.102	1.005	NA	2.315	0.802
1935	0.944	2.475	NA	2.765	3.515	NA	4.347	2.32	3.041	3.414	1.748	1.546	2.71	3.739	1.364
1936	1.172	2.303	NA	2.256	3.191	NA	3.24	2.929	2.425	2.299	1.25	0.866	2.302	1.774	1.35
1937	1.87	2.117	NA	3.078	2.752	NA	3.333	1.909	3.003	2.852	1.982	1.288	2.248	2.242	1.496
1938	1.224	1.32	NA	2.402	1.98	NA	2.948	1.537	2.225	1.693	1.384	0.821	1.885	1.291	1.077
1939	1.902	1.374	NA	2.294	2.079	1.32	2.356	1.65	2.401	1.61	1.013	1.045	1.718	1.248	1.791
1940	0.949	1.934	NA	3.22	2.252	2.922	3.152	1.762	3.032	1.896	1.283	0.82	2.322	0.798	1.131
1941	1.588	2.715	NA	2.867	3.077	3.531	4.003	2.553	3.225	2.364	1.717	1.156	2.861	1.26	1.599
1942	1.617	2.46	NA	3.657	2.232	3.775	3.424	2.732	3.142	2.616	1.721	1.583	2.083	1.604	1.977
1943	0.809	1.493	NA	2.486	1.493	2.171	2.679	1.932	1.867	2.194	1.422	1.152	1.201	1.368	1.874
1944	0.725	2.388	NA	3.403	1.819	3.692	3.262	1.733	2.465	2.039	2.161	1.409	1.801	1.302	2.079
1945	1.701	2.236	NA	3.597	2.303	2.366	4.162	2.872	3.118	3.146	1.971	1.586	2.636	3.153	2.937
1946	1.908	2.381	NA	2.336	1.882	2.811	2.943	2.966	3.513	2.246	2.12	1.979	1.616	1.999	2.931
1947	2.239	2.744	NA	4.243	2.445	4.331	3.674	2.695	3.909	3.017	2.701	2.125	2.142	2.8	3.676
1948	2.652	4.511	NA	4.076	2.102	4.164	4.206	3.695	4.654	3.146	3.526	2.855	2.087	3.847	3.984
1949	1.854	2.082	0.514	2.463	1.048	2.513	2.607	1.618	2.618	2.042	1.944	1.403	1.49	1.861	2.895
1950	1.861	2.242	0.402	2.406	1.058	2.792	3.035	3.832	6.449	2.681	2.408	1.887	1.876	2.145	2.467
1951	2.871	2.592	0.781	3.27	1.49	2.458	2.208	2.99	3.523	2.248	3.279	3.755	1.451	2.84	2.747
1952	2.704	2.548	0.879	2.817	1.319	3.162	2.477	2.585	3.63	2.441	3.535	5.286	1.853	2.124	3.747
1953	3.635	4.29	1.153	3.497	2.021	4.169	3.332	3.314	3.648	3.431	3.5	3.043	2.722	2.594	5.034
1954	3.954	2.801	1.158	3.5	1.431	3.571	3.263	2.854	3.805	3.696	3.198	2.534	2.282	2.607	4.335
1955	3.798	3.392	1.567	3.698	1.48	4.748	2.794	3.958	3.25	2.786	4.402	2.429	2.211	3.085	4.845
1956	4.076	3.785	1.449	3.332	1.355	4.661	3.375	2.801	2.6	3.111	3.518	2.431	2.195	2.92	5.162
1957	4.41	3.267	2.529	4.025	1.615	5.46	3.44	3.376	3.834	3.74	4.093	3.262	2.57	3.547	5.052
1958	3.45	2.209	2.871	2.918	1.486	4.802	2.486	2.942	3.114	2.085	4.474	3.185	1.489	2.501	4.338
