# Krause - St-Marguerite - PIST - ITRDB CANA139
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3756
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3756.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana139-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana139-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana139.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana139.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Krause - St-Marguerite - PIST - ITRDB CANA139
#--------------------
# Investigators
#   Investigators: Krause, C.; Gionest, F.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: St-Marguerite
#   Location: Quebec
#   Northernmost_Latitude: 48.03
#   Southernmost_Latitude: 48.03
#   Easternmost_Longitude: -70.0
#   Westernmost_Longitude: -70.0
#   Elevation_m: 150
#--------------------
# Data_Collection
#   Collection_Name: CANA139
#   First_Year: 1768
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus strobus L.
#   Common_Name: eastern white pine
#   Tree_Species_Code: PIST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SM0900PB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SM0900PB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SM1500PB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SM1500PB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SM1800PB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SM1800PB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SM2100PB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SM2100PB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SM2500PB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SM2500PB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SM1700PB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SM1700PB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SM2200PB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SM2200PB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SM2300PB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SM2300PB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SM2600PB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SM2600PB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SM2800PB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SM2800PB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SM1100PB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SM1100PB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SM1900PB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SM1900PB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SM0900PB_raw	SM1500PB_raw	SM1800PB_raw	SM2100PB_raw	SM2500PB_raw	SM1700PB_raw	SM2200PB_raw	SM2300PB_raw	SM2600PB_raw	SM2800PB_raw	SM1100PB_raw	SM1900PB_raw
1768	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	NA	0.94	0.63	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	NA	1.09	0.83	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	NA	0.88	1.17	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	NA	1.16	0.97	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	NA	0.99	0.67	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	NA	1.21	0.85	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	NA	0.7	0.63	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	NA	0.58	0.68	NA	NA	NA	NA	NA	NA	NA	NA
1791	NA	NA	0.72	0.84	NA	NA	NA	NA	NA	NA	NA	NA
1792	NA	NA	0.33	0.42	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	NA	0.74	0.66	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	NA	0.49	0.55	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	NA	0.62	1.08	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	NA	0.64	1.7	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	NA	1.15	1.28	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	NA	0.8	1	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	0.89	1.24	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	0.69	1.24	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	0.92	1.22	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	0.88	1.18	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	0.58	0.6	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	0.45	0.43	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	0.52	0.72	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	0.79	0.87	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	0.91	1.27	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	0.91	1.19	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	0.78	1.08	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	0.58	0.92	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	0.68	1.27	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	1.08	1.39	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	1.1	1.36	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	1.32	1.53	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	0.81	1.17	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	0.74	1.1	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	0.96	1.2	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	0.47	1.06	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	0.78	1.75	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	0.43	0.95	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	0.62	1.51	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	0.53	0.99	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	0.58	0.95	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	0.63	0.72	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	0.71	1.06	2.18	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	0.89	1.42	1.27	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	0.8	1.17	1.05	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	0.63	1.14	1.4	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	0.88	1.08	1.55	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	1.19	1.36	1.8	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	1.13	1.38	1.8	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	0.85	1.17	1.95	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	0.92	0.73	1.36	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	0.71	0.51	1.27	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	0.94	0.94	1.25	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	0.7	0.72	1.12	NA	NA	NA	NA	NA	NA	NA
