# Larsen - Wood Buffalo National Park Site SF - PCGL - ITRDB CANA129
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3865
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3865.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana129-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana129-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana129.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana129.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-09-24
#--------------------
# File_Last_Modified_Date
#   Date: 2002-09-24
#--------------------
# Title
#   Study_Name: Larsen - Wood Buffalo National Park Site SF - PCGL - ITRDB CANA129
#--------------------
# Investigators
#   Investigators: Larsen, C.; Szeicz, J.M.; Hutton, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Wood Buffalo National Park Site SF
#   Location: Alberta
#   Northernmost_Latitude: 59.98
#   Southernmost_Latitude: 59.98
#   Easternmost_Longitude: -112.35
#   Westernmost_Longitude: -112.35
#   Elevation_m: 200
#--------------------
# Data_Collection
#   Collection_Name: CANA129
#   First_Year: 1833
#   Last_Year: 1989
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SF 151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF  11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF  11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF  12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF  12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF  21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF  21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF  22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF  22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF  42_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF  42; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF  32_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF  32; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF  52_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF  52; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF  61_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF  61; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF  62_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF  62; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF  81_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF  81; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF  82_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF  82; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF  91_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF  91; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF  92_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF  92; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 212_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 212; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 211_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 211; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 252_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 252; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 221_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 221; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 261_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 261; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SF 271_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SF 271; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SF 151_raw	SF  11_raw	SF  12_raw	SF  21_raw	SF  22_raw	SF  42_raw	SF 121_raw	SF  32_raw	SF  52_raw	SF  61_raw	SF  62_raw	SF  81_raw	SF  82_raw	SF  91_raw	SF  92_raw	SF 101_raw	SF 102_raw	SF 111_raw	SF 112_raw	SF 122_raw	SF 141_raw	SF 142_raw	SF 152_raw	SF 162_raw	SF 161_raw	SF 171_raw	SF 191_raw	SF 192_raw	SF 212_raw	SF 211_raw	SF 252_raw	SF 221_raw	SF 261_raw	SF 271_raw
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	18.6	NA	NA	NA	NA	22.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	18.04	NA	NA	NA	NA	15.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	NA	16.29	NA	NA	NA	NA	16.47	NA	NA	NA	NA	NA	12.27	NA	NA	NA	NA	7.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	NA	22.17	NA	NA	NA	NA	11.87	NA	NA	NA	NA	NA	14.21	NA	NA	NA	NA	10.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	NA	14.57	NA	NA	NA	NA	12.88	NA	NA	NA	NA	NA	14.57	NA	NA	NA	NA	8.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	17.17	NA	NA	NA	NA	12.78	NA	NA	NA	NA	NA	9.75	NA	NA	NA	NA	7.33	NA	NA	NA	13.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	NA	14.67	NA	NA	NA	NA	12.58	NA	NA	NA	NA	NA	16.41	NA	NA	NA	NA	8.12	NA	NA	NA	12.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	13.95	NA	11.1	NA	NA	NA	NA	10.08	NA	NA	NA	NA	NA	13.99	8.64	NA	NA	NA	6.99	NA	NA	NA	10.4	NA	NA	NA	NA	24.9	NA	NA	NA	NA	NA
1835	NA	21.44	NA	12.19	NA	NA	NA	NA	11.02	NA	NA	NA	NA	NA	15.18	5.39	NA	NA	NA	6.91	NA	NA	NA	8.18	NA	NA	NA	NA	16.02	NA	NA	NA	NA	NA
1836	NA	19.65	NA	14.27	NA	NA	NA	NA	9.24	NA	NA	NA	NA	NA	14.31	8.18	NA	NA	NA	8.7	NA	11.39	NA	9.02	NA	NA	NA	NA	18.5	NA	NA	NA	NA	NA
1837	NA	12.37	10.58	13.93	NA	24.39	NA	NA	8.6	NA	NA	NA	NA	NA	13.32	9.45	NA	NA	NA	7.83	NA	21.69	NA	5.38	NA	NA	NA	NA	18.1	NA	NA	NA	NA	NA
1838	NA	13.46	15.08	12.98	NA	28.1	NA	NA	9.6	NA	NA	NA	NA	NA	11.22	9.27	NA	NA	NA	5.61	NA	18.16	NA	5.58	NA	NA	NA	NA	18.04	NA	NA	NA	NA	NA
1839	NA	12.92	13.5	13.66	NA	23.15	NA	NA	14.93	NA	NA	NA	NA	NA	8.25	6.39	NA	NA	NA	6.31	NA	21.65	NA	4.02	18.48	NA	NA	NA	16.45	NA	NA	NA	NA	NA
1840	NA	18.24	22.04	20.48	NA	26.16	NA	NA	13.06	17.31	NA	NA	NA	NA	15.48	13.16	NA	NA	NA	7.77	NA	17.58	NA	6.02	21.6	NA	NA	NA	26.9	NA	NA	NA	NA	NA
1841	NA	15.2	17.03	22.48	NA	22.22	NA	NA	8.23	20.71	NA	NA	NA	NA	8.62	10.74	21.65	NA	NA	5.68	NA	14.69	37.01	5.11	20.68	NA	NA	NA	28.78	NA	NA	NA	NA	NA
1842	NA	11.93	16.81	27.95	17.27	23.42	NA	NA	9.87	11.31	NA	NA	NA	NA	13.52	10.26	10.86	NA	NA	5.25	NA	11.41	36.16	4.27	8.44	NA	NA	NA	26.58	NA	NA	NA	NA	NA
1843	NA	12.33	14.61	18.81	23.59	22.71	NA	NA	5.28	16.55	NA	NA	NA	NA	9.93	8.78	11.59	NA	NA	5.18	NA	11.25	24.63	4.54	9.22	NA	NA	NA	22.42	NA	NA	NA	NA	NA
1844	NA	12.72	12.47	18.68	32.33	21.8	NA	NA	6	12.62	NA	NA	NA	NA	6.17	5.67	7.14	NA	NA	5.01	NA	8.49	16.49	3.57	8.12	NA	NA	NA	20.97	NA	NA	NA	NA	NA
1845	NA	11.67	11.16	13.28	28.91	19.17	NA	NA	11.61	11.73	NA	NA	NA	NA	7.96	5.39	7.19	NA	NA	3.83	NA	9.22	14.43	3.92	5.13	NA	NA	NA	18.66	NA	NA	NA	NA	NA
1846	NA	16.63	31.09	23.02	43.81	26.41	19.61	NA	9.62	15.24	NA	NA	NA	NA	14.51	9.19	16.31	NA	NA	3.87	NA	12.56	17.5	5.24	4.5	NA	NA	NA	24.35	NA	NA	NA	NA	NA
1847	NA	14.75	18.7	18.83	29.95	23.51	12.05	NA	8.82	14.39	NA	NA	7.86	19.87	16.81	7.39	12.15	NA	29.83	3.44	NA	11.39	12.88	4.18	3.47	NA	NA	NA	21.77	NA	NA	NA	NA	NA
1848	NA	15.26	13.16	16.99	24.1	29.98	10.7	NA	9.64	14.51	NA	NA	6.35	17.37	12.54	7.8	11.69	NA	14.03	4.26	NA	10.3	15.12	4.41	3.6	NA	NA	NA	16.12	43.04	NA	NA	NA	NA
1849	NA	16.35	14.17	17.62	24.5	30.57	17.07	NA	6.27	18.1	NA	NA	8.43	17.37	18.42	10.14	14.21	NA	14.55	5.04	NA	10.86	17.05	5.97	6.71	NA	NA	NA	19.83	36	NA	NA	NA	NA
1850	21.34	11.29	11.53	13.32	14.29	23.06	10.48	NA	6.75	12.11	NA	NA	8.4	14.59	13.68	6.93	12.11	NA	7.65	3.76	NA	7.69	12.68	4.77	4.39	NA	NA	NA	15.84	39.76	NA	NA	NA	NA
1851	18.95	12.88	11.04	13.14	14.71	19.15	10.12	NA	6.36	10	13.18	NA	9.39	11.89	13.91	7.1	17.29	NA	8.66	3.27	NA	11.63	11.16	5.62	5.94	NA	NA	NA	17.58	40.49	NA	NA	NA	NA
1852	20.07	10.36	9.74	7.31	13.02	22.67	16.14	NA	10.4	13.77	16.33	NA	10.76	9.89	10.84	7.16	13.91	23.23	10.22	4.08	NA	10.48	13.26	4.54	5.08	NA	NA	NA	15.88	25	NA	NA	NA	NA
1853	16.2	11.49	14.49	12.64	15.96	23.18	13.7	NA	4.67	12.27	8.96	NA	18.3	15.3	21.86	7.18	8.57	20.08	9.37	3.82	29.94	10.92	7.08	4.06	6.28	NA	NA	NA	9.52	25.35	NA	NA	NA	NA
1854	16.22	8.35	9.66	9.84	13.6	14.77	8.69	NA	5.22	7.11	10.84	NA	11.31	7.42	8.91	3.87	6.57	14.79	5.51	2.39	13.4	6.46	2.54	3.25	3.04	NA	NA	NA	9.49	18.97	NA	NA	NA	NA
1855	13.66	9.35	11.1	12.25	15.52	20.92	8.81	20.72	7.5	8.71	11.43	NA	14.17	15.56	13.36	7.46	7.84	17.13	7.68	3.99	20.4	9.4	2.68	3.7	5.03	NA	NA	NA	11.06	19.07	NA	NA	NA	NA
1856	11.63	10.12	12.35	10.78	14.73	21.33	7.53	16.85	8.98	8.57	9.31	NA	8.45	9.2	12.47	7.82	9.61	19.69	10.02	3.43	21.61	9.09	3.99	4.91	5.62	NA	NA	NA	14.25	25.4	35.4	NA	NA	NA
1857	10.46	10.28	11.91	9.87	11.89	21.15	8.05	15.58	5.92	6.16	8.76	NA	11.04	9.01	11.02	8.19	9.4	15.86	8.72	4.47	23.99	9.9	7.23	4.34	6.12	NA	NA	NA	14.21	19.79	27.97	NA	NA	NA
1858	8.66	8.9	11.41	10.96	13.26	18.16	7.48	11.51	6.03	5.27	8.95	NA	7.1	8.78	8.97	7.1	8.37	13.54	7.82	2.76	13.04	9	6.63	5.02	6.73	NA	NA	NA	11.29	22.46	17.72	NA	NA	NA
1859	8.19	9.55	13.95	9.72	9.38	15.12	6.22	16.97	5.54	6.62	12.27	NA	5.58	6.54	11.67	8.02	10.3	13.32	7.43	2.13	13.32	9.03	5.3	3.29	8.22	NA	NA	NA	21.04	23.71	15.92	NA	NA	NA
1860	7.96	13.89	15.94	9.66	15.88	21.53	5.96	15.98	5.16	6.61	11.63	NA	8.79	10.46	12.5	6.67	9.37	15.34	8.56	3.09	18.72	9.39	6.64	3.89	6.92	NA	40.27	NA	13.81	23.06	15.5	NA	NA	NA
1861	10.4	11.37	13.72	9.48	17.96	21.03	5.39	11.18	6.72	8.47	8.14	NA	11.45	10.5	8.97	7.16	8.83	11.65	7.57	3.68	17.41	7.93	7.84	5.81	5.16	NA	33.34	NA	15.56	20.4	17.41	NA	NA	NA
1862	12.17	11.61	14.63	8.2	15.58	13.56	5.52	11.16	6.85	7.12	9.75	NA	9.76	10.12	6.73	5.47	8.02	9.96	7.56	3.29	13.1	6.68	6.04	5.11	5.06	NA	27.29	NA	22.7	18.02	16.71	NA	NA	NA
1863	10.82	11.85	13.24	7.52	12.88	12.01	5.9	15.92	9.46	8.05	13.46	NA	12.9	10.78	8.36	9.15	9.94	12.05	9.1	3	14.25	6.61	6.75	4.63	5.48	NA	29.34	NA	18.42	20.16	21.46	NA	NA	NA
