# Stefanuk - Frontenac Arch FR11 - ACSH - ITRDB CANA634
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/32611
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-32611.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana634-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana634-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana634.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana634.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-02-05
#--------------------
# File_Last_Modified_Date
#   Date: 2021-02-05
#--------------------
# Title
#   Study_Name: Stefanuk - Frontenac Arch FR11 - ACSH - ITRDB CANA634
#--------------------
# Investigators
#   Investigators: Stefanuk, M.A.; Danby, R.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sample plots were circular with a radius of 75m, located within sugar maple dominated stands in protected areas within each region including Algonquin Provincial Park, Frontenac Provincial Park, Charleston Lake Provincial Park and the Queen's University Biological Station. NOAA Template Raw Measurements file added 2021-02-22.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Canadian Foundation for Innovation
#   Grant: 22534
#--------------------
# Site_Information
#   Site_Name: Frontenac Arch FR11
#   Location: Canada
#   Northernmost_Latitude: 44.555756
#   Southernmost_Latitude: 44.555756
#   Easternmost_Longitude: -76.362409
#   Westernmost_Longitude: -76.362409
#   Elevation_m: 160
#--------------------
# Data_Collection
#   Collection_Name: CANA634
#   First_Year: 1888
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 116FR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 116FR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 116FR11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 116FR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 117FR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 117FR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 117FR11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 117FR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118FR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 118FR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118FR11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 118FR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 119FR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 119FR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 119FR11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 119FR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 120FR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 120FR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 120FR11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 120FR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	116FR11A_raw	116FR11B_raw	117FR11A_raw	117FR11B_raw	118FR11A_raw	118FR11B_raw	119FR11A_raw	119FR11B_raw	120FR11A_raw	120FR11B_raw
1888	NA	NA	NA	1.059	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	0.385	NA	0.676	NA	NA	NA	NA
1891	NA	NA	NA	1.557	NA	1.125	NA	NA	NA	NA
1892	NA	NA	NA	2.524	1.063	1.378	2.284	2.78	NA	NA
1893	NA	NA	NA	1.302	0.714	1.044	0	1.411	NA	NA
1894	NA	NA	NA	1.293	0.608	1.464	1.476	1.204	NA	NA
1895	NA	NA	NA	0.648	0.651	0.962	1.147	1.036	NA	NA
1896	NA	NA	NA	1.133	1.143	1.739	1.434	1.554	NA	NA
1897	NA	NA	NA	1.158	1.027	1.508	1.129	1.101	NA	NA
1898	NA	NA	NA	0.875	0.7	0.893	1.191	1.166	NA	NA
1899	NA	NA	NA	1.628	1.187	1.463	1.662	1.702	NA	NA
1900	NA	NA	NA	0.869	0.849	1.224	1.36	0.95	NA	NA
1901	NA	NA	NA	1.2	1.533	1.36	2.028	1.236	NA	NA
1902	NA	NA	NA	1.913	0.988	0.79	1.819	1.91	NA	NA
1903	NA	NA	NA	1.982	1.313	1.144	1.277	1.06	NA	NA
1904	NA	NA	NA	2.655	1.806	1.586	1.777	1.664	NA	NA
1905	4.6	NA	NA	2.505	1.106	1.073	1.192	1.271	NA	NA
1906	3.127	NA	2.068	2.475	1.18	0.098	1.278	1.484	NA	NA
1907	0.956	NA	1.432	1.446	0.732	1.158	0.91	0.913	NA	NA
1908	3.235	NA	1.766	1.709	1.172	0.814	2.856	2.305	NA	NA
1909	1.987	NA	0.943	1.498	1.638	1.116	2.426	1.232	NA	NA
1910	2.024	NA	0.793	1.878	1.178	0	3.273	1.005	NA	NA
1911	2.299	NA	0.953	1.848	1.275	0.982	3.894	1.122	NA	NA
1912	1.795	NA	0.689	1.495	0.903	0.419	3.804	1.268	NA	NA
1913	2.026	NA	0.844	1.574	0.979	0.522	3.137	1.668	NA	NA
1914	2.315	2.233	0.577	1.162	0.918	0.996	3.068	2.241	NA	NA
1915	0.919	1.508	0.753	1.475	0.404	1.132	2.889	2.157	NA	NA
1916	2.31	2.91	0.859	1.298	0.73	0	1.979	1.847	NA	NA
1917	2.173	2.819	1.05	1.408	1.076	0	2.529	1.99	NA	NA
1918	1.935	2.605	1.222	1.642	1.267	0	1.9	1.599	NA	3.309
1919	1.29	2.066	0.687	0.752	0.875	0	1.475	0.818	NA	2.55
1920	1.507	2.734	0.88	0.981	1.637	0	2.063	1.788	NA	2.017
1921	1.119	1.349	0.438	0.871	0.891	1.093	1.405	1.45	NA	1.213
1922	1.795	2.198	0.92	1.476	1.49	1.991	1.975	1.957	NA	0.833
1923	0.977	1.136	0.389	0.749	0.825	0.908	0.998	1.063	NA	0.461
1924	1.145	1.608	0.643	0.93	0.988	1.212	1.092	1.14	NA	1.593
1925	1.352	1.129	0.129	0.438	0.433	0.634	0.409	0.524	NA	1.068
1926	1.044	0.901	0.353	0.418	0.518	1.045	0.47	0.48	NA	1.141
1927	1.559	1.907	0.798	1.092	0.811	1.319	0.607	0.645	NA	0.393
1928	1.592	1.876	0.8	1.421	1.183	1.846	0.909	1.046	NA	1.306
1929	1.142	1.297	0.83	1.286	1.155	1.882	1.409	1.091	1.228	3.53
1930	1.701	2.151	1.152	1.022	1.492	1.849	1.517	0.952	1.03	2.004
1931	1.536	2.091	1.099	0.978	1.157	1.702	1.489	1.114	1.434	4.119
1932	1.533	1.712	0.712	0.904	0.989	1.573	1.445	1.71	1.877	7.252
1933	0.849	0.98	0.475	0.687	0.932	1.098	0.853	1.006	1.154	2.133
1934	1.257	1.352	0.867	0.916	0.908	1.298	1.21	1.545	2.503	2.386
1935	1.471	1.784	1.059	1.021	1.132	1.784	1.368	1.664	2.792	3.133
1936	1.023	1.16	0.505	0.657	0.877	0.948	0.862	1.052	1.694	2.063
1937	1.03	1.129	0.71	0.963	1.042	1.174	1.237	1.52	1.941	1.742
1938	1.066	1.085	0.724	0.783	0.868	1.054	1.417	0.971	1.697	1.516
1939	1.187	0.958	0.665	0.507	1.075	0.91	0.787	1.08	1.671	1.483
1940	1.586	1.048	0.475	0.547	1.282	1.332	0.679	0.958	1.45	0.985
1941	0.572	0.648	0.173	0.283	0.562	0.467	0.616	0.713	0.576	0.278
1942	1.058	1.182	0.62	0.686	0.842	0.646	1.025	0.721	1.158	0.756
1943	1.195	0.902	0.35	0.427	0.778	0.845	0.664	0.707	0.921	0.721
1944	1.176	0.823	0.515	0.652	0.805	0.957	1.158	1.096	0.707	0.582
1945	0.853	0.722	0.503	0.454	0.852	0.157	1.403	1.182	0.844	0.551
1946	0.913	0.913	0.894	0.888	1.01	0.457	1.221	0.955	0.79	0.679
1947	1.593	1.742	2.002	1.407	0.998	1.789	1.978	1.93	1.405	1.374
1948	0.818	1.21	1.299	1.601	0.834	1.192	1.71	1.412	1.02	1.106
1949	1.201	1.213	1.11	1.421	0.641	1.155	1.141	1.454	0.918	0.964
1950	0.87	1.028	1.226	1.227	0.574	0.839	0.704	1.092	1.217	0.967
1951	0.045	0.057	0	0.028	0.139	0.256	0.308	0.287	0.247	0.081
1952	0.609	0.326	0.927	1.013	0.605	1.201	0.499	0.655	0.708	0.608
1953	0.919	1.167	2.05	1.992	1.033	2.315	1.539	1.338	1.078	1.114
1954	0.684	1.413	2.262	2.291	1.267	2.505	1.64	1.688	1.253	1.369
1955	0.933	1.295	1.434	1.17	1.015	1.7	1.203	1.437	1.272	0.984
1956	1.078	1.157	1.314	1.169	1.081	1.954	1.781	1.981	1.353	0.859
1957	0.931	1.537	0.87	1.561	1.233	2.264	1.598	1.722	1.261	0.834
1958	0.651	1.357	1.199	1.224	1.06	1.127	1.145	1.63	1.442	1.06
1959	1.033	0.802	1.172	1.015	1.129	1.275	0.961	1.653	1.177	0.828
1960	1.447	1.126	1.297	0.921	1.083	1.638	1.394	1.511	1.519	1.037
1961	0.621	1.517	1.971	1.172	1.15	2.218	1.6	1.919	1.342	1.316
1962	0.513	0.85	1.095	0.671	0.766	1.263	1.09	1.134	0.975	0.884
1963	0.656	0.736	1.181	0.527	0.795	1.417	0.932	1.042	0.671	0.576
1964	0.406	0.901	1.257	0.805	0.875	1.662	1.069	1.119	0.883	0.69
1965	0.587	0.508	1.308	0.795	0.971	1.8	1.262	1.189	1.161	1.159
1966	0.727	0.765	1.47	0.754	0.744	1.5	0.945	0.842	1.062	0.894
1967	0.677	0.935	2.45	1.167	0.948	1.687	1.725	1.019	2.008	1.619
1968	0.713	0.852	2.123	1.6	1.208	1.618	1.44	0.919	1.596	1.434
1969	0.656	0.815	1.212	2.459	1.31	1.665	1.807	0.901	2.248	2.206
1970	0.443	0.486	1.581	2.361	1.388	1.553	1.671	1.108	1.947	1.954
1971	0.938	0.454	3.053	1.488	0.962	1.142	1.491	1.133	1.624	1.72
