# Campbell - Nelson House - PIBN - ITRDB CANA7
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2926
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2926.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana7mnd-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana7mnd-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana7mnd.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana7mnd.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Campbell - Nelson House - PIBN - ITRDB CANA7
#--------------------
# Investigators
#   Investigators: Campbell, I.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nelson House
#   Location: Manitoba
#   Northernmost_Latitude: 55.93
#   Southernmost_Latitude: 55.93
#   Easternmost_Longitude: -98.63
#   Westernmost_Longitude: -98.63
#   Elevation_m: -999
#--------------------
# Data_Collection
#   Collection_Name: CANA7
#   First_Year: 1939
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus banksiana Lamb.
#   Common_Name: jack pine
#   Tree_Species_Code: PIBN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NOJ104C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ104C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ121C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ121C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ168C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ168C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ088C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ088C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ148B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ148B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0TF141C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0TF141C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ073C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ073C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ139C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ139C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NOJ045C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NOJ045C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NOJ104C_raw	NOJ121C_raw	NOJ168C_raw	NOJ088C_raw	NOJ148B_raw	0TF141C_raw	NOJ073C_raw	NOJ139C_raw	NOJ045C_raw
1938	NA	NA	25.29	NA	NA	31.81	NA	NA	NA
1939	NA	33.57	31.88	NA	12.24	34.25	NA	NA	NA
1940	NA	37.98	39.78	15.86	38.49	37.55	NA	26.93	NA
1941	32.58	30.39	34.59	32.33	32.9	32.62	NA	29.3	NA
1942	34.11	31.48	36.99	30.99	35.25	44.25	NA	28.67	NA
1943	34.49	31.24	35.02	32.95	34.06	37.72	19.1	29.23	NA
1944	30.99	31.58	34.93	30.84	33.83	38.98	36.63	29.16	NA
1945	33.39	34.98	36.7	32.6	34.1	37.39	39.13	29.1	NA
1946	33.01	34.53	34.34	32.8	35.09	35.61	39.18	28.6	NA
1947	29.02	33.9	34.2	33.74	35.73	34.08	41.84	28.82	NA
1948	33.78	36.31	38.76	37.29	41.5	37.51	38.06	33.54	NA
1949	32.03	33.51	33.58	36.08	38.44	32.73	39.6	30.14	NA
1950	31.95	35.47	34.41	37.66	39.5	33.97	34.91	31.74	NA
1951	31.45	34.23	32.99	38.93	38.6	32.2	35.38	31.54	NA
1952	34.83	35.41	35.65	41.85	39.13	34.17	36.28	33.88	NA
1953	32.19	34.45	35.17	40.48	40.05	30.71	37.78	30.75	NA
1954	33.45	38.02	34.33	39.22	39.45	30.78	37.24	32.59	NA
1955	34.58	36.1	33.49	36.61	38.41	31.33	39.09	31.41	16.47
1956	37.37	38.85	34.68	39.26	41.69	32.99	37.9	33.8	40.04
1957	36.95	36.71	33.83	37.9	38.26	30.99	43.59	33.29	38.9
1958	38.2	38.63	35.76	38.28	40.16	33.61	38.48	32.42	39.68
1959	34.02	36.04	33.88	36.29	34.7	31.27	43.84	30.86	35.26
1960	33.09	35.03	34.16	36.84	33.93	29.76	46.23	29.8	40.43
1961	37.55	42.77	36.18	40.58	38.3	37.46	46.45	33.52	36.37
1962	32.31	35.84	33.03	37.7	34.38	33.13	49.1	31.12	36.45
1963	31.71	34.23	34.84	37.01	33.93	32.51	44.61	29.3	36.59
1964	38.15	38.25	38.99	39.91	35.31	37.73	41.71	34.25	37.61
1965	29.67	34.54	34.07	35.34	33.47	31.62	47.4	28.65	36.39
1966	28.95	35.63	36.93	34.12	33.06	33.99	43.08	29.95	37.94
1967	34.07	34.96	35.28	36.44	33.85	35.82	45.44	30.65	36.81
1968	38.39	40.14	36.18	38.08	34.27	37.31	48.48	32.38	41.3
1969	42.39	37.3	38.29	38.91	34.4	36.19	49.39	30.62	36.27
1970	33.89	35.39	34.65	38.73	31.42	35.45	50.57	28.75	36.23
1971	32.35	36.44	35.23	41.14	32.21	34.5	45.98	27.85	33.86
1972	31.56	36.31	35.1	39.73	34.83	36.44	46.38	26.76	34.46
1973	38.36	42.1	37	44.35	30.08	39.84	45.53	26.8	37.87
1974	35.85	36.24	34.89	39.09	29.68	37.35	47.02	28.02	33.43
1975	40.03	33.14	34.29	37.76	25.87	32.6	42.7	27.83	32.24
1976	34.8	37.82	37.47	40.3	30.7	37.59	41.08	29.91	36.95
1977	31.65	35.74	36.36	40.42	29.31	37.88	44.56	29.84	31.8
1978	31.51	34.77	37.48	37.95	29.04	35.78	42.67	27.31	32.54
1979	35.04	36.79	34.68	40.48	27.66	36.46	40.6	26.59	35.44
1980	37.55	41.62	34.48	43.88	29.92	43.5	41.73	31.12	36.61
1981	36.4	43.16	36.02	42.94	30.57	46.11	51.6	35.88	35.5
1982	36.75	44.15	35.2	41.97	29.97	43.21	58.25	32.65	34.11
1983	37.55	41.09	35.16	43.46	31.49	42.74	57.43	32.52	34.21
1984	32.15	39.72	34.44	40.03	30.26	37.88	50.31	30.88	45.44
1985	45.47	36.5	35.4	38.37	32.23	36.28	47.49	29.32	44.45
1986	38.82	36.54	34.71	43.2	34.2	40.09	45.05	34.82	43.14
1987	30.74	37.68	35.4	38.17	29.43	35.55	46.74	29.47	41.53
1988	29.56	37.09	34.83	38.89	28.92	37.59	44.62	29.45	42.1
1989	29.41	35.78	36.69	38.17	30.21	35.45	44.04	29.6	45.57
1990	31.05	36.66	36.11	42.37	29.97	36.8	43.31	31.19	43.85
1991	31.08	34.38	34.62	38.46	30.19	36.07	44.32	30.8	44.16
1992	31.7	36.27	35.05	39.19	30.06	36.53	43.78	31.1	44.49
1993	32.79	34.26	34.68	38.91	29.97	34.32	44.44	28.6	44.8
1994	31.68	34.02	33.17	41.74	28.96	35.27	42.74	27.68	50.77
