# Beriault - Sanford Island, Reindeer Lake - PIBN - ITRDB CANA208
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2731
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2731.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana208-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana208-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana208.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana208.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Beriault - Sanford Island, Reindeer Lake - PIBN - ITRDB CANA208
#--------------------
# Investigators
#   Investigators: Beriault, A.; Sauchyn, D.J.; Stroich, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sanford Island, Reindeer Lake
#   Location: Saskatchewan
#   Northernmost_Latitude: 56.5
#   Southernmost_Latitude: 56.5
#   Easternmost_Longitude: -102.97
#   Westernmost_Longitude: -102.97
#   Elevation_m: 410
#--------------------
# Data_Collection
#   Collection_Name: CANA208
#   First_Year: 1878
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus banksiana Lamb.
#   Common_Name: jack pine
#   Tree_Species_Code: PIBN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SI01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI03C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI03C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SI21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SI21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SI01A_raw	SI01B_raw	SI02A_raw	SI02B_raw	SI03A_raw	SI03C_raw	SI04A_raw	SI04B_raw	SI05B_raw	SI06A_raw	SI07A_raw	SI07B_raw	SI08B_raw	SI09A_raw	SI09B_raw	SI10B_raw	SI12A_raw	SI12B_raw	SI13A_raw	SI13B_raw	SI14A_raw	SI15B_raw	SI17B_raw	SI18A_raw	SI18B_raw	SI19B_raw	SI20A_raw	SI20B_raw	SI21A_raw	SI21B_raw
1878	NA	NA	2.429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	2.247	3.484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	1.847	3.238	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.515	1.86	1.605	2.786	2.542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	1.714	2.484	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.457	1.442	1.568	2.007	1.908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	1.887	2.545	NA	NA	NA	NA	NA	3.266	NA	NA	NA	1.451	1.728	1.354	1.855	1.804	NA	NA	NA	NA	NA	NA	1.681	2.188	NA	NA	NA	NA
1883	NA	NA	2.414	2.75	NA	NA	NA	NA	NA	2.5	2.45	NA	1.946	1.475	1.491	1.521	2.263	1.482	2.403	2.21	NA	NA	NA	NA	1.486	1.845	2.965	NA	NA	NA
1884	NA	NA	2.218	2.243	NA	NA	NA	NA	NA	2.285	1.944	NA	1.809	1.251	1.188	1.402	1.765	1.124	1.187	1.141	NA	NA	NA	NA	1.297	1.615	1.913	2.435	NA	NA
1885	NA	NA	2.004	1.466	NA	NA	1.906	NA	NA	1.468	1.157	NA	1.401	0.96	1.351	0.491	1.165	0.808	0.857	0.727	NA	NA	NA	NA	1.197	1.34	2.079	1.938	1.119	0.973
1886	NA	NA	1.54	1.367	NA	NA	1.219	NA	NA	1.562	1.035	NA	1.028	0.521	0.72	0.383	0.728	0.524	0.605	0.914	NA	NA	NA	NA	0.896	1.653	1.425	1.344	1.122	0.915
1887	NA	NA	1.501	0.941	NA	NA	1.114	NA	NA	1.782	1.331	NA	3.261	0.561	0.922	0.307	0.722	1.116	0.558	0.977	NA	NA	NA	NA	0.681	1.689	1.082	1.649	0.45	0.317
1888	NA	NA	1.802	1.522	NA	NA	2.153	NA	NA	2.208	1.952	NA	2.274	0.696	0.454	0.81	1.453	1.109	0.564	0.541	NA	NA	NA	NA	1.486	2.378	1.61	1.574	0.21	0.181
1889	NA	NA	2.012	1.953	NA	NA	2.15	NA	1.704	2.457	2.67	NA	2.523	0.783	0.802	0.758	1.718	1.526	1.073	0.908	NA	3.799	NA	NA	1.877	2.315	1.506	1.798	0.322	0.383
1890	NA	NA	1.81	1.077	1.803	NA	1.877	1.855	1.057	1.794	1.489	NA	1.585	0.425	0.539	0.401	1.883	1.361	1.034	0.741	1.378	2.397	NA	NA	1.089	1.836	1.421	1.61	0.386	0.499
1891	NA	NA	1.85	1.154	1.442	NA	1.217	1.324	1.286	1.667	1.268	NA	1.141	0.636	0.726	0.424	1.045	0.938	1.099	0.953	1.086	1.831	NA	NA	0.879	1.292	0.914	1.172	0.528	0.62
1892	NA	NA	1.507	1.471	2.033	NA	0.965	1.651	1.602	2.174	0.919	NA	1.442	1.127	1.06	0.426	1.359	1.268	1.003	1.057	0.981	2.292	NA	NA	0.545	1.688	0.858	1.283	0.932	1.223
1893	NA	NA	2.037	1.946	2.112	NA	1.04	1.721	1.712	2.783	1.472	NA	1.972	1.54	1.237	0.784	1.787	1.692	0.731	1.137	1.136	3.668	NA	NA	0.674	2.257	0.912	2.018	0.925	1.566
1894	NA	NA	1.793	1.729	2.147	2.302	1.027	1.5	1.692	2.578	2.082	NA	1.518	1.55	1.277	0.942	1.667	1.437	1.406	1.462	1.358	3.002	NA	NA	0.582	2.632	0.972	1.602	1.09	1.527
1895	NA	NA	1.511	1.612	3.018	3.039	1.3	2.098	1.749	2.639	2.118	NA	1.864	1.746	1.812	1.346	2.475	1.829	1.525	1.63	1.39	2.56	NA	NA	1.04	1.506	1.426	1.437	1.327	1.802
1896	2.402	NA	1.447	1.554	2.404	2.351	1.162	1.782	1.545	2.092	1.349	NA	1.51	1.199	1.375	1.014	1.582	1.362	1.365	1.621	1.379	2.343	NA	NA	1.14	1.52	1.265	1.361	1.127	1.567
1897	1.964	NA	1.18	1.209	2.283	2.483	0.814	1.222	1.114	2.352	0.886	NA	1.043	0.857	0.975	0.952	1.117	0.764	1.128	1.252	1.163	1.991	NA	NA	1.471	1.316	0.775	0.721	0.932	1.402
1898	1.722	NA	1.277	1.48	3.577	4.108	0.958	1.102	1.293	2.859	1.332	NA	1.248	0.86	1.296	1.492	1.389	1.06	1.247	1.621	1.461	2.401	NA	NA	1.18	1.92	0.921	1.296	1.069	1.538
1899	0.95	NA	0.922	0.889	1.392	2.388	0.464	0.603	1.031	1.233	1.004	NA	0.539	0.681	0.889	1.208	0.996	0.708	1.082	1.305	1.062	1.458	NA	NA	0.649	1.781	0.67	0.787	0.724	1.078
1900	1.407	NA	1.119	1.141	2.637	3.456	0.81	1.063	0.875	1.926	1.326	1.201	1.163	1.62	1.203	1.883	1.763	1.269	1.361	1.77	1.019	2.081	1.547	NA	0.933	2.142	1.388	1.579	1.351	1.739
1901	0.92	NA	0.69	0.793	1.763	2.057	0.464	0.758	1.006	1.962	1.266	0.743	0.835	1.214	0.866	1.118	1.436	0.97	1.306	1.191	0.757	1.606	1.281	NA	0.425	1.015	0.806	1.088	1.178	1.103
1902	0.454	NA	0.4	0.374	1.565	1.844	0.433	0.489	0.76	1.228	1.017	0.819	0.625	1.181	0.618	1.197	0.969	0.691	1.202	0.957	0.485	1.56	1.888	0.419	0.268	0.876	0.66	0.671	1.227	0.878
1903	1.467	0.78	0.69	0.627	1.189	1.385	0.415	0.553	0.931	1.817	1.24	0.964	0.57	1.073	0.756	1.1	0.987	0.733	1.185	1.201	0.51	1.409	1.027	0.251	0.372	1.861	0.845	0.558	1.105	0.762
1904	1.473	0.367	0.583	0.487	0.952	1.23	0.219	0.418	0.588	1.17	1.067	0.645	0.611	0.732	0.497	0.773	0.714	0.432	0.985	1.032	0.429	0.776	0.835	0.254	0.133	1.283	0.482	0.305	0.866	0.729
1905	1.446	0.932	0.459	0.443	0.779	1.222	0.188	0.489	0.577	1.762	0.85	0.51	0.256	1.063	0.703	0.644	0.832	0.578	1.315	1.305	0.269	0.889	0.826	0.085	0.046	1.152	0.528	0.357	0.607	0.491
1906	1.577	0.861	0.491	0.413	0.578	1.844	0.348	0.447	0.662	1.673	1.086	1.019	0.407	0.95	1.093	0.92	0.894	0.665	1.361	2.017	0.523	0.882	0.767	0.129	0.127	1.527	0.693	0.446	0.894	0.789
1907	1.302	1.02	0.514	0.56	0.901	1.911	0.622	0.786	0.456	1.297	1.009	0.649	0.302	0.949	0.814	1.102	1.19	0.996	1.631	1.584	0.746	1.03	0.532	0.261	0.311	1.639	0.893	0.528	1.327	1.31
1908	1.402	0.953	0.588	0.642	1.003	1.816	0.464	0.681	0.637	1.864	1.387	0.972	0.192	0.818	0.706	1.17	0.906	0.924	1.611	1.295	0.836	1.101	0.825	0.193	0.296	1.507	0.568	0.351	1.065	0.822
1909	1.406	0.768	0.582	0.476	0.776	1.287	0.51	0.604	0.794	2.244	1.492	1.14	0.353	1.189	0.713	0.924	0.85	0.679	1.313	0.945	0.682	1.248	1.25	0.201	0.281	1.261	0.699	0.41	0.824	0.798
1910	1.225	0.736	0.498	0.468	0.476	1.057	0.381	0.437	0.611	2.38	1.636	0.872	0.304	0.841	0.527	0.794	0.816	0.721	1.278	1.267	0.846	1.225	0.894	0.234	0.327	1.444	0.635	0.37	1.004	1.036
1911	1.191	0.669	0.499	0.455	0.466	1.025	0.404	0.638	0.647	1.841	1.643	0.91	0.362	0.898	0.77	1.085	0.94	0.84	1.43	1.739	0.588	1.52	1.031	0.317	0.564	1.738	0.51	0.342	0.994	0.738
1912	1.331	0.716	0.283	0.305	0.339	0.403	0.166	0.218	0.467	1.057	0.824	0.663	0.156	0.679	0.411	0.436	0.593	0.495	1.186	1.057	0.42	0.543	0.421	0.187	0.269	0.889	0.242	0.21	0.427	0.547
1913	1.524	0.731	0.366	0.346	0.74	0.762	0.445	0.439	0.533	1.444	1.229	1.202	0.179	1.096	0.61	1.015	0.915	0.651	1.51	1.21	0.394	1.36	0.667	0.236	0.373	1.208	0.485	0.326	0.785	0.732
1914	1.263	0.626	0.368	0.261	0.713	0.806	0.475	0.427	0.41	1.365	1.171	1.127	0.269	0.782	0.66	0.553	0.591	0.621	1.413	1.021	0.707	1.605	0.301	0.283	0.546	0.777	0.409	0.239	0.671	0.871
1915	0.626	0.323	0.131	0.116	0.354	0.401	0.107	0.131	0.208	0.447	0.486	0.641	0.137	0.419	0.352	0.154	0.279	0.273	0.696	0.405	0.353	0.567	0.558	0.1	0.277	0.436	0.169	0.082	0.403	0.478
