# St. George - Granite Lake - PIRE - ITRDB CANA253
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6158
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6158.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana253-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana253-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana253.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana253.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-06-04
#--------------------
# File_Last_Modified_Date
#   Date: 2008-06-04
#--------------------
# Title
#   Study_Name: St. George - Granite Lake - PIRE - ITRDB CANA253
#--------------------
# Investigators
#   Investigators: St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Granite Lake
#   Location: Ontario
#   Northernmost_Latitude: 49.68
#   Southernmost_Latitude: 49.68
#   Easternmost_Longitude: -94.87
#   Westernmost_Longitude: -94.87
#   Elevation_m: 395
#--------------------
# Data_Collection
#   Collection_Name: CANA253
#   First_Year: 1775
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus resinosa Aiton
#   Common_Name: red pine
#   Tree_Species_Code: PIRE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## g0501a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0501a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0501b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0501b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0502a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0502a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0502b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0502b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0503a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0503a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0503b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0503b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0504a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0504a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0504b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0504b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0505a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0505a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0505b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0505b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0506b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0506b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0507a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0507a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0507b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0507b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0508a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0508a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0508b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0508b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0509a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0509a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0509b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0509b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0510a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0510a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0510b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0510b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0511a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0511a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0511b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0511b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0512a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0512a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0512b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0512b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0513b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0513b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0514a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0514a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0514b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0514b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0515a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0515a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0516a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0516a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0516b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0516b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0517a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0517a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0517b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0517b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0531a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0531a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0531b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0531b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0532a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0532a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0533a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0533a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0533b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0533b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0534a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0534a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## g0535a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: g0535a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	g0501a_raw	g0501b_raw	g0502a_raw	g0502b_raw	g0503a_raw	g0503b_raw	g0504a_raw	g0504b_raw	g0505a_raw	g0505b_raw	g0506b_raw	g0507a_raw	g0507b_raw	g0508a_raw	g0508b_raw	g0509a_raw	g0509b_raw	g0510a_raw	g0510b_raw	g0511a_raw	g0511b_raw	g0512a_raw	g0512b_raw	g0513b_raw	g0514a_raw	g0514b_raw	g0515a_raw	g0516a_raw	g0516b_raw	g0517a_raw	g0517b_raw	g0531a_raw	g0531b_raw	g0532a_raw	g0533a_raw	g0533b_raw	g0534a_raw	g0535a_raw
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.962	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.094	1.532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.109	1.845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	2.379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.815	1.675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.388	NA	NA	NA	NA	NA	NA	1.03	1.069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33	NA	NA	NA	NA	NA	NA	1.036	0.784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.193	NA	NA	NA	NA	NA	NA	0.673	1.244	NA	NA	NA	NA	NA	NA	1.618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.611	NA	NA	NA	NA	NA	NA	0.978	1.226	NA	NA	NA	NA	NA	NA	1.919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.266	NA	NA	NA	NA	NA	NA	0.868	1.267	NA	NA	NA	1.188	NA	NA	2.106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.345	NA	NA	NA	NA	NA	NA	0.908	0.899	NA	NA	NA	1.3	NA	NA	1.935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.346	1.477	NA	NA	NA	NA	NA	NA	0.937	0.765	NA	NA	NA	1.432	NA	NA	1.914	2.334	NA	NA	NA	NA	NA	NA	NA	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.255	1.061	NA	NA	NA	NA	NA	NA	0.482	0.951	NA	NA	NA	0.732	NA	NA	1.244	2.064	NA	NA	NA	NA	NA	NA	NA	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.369	1.35	NA	NA	NA	NA	NA	NA	0.655	0.84	NA	NA	NA	0.933	NA	NA	1.471	2.243	NA	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.431	1.555	NA	NA	NA	NA	NA	NA	0.964	0.616	NA	NA	NA	1.09	0.839	NA	1.497	1.861	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.569	1.757	NA	NA	NA	NA	NA	NA	0.932	0.95	NA	NA	NA	1.287	0.971	NA	1.2	1.426	NA	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.878	1.954	NA	NA	NA	NA	NA	NA	1.129	0.778	NA	NA	NA	1.291	1.138	NA	1.391	1.402	NA	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.486	1.628	NA	NA	1.394	NA	NA	NA	0.814	0.71	NA	NA	NA	0.898	0.976	NA	1.331	0.767	NA	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.532	1.424	NA	NA	0.566	NA	NA	NA	0.657	0.329	NA	NA	NA	0.847	1.098	NA	1.24	0.596	NA	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.811	0.871	NA	NA	0.384	0.797	NA	0.32	0.254	0.889	NA	NA	NA	0.522	0.634	NA	0.848	0.449	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.429	1.558	NA	NA	0.476	0.743	NA	0.839	0.673	0.415	NA	NA	NA	0.877	0.786	NA	1.906	0.906	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.253	1.136	NA	NA	0.391	0.547	NA	0.446	0.508	0.186	NA	NA	NA	0.719	0.435	NA	0.493	0.505	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.899	1.877	NA	NA	0.493	1.022	NA	0.583	0.8	0.846	NA	NA	NA	0.82	1.483	NA	0.755	0.773	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	NA	1.877	NA	NA	NA	NA	NA	NA	NA	2.009	1.997	NA	NA	0.8	0.995	NA	0.807	0.794	0.894	NA	NA	NA	1.246	1.292	NA	1.181	1.024	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	NA	1.667	NA	NA	NA	NA	NA	NA	NA	1.048	0.975	NA	NA	0.457	0.641	NA	0.689	0.52	0.648	NA	NA	NA	0.911	0.683	NA	0.617	0.542	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	NA	1.395	NA	NA	NA	NA	NA	NA	NA	0.748	0.852	NA	NA	1.038	0.681	NA	0.522	0.439	0.489	NA	NA	NA	0.664	0.696	NA	0.666	0.451	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	NA	2.02	NA	NA	NA	NA	NA	NA	NA	0.975	1.245	NA	NA	0.881	0.844	NA	0.522	0.52	0.643	NA	NA	NA	0.647	0.732	NA	0.811	0.755	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	NA	1.863	NA	NA	NA	NA	NA	NA	NA	0.753	1.141	NA	NA	0.776	0.63	NA	0.473	0.416	0.627	NA	NA	NA	0.451	0.454	NA	0.751	0.933	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	NA	1.8	NA	NA	NA	NA	NA	NA	NA	0.784	1.418	NA	NA	0.86	0.723	NA	0.494	0.584	0.853	NA	NA	NA	0.482	0.51	NA	0.52	0.732	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	NA	1.999	NA	NA	NA	NA	NA	NA	NA	0.683	0.778	NA	NA	0.428	0.596	NA	0.27	0.398	0.418	NA	NA	NA	0.302	0.524	NA	0.4	0.281	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	NA	1.646	NA	NA	NA	NA	NA	NA	NA	0.882	1	NA	NA	0.302	0.493	NA	0.528	0.502	0.47	NA	NA	NA	0.604	0.548	NA	0.278	0.318	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	NA	2.119	NA	NA	NA	NA	NA	NA	NA	1.088	1.332	NA	NA	0.642	0.72	NA	0.61	0.525	0.736	NA	NA	NA	0.537	0.576	NA	0.361	0.451	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	NA	1.953	NA	NA	NA	NA	NA	NA	NA	0.759	1.348	NA	NA	0.764	0.598	NA	0.538	0.532	0.755	NA	NA	NA	0.597	0.555	NA	0.243	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	1.027	NA	NA	1.749	NA	NA	NA	NA	NA	NA	NA	0.94	1.039	NA	NA	0.731	0.767	NA	0.584	0.453	0.692	NA	NA	NA	0.675	0.611	NA	0.301	0.422	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	0.992	NA	NA	1.924	NA	NA	NA	NA	NA	NA	NA	0.69	0.826	NA	NA	0.724	0.676	NA	0.555	0.473	0.419	NA	NA	NA	0.452	0.401	NA	0.156	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	0.714	NA	NA	1.622	NA	NA	NA	NA	NA	NA	NA	0.847	0.871	NA	NA	0.724	0.692	NA	0.761	0.497	0.511	NA	NA	NA	0.591	0.472	NA	0.194	0.317	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	0.725	NA	NA	1.931	NA	NA	NA	NA	NA	NA	NA	0.834	1.138	NA	NA	0.908	1.134	NA	0.916	0.645	0.753	NA	NA	NA	0.873	0.594	NA	0.292	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA
