# Smith - TAD Ridge - TSME - ITRDB CANA473
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/19612
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-19612.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana473-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana473-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana473.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana473.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2015-11-04
#--------------------
# File_Last_Modified_Date
#   Date: 2015-11-04
#--------------------
# Title
#   Study_Name: Smith - TAD Ridge - TSME - ITRDB CANA473
#--------------------
# Investigators
#   Investigators: Smith, D.J.; Coulthard, B.L.; Laroque, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: TAD Ridge
#   Location: British Columbia
#   Northernmost_Latitude: 48.69
#   Southernmost_Latitude: 48.69
#   Easternmost_Longitude: -124.29
#   Westernmost_Longitude: -124.29
#   Elevation_m: 980
#--------------------
# Data_Collection
#   Collection_Name: CANA473
#   First_Year: 1699
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 96B201a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B201a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B201b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B201b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B202a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B202a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B202b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B202b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B203b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B203b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B204a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B204a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B204b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B204b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B205a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B205a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B205b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B205b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B206a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B206a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B206b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B206b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B207a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B207a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B211a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B211a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B211b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B211b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B212b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B212b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B213b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B213b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B214b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B214b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B215a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B215a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B215b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B215b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B216a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B216a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B218a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B218a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B218b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B218b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B219a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B219a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 96B219b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 96B219b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	96B201a_raw	96B201b_raw	96B202a_raw	96B202b_raw	96B203b_raw	96B204a_raw	96B204b_raw	96B205a_raw	96B205b_raw	96B206a_raw	96B206b_raw	96B207a_raw	96B211a_raw	96B211b_raw	96B212b_raw	96B213b_raw	96B214b_raw	96B215a_raw	96B215b_raw	96B216a_raw	96B218a_raw	96B218b_raw	96B219a_raw	96B219b_raw
1699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.94
1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91
1701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64
1702	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24
1703	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21
1704	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59
1705	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9
1706	NA	NA	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	1.49	NA	NA	NA	0.65
1707	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	0.96	NA	NA	NA	0.89
1708	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	0.8	NA	NA	NA	0.84
1709	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA	NA	NA	NA	NA	1.94	NA	NA	NA	1.2
1710	NA	NA	NA	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	1.39	NA	NA	NA	1.24
1711	NA	NA	NA	2.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	NA	NA	NA	NA	NA	2.48	NA	NA	NA	2.57
1712	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA	1.16	NA	NA	NA	1.57
1713	NA	NA	NA	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	1.81	NA	NA	NA	1.42
1714	NA	NA	NA	2.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06	NA	NA	NA	NA	NA	1.5	NA	NA	NA	1.18
1715	NA	NA	1.75	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	3.42	NA	NA	NA	0.92	NA	NA	NA	1.05
1716	NA	NA	0.46	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	2.01	NA	NA	NA	0.39	NA	NA	NA	0.89
1717	NA	NA	0.45	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1.87	NA	NA	NA	0.39	NA	NA	NA	1.37
1718	NA	NA	0.89	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	0.8	NA	NA	NA	0.51	NA	NA	NA	0.95
1719	NA	NA	1.16	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	0.67	NA	NA	NA	0.79	NA	NA	NA	1.26
1720	NA	NA	1.11	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	NA	0.62	NA	NA	NA	0.78	NA	NA	NA	1.67
1721	NA	NA	0.68	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	NA	3.23	NA	NA	NA	1.13	NA	NA	NA	1.42
1722	NA	NA	1.9	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA	3.78	NA	NA	NA	1.11	NA	NA	NA	2.3
1723	NA	NA	1.64	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	NA	3.5	NA	NA	NA	0.98	NA	NA	NA	2.16
1724	NA	NA	2.91	2.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA	3.36	NA	NA	NA	1.08	NA	NA	2.84	2.85
1725	NA	NA	1.06	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	2	NA	NA	NA	0.51	NA	NA	1.73	1.83
1726	NA	NA	1.02	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	2.76	NA	NA	NA	0.74	NA	NA	2.47	1.4
1727	NA	NA	1.28	1.31	NA	NA	NA	NA	NA	NA	NA	NA	1.27	1.47	NA	2.56	NA	NA	NA	1.1	NA	NA	2.64	1.86
1728	NA	NA	0.9	1.12	NA	NA	NA	NA	NA	NA	NA	NA	0.89	0.95	NA	1.38	NA	NA	NA	0.73	NA	NA	2.33	1.53
1729	NA	NA	1.05	1.3	NA	NA	NA	NA	NA	NA	NA	NA	0.76	0.98	NA	1.34	NA	NA	NA	0.83	NA	NA	2.5	1.77
1730	NA	NA	0.74	0.87	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0.89	NA	1.05	NA	NA	NA	0.62	NA	NA	1.27	1.09
1731	NA	NA	0.71	0.77	NA	NA	NA	NA	NA	NA	NA	NA	0.63	0.5	NA	0.79	NA	NA	NA	0.55	NA	NA	1.13	0.94
1732	NA	NA	0.94	0.92	NA	NA	NA	NA	NA	NA	NA	NA	0.86	0.96	NA	0.69	NA	NA	NA	0.64	NA	NA	1.2	1.3
1733	NA	NA	1.56	1.8	NA	NA	NA	NA	NA	NA	NA	NA	1	0.94	NA	0.87	NA	NA	1.64	1.04	NA	NA	1.45	1.73
1734	NA	NA	1.59	1.93	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.89	NA	0.69	NA	NA	2.08	0.87	NA	NA	1.33	1.81
1735	NA	NA	1.43	1.64	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.93	NA	0.57	NA	NA	1.54	0.97	NA	NA	2.46	1.99
1736	NA	NA	1.52	1.78	NA	NA	NA	NA	NA	NA	NA	NA	0.77	1.22	NA	0.69	NA	NA	1.55	0.99	NA	NA	3.08	2.32
1737	NA	NA	1.32	1.45	NA	NA	NA	NA	NA	NA	NA	NA	1	1.09	NA	0.58	NA	NA	1.89	0.81	NA	NA	3	2.19
1738	NA	NA	1.02	1.09	NA	NA	NA	NA	NA	NA	NA	NA	0.69	0.99	NA	0.44	NA	NA	1.12	0.48	NA	NA	2.53	1.9
1739	NA	NA	0.82	0.82	NA	NA	NA	NA	NA	NA	NA	NA	0.76	1	NA	0.51	NA	NA	1.12	0.72	NA	NA	1.83	1.96
1740	NA	NA	1.24	1.41	NA	NA	NA	NA	NA	NA	NA	NA	0.79	0.9	NA	0.59	NA	NA	1.86	0.95	NA	NA	2.05	2.36
1741	NA	NA	1.25	1.2	NA	NA	NA	NA	NA	NA	NA	NA	0.74	0.97	NA	0.74	NA	NA	1.68	1.01	NA	NA	1.74	1.99
1742	NA	NA	0.8	1.01	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.91	NA	0.77	NA	NA	1.65	0.76	NA	NA	1.54	1.84
1743	NA	NA	0.68	0.76	NA	NA	NA	NA	NA	NA	NA	NA	0.64	0.67	NA	0.5	NA	NA	0.89	0.64	NA	NA	1.25	1.45
1744	NA	NA	0.72	0.71	NA	NA	NA	NA	NA	NA	NA	NA	1.01	0.92	0.62	0.82	NA	NA	1.36	0.9	NA	NA	1.05	1.34
1745	NA	NA	0.68	0.55	NA	NA	NA	NA	NA	NA	NA	NA	0.69	0.65	0.47	0.54	NA	NA	0.93	0.59	NA	NA	0.88	1.14
1746	NA	NA	0.6	0.7	NA	NA	NA	NA	NA	NA	NA	NA	0.77	0.85	0.59	0.71	NA	NA	1.15	0.52	NA	NA	1.02	0.9
1747	NA	NA	0.96	1.2	NA	NA	NA	NA	NA	NA	NA	NA	0.97	1.12	0.82	0.92	NA	NA	1.87	0.66	NA	NA	1.08	1.28
