# Tumajer - Mont Jauffret 02 - ABBA - ITRDB CAN684
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38880
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38880.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can684-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can684.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/can684.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-01-09
#--------------------
# File_Last_Modified_Date
#   Date: 2024-01-09
#--------------------
# Title
#   Study_Name: Tumajer - Mont Jauffret 02 - ABBA - ITRDB CAN684
#--------------------
# Investigators
#   Investigators: Tumajer, Jan; Altman, Jan; Lehejček, Jiří
#--------------------
# Description_Notes_and_Keywords
#   Description: two cores per tree (last position of series code)
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: European Union-Horizon 2020
#   Grant: project INTERACT 871120
#--------------------
# Site_Information
#   Site_Name: Mont Jauffret 02
#   Location: Canada
#   Northernmost_Latitude: 51.656643
#   Southernmost_Latitude: 51.656643
#   Easternmost_Longitude: -68.105802
#   Westernmost_Longitude: -68.105802
#   Elevation_m: 828.858459
#--------------------
# Data_Collection
#   Collection_Name: CAN684
#   First_Year: 1852
#   Last_Year: 2022
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies balsamea (L.) Mill.
#   Common_Name: balsam fir
#   Tree_Species_Code: ABBA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## j0251b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0251b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0251a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0251a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0253b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0253b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0253a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0253a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0242b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0242b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0257b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0257b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0257a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0257a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0254b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0254b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0254a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0254a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0260b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0260b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0260a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0260a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0207b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0207b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0207a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0207a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0259b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0259b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0259a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0259a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0261b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0261b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0261a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0261a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0258b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0258b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0258a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0258a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0246b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0246b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0246a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0246a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0250b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0250b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0250a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0250a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0252b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0252b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0252a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0252a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0212b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0212b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0212a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0212a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0256b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0256b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0256a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0256a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0255b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0255b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0255a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0255a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0244b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0244b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0244a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0244a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0249b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0249b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0249a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0249a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0209b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0209b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0209a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0209a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	j0251b_raw	j0251a_raw	j0253b_raw	j0253a_raw	j0242b_raw	j0257b_raw	j0257a_raw	j0254b_raw	j0254a_raw	j0260b_raw	j0260a_raw	j0207b_raw	j0207a_raw	j0259b_raw	j0259a_raw	j0261b_raw	j0261a_raw	j0258b_raw	j0258a_raw	j0246b_raw	j0246a_raw	j0250b_raw	j0250a_raw	j0252b_raw	j0252a_raw	j0212b_raw	j0212a_raw	j0256b_raw	j0256a_raw	j0255b_raw	j0255a_raw	j0244b_raw	j0244a_raw	j0249b_raw	j0249a_raw	j0209b_raw	j0209a_raw
1852	NA	NA	NA	NA	NA	0.572	0.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	NA	NA	NA	0.364	0.438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	0.385	0.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	0.55	0.606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	0.583	0.701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	0.838	0.764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	0.69	0.608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	0.488	0.525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	0.499	0.462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	0.757	0.745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	0.781	0.903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.486	0.487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	0.676	0.813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.455	0.593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	0.782	1.086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	0.762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	0.54	0.781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.419	0.381	NA	NA	NA	NA	NA	NA	0.358	0.354	1.252	0.942	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	0.509	0.857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.392	0.438	NA	NA	NA	NA	NA	NA	0.341	0.395	0.955	0.956	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	0.509	0.889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.436	0.675	NA	NA	NA	NA	NA	NA	0.453	0.595	1.224	1.203	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	0.382	0.741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.493	0.554	NA	NA	NA	NA	NA	NA	0.382	0.481	1.231	1.136	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	0.541	0.911	1.065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.697	0.577	NA	NA	NA	NA	NA	NA	0.494	0.565	1.574	1.336	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	0.466	0.721	0.972	NA	NA	NA	NA	NA	NA	0.432	NA	NA	NA	NA	0.518	0.662	NA	NA	NA	NA	NA	NA	0.475	0.536	1.296	1.208	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	0.53	0.882	1.138	NA	NA	NA	NA	NA	NA	0.655	NA	NA	NA	NA	0.577	0.778	NA	NA	NA	NA	NA	NA	0.475	0.431	1.399	1.171	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	0.275	0.387	0.885	NA	NA	NA	NA	NA	0.48	0.583	NA	NA	NA	NA	0.307	0.385	NA	NA	0.418	0.456	NA	NA	0.335	0.955	1.025	0.951	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	0.508	0.777	1.993	0.626	NA	NA	NA	NA	0.601	0.826	NA	NA	NA	NA	0.672	0.923	NA	NA	0.633	0.586	NA	NA	0.325	0.804	1.251	1.358	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	0.551	0.917	1.435	0.685	NA	NA	NA	NA	0.495	0.72	NA	NA	NA	NA	0.608	0.942	NA	NA	0.598	0.463	NA	NA	0.276	0.583	1.053	1.026	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	0.582	0.886	1.439	0.647	NA	NA	NA	NA	0.475	0.54	NA	NA	NA	NA	0.564	0.827	NA	NA	0.535	0.474	NA	NA	0.375	0.318	1.17	1.024	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	0.463	0.739	1.091	0.939	NA	NA	NA	NA	0.356	0.487	NA	NA	NA	NA	0.373	0.745	NA	NA	0.557	0.401	NA	NA	0.314	0.31	1.03	1.006	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	0.476	0.729	1.329	1.191	NA	NA	NA	NA	0.477	0.699	NA	NA	NA	NA	0.552	0.946	NA	NA	0.738	0.656	NA	NA	0.346	0.299	1.481	1.264	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	0.582	0.889	1.104	0.959	NA	NA	NA	NA	0.797	0.963	NA	NA	NA	NA	0.797	1.273	NA	NA	0.671	0.74	NA	NA	0.379	0.321	1.976	1.615	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	0.657	0.794	0.65	0.911	NA	NA	NA	NA	0.621	0.729	NA	NA	NA	NA	0.749	1.154	NA	NA	0.528	0.476	NA	NA	0.442	0.3	1.413	1.279	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	0.635	0.868	0.678	0.922	NA	NA	NA	NA	0.558	0.719	NA	NA	NA	NA	0.88	1.328	NA	NA	0.383	0.477	NA	NA	0.348	0.331	1.29	1.237	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	0.678	0.88	0.954	0.731	NA	0.6	NA	NA	0.579	0.739	0.975	0.625	NA	NA	0.85	1.228	NA	NA	0.452	0.498	NA	NA	0.348	0.228	1.381	1.227	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	0.487	0.7	0.816	0.858	NA	0.464	NA	NA	0.474	0.581	0.728	0.523	NA	NA	0.702	1.141	NA	NA	0.709	0.54	NA	NA	0.253	0.375	1.153	1.07	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	0.932	0.519	0.753	0.816	1.038	NA	0.485	NA	NA	0.572	0.802	0.566	0.666	NA	NA	0.778	1.28	NA	NA	0.585	0.848	NA	NA	0.39	0.292	1.176	1.273	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	0.805	0.572	0.657	0.752	0.963	NA	0.348	NA	NA	0.517	0.729	0.364	0.54	NA	NA	0.811	1.091	NA	NA	0.667	0.353	NA	NA	0.38	0.231	1.039	1.11	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	0.691	0.508	0.763	0.645	0.889	NA	0.295	0.432	0.519	0.563	0.707	0.399	0.491	NA	NA	0.7	1.109	NA	NA	0.593	0.56	NA	NA	0.306	0.221	1.06	1.015	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	0.807	0.635	0.656	0.55	0.931	NA	0.411	0.469	0.48	0.532	0.96	0.556	0.517	NA	NA	0.767	1.205	NA	NA	0.433	0.488	NA	NA	0.327	0.293	1.113	1.205	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	0.863	0.667	0.699	0.518	0.805	NA	0.391	0.534	0.407	0.564	1.024	0.39	0.398	NA	NA	0.8	1.175	NA	NA	0.423	0.363	NA	NA	0.403	0.254	1.142	1.226	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	0.488	0.593	0.784	0.413	0.836	NA	0.476	0.619	0.529	0.461	0.729	0.272	0.402	NA	NA	0.874	1.301	NA	NA	0.267	0.321	NA	NA	0.347	0.244	1.178	1.159	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	0.738	0.635	0.763	0.518	0.877	0.339	0.328	0.613	0.563	0.546	0.844	0.209	0.539	NA	NA	0.866	1.46	NA	NA	0.237	0.303	NA	NA	0.359	0.234	1.29	1.16	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	NA	0.415	0.529	0.678	0.349	0.773	0.296	0.572	0.577	0.48	0.422	0.665	0.211	0.459	NA	NA	0.867	1.336	NA	NA	0.256	0.326	NA	NA	0.317	0.349	1.073	1.066	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	NA	0.344	0.645	0.71	0.359	0.847	0.296	0.748	0.592	0.541	0.39	0.654	0.298	0.371	NA	NA	0.943	1.536	NA	NA	0.365	0.347	NA	NA	0.454	0.329	1.522	1.182	NA	NA	NA	NA	NA	NA
