# Clyde - Baldface, West Kootneys - PCEN - ITRDB CAN717
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39119
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-39119.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can717-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can717.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/can717.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-03-12
#--------------------
# File_Last_Modified_Date
#   Date: 2024-03-12
#--------------------
# Title
#   Study_Name: Clyde - Baldface, West Kootneys - PCEN - ITRDB CAN717
#--------------------
# Investigators
#   Investigators: Clyde, Lori; Harvey, Jill 
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Baldface, West Kootneys
#   Location: Canada
#   Northernmost_Latitude: 49.587222
#   Southernmost_Latitude: 49.587222
#   Easternmost_Longitude: -117.400278
#   Westernmost_Longitude: -117.400278
#   Elevation_m: 1727
#--------------------
# Data_Collection
#   Collection_Name: CAN717
#   First_Year: 1787
#   Last_Year: 2023
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea engelmannii Parry ex Engelm.
#   Common_Name: Engelmann spruce
#   Tree_Species_Code: PCEN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## bfc01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bfc10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bfc10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	bfc01a_raw	bfc01b_raw	bfc02a_raw	bfc02b_raw	bfc03a_raw	bfc03b_raw	bfc04a_raw	bfc04b_raw	bfc05a_raw	bfc05b_raw	bfc06a_raw	bfc06b_raw	bfc07a_raw	bfc07b_raw	bfc08a_raw	bfc08b_raw	bfc09a_raw	bfc09b_raw	bfc10a_raw	bfc10b_raw
1787	NA	NA	NA	0.245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	NA	NA	2.413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	NA	NA	2.289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	NA	NA	1.416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1791	NA	NA	NA	1.589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1792	NA	NA	NA	1.814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	NA	NA	2.007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	NA	NA	1.864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	NA	NA	1.072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	NA	NA	0.913	NA	NA	NA	0.378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	NA	NA	1.03	NA	NA	NA	1.336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	NA	NA	0.95	NA	NA	NA	1.486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	NA	0.717	NA	NA	NA	1.888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	NA	0.547	NA	NA	NA	1.849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	0.047	0.43	NA	NA	NA	1.255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	0.379	0.466	NA	NA	NA	1.393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	0.396	0.399	NA	NA	NA	1.692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	0.552	0.529	NA	NA	NA	1.552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	0.913	1.007	NA	NA	NA	1.681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	0.543	0.647	NA	NA	NA	0.722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.301
1807	NA	NA	0.115	0.921	NA	NA	NA	2.036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.044
1808	NA	NA	0.721	0.973	NA	NA	NA	1.804	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.427	NA	1.779
1809	NA	NA	0.871	1.046	NA	NA	NA	1.848	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.286	NA	1.747
1810	NA	NA	0.659	0.831	NA	NA	NA	1.472	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.015	NA	1.641
1811	NA	NA	0.674	0.93	NA	NA	NA	1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.009	NA	1.245
1812	NA	NA	0.698	0.868	NA	NA	NA	1.271	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.193	NA	1.38
1813	NA	NA	0.127	0.868	NA	1.719	0.443	1.509	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.126	NA	1.139
1814	NA	NA	0.656	0.806	NA	2.243	1.593	1.452	NA	NA	NA	NA	NA	NA	NA	NA	0.534	1.435	NA	1.683
1815	NA	NA	0.677	0.794	NA	2.288	1.555	1.398	NA	NA	NA	NA	NA	NA	NA	NA	1.07	1.187	NA	1.735
1816	NA	NA	0.646	0.66	NA	2.501	1.446	1.195	NA	NA	NA	NA	NA	NA	NA	NA	0.891	1.007	NA	1.969
1817	NA	NA	0.718	0.662	NA	2.744	1.687	1.35	NA	NA	NA	NA	NA	NA	NA	NA	2.069	0.983	NA	1.163
1818	NA	NA	0.509	0.536	NA	1.993	1.393	1.207	0.844	NA	NA	NA	NA	NA	NA	NA	1.612	0.841	NA	1.284
1819	NA	NA	0.659	0.616	NA	3.014	1.784	1.511	1.337	NA	NA	NA	NA	NA	NA	NA	1.59	1.49	NA	1.391
1820	NA	NA	0.572	0.599	NA	2.442	1.678	1.3	1.108	NA	NA	NA	NA	NA	NA	NA	1.557	0.953	NA	1.554
1821	NA	NA	0.463	0.45	NA	1.903	1.809	1.44	2.112	NA	NA	NA	NA	NA	NA	NA	1.364	0.808	0.633	2.701
1822	NA	0.761	0.394	0.378	NA	2.252	1.672	1.344	2.514	NA	NA	NA	NA	NA	NA	NA	1.5	0.987	1.729	2.427
1823	NA	0.743	0.565	0.394	NA	2.5	1.57	1.394	2.018	NA	NA	NA	NA	NA	NA	NA	1.239	0.856	1.205	1.293
1824	NA	0.751	0.456	0.34	2.425	2.336	1.646	1.497	1.596	NA	NA	NA	NA	NA	NA	NA	0.945	0.656	1.694	1.056
1825	NA	0.907	0.487	0.31	2.852	2.588	1.677	1.386	1.829	NA	NA	NA	NA	NA	NA	NA	0.991	0.849	2.374	0.901
1826	NA	0.927	0.397	0.261	2.417	2.493	1.442	1.242	1.423	NA	NA	NA	NA	NA	NA	NA	0.741	0.761	2.72	0.903
1827	NA	0.985	0.381	0.271	2.633	2.536	1.372	1.447	1.808	NA	NA	NA	NA	NA	NA	NA	0.807	0.692	1.746	0.885
1828	NA	1.091	0.433	0.275	2.86	3.005	1.718	1.561	1.562	NA	0.333	NA	NA	NA	NA	NA	0.861	0.78	1.989	1.434
1829	NA	0.951	0.435	0.248	2.63	2.605	1.406	1.372	1.169	NA	1.358	NA	NA	NA	NA	NA	0.787	0.815	1.314	1.303
1830	NA	1.163	0.37	0.267	2.206	2.444	1.428	1.427	0.904	NA	1.29	NA	NA	NA	NA	NA	1.018	0.945	1.499	1.486
1831	NA	1.057	0.402	0.246	2.558	2.774	1.509	1.412	1.133	NA	1.479	NA	NA	NA	NA	NA	1.086	1.012	1.503	1.259
1832	NA	0.87	0.326	0.211	2.639	2.383	1.214	1.023	1.092	NA	1.497	NA	NA	NA	NA	NA	0.742	0.703	1.549	1.444
1833	NA	0.839	0.393	0.293	2.641	2.541	1.641	1.36	1.385	NA	1.675	NA	NA	NA	NA	NA	0.977	0.992	1.603	1.552
1834	NA	0.966	0.381	0.251	2.342	2.527	1.698	1.546	1.202	NA	1.879	NA	NA	0.396	NA	NA	0.951	0.963	1.575	1.813
1835	0.973	0.915	0.499	0.315	2.173	2.142	1.544	1.456	1.51	NA	1.583	NA	1.362	2.131	NA	NA	0.846	1.096	1.491	1.536
1836	0.571	0.658	0.488	0.253	2.133	1.937	1.238	1.158	1.592	NA	2.482	NA	2.417	1.751	NA	NA	0.593	0.562	1.198	1.242
