# Colenutt - Plateau Mountain - LALY - ITRDB CANA415
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16545
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16545.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana415-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana415-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana415.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana415.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-12-04
#--------------------
# File_Last_Modified_Date
#   Date: 2013-12-04
#--------------------
# Title
#   Study_Name: Colenutt - Plateau Mountain - LALY - ITRDB CANA415
#--------------------
# Investigators
#   Investigators: Colenutt, M.; Colenutt, R.; Luckman, B.H.(https://orcid.org/0000-0003-0365-6059)
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores are stored at:
# # # University of Western Ontario
# # # 
# # # 
# # # References:
# # # Colenutt M.  2000.  
# # # Climate reconstruction in the southern Canadian Rockies using tree-ring data from alpine larch.  
# # # PhD dissertation, University of Western Ontario, London, Ontario.  NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Plateau Mountain
#   Location: Alberta
#   Northernmost_Latitude: 50.2167
#   Southernmost_Latitude: 50.2167
#   Easternmost_Longitude: -114.55
#   Westernmost_Longitude: -114.55
#   Elevation_m: 2200
#--------------------
# Data_Collection
#   Collection_Name: CANA415
#   First_Year: 1358
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Larix lyallii Parl.
#   Common_Name: subalpine larch
#   Tree_Species_Code: LALY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PM406N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM406N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PM406S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM406S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PM407N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM407N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PM407S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM407S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PM408E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM408E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PM408N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM408N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PM410S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM410S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PM411N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM411N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PM412S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM412S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PM414A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM414A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PM414B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM414B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PM415A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM415A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PM415B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM415B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PM415C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PM415C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PM406N_raw	PM406S_raw	PM407N_raw	PM407S_raw	PM408E_raw	PM408N_raw	PM410S_raw	PM411N_raw	PM412S_raw	PM414A_raw	PM414B_raw	PM415A_raw	PM415B_raw	PM415C_raw
1358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.22	NA
1359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	0.12	NA
1360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.15	NA
1361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	0.15	NA
1362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	0.12	NA
1363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.09	NA
1364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07	0.13	NA
1365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	0.21	NA
1366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07	0.15	NA
1367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.21	NA
1368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	0.2	NA
1369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	0.22	NA
1370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.21	NA
1371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.17	NA
1372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	0.3	NA
1373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.15	NA
1374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.22	NA
1375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	0.14	NA
1376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	0.14	NA
1377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	0.2	NA
1378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	0.22	NA
1379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04	0.14	NA
1380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0.14	NA
1381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	0.32	NA
1382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	0.33	NA
1383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	0.38	NA
1384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	0.56	NA
1385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	0.45	NA
1386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	0.43	NA
1387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	0.51	NA
1388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	0.34	NA
1389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	0.41	NA
1390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.34	0.32
1391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	0.35	0.23
1392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	0.38	0.36
1393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	0.3	0.27
1394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	0.62	0.41
1395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.75	0.58
1396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06	0.28	0.21
1397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	0.35	0.23
1398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	0.45	0.3
1399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04	0.17	0.12
1400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08	0.13	0.15
1401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26	0.35	0.21
1402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	0.46	0.3
1403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	0.49	0.41
1404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	0.25	0.17
1405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.55	0.46
1406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	0.68	0.73
1407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.63	0.64
1408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	0.57	0.54
1409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	0.47	0.51
1410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.54	0.65
1411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.63	0.59
1412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	0.51	0.52
1413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.37	0.28
1414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	0.4	0.3
1415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.38	0.34
1416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.1	0.09
1417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	0.23	0.22
1418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.13	0.24
1419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	0.08	0.14
1420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26	0.27	0.29
1421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.22	0.2
1422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0.47	0.47
1423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	0.43	0.45
