# St. George - Bruce Park - QUMA - ITRDB CANA177
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4788
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4788.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana177-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana177-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana177.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana177.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-09-13
#--------------------
# File_Last_Modified_Date
#   Date: 2002-09-13
#--------------------
# Title
#   Study_Name: St. George - Bruce Park - QUMA - ITRDB CANA177
#--------------------
# Investigators
#   Investigators: St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bruce Park
#   Location: Manitoba
#   Northernmost_Latitude: 49.87
#   Southernmost_Latitude: 49.87
#   Easternmost_Longitude: -97.22
#   Westernmost_Longitude: -97.22
#   Elevation_m: 230
#--------------------
# Data_Collection
#   Collection_Name: CANA177
#   First_Year: 1855
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## B0001a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0001a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0002a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0002a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0003a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0003a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0004a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0004a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0005a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0005a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0006a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0006a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0007a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0007a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0008a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0008a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0009a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0009a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0010a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0010a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0011a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0011a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0012a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0012a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0013a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0013a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0014a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0014a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B0015a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B0015a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	B0001a_raw	B0002a_raw	B0003a_raw	B0004a_raw	B0005a_raw	B0006a_raw	B0007a_raw	B0008a_raw	B0009a_raw	B0010a_raw	B0011a_raw	B0012a_raw	B0013a_raw	B0014a_raw	B0015a_raw
1912	2.255	2.757	3.451	2.06	4.211	1.609	2.545	3.475	1.97	2.875	3.29	2.172	1.143	0.675	2.371
1913	2.061	2.574	3.734	1.68	4.458	1.795	2.134	3.591	2.166	2.611	2.911	2.724	1.236	0.881	2.934
1914	2.097	2.209	3.049	1.652	3.864	1.559	1.888	3.487	1.621	2.303	2.17	2.243	1.34	0.947	2.495
1915	1.366	0.893	1.075	0.723	1.513	0.707	1.451	2.015	1.082	1.319	0.625	1.487	0.737	0.648	1.555
1916	2.443	2.61	2.245	0.893	4.054	1.256	2.02	2.777	1.618	3.086	1.772	2.068	1.559	0.917	2.361
1917	1.988	1.21	1.392	0.557	2.283	0.568	1.619	1.641	1.427	1.924	1.387	1.952	1.194	0.662	1.406
1918	2.2	2.183	1.957	1.102	3.207	1.09	2.093	2.686	1.436	2.458	2.151	1.679	0.96	0.835	1.906
1919	3.174	2.95	2.744	1.675	4.285	1.661	2.785	3.707	2.288	3.009	2.544	2.661	1.159	0.71	1.82
1920	3.041	2.521	2.642	1.68	3.256	0.885	2.262	3.555	2.182	2.84	2.455	2.185	1.478	0.798	2.32
1921	2.958	3	2.853	1.47	2.894	0.711	2.707	3.581	2.282	3.168	3.028	1.775	1.31	0.915	1.815
1922	3.393	3.181	2.639	1.355	3.358	0.558	2.996	3.027	2.396	3.356	4.139	2.671	1.637	0.731	2.406
1923	3.35	3.259	2.906	1.824	4.094	0.661	2.312	2.513	2.41	3.145	3.333	2.302	2.003	1.138	3.232
1924	2.825	2.382	2.284	1.333	2.237	0.52	1.977	2.25	2.086	2.49	2.779	2.162	1.119	0.739	2.232
1925	2.875	2.662	2.294	0.936	1.802	0.586	1.774	2.071	2.058	2.716	3.215	1.877	1.17	0.967	2.268
1926	2.379	1.803	1.979	0.769	1.86	0.475	1.833	2.286	1.876	2.189	2.502	1.512	0.981	0.814	1.977
1927	3.248	2.622	2.305	0.757	2.813	0.732	2.059	2.297	2.145	2.93	2.965	1.937	1.002	0.756	1.796
1928	3.147	2.389	2.6	1.151	2.631	1.416	1.375	1.871	2.374	2.68	2.407	1.416	1.019	0.618	2.122
1929	2.609	2.37	2.38	1.342	2.323	1.195	1.287	1.765	2.051	2.534	1.964	1.895	1.15	0.7	1.692
1930	1.229	1.806	1.536	0.731	1.236	0.761	0.965	1.833	2.297	2.565	2.361	1.475	0.99	0.482	1.526
1931	1.128	1.21	1.67	0.588	1.502	0.587	0.974	1.358	1.652	2.137	1.561	1.444	1.009	0.518	1.451
1932	1.78	1.558	1.646	0.93	1.412	0.586	0.801	1.152	1.365	1.416	1.458	1.412	1.147	0.534	1.298
1933	2.088	2.002	1.995	1.409	1.525	1.14	0.819	1.679	1.564	1.888	2.027	1.805	1.179	0.702	1.717
1934	2.49	2.614	1.792	1.839	1.597	1.384	1.629	1.704	1.708	2.197	2.526	1.858	1.278	0.613	1.699
1935	2.869	3.29	2.157	2.126	2.48	1.637	1.96	2.775	2.178	3.113	3.471	2.111	1.295	0.859	1.852
1936	1.773	1.928	1.292	1.429	1.777	0.968	1.11	1.737	1.442	2.258	2.124	1.826	1.375	0.787	1.292
1937	1.968	2.061	1.373	1.563	1.879	1.102	1.4	2.071	1.538	2.179	2.375	2.348	1.775	0.755	1.089
1938	1.732	1.558	1.121	1.366	1.564	0.765	1.202	3.791	1.347	1.576	1.967	1.748	1.508	0.548	0.843
1939	1.972	1.495	0.961	1.241	1.398	0.701	1.216	3.457	1.212	1.65	1.811	1.938	1.577	0.743	0.912
1940	2.391	1.74	1.083	1.297	1.566	1.026	1.275	3.182	1.427	1.494	1.823	2.132	1.49	1.025	0.914
1941	2.786	2.32	1.392	1.609	2.526	1.535	1.945	4.256	1.862	2.363	3.172	2.494	1.96	0.977	1.382
1942	2.887	2.33	2.063	1.539	2.708	2.165	1.83	3.839	2.233	2.468	3.236	2.552	1.935	1.649	1.931
1943	2.438	2.216	1.667	1.794	2.845	2.288	1.777	2.992	1.877	2.116	3.25	2.029	1.874	1.472	1.868
1944	2.685	2.199	1.727	1.753	2.254	1.86	2.098	2.402	1.922	2.309	3.3	2.11	1.649	1.257	1.623
1945	2.611	2.109	2.738	1.999	2.329	2.522	2.612	2.718	1.513	2.88	3.347	2.495	1.912	1.625	1.876
1946	2.473	1.532	1.712	1.594	1.247	1.228	1.471	1.68	4.859	2.068	2.298	1.93	1.255	1.343	1.409
1947	3.14	2.145	2.389	2.085	2.283	1.804	2.117	2.567	3.802	2.666	2.597	2.366	1.758	1.433	1.554
1948	2.506	1.74	2.263	1.463	1.652	1.686	1.813	2.16	2.114	2.334	1.963	2.294	1.95	1.405	1.622
1949	3.229	2.455	2.697	2.196	1.25	1.716	1.801	2.229	1.918	2.415	1.813	2.82	1.964	1.632	1.873
1950	3.178	2.295	2.54	2.485	1.943	2.312	2.427	3.101	2.117	3.192	2.716	2.559	1.875	1.496	2.173
1951	1.748	1.441	2.039	1.769	1.211	1.581	1.426	1.83	1.684	1.875	1.916	2.077	1.739	1.197	1.634
1952	1.888	1.807	2.097	1.063	1.553	1.121	1.132	1.278	1.156	1.814	0.764	2.047	1.657	1.094	1.229
1953	2.39	2.067	2.752	1.572	2.085	1.378	1.568	1.186	1.588	2.115	1.024	2.884	2.117	1.403	1.69
1954	2.801	1.844	2.621	1.283	2.059	1.756	1.479	1.483	1.515	2.065	2.278	2.272	1.912	1.281	1.931
1955	2.652	1.66	2.222	1.151	2.048	1.611	1.458	1.41	1.391	1.794	2.018	1.923	1.481	0.998	1.58
1956	1.45	2.292	1.978	0.784	1.503	1.532	1.084	1.296	0.966	1.576	1.472	1.854	1.531	1.054	1.076
1957	1.669	1.815	4.174	1.079	2.291	1.954	1.563	1.702	1.756	1.775	2.067	2.13	2.076	1.622	1.434
1958	1.708	1.203	2.616	0.63	1.522	0.807	0.93	0.917	1.125	1.321	1.365	1.91	1.677	1.333	1.158
1959	1.481	1.035	2.065	0.588	1.436	0.977	1.349	0.856	1.01	1.739	1.404	1.18	1.065	0.747	0.986
1960	1.16	0.865	1.776	0.456	1.024	0.568	0.851	0.823	0.977	1.239	1.24	1.718	1.015	0.713	0.705
1961	0.882	0.888	1.777	0.565	1.235	0.68	0.874	0.775	0.698	1.018	0.857	1.449	0.902	0.735	0.748
1962	1.871	1.686	2.565	1.22	1.818	0.638	1.402	0.957	1.023	1.827	1.391	2.006	0.998	0.982	0.839
1963	1.121	1.394	2.651	0.77	1.131	0.482	0.99	0.759	1.1	1.486	0.813	1.649	1.068	0.763	0.662
1964	0.841	0.888	1.417	0.544	0.597	0.546	0.736	0.729	0.963	1.167	0.724	1.182	0.804	0.687	0.729
1965	1.005	0.935	1.866	0.764	0.58	0.629	0.826	0.793	0.862	1.256	0.747	1.699	1.357	0.753	0.692
1966	0.846	0.823	1.921	0.576	0.597	0.531	0.699	0.897	0.537	0.842	0.733	1.272	1.083	0.897	0.777
1967	0.871	0.805	1.708	0.527	0.511	0.57	0.611	0.833	0.364	0.819	0.78	1.543	1.13	0.66	0.799
1968	1.179	1.046	2.43	0.789	0.69	0.991	0.866	1.103	0.478	1.115	1.026	2.037	1.455	1.019	0.853
1969	1.024	1.008	2.602	0.959	1.32	1.135	0.854	1.332	0.52	1.199	1.174	1.804	1.727	1.015	1.339
1970	1.82	1.77	4.162	1.95	1.945	1.447	1.545	1.364	0.499	1.673	1.806	1.839	1.901	0.868	1.212
1971	0.874	1.391	2.589	1.6	1.845	1.414	1.426	1.59	0.748	1.744	1.77	1.32	1.275	0.472	1.199
1972	0.643	0.794	1.428	0.694	1.154	0.826	0.77	0.985	0.559	1.022	0.604	0.794	0.625	0.5	0.651
1973	1.037	1.264	2.572	1.097	1.33	1.332	1.014	1.059	0.973	1.75	0.578	1.658	0.865	1.057	0.837
1974	0.988	1.126	2.735	1.227	1.582	1.221	1.349	1.197	0.723	1.786	0.447	1.453	0.959	0.716	0.931
1975	1.668	1.785	3.434	1.545	1.598	1.648	1.755	1.547	0.554	1.802	0.542	2.287	1.675	0.859	1.044
1976	1.255	1.356	2.4	1.312	1.63	1.348	1.669	1.642	0.695	2.113	0.556	1.785	1.419	0.958	1.046
1977	1.642	1.552	2.603	1.728	1.468	1.67	2.186	2.544	0.715	1.759	0.703	1.873	1.156	0.675	0.996
1978	1.718	1.82	2.992	1.85	2.227	1.85	2.346	2.985	1.138	2.083	1.005	2.378	1.67	1.026	1.335
1979	1.561	1.235	2.432	1.564	2.302	1.149	1.636	1.914	0.785	1.608	0.79	2.194	1.407	0.785	0.947
1980	0.936	0.963	2.035	0.944	1.194	0.789	0.981	1.128	0.616	0.902	0.561	1.69	1.126	0.454	0.871
1981	1.561	1.335	2.647	1.709	1.944	1.113	1.771	1.664	1.012	1.201	0.897	1.995	1.5	0.858	1.007
1982	1.073	1.174	2.143	1.757	1.292	1.107	1.185	1.069	0.806	1.003	0.735	1.437	1.277	0.429	0.792
1983	1.25	1.024	2.497	1.362	1.591	0.901	1.464	1.451	0.913	1.407	0.699	1.274	1.003	0.6	0.762
1984	0.781	0.881	1.843	0.937	1.085	0.722	1.027	0.908	0.722	1.193	0.561	1.234	1.065	0.542	0.666
1985	1.129	1.12	2.301	1.173	0.823	0.735	0.975	0.908	0.902	1.117	0.369	1.506	1.075	0.629	0.763
1986	1.581	1.031	2.406	0.979	1.361	0.849	1.048	0.992	0.904	1.085	0.445	1.489	0.96	0.659	0.75
1987	1.237	1.177	2.695	1.382	1.133	0.994	1.059	0.725	0.738	0.962	0.373	1.459	1.24	0.725	0.844
