# Campbell - Prince Albert - PIBN - ITRDB CANA8
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2927
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2927.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana8rew-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana8rew-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana8rew.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana8rew.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Campbell - Prince Albert - PIBN - ITRDB CANA8
#--------------------
# Investigators
#   Investigators: Campbell, I.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Prince Albert
#   Location: Saskatchewan
#   Northernmost_Latitude: 53.92
#   Southernmost_Latitude: 53.92
#   Easternmost_Longitude: -104.68
#   Westernmost_Longitude: -104.68
#   Elevation_m: -999
#--------------------
# Data_Collection
#   Collection_Name: CANA8
#   First_Year: 1919
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus banksiana Lamb.
#   Common_Name: jack pine
#   Tree_Species_Code: PIBN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SOJ123C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ123C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ130C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ130C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ159C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ159C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ188C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ188C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ172C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ172C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ154C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ154C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ099C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ099C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SOJ123C_raw	SOJ130C_raw	SOJ159C_raw	SOJ188C_raw	SOJ172C_raw	SOJ154C_raw	SOJ099C_raw
1919	NA	NA	NA	69.98	NA	NA	NA
1920	NA	NA	45.76	47.72	NA	NA	NA
1921	42.94	NA	36.49	66.66	NA	NA	NA
1922	71.23	40.77	75.41	70.85	39.12	NA	NA
1923	78.29	72.8	79.47	78.29	77.13	NA	NA
1924	78.13	46.41	75.72	53.29	84.79	55.43	NA
1925	78.64	80.2	78.04	78.43	74.52	74.55	NA
1926	78.52	82.89	80.37	82.31	87.65	83.93	47.3
1927	80.18	80.76	81.12	76.77	78.17	75.56	76.7
1928	78.53	86.48	75.88	82.76	83.48	86.49	85.68
1929	69.86	78.51	68.78	84.37	76.81	83.16	82.36
1930	69.11	81.07	74.47	81.54	76.94	86.29	80.69
1931	68.62	67.14	73.7	86.03	69.38	81.01	82.57
1932	61.1	74.93	69.04	72.04	67.36	76.08	76.2
1933	45.55	64.79	62.91	80.18	81.9	67.06	78.26
1934	44.13	63.19	58.38	84.02	73.95	63.66	81.97
1935	51.13	61.16	67.33	82.36	79.52	72.94	71.06
1936	56.56	70.54	68.58	78.16	80.73	71.11	85.09
1937	55.25	65.78	72.03	72.28	67.13	73.29	68.43
1938	70.26	78.59	70.72	82.24	74.22	79.07	73.77
1939	80.87	58.77	70.45	84.57	79.07	69.68	79.3
1940	76.2	76.85	74.89	79.11	73.1	80.18	74.55
1941	62.82	67.08	63.26	72.58	73.05	79.56	73.23
1942	66.96	69.02	67.37	73.94	74.81	69.63	76.98
1943	69.82	74.66	69.09	75.11	70.14	72.77	70.56
1944	77.27	74.01	66.87	83.28	72.16	79.23	73.7
1945	77.21	68.42	64.87	78.89	81.33	74.49	59.55
1946	72.4	72.1	65.04	75.98	72.64	74.62	78.42
1947	75.34	70.92	75.19	73.11	76.29	74.7	73.19
1948	66.38	56.73	63.94	74.85	68.16	70.64	79
1949	69.24	71.2	65.07	73.59	74.74	76.3	73.01
1950	71.48	73.65	71.33	76.81	75.48	77.97	81.84
1951	69.26	74.18	67.12	74.57	75.03	75.87	78.07
1952	62.03	65.59	65.33	65.54	69	79.19	71.61
1953	60.4	73.12	67.27	67.85	71.18	86.66	77.96
1954	64.95	71.73	66.37	73.03	77.66	81.14	69.82
1955	59.08	59.81	64.07	71.18	65.79	69.82	73.82
1956	63.08	63.91	59.4	70.37	66.98	69.63	71.65
1957	71.11	68.54	61.63	73.91	74.61	72.28	73.43
1958	67.67	66.64	60.26	77.04	73.92	79.86	69.85
1959	59.88	57.05	58.11	67.72	68.71	73.87	64.55
1960	64.44	60.01	61.94	71.89	65.09	79.18	66.03
1961	64.04	63.73	65.22	69.89	76.45	70.28	69.53
1962	63.19	59.37	51.58	65.27	67.24	74.68	83.85
1963	70.95	56.17	53.53	64.84	74.99	78.02	37.5
1964	56.78	46.35	40.11	37.74	50.23	65.34	41.69
1965	75.24	55.93	54.07	63.72	63.63	78.2	52.9
1966	70.99	55.9	54.68	65.65	62.85	67.26	66.33
1967	68.06	54.75	59.42	72.35	60.41	71.8	64.47
1968	66.82	53.2	57.9	71.18	63.12	73.68	68.02
1969	62.97	55.49	52.87	68.12	68.17	67.8	65.18
1970	74.01	61.26	65.03	65.24	68.06	78.32	79.79
1971	67.05	59.68	66.05	69.84	69.3	79.66	78.1
1972	61.75	57.07	59.79	67.48	67.84	69.04	70.01
1973	73.07	57.19	59.69	69.66	62.15	77.83	76.59
1974	74.19	39.6	60.72	72.84	67.01	78.34	70.9
1975	75.33	63.06	63.16	80.05	72.74	75.66	67.52
1976	69.37	63.23	57.35	74.59	63.25	70.91	73.43
1977	59.18	49.37	48.26	67.21	62.14	74.73	62.71
1978	68.62	42.99	54.81	65.01	72.27	79.66	63.98
1979	56.99	62.5	55.18	56.83	65.52	72.37	56.54
1980	50.45	50.96	40.67	58.67	43.57	63.47	44.39
1981	50.66	43.5	41.37	65.63	52.4	58.84	49.76
1982	48.01	43.06	41.07	64.92	53.16	100	53.97
1983	64.59	34.79	38.21	71.52	54.93	52.82	60.19
1984	65.31	47.12	50.64	73.65	66.13	69.6	60.54
1985	57.49	100	44.84	65.87	61.92	78.62	71.61
1986	54.85	55.56	48.53	69.11	64.89	74.11	66.51
1987	67.03	75	59.39	69.29	58.51	77.31	67.81
1988	59.92	100	47.9	65.61	39.38	66.47	55.19
1989	64.28	100	51.94	73.2	63.37	76.8	64.54
1990	56.74	100	49.83	65.33	54.86	70.5	65.55
1991	59.59	100	43.22	62.69	59.91	73.05	61.85
1992	61.25	83.33	52.71	59.05	61.56	75.99	47.9
1993	50.55	75	80.34	51.94	55.3	74.1	56.35
1994	87.03	75.72	63.6	78.51	68.69	83.59	33.37
