# Wilson - Donjek - PCGL - ITRDB CANA595
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28853
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28853.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana595-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana595-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana595.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana595.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-01-12
#--------------------
# File_Last_Modified_Date
#   Date: 2020-01-12
#--------------------
# Title
#   Study_Name: Wilson - Donjek - PCGL - ITRDB CANA595
#--------------------
# Investigators
#   Investigators: Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904); Luckman, B.H.(https://orcid.org/0000-0003-0365-6059)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: R. Wilson, K. Anchukaitis, L. Andreu-Hayles, E. Cook, R. D'Arrigo, N. Davi, L. Haberbauer, P. Krusic, B. Luckman, D. Morimoto, R. Oelkers, G. Wiles, C. Wood
#   Journal_Name: The Holocene
#   Published_Title: Improved dendroclimatic calibration using blue intensity in the southern Yukon
#   Published_Date_or_Year: 2019
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1177/0959683619862037
#   Full_Citation: None
#   Abstract: In north-western North America, the so-called divergence problem (DP) is expressed in tree ring width (RW) as an unstable temperature signal in recent decades. Maximum latewood density (MXD), from the same region, shows minimal evidence of DP. While MXD is a superior proxy for summer temperatures, there are very few long MXD records from North America. Latewood blue intensity (LWB) measures similar wood properties as MXD, expresses a similar climate response, is much cheaper to generate and thereby could provide the means to profoundly expand the extant network of temperature sensitive tree-ring (TR) chronologies in North America. In this study, LWB is measured from 17 white spruce sites (Picea glauca) in south-western Yukon to test whether LWB is immune to the temporal calibration instabilities observed in RW. A number of detrending methodologies are examined. The strongest calibration results for both RW and LWB are consistently returned using age-dependent spline (ADS) detrending within the signal-free (SF) framework. RW data calibrate best with June-July maximum temperatures (Tmax), explaining up to 28% variance, but all models fail validation and residual analysis. In comparison, LWB calibrates strongly (explaining 43-51% of May-August Tmax) and validates well. The reconstruction extends to 1337 CE, but uncertainties increase substantially before the early 17th century because of low replication. RW-, MXD- and LWB-based summer temperature reconstructions from the Gulf of Alaska, the Wrangell Mountains and Northern Alaska display good agreement at multi-decadal and higher frequencies, but the Yukon LWB reconstruction appears potentially limited in its expression of centennial-scale variation. While LWB improves dendroclimatic calibration, future work must focus on suitably preserved sub-fossil material to increase replication prior to 1650 CE.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: AGS 1159430, AGS 1502186, AGS 1502150, PLR 15-04134, PIRE 1743738, AGS-15-167, PLR16-03473
#--------------------
# Site_Information
#   Site_Name: Donjek
#   Location: Yukon Territory
#   Northernmost_Latitude: 61.7
#   Southernmost_Latitude: 61.7
#   Easternmost_Longitude: -139.75
#   Westernmost_Longitude: -139.75
#   Elevation_m: 750
#--------------------
# Data_Collection
#   Collection_Name: CANA595
#   First_Year: 1746
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DG9951N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9951N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9952N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9952N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9953N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9953N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9955E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9955E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9956N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9956N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9958N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9958N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9960S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9960S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9962N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9962N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9964E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9964E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9966E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9966E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9970E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9970E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9979N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9979N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9981N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9981N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9982E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9982E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9983W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9983W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9984N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9984N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DG9986N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DG9986N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DG9951N_raw	DG9952N_raw	DG9953N_raw	DG9955E_raw	DG9956N_raw	DG9958N_raw	DG9960S_raw	DG9962N_raw	DG9964E_raw	DG9966E_raw	DG9970E_raw	DG9979N_raw	DG9981N_raw	DG9982E_raw	DG9983W_raw	DG9984N_raw	DG9986N_raw
1746	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA
1747	NA	NA	NA	NA	NA	NA	NA	NA	0.778	NA	NA	NA	0.567	NA	NA	NA	NA
1748	NA	NA	NA	NA	NA	NA	NA	NA	0.583	NA	NA	NA	0.352	NA	NA	NA	NA
1749	NA	NA	NA	NA	NA	NA	NA	NA	0.465	NA	NA	NA	0.263	NA	NA	NA	NA
1750	NA	NA	NA	NA	NA	NA	NA	NA	0.953	NA	NA	NA	0.323	NA	NA	NA	NA
1751	NA	NA	NA	NA	NA	NA	NA	NA	1.062	NA	NA	NA	0.404	NA	NA	NA	NA
1752	NA	NA	NA	NA	NA	NA	NA	NA	0.997	NA	NA	NA	0.493	NA	NA	NA	NA
1753	NA	NA	NA	NA	NA	NA	NA	NA	0.811	NA	NA	NA	0.423	NA	NA	NA	NA
1754	NA	NA	NA	NA	NA	NA	NA	NA	0.679	NA	NA	NA	0.343	NA	NA	NA	NA
1755	NA	NA	NA	NA	NA	NA	NA	NA	0.611	NA	NA	NA	0.441	NA	NA	NA	NA
1756	NA	NA	NA	NA	NA	NA	NA	NA	0.643	NA	NA	NA	0.508	NA	NA	NA	NA
1757	NA	NA	NA	NA	NA	NA	NA	NA	0.402	NA	NA	NA	0.368	NA	NA	NA	NA
1758	NA	NA	NA	NA	NA	NA	NA	NA	0.393	NA	NA	NA	0.253	0.199	NA	NA	NA
1759	NA	NA	NA	NA	NA	NA	NA	NA	0.297	NA	NA	NA	0.271	0.294	NA	NA	NA
1760	NA	NA	NA	NA	NA	NA	NA	NA	0.362	NA	0.466	NA	0.283	0.233	NA	NA	NA
1761	NA	NA	NA	NA	NA	NA	NA	NA	0.129	NA	0.16	NA	0.14	0.041	NA	NA	NA
1762	NA	NA	NA	NA	NA	NA	NA	NA	0.241	NA	0.209	NA	0.199	0.088	NA	NA	NA
1763	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	0.264	NA	0.181	0.073	NA	NA	NA
1764	NA	NA	NA	NA	NA	NA	NA	NA	0.145	NA	0.369	NA	0.22	0.058	NA	NA	NA
1765	NA	NA	NA	NA	NA	NA	NA	NA	0.199	NA	0.422	NA	0.327	0.067	NA	NA	NA
1766	NA	NA	NA	NA	NA	NA	NA	NA	0.178	NA	0.409	NA	0.457	0.074	NA	NA	NA
1767	NA	NA	NA	NA	NA	NA	NA	NA	0.282	NA	0.366	NA	0.356	0.085	NA	NA	NA
1768	NA	NA	NA	NA	NA	NA	NA	NA	0.369	NA	0.498	NA	0.507	0.072	NA	NA	NA
1769	NA	NA	NA	NA	NA	NA	NA	NA	0.451	NA	0.487	NA	0.414	0.08	NA	NA	NA
1770	NA	NA	NA	NA	NA	NA	NA	NA	0.321	NA	0.411	NA	0.431	0.197	NA	NA	NA
1771	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	0.411	NA	0.322	0.2	0.472	NA	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA	0.337	NA	0.344	NA	0.405	0.228	0.433	NA	NA
1773	NA	NA	NA	NA	NA	NA	NA	NA	0.426	NA	0.517	NA	0.49	0.312	0.489	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	0.461	NA	0.36	0.385	0.375	NA	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	0.424	NA	0.338	NA	0.238	0.087	0.424	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	0.519	NA	0.345	0.178	0.374	NA	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	0.497	NA	0.569	NA	0.331	0.191	0.304	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	0.256	NA	0.395	NA	0.263	0.128	0.271	NA	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	0.546	NA	0.557	NA	0.459	0.296	0.396	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	0.393	NA	0.33	NA	0.291	0.126	0.332	NA	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	0.447	NA	0.454	0.324	0.288	NA	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	0.393	NA	0.22	NA	0.395	0.164	0.345	NA	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	0.408	NA	0.536	NA	0.536	0.202	0.276	NA	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	0.393	NA	0.474	NA	0.394	0.247	0.367	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	0.295	NA	0.437	0.177	0.48	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	0.442	NA	0.47	NA	0.547	0.432	0.372	NA	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	0.446	NA	0.376	0.33	0.317	NA	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	0.267	NA	0.213	0.102	0.279	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	0.425	NA	0.459	NA	0.401	0.234	0.441	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	0.345	NA	0.28	0.224	0.34	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	0.489	NA	0.486	NA	0.452	0.276	0.323	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	0.334	NA	0.266	NA	0.228	0.096	0.408	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	0.306	NA	0.26	NA	0.355	0.153	0.498	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	0.396	NA	0.319	NA	0.461	0.369	0.391	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	0.394	NA	0.295	NA	0.312	0.249	0.278	NA	NA
1796	NA	NA	NA	NA	NA	NA	0.739	NA	0.492	NA	0.412	NA	0.497	0.312	0.231	NA	NA
1797	NA	NA	NA	NA	NA	NA	0.341	NA	0.228	NA	0.204	NA	0.247	0.089	0.323	NA	NA
1798	NA	NA	NA	NA	NA	NA	0.309	NA	0.27	NA	0.248	NA	0.218	0.189	0.338	NA	NA
1799	NA	NA	NA	NA	NA	NA	0.516	NA	0.403	NA	0.454	NA	0.394	0.266	0.32	NA	NA
1800	NA	NA	NA	NA	0.542	NA	0.516	NA	0.321	NA	0.359	NA	0.43	0.259	0.359	0.56	NA
1801	NA	NA	NA	NA	0.707	NA	0.93	NA	0.385	NA	0.529	NA	0.44	0.344	0.385	0.632	NA
1802	NA	NA	NA	NA	0.853	NA	0.836	NA	0.353	NA	0.487	NA	0.421	0.317	0.401	0.555	NA
1803	NA	NA	NA	NA	0.982	NA	0.723	NA	0.401	NA	0.504	NA	0.387	0.267	0.285	0.595	NA
1804	NA	NA	NA	NA	0.747	NA	0.541	NA	0.306	0.318	0.285	NA	0.225	0.196	0.349	0.655	0.575
1805	NA	NA	NA	NA	0.753	NA	0.588	NA	0.35	0.295	0.34	NA	0.522	0.25	0.405	0.686	0.589
1806	NA	NA	NA	NA	0.544	NA	0.621	NA	0.39	0.406	0.452	NA	0.494	0.274	0.372	0.48	0.452
1807	NA	NA	NA	NA	0.455	NA	0.39	NA	0.287	0.341	0.32	NA	0.351	0.095	0.261	0.348	0.33
1808	NA	NA	NA	NA	0.587	NA	0.614	NA	0.31	0.567	0.295	NA	0.43	0.164	0.281	0.478	0.415
1809	NA	NA	NA	NA	0.698	NA	0.572	NA	0.358	0.559	0.355	NA	0.547	0.149	0.266	0.557	0.499
1810	NA	NA	NA	NA	0.275	NA	0.502	NA	0.279	0.389	0.27	NA	0.43	0.103	0.139	0.36	0.225
1811	NA	NA	NA	NA	0.258	NA	0.669	NA	0.336	0.431	0.402	NA	0.489	0.121	0.185	0.262	0.214
1812	NA	NA	NA	NA	0.097	NA	0.303	NA	0.174	0.101	0.228	NA	0.351	0.066	0.124	0.341	0.112
1813	NA	NA	NA	NA	0.103	NA	0.277	NA	0.168	0.202	0.203	NA	0.363	0.077	0.081	0.245	0.143
1814	NA	NA	NA	NA	0.082	NA	0.145	NA	0.127	0.143	0.096	NA	0.168	0.025	0.121	0.176	0.098
1815	NA	NA	NA	NA	0.079	NA	0.177	NA	0.231	0.161	0.088	NA	0.156	0.046	0.064	0.28	0.164
