# Campbell - Prince Albert - PIBN - ITRDB CANA8
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2927
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2927.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana8ed-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana8ed-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana8ed.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana8ed.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Campbell - Prince Albert - PIBN - ITRDB CANA8
#--------------------
# Investigators
#   Investigators: Campbell, I.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Prince Albert
#   Location: Saskatchewan
#   Northernmost_Latitude: 53.92
#   Southernmost_Latitude: 53.92
#   Easternmost_Longitude: -104.68
#   Westernmost_Longitude: -104.68
#   Elevation_m: -999
#--------------------
# Data_Collection
#   Collection_Name: CANA8
#   First_Year: 1919
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus banksiana Lamb.
#   Common_Name: jack pine
#   Tree_Species_Code: PIBN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SOJ123C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ123C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ130C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ130C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ159C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ159C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ188C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ188C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ172C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ172C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ154C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ154C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ099C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ099C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SOJ123C_raw	SOJ130C_raw	SOJ159C_raw	SOJ188C_raw	SOJ172C_raw	SOJ154C_raw	SOJ099C_raw
1919	NA	NA	NA	39.3	NA	NA	NA
1920	NA	NA	34.45	50.51	NA	NA	NA
1921	31.16	NA	42.16	47.57	NA	NA	NA
1922	36.43	29.34	42.2	48.41	31.13	NA	NA
1923	33.87	47.63	40.32	48.96	43.1	NA	NA
1924	35.01	42.08	40.99	46.81	45.69	25.32	NA
1925	32.44	46.12	38.59	44.9	46.24	38.28	NA
1926	35.63	49.5	41.02	46.62	47.86	35.73	28.83
1927	35.21	52.77	42.02	44.87	48.18	36.08	39.99
1928	34.31	54.26	42.46	47.63	49.53	37.09	38.46
1929	34.8	58.04	46.03	48.99	51.73	38.41	38.8
1930	34.66	58.75	44.83	45.33	48.2	38.68	36.55
1931	35.15	62.76	46.9	49.79	49.89	39.98	35.69
1932	37.69	58.93	46.09	54.36	51.13	38.31	36.82
1933	42.46	61.86	45.89	50.7	52.26	38.52	35.22
1934	36.49	58.03	45.08	51.43	48.22	38.84	33.67
1935	33.2	54.19	46.55	48.21	50.94	36.59	36.12
1936	33.93	55.4	48.34	48.62	50.33	36.01	37.16
1937	35.98	52.84	46.62	50.6	49.35	34.69	36.68
1938	33.24	48.97	49.37	52.64	48.92	33.56	37.86
1939	31.91	51.06	46.64	52.3	47.9	31.85	34.72
1940	32.58	47.7	50.42	51.75	48.8	37	38.41
1941	33.68	51.33	50.78	50.24	50.3	33.47	38.57
1942	32.58	51.65	47.78	47.63	48.52	33.73	36.26
1943	30.57	54.11	44.32	49.28	46.64	32.34	34.75
1944	31.17	56.59	47.19	51.22	48.53	33.43	33.66
1945	33.45	50.6	44.66	53.03	47.64	34.01	30.48
1946	32.91	54.44	48.91	52.68	49.97	37.5	34.74
1947	33.93	55.41	49.15	53.25	48.61	36.76	35.09
1948	35.9	55.3	47.1	49.86	50.06	36.65	34.48
1949	33.18	54.7	45.48	46.73	49.67	35.19	34.93
1950	32.53	58.7	45.04	47.75	48.76	35.29	31.89
1951	34.59	57.19	43.95	47.93	48.82	37.03	32.2
1952	35.98	58.64	45.97	48.44	51.75	38.95	35.2
1953	33.6	55.64	43.46	47.86	50.25	38.83	34.47
1954	32.15	52.97	45.68	41.99	47.84	39.3	32.36
1955	37.78	54.52	49.33	45.72	48.39	42.87	32.66
1956	37.94	41.57	48.19	44.87	48.25	43.78	32.7
1957	34.95	43.09	45.55	45.61	47.44	41.9	32.5
1958	38.28	47.92	49.92	48.7	49.91	44.35	38.84
1959	37.41	53.08	43.21	43.53	48.68	42.4	35.15
1960	34.85	54.01	41.66	44.39	48.63	42.89	34.48
1961	42.06	55.34	48.92	50.15	55.65	46.58	40.58
1962	39.29	51.97	48.77	46.33	53.77	42.55	40.37
1963	34.77	50.12	45.03	43.21	47.8	41.34	40.39
1964	43.63	52.17	50.19	52.83	54.62	49.12	38.99
1965	35.95	43.9	41.92	42.99	48.8	39.82	36.44
1966	35.62	46.24	40.74	43.22	48.46	40.92	33.58
1967	36.47	47.67	41.58	44.98	50.16	44.01	35.04
1968	36.91	48.93	46.89	48.33	50.77	45.74	35.1
1969	35.78	50.43	44.19	47.49	48.08	46.01	35.55
1970	33.22	46.49	40.5	46.21	45.66	43.66	33.44
1971	34.65	45.72	41.85	46.32	44.65	42.01	33.51
1972	35.59	49.32	42.71	48.76	46.74	46.06	36.35
1973	32.85	45.84	41.19	45.33	44.8	41.22	36.03
1974	31.39	39.9	39.79	42.74	43.51	38.75	36.15
1975	31.91	42.91	39.07	38.58	44.02	41.15	32.93
1976	35.43	46.07	44.37	41.92	45.69	44.56	35.08
1977	40.88	58.23	48.6	47.71	50.7	43.31	44.23
1978	36.61	53.84	46.28	43.44	47.31	41.22	36.13
1979	34.93	52.23	46.51	40.35	45.8	37.16	36.24
1980	37.51	52.06	48.79	46.46	52.15	42.15	41.19
1981	36.12	51.5	46.59	46.78	50.11	40.15	37.76
1982	35.11	49.03	42.51	43	46.93	36.93	34.25
1983	32.7	46.56	38.45	38.39	44.9	35.49	33.64
1984	33.53	46.73	39.32	39.42	47.79	38.81	35.24
1985	38.18	53.42	48.36	43.87	47.29	37.79	37.41
1986	36.98	49.87	47.63	44.96	49.1	40.11	36.75
1987	31.74	49.65	38.02	40.32	48.65	36.89	32.21
1988	33.71	49.59	43.37	39.04	49.8	39.44	35.83
1989	35.33	48.91	42.5	40.52	47.08	38.51	35.03
1990	34.48	47.32	39.06	39.97	46.85	37.44	33.62
1991	33.75	45.67	42.69	40.69	44.6	35.53	35
1992	33.82	44.68	45.46	43.06	48.11	38.25	36.54
1993	35.73	46.31	48.14	43.27	48.85	37.64	38.46
1994	33.16	49.25	51.87	42.95	48.63	36.27	34.98
