# Stefanuk - Algonquin Highlands AL03 - ACSH - ITRDB CANA617
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/32594
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-32594.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana617-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana617-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana617.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana617.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-02-05
#--------------------
# File_Last_Modified_Date
#   Date: 2021-02-05
#--------------------
# Title
#   Study_Name: Stefanuk - Algonquin Highlands AL03 - ACSH - ITRDB CANA617
#--------------------
# Investigators
#   Investigators: Stefanuk, M.A.; Danby, R.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sample plots were circular with a radius of 75m, located within sugar maple dominated stands in protected areas within each region including Algonquin Provincial Park, Frontenac Provincial Park, Charleston Lake Provincial Park and the Queen's University Biological Station. NOAA Template Raw Measurements file added 2021-02-22.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Canadian Foundation for Innovation
#   Grant: 22534
#--------------------
# Site_Information
#   Site_Name: Algonquin Highlands AL03
#   Location: Canada
#   Northernmost_Latitude: 45.481819
#   Southernmost_Latitude: 45.481819
#   Easternmost_Longitude: -78.731524
#   Westernmost_Longitude: -78.731524
#   Elevation_m: 530
#--------------------
# Data_Collection
#   Collection_Name: CANA617
#   First_Year: 1845
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 026AL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 026AL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 026AL03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 026AL03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 027AL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 027AL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 028AL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 028AL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 028AL03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 028AL03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 030AL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 030AL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 030AL03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 030AL03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 031AL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 031AL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 031AL03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 031AL03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 032AL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 032AL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 032AL03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 032AL03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 029AL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 029AL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 029AL03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 029AL03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	026AL03A_raw	026AL03B_raw	027AL03A_raw	028AL03A_raw	028AL03B_raw	030AL03A_raw	030AL03B_raw	031AL03A_raw	031AL03B_raw	032AL03A_raw	032AL03B_raw	029AL03A_raw	029AL03B_raw
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.415
1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.079
1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.216
1849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.101
1850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.099
1851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.213
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.094
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.325
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.331
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.344
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.323
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.273
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.028
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.908
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.514
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.695
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.887
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.672
1865	NA	NA	NA	NA	1.929	NA	NA	NA	NA	NA	NA	NA	1.038
1866	NA	NA	NA	NA	1.099	NA	NA	NA	NA	NA	NA	NA	0.761
1867	NA	NA	NA	NA	0.998	NA	NA	NA	NA	NA	NA	NA	1.185
1868	NA	NA	NA	NA	0.838	NA	NA	NA	NA	NA	NA	NA	0.562
1869	NA	0.836	NA	NA	0.973	NA	NA	NA	NA	NA	NA	NA	1.953
1870	NA	0.597	NA	NA	0.585	NA	NA	NA	NA	NA	NA	NA	1.826
1871	NA	0.896	NA	NA	0.923	NA	NA	NA	NA	NA	NA	NA	1.501
1872	NA	0.777	NA	NA	1.063	NA	NA	NA	NA	NA	NA	NA	1.453
1873	NA	0.658	2.246	NA	1.314	NA	NA	NA	NA	NA	NA	NA	1.562
1874	NA	1.243	1.29	NA	1.149	NA	NA	NA	NA	NA	NA	NA	1.376
1875	NA	1.149	2.144	NA	1.415	NA	NA	NA	NA	NA	NA	NA	1.65
1876	NA	2.016	3.144	NA	0.578	0.332	NA	NA	NA	NA	NA	NA	0.946
1877	NA	2.484	3.264	NA	0.815	0.237	NA	NA	NA	NA	NA	NA	1.298
1878	NA	2.532	3.26	NA	0.608	0.335	NA	NA	NA	NA	NA	NA	1.114
1879	NA	2.462	3.037	NA	0.85	0.382	NA	NA	NA	NA	NA	NA	1.037
1880	NA	2.415	2.527	NA	0.629	0.333	NA	NA	NA	NA	NA	NA	1.019
1881	NA	2.328	0	NA	0.91	0.369	NA	NA	NA	NA	NA	NA	1.058
1882	NA	1.504	2.41	NA	0.767	0.323	NA	NA	NA	NA	NA	NA	1.035
1883	NA	1.152	2.696	NA	0.882	0.295	NA	NA	NA	NA	NA	NA	0.762
1884	NA	1.347	2.704	NA	0.623	0.236	NA	NA	NA	NA	NA	NA	0.694
1885	NA	1.305	2.034	NA	1.299	0.17	NA	NA	NA	NA	NA	NA	1.116
1886	NA	1.157	2.033	NA	0.825	0.256	NA	NA	NA	NA	NA	NA	0.814
1887	NA	0.992	1.402	NA	1.202	0.276	NA	NA	NA	NA	NA	1.648	1.092
1888	NA	0.767	0.453	NA	0.432	0.337	NA	NA	NA	NA	NA	0.823	0.416
1889	NA	0.968	0.105	NA	0.749	0.145	NA	NA	NA	NA	NA	1.182	0.159
1890	NA	0.786	0.891	NA	0.635	0.144	NA	NA	NA	NA	NA	0	0
1891	NA	1.455	0.555	NA	0.466	0.214	NA	1.14	NA	NA	NA	0.846	0.944
1892	1.648	0.715	0.727	NA	0.831	0.311	NA	0.869	NA	NA	NA	1.246	0.348
1893	1.337	1.025	0.844	NA	0.731	0.183	NA	0.67	NA	NA	NA	0.466	0.275
1894	2.175	0.784	0.866	NA	0.566	0.163	NA	0.815	NA	NA	NA	0.467	0.203
1895	1.093	0.536	0.815	NA	0.359	0.166	NA	0.813	NA	NA	0.379	0.297	0.046
1896	1.787	0.687	0.946	NA	1.276	0.079	NA	0.703	NA	NA	0.318	0.395	0.254
1897	1.39	0.406	1.336	NA	0.8	0.207	NA	0.841	NA	NA	0.355	0.41	0.455
1898	0.851	0.537	1.937	NA	0.802	0.643	NA	0.506	NA	NA	0.12	0.749	0.248
1899	1.16	0.575	1.925	NA	0.641	0.304	NA	0.658	NA	NA	0.232	0	0
1900	0.494	0.5	1.539	NA	0.599	0.499	NA	0.341	NA	NA	0.256	0.443	0.112
1901	0.594	0.398	1.696	NA	0.375	0.923	NA	0.252	NA	NA	0.242	0.404	0.205
1902	0.817	0.391	2.177	NA	0.35	0.21	NA	0.243	NA	NA	0.106	0.298	0.757
1903	0.512	0.377	1.791	NA	0.849	1.506	NA	0.194	NA	NA	0.262	0.968	0.567
1904	0.278	0.161	0.991	NA	0.748	1.72	NA	0.23	NA	NA	0.326	0.854	0.207
1905	0.225	0.081	2.243	NA	0.561	1.612	NA	0.063	NA	NA	0.283	0.989	0.378
1906	0.182	0.363	2.357	NA	0.7	1.416	1.345	0.111	NA	NA	0.334	1.103	0.575
1907	0.161	0.253	1.815	NA	0.756	1.303	1.32	0.123	NA	NA	0.211	1.221	0.906
1908	0.817	0.39	1.607	NA	0.639	1.208	0.997	0.134	NA	NA	0.498	1.976	0.547
1909	0.531	0.172	1.371	NA	0.765	0.925	0.601	0.111	NA	NA	0.431	2.813	0.467
