# St. George - Moose Lake - PIRE - ITRDB CANA257
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6162
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6162.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana257-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana257-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana257.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana257.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-06-04
#--------------------
# File_Last_Modified_Date
#   Date: 2008-06-04
#--------------------
# Title
#   Study_Name: St. George - Moose Lake - PIRE - ITRDB CANA257
#--------------------
# Investigators
#   Investigators: St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Moose Lake
#   Location: Manitoba
#   Northernmost_Latitude: 49.2
#   Southernmost_Latitude: 49.2
#   Easternmost_Longitude: -95.35
#   Westernmost_Longitude: -95.35
#   Elevation_m: 362
#--------------------
# Data_Collection
#   Collection_Name: CANA257
#   First_Year: 1897
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus resinosa Aiton
#   Common_Name: red pine
#   Tree_Species_Code: PIRE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## x0501a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0501a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0501b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0501b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0502a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0502a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0502b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0502b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0503a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0503a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0503b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0503b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0504a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0504a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0504b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0504b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0505a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0505a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0505b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0505b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0506a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0506a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0506b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0506b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0507a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0507a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0507b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0507b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0508a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0508a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0508b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0508b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0509a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0509a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0509b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0509b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0510a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0510a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0510b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0510b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0511a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0511a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0511b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0511b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0512a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0512a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0512b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0512b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0513a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0513a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0513b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0513b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0516a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0516a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## x0516b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: x0516b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	x0501a_raw	x0501b_raw	x0502a_raw	x0502b_raw	x0503a_raw	x0503b_raw	x0504a_raw	x0504b_raw	x0505a_raw	x0505b_raw	x0506a_raw	x0506b_raw	x0507a_raw	x0507b_raw	x0508a_raw	x0508b_raw	x0509a_raw	x0509b_raw	x0510a_raw	x0510b_raw	x0511a_raw	x0511b_raw	x0512a_raw	x0512b_raw	x0513a_raw	x0513b_raw	x0516a_raw	x0516b_raw
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	1.746	NA	2.308	2.205	NA	NA	NA	2.559	NA	NA	NA	NA	NA	NA	NA	NA	2.318	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	1.221	3.19	NA	2.485	2.818	NA	NA	NA	3.299	NA	NA	NA	NA	2.302	NA	2.356	2.489	3.438	4.029	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	3.389	3.334	3.3	2.559	2.697	NA	NA	NA	3.163	NA	NA	NA	NA	3.601	NA	2.821	2.785	3.372	3.989	NA	NA	NA	3.627	NA	7.356	NA	NA
1901	NA	3.441	4.683	4.348	3.001	2.664	NA	NA	NA	3.914	NA	NA	2.815	2.671	2.669	NA	3.84	3.244	5.165	5.915	NA	NA	NA	3.865	5.297	6.69	NA	NA
1902	NA	2.26	4.388	4.73	1.863	1.78	NA	NA	NA	2.613	NA	NA	2.25	2.105	2.679	NA	2.665	2.215	3.842	4.31	NA	NA	NA	3.431	5.523	4.679	NA	NA
1903	NA	2.566	3.664	5.194	2.145	2.361	NA	NA	2.592	2.643	NA	NA	3.751	3.09	3.801	NA	2.707	2.349	4.443	4.68	NA	NA	NA	3.696	5.79	5.343	NA	NA
1904	NA	2.585	3.929	4.274	3.656	2.966	NA	NA	2.555	3.553	NA	NA	3.382	3.162	4.148	NA	2.343	3.445	5.142	5.82	NA	NA	4.571	4.642	6.305	5.958	NA	NA
1905	NA	2.438	3.466	3.65	3.557	3.571	NA	NA	1.88	3.223	4.13	2.859	3.562	2.874	3.655	NA	2.577	2.771	5.077	4.775	NA	NA	5.712	4.961	6.483	6.299	NA	NA
1906	NA	2.705	4.209	3.906	3.951	3.944	NA	NA	2.158	4.444	4.95	4.466	3.952	4.271	3.552	5.279	4.135	3.512	4.195	4.243	NA	NA	6.407	4.966	6.207	6.514	3.356	3.728
1907	NA	2.007	3.46	1.996	2.142	2.412	NA	NA	2.044	2.553	6.534	4.585	4.953	1.446	3.15	3.807	3.404	2.816	3.784	3.43	NA	NA	4.526	4.284	4.216	3.858	2.805	1.49
1908	NA	2.402	3.541	2.252	3.302	3.234	NA	NA	2.248	3.859	4.157	4.801	5.299	2.551	3.703	4.738	3.62	4.046	4.843	4.487	NA	3.804	4.297	4.011	5.379	4.707	3.373	3.122
1909	NA	1.909	2.829	2.244	2.364	2.758	NA	NA	2.405	3.09	2.642	2.922	2.483	2.232	3.648	3.819	3.273	3.244	3.728	3.401	NA	2.41	3.829	4.204	4.534	3.661	2.652	3.696
1910	NA	1.422	2.663	3.037	2.08	2.598	NA	NA	1.958	2.531	2.482	1.867	1.462	2.252	2.933	2.897	2.098	2.187	2.232	2.635	NA	2.777	3.25	3.059	2.632	2.515	2.049	1.449
1911	NA	2.688	5.551	3.329	3.033	2.784	NA	NA	2.863	2.97	3.052	3.126	2.114	2.433	4.221	4.48	3.291	3.058	4.499	3.512	NA	3.785	3.583	4.235	3.775	3.808	3.376	2.658
1912	NA	3.043	5.783	3.767	2.754	2.855	3.154	3.359	3.584	2.591	4.435	3.804	3.65	2.612	4.25	4.531	1.936	1.771	4.758	4.088	NA	4.337	3.915	5.963	5.368	5.226	3.154	3.057
1913	NA	2.295	5.046	3.5	2.38	2.766	3.12	2.527	3.359	2.444	4.731	5.455	3.607	2.296	4.607	4.589	1.134	1.091	4.655	4.536	6.564	4.456	4.541	5.305	3.19	3.575	2.964	2.882
1914	NA	2.499	3.882	4.104	2.297	2.771	2.52	2.603	2.72	2.054	4.693	4.152	2.772	1.43	3.299	4.063	0.779	0.983	3.578	3.041	4.989	3.617	3.618	4.561	2.673	2.519	2.465	1.583
1915	NA	2.654	4.476	3.446	2.649	2.515	2.375	2.81	3.095	1.632	4.736	4.607	2.474	2.077	3.74	3.257	1.007	1.206	3.859	3.205	5.255	4.077	4.259	3.875	3.617	2.691	1.903	2.035
1916	3.268	2.17	3.701	3.282	2.004	2.62	2.461	2.341	2.792	2.017	6.035	4.388	2.202	2.168	3.604	3.603	0.915	1.181	4.745	2.965	4.494	4.885	3.255	5.068	3.639	2.284	1.086	2.125
1917	2.821	1.995	2.928	2.279	1.715	2.224	2.024	2.256	1.81	1.627	4.469	4.063	2.003	1.711	3.905	3.862	1.15	1.266	2.891	2.756	5.251	3.977	3.086	4.098	4.786	2.429	0.778	2.232
1918	3.203	2.123	3.323	2.136	2.002	3.208	2.146	2.72	2.075	2.082	5.328	4.733	2.714	1.873	4.201	4.254	0.886	1.381	4.376	3.518	5.104	4.328	3.072	2.758	4.487	3.095	1.183	2.233
1919	2.74	2.028	3.951	3.403	1.724	3.006	2.136	3.152	2.371	2.124	5.346	4.705	2.504	1.997	3.689	3.435	1.001	1.662	3.67	3.153	5.843	3.979	2.254	3.018	3.161	3.488	1.294	1.829
1920	1.619	1.167	2.075	1.953	1.883	2.401	1.709	1.761	1.659	1.321	3.131	3.512	1.246	1.131	2.768	2.068	0.916	1.636	1.861	1.854	2.798	2.485	1.727	1.374	1.636	1.468	1.259	1.287
1921	2.725	1.647	2.457	1.401	2.05	2.18	1.903	2.206	1.975	2.09	3.408	4.328	2.779	1.972	3.18	2.873	1.234	1.608	2.456	2.205	2.578	3.602	2.193	1.294	2.246	3.215	1.938	2.132
1922	2.294	1.652	3.118	2.07	2.257	3.348	1.446	2.195	2.259	2.339	5.324	4.846	3.593	2.285	4.563	3.079	0.818	1.4	3.782	3.107	4.343	3.925	1.793	2.187	3.707	4.602	2.481	2.537
1923	1.862	1.526	2.65	1.864	1.783	2.434	1.518	2.385	2.248	2.243	3.67	3.414	3.124	2.055	3.294	3.529	0.968	0.84	2.685	2.635	3.448	3.236	1.61	2.159	2.976	2.632	1.913	3.089
1924	2.372	1.51	3.08	2.428	1.955	1.821	1.707	2.607	1.965	2.226	3.454	3.508	3.068	1.855	2.179	3.73	0.998	0.94	3.003	2.603	4.005	3.245	1.68	2.481	3.587	3.142	2.13	2.799
1925	2.849	2.034	3.564	2.527	1.928	2.204	1.472	2.059	2.404	1.792	3.247	3.023	3.855	2.001	2.343	3.74	1.349	1.099	2.254	2.32	3.666	2.48	1.516	2.829	4.742	2.578	1.909	4.129
1926	1.899	1.356	2.773	2.081	1.784	2.321	2.276	1.968	2.516	2.171	3.831	2.808	3.363	2.624	2.326	3.038	0.811	0.935	2.298	2.331	3.712	3.085	2.085	2.681	4.073	2.312	2.761	3.422
1927	2.267	1.366	2.027	2.044	1.567	2.945	2.42	1.571	2.31	1.815	2.9	3.014	3.686	2.527	2.08	2.413	0.669	0.78	1.843	1.885	2.145	2.528	2.241	2.359	2.528	2.164	2.165	3.074
1928	1.766	1.399	2.822	2.381	1.565	2.22	2.199	1.438	2.314	2.418	3.111	2.634	3.665	2.639	0.962	1.862	0.649	0.697	2.438	1.762	2.592	2.558	0.969	2.348	3.453	2.415	2.224	2.677
1929	1.186	1.142	1.262	1.142	1.036	1.422	1.468	1.111	1.239	1.235	2.274	1.374	2.783	1.373	0.549	1.134	0.62	0.611	1.717	1.523	1.918	1.676	0.596	1.512	1.974	1.587	1.851	1.833
1930	1.2	2.107	2.067	2.435	2.043	1.906	2.316	2.704	2.714	2.264	3.496	2.134	3.523	1.996	0.996	1.497	0.627	0.464	2.148	2.216	2.731	2.629	0.946	1.487	2.578	2.876	2.172	2.02
1931	1.531	1.459	2.634	2.279	1.762	2.199	1.721	2.728	2.405	2.563	3.168	1.27	3.046	2.513	1.129	1.101	0.408	0.327	2.483	2.467	2.907	3.21	1.48	1.311	2.899	1.831	1.808	1.558
1932	2.026	1.008	2.049	1.718	1.426	2.322	1.636	2.4	2.55	1.963	3.328	1.202	3.678	2.531	0.896	1.407	0.548	0.476	1.861	1.533	3.322	2.983	1.301	1.256	2.457	2.574	1.813	1.011
1933	1.542	0.623	1.507	1.373	1.316	1.837	1.537	1.509	1.903	1.143	2.165	0.796	1.957	1.92	0.961	0.766	0.356	0.397	1.175	1.13	1.683	1.473	1.021	1.021	1.548	1.481	1.252	1.018
1934	1.32	0.361	1.229	1.116	0.829	1.362	1.191	1.106	1.667	1.076	1.813	0.917	2.368	1.371	0.904	0.536	0.457	0.32	1.308	1.212	1.439	1.894	1.008	0.782	1.764	1.577	1.149	0.586
