# St-Onge - Prelude Lake East - PIBN - ITRDB CANA292
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/8582
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-8582.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana292-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana292-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana292.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana292.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-02-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-02-10
#--------------------
# Title
#   Study_Name: St-Onge - Prelude Lake East - PIBN - ITRDB CANA292
#--------------------
# Investigators
#   Investigators: St-Onge, S.; Pisaric, M.F.J.; Kokelj, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Prelude Lake East
#   Location: Northwest Territories
#   Northernmost_Latitude: 62.52
#   Southernmost_Latitude: 62.52
#   Easternmost_Longitude: -113.82
#   Westernmost_Longitude: -113.82
#   Elevation_m: 199
#--------------------
# Data_Collection
#   Collection_Name: CANA292
#   First_Year: 1936
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus banksiana Lamb.
#   Common_Name: jack pine
#   Tree_Species_Code: PIBN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PREE1A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE1A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE1B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE1B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE2A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE2A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE2B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE2B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE3A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE3A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE3B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE3B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE4A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE4A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE4B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE4B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE5A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE5A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE5B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE5B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE7A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE7A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE7B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE7B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE8A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE8A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE8B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE8B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE9A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE9A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE9B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE9B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE26B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE26B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE28A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE28A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE28B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE28B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE29A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE29A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE29B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE29B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE30C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE30C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE30D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE30D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE40A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE40A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PREE40B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PREE40B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PREE1A_raw	PREE1B_raw	PREE2A_raw	PREE2B_raw	PREE3A_raw	PREE3B_raw	PREE4A_raw	PREE4B_raw	PREE5A_raw	PREE5B_raw	PREE7A_raw	PREE7B_raw	PREE8A_raw	PREE8B_raw	PREE9A_raw	PREE9B_raw	PREE12A_raw	PREE12B_raw	PREE13A_raw	PREE13B_raw	PREE14A_raw	PREE14B_raw	PREE19A_raw	PREE19B_raw	PREE20A_raw	PREE20B_raw	PREE22A_raw	PREE22B_raw	PREE23A_raw	PREE23B_raw	PREE26A_raw	PREE26B_raw	PREE28A_raw	PREE28B_raw	PREE29A_raw	PREE29B_raw	PREE30C_raw	PREE30D_raw	PREE40A_raw	PREE40B_raw
1936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.734	0.713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.805	0.889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.862	0.742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1939	NA	NA	NA	NA	NA	NA	0.798	0.741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.593	0.712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1940	NA	NA	NA	NA	NA	NA	0.656	0.562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.364	0.347	0.52	0.376	NA	NA	0.768	0.734	NA	NA	NA	NA	NA	NA	0.529	0.526	NA	NA
1941	NA	NA	NA	NA	NA	NA	0.975	1.019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.452	0.517	1.075	0.873	NA	NA	1.199	1.312	NA	NA	NA	NA	NA	NA	0.956	0.972	NA	NA
1942	NA	0.672	0.309	0.284	NA	NA	0.795	0.788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	0.286	NA	NA	0.612	0.581	0.444	0.489	NA	NA	0.597	0.697	NA	NA	NA	NA	NA	NA	0.59	0.565	NA	NA
1943	NA	0.689	0.343	0.302	NA	NA	0.648	0.617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.273	0.251	NA	NA	1.087	1.028	0.632	0.56	NA	NA	0.776	1.094	NA	NA	NA	NA	NA	NA	0.755	0.759	NA	NA
1944	NA	1.102	0.292	0.268	NA	NA	0.792	0.922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.353	0.301	NA	NA	1.503	1.596	0.595	0.787	NA	NA	0.921	1.063	NA	NA	0.827	0.796	NA	NA	0.987	0.964	NA	NA
1945	NA	0.854	0.223	0.219	NA	NA	0.57	0.572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.266	0.203	NA	NA	0.971	1.077	0.708	0.734	NA	NA	0.779	0.724	NA	NA	0.925	0.936	1.636	NA	1.101	0.868	NA	NA
1946	NA	0.66	0.184	0.173	NA	NA	0.541	0.384	NA	NA	NA	NA	NA	0.508	NA	NA	NA	NA	0.208	0.185	NA	NA	0.767	0.857	0.743	0.485	NA	NA	0.716	0.639	NA	NA	0.879	0.861	1.453	NA	0.671	0.592	NA	NA
1947	NA	0.443	0.133	0.074	NA	NA	0.379	0.157	NA	NA	NA	NA	0.642	0.405	0.101	0.061	NA	NA	0.135	0.102	NA	NA	0.001	0.061	0.751	0.471	NA	NA	0.001	0.018	NA	NA	0.618	0.631	0.283	NA	0.033	0.028	0.275	0.206
1948	NA	0.564	0.21	0.275	NA	NA	0.468	0.288	NA	NA	NA	NA	0.92	0.46	0.157	0.165	NA	NA	0.239	0.236	NA	NA	0.419	0.497	0.895	0.674	NA	NA	0.239	0.132	NA	NA	0.985	0.755	0.851	NA	1.419	0.322	0.313	0.26
1949	NA	0.553	0.521	0.417	NA	NA	0.419	0.528	NA	NA	NA	NA	0.767	0.361	0.269	0.617	NA	NA	0.435	0.428	NA	NA	0.459	0.655	0.692	0.451	NA	NA	1.083	0.953	NA	NA	0.706	0.592	1.66	NA	0.523	0.176	0.385	0.271
1950	0.672	0.435	0.617	0.775	NA	NA	0.429	0.348	NA	NA	NA	NA	0.853	0.346	0.64	0.674	NA	NA	0.614	0.699	NA	NA	0.392	0.546	0.731	0.514	NA	NA	1.787	1.686	NA	NA	0.609	0.549	2.256	NA	1.29	0.586	0.395	0.233
1951	1.235	1.217	1.104	0.981	NA	NA	0.605	0.46	NA	NA	NA	NA	1.634	0.728	0.417	0.572	NA	NA	1.195	1.541	NA	NA	0.376	0.565	0.972	0.918	NA	NA	2.406	1.825	NA	NA	0.952	0.673	1.85	NA	1.757	1.628	0.555	0.456
1952	0.905	0.593	0.849	0.723	NA	NA	0.219	0.156	0.839	0.9	NA	NA	0.989	0.456	0.48	0.406	NA	0.962	0.784	0.974	NA	NA	0.213	0.398	0.316	0.533	NA	NA	1.524	1.282	NA	NA	0.543	0.457	0.786	NA	1.165	1.183	0.223	0.225
1953	0.644	0.358	0.646	0.66	NA	NA	0.368	0.328	0.66	0.637	NA	NA	0.765	0.254	0.604	0.465	NA	1.057	0.844	1.084	NA	NA	0.287	0.32	0.466	0.584	NA	NA	1.317	1.398	NA	NA	0.593	0.39	0.718	NA	1.422	1.392	0.294	0.252
1954	0.71	0.372	1.043	0.804	NA	NA	0.281	0.147	0.716	0.808	NA	NA	0.61	0.304	1.04	0.668	NA	1.015	1.144	1.453	NA	NA	0.325	0.356	0.461	0.377	NA	NA	1.666	1.149	NA	NA	0.699	0.506	1.17	NA	1.645	1.66	0.384	0.402
1955	0.751	0.335	1.524	0.958	NA	NA	0.337	0.184	0.738	0.874	NA	NA	0.642	0.307	1.609	0.519	NA	0.875	0.927	0.987	NA	NA	0.408	0.426	0.56	0.253	NA	NA	1.675	1.194	NA	NA	0.664	0.53	1.002	NA	1.255	1.476	0.509	0.484
1956	0.624	0.39	0.878	0.903	NA	0.966	0.418	0.145	0.677	0.848	NA	NA	0.468	0.486	1.652	0.566	NA	0.946	1.019	0.93	NA	NA	0.336	0.482	0.56	0.484	NA	NA	1.193	1.094	NA	NA	0.582	0.69	1.081	NA	1.244	1.231	0.604	0.564
1957	1.247	0.763	1.858	0.872	NA	0.88	0.862	0.445	1.008	1.247	NA	NA	0.867	0.606	1.576	0.754	NA	1.061	1.015	0.915	NA	NA	0.606	0.895	0.513	0.463	NA	NA	1.697	1.55	NA	NA	1.05	0.789	1.424	NA	1.892	1.867	0.669	0.683
1958	0.547	0.363	0.682	0.527	0.822	0.574	0.091	0.033	0.263	0.362	NA	NA	0.216	0.2	1.372	0.772	NA	0.709	0.765	0.874	NA	0.841	0.039	0.058	0.103	0.104	NA	NA	0.731	0.699	NA	NA	0.5	0.395	0.719	NA	0.697	0.726	0.155	0.149
1959	0.438	0.303	0.685	0.627	0.698	0.519	0.178	0.138	0.309	0.395	NA	NA	0.318	0.226	1.88	1.043	NA	0.874	0.612	0.638	NA	0.86	0.351	0.356	0.392	0.447	NA	NA	0.654	0.844	NA	NA	0.584	0.541	0.71	NA	0.592	0.475	0.136	0.329
1960	0.426	0.379	0.638	0.428	0.704	0.688	0.262	0.237	0.494	0.567	NA	NA	0.262	0.27	1.815	1.221	0.743	0.915	0.519	0.658	NA	0.69	0.647	0.473	0.268	0.193	NA	NA	1.024	0.889	NA	NA	0.515	0.587	0.715	NA	0.696	0.692	0.187	0.312
1961	0.437	0.31	0.533	0.708	0.74	0.995	0.273	0.213	0.465	0.604	NA	NA	0.445	0.345	2.193	0.776	0.814	0.924	0.611	0.781	NA	1.027	0.911	0.998	0.418	0.474	NA	NA	1.197	0.781	NA	NA	0.446	0.458	0.66	NA	0.881	0.61	0.172	0.263
1962	0.48	0.324	0.603	0.832	0.956	0.745	0.457	0.526	0.732	0.892	NA	NA	0.561	0.314	2.767	0.756	0.848	0.998	0.589	0.358	NA	0.893	0.328	0.389	0.276	0.379	NA	NA	1.256	1.109	NA	NA	0.452	0.572	1.085	NA	1.299	1.616	0.159	0.539
1963	1.427	0.619	1.136	1.115	1.464	1.427	1.093	0.699	1.331	1.333	NA	NA	0.865	0.443	2.387	0.61	1.199	1.087	0.891	0.669	NA	0.886	0.315	0.462	0.385	0.412	NA	NA	1.401	1.598	NA	NA	0.899	0.769	1.128	NA	1.516	1.62	0.38	0.52
1964	0.659	0.491	1.056	1.015	0.98	1.098	0.406	0.223	0.46	0.502	NA	NA	0.346	0.188	1.229	0.569	0.89	0.963	0.771	0.652	NA	0.65	0.362	0.374	0.242	0.139	NA	NA	0.565	0.529	NA	NA	0.561	0.382	0.711	NA	0.741	0.771	0.097	0.186
1965	1.621	0.798	1.31	1.166	1.333	1.118	0.704	0.477	0.569	0.549	NA	NA	0.907	0.351	1.481	0.902	1.6	1.594	0.888	0.895	NA	1.313	0.31	0.264	0.922	0.624	NA	NA	0.698	0.871	NA	NA	0.711	0.586	1.46	NA	0.586	0.426	0.46	0.629
1966	0.596	0.454	0.745	0.547	1.216	1.017	0.531	0.508	0.569	0.428	NA	NA	0.73	0.436	1.605	1.256	0.831	0.712	0.779	0.858	0.801	1.041	0.074	0.117	0.465	0.451	NA	NA	0.536	0.729	NA	NA	0.509	0.502	0.942	0.494	0.967	0.705	0.404	0.77
1967	0.945	0.366	0.452	0.409	0.808	0.797	0.527	0.348	0.703	0.649	0.853	0.577	0.742	0.446	1.019	1.171	0.634	0.8	0.512	0.548	0.659	1.142	0.107	0.039	0.624	0.334	0.465	0.524	0.458	0.789	NA	0.784	0.298	0.282	0.551	0.48	0.479	0.369	0.304	0.542
1968	0.452	0.443	0.556	0.476	0.734	0.844	0.148	0.081	0.125	0.239	0.603	0.504	0.354	0.29	0.696	0.651	0.369	0.365	0.888	0.732	0.509	0.784	0.001	0.001	0.3	0.233	0.466	0.551	0.118	0.236	0.491	0.437	0.201	0.285	0.439	0.336	0.051	0.033	0.042	0.041
1969	0.258	0.233	0.268	0.195	0.561	0.571	0.182	0.095	0.125	0.153	0.718	0.444	0.158	0.187	0.908	0.799	0.3	0.396	0.868	0.626	0.739	0.573	0.001	0.001	0.156	0.05	0.592	0.923	0.132	0.172	0.243	0.257	0.143	0.123	0.311	0.243	0.158	0.145	0.001	0.128
1970	0.474	0.225	0.268	0.261	0.979	0.949	0.384	0.406	0.309	0.28	1.12	0.657	0.432	0.304	1.292	0.907	0.421	0.596	1.049	0.84	0.784	0.709	0.221	0.18	0.672	0.236	1.008	1.076	0.281	0.443	0.487	0.392	0.244	0.309	0.477	0.624	0.269	0.317	0.105	0.082
1971	0.603	0.298	0.289	0.519	0.947	0.795	0.278	0.24	0.354	0.338	0.838	0.668	0.431	0.162	0.796	0.839	0.516	0.668	1.042	0.813	0.68	0.777	0.183	0.164	0.102	0.077	1.382	1.396	0.366	0.552	0.59	0.407	0.251	0.227	0.344	0.556	0.313	0.308	0.179	0.208
1972	0.521	0.281	0.285	0.665	0.851	0.721	0.248	0.461	0.208	0.284	0.619	0.608	0.631	0.193	0.614	0.982	0.383	0.631	0.912	0.751	0.581	0.642	0.331	0.24	0.094	0.161	1.037	1.28	0.463	0.676	0.831	0.356	0.306	0.185	0.605	0.771	0.459	0.426	0.107	0.167
