# Filion - Lac Mina - LALA - ITRDB CAN709
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38905
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38905.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can709-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can709.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/can709.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-01-11
#--------------------
# File_Last_Modified_Date
#   Date: 2024-01-11
#--------------------
# Title
#   Study_Name: Filion - Lac Mina - LALA - ITRDB CAN709
#--------------------
# Investigators
#   Investigators: Filion, Louise; Cloutier, Conrad; Cournoyer, Luc
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Filion, L., Cloutier, C., Cournoyer, L., 2010. Dendroécologie des épidémies de la tenthrède du mélèze (Pristiphora erichsonii) dans l’est du Canada. Pages 437-466 dans Payette, S., Filion, L. (Éditeurs). La dendroécologie - Principes, méthodes et applications. Presses de l’Université Laval. Québec, Québec, Canada.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Lac Mina
#   Location: Canada
#   Northernmost_Latitude: 56.15
#   Southernmost_Latitude: 56.15
#   Easternmost_Longitude: -65.45
#   Westernmost_Longitude: -65.45
#   Elevation_m: 437
#--------------------
# Data_Collection
#   Collection_Name: CAN709
#   First_Year: 1758
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix laricina (Du Roi) K. Koch
#   Common_Name: tamarack
#   Tree_Species_Code: LALA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MIA101_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA101 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA102_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA102 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA111_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA111 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA112_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA112 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA121_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA121 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA122_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA122 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA131_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA131 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA132_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA132 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA141_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA141 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA142_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA142 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA151_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA151 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA152_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA152 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA171_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA171 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA172_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA172 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA181_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA181 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA182_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA182 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA191_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA191 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA192_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA192 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA11_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA11  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA12_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA12  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA201_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA201 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA202_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA202 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA211_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA211 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA212_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA212 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA221_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA221 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA222_1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA222 1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA21_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA21  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA22_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA22  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA31_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA31  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA32_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA32  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA41_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA41  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA42_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA42  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA51_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA51  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA52_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA52  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA61_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA61  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA62_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA62  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA71_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA71  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA72_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA72  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA91_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA91  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MIA92_ 1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MIA92  1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MIA101 1_raw	MIA102 1_raw	MIA111 1_raw	MIA112 1_raw	MIA121 1_raw	MIA122 1_raw	MIA131 1_raw	MIA132 1_raw	MIA141 1_raw	MIA142 1_raw	MIA151 1_raw	MIA152 1_raw	MIA171 1_raw	MIA172 1_raw	MIA181 1_raw	MIA182 1_raw	MIA191 1_raw	MIA192 1_raw	MIA11  1_raw	MIA12  1_raw	MIA201 1_raw	MIA202 1_raw	MIA211 1_raw	MIA212 1_raw	MIA221 1_raw	MIA222 1_raw	MIA21  1_raw	MIA22  1_raw	MIA31  1_raw	MIA32  1_raw	MIA41  1_raw	MIA42  1_raw	MIA51  1_raw	MIA52  1_raw	MIA61  1_raw	MIA62  1_raw	MIA71  1_raw	MIA72  1_raw	MIA91  1_raw	MIA92  1_raw
758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
760	NA	NA	0.56	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
761	NA	NA	0.47	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
762	NA	NA	0.75	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
763	NA	NA	0.75	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
764	NA	NA	0.71	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
765	NA	NA	0.28	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
766	NA	NA	0.28	0.49	NA	NA	NA	NA	NA	NA	0.52	0.4	NA	NA	0.21	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
767	NA	NA	0.6	0.49	NA	NA	NA	NA	NA	NA	0.22	0.17	NA	NA	0.32	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
768	NA	NA	0.69	0.44	NA	NA	NA	NA	NA	NA	0.22	0.19	NA	NA	0.23	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
769	NA	NA	0.48	0.49	NA	NA	NA	NA	NA	NA	0.19	0.23	NA	NA	0.3	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
770	NA	NA	0.75	0.34	NA	NA	NA	NA	NA	NA	0.95	0.39	NA	NA	0.24	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
771	NA	NA	0.48	0.37	NA	NA	NA	NA	NA	NA	0.47	0.23	NA	NA	0.19	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
772	NA	NA	0.41	0.33	NA	NA	NA	NA	NA	NA	0.47	0.23	NA	NA	0.22	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
773	NA	NA	0.64	0.47	NA	NA	NA	NA	NA	NA	0.31	0.3	NA	NA	0.31	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
774	NA	NA	0.86	0.54	NA	NA	NA	NA	0.2	0.29	0.4	0.3	NA	NA	0.42	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
775	NA	NA	0.71	0.48	NA	NA	NA	NA	0.55	0.17	0.68	0.34	NA	NA	0.33	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
776	NA	NA	0.53	0.26	NA	NA	NA	NA	0.26	0.25	0.53	0.31	NA	NA	0.26	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
777	NA	NA	0.78	0.32	NA	NA	NA	NA	0.51	0.71	0.73	0.38	NA	NA	0.43	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
778	NA	NA	0.74	0.48	NA	NA	NA	NA	0.38	0.68	0.71	0.59	NA	NA	0.46	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
779	NA	NA	0.52	0.64	NA	NA	NA	NA	0.41	0.52	0.65	0.55	NA	NA	0.38	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
780	NA	NA	0.99	0.73	NA	NA	NA	NA	0.42	0.9	0.64	0.63	NA	NA	0.44	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
781	NA	NA	0.76	0.7	NA	NA	NA	NA	0.5	0.61	0.6	0.63	NA	NA	0.41	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
782	NA	NA	0.53	0.6	NA	NA	NA	NA	0.39	0.33	0.47	0.49	NA	NA	0.3	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
783	NA	NA	0.55	0.5	NA	NA	NA	NA	0.39	0.4	0.51	0.42	NA	NA	0.36	0.35	NA	NA	0.37	0.48	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
784	0.18	0.18	0.35	0.26	NA	NA	NA	NA	0.11	0.13	0.43	0.31	NA	NA	0.15	0.32	NA	NA	0.22	0.23	NA	NA	NA	NA	NA	NA	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
785	0.21	0.14	0.64	0.46	NA	NA	NA	NA	0.55	0.54	0.88	0.69	NA	NA	0.46	0.65	NA	NA	0.32	0.55	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
786	0.26	0.11	0.44	0.44	NA	NA	NA	NA	0.4	0.4	0.92	0.6	NA	NA	0.43	0.48	NA	NA	0.48	0.55	NA	NA	NA	NA	NA	NA	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
787	0.18	0.18	0.57	0.56	NA	NA	NA	NA	0.5	0.47	0.92	0.65	NA	NA	0.58	0.52	NA	NA	0.66	0.64	NA	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
788	0.53	0.48	0.61	0.61	NA	NA	NA	NA	0.51	0.46	0.93	0.61	NA	NA	0.44	0.58	NA	NA	0.6	0.84	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
789	0.43	0.15	0.57	0.36	NA	NA	NA	NA	0.32	0.32	0.71	0.38	NA	NA	0.32	0.39	NA	NA	0.3	0.51	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
790	0.49	0.19	0.32	0.38	NA	NA	NA	NA	0.44	0.52	0.87	0.49	NA	NA	0.34	0.33	NA	NA	0.51	0.6	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
791	0.18	0.14	0.39	0.45	NA	NA	NA	NA	0.42	0.44	0.71	0.49	NA	NA	0.33	0.29	NA	NA	0.48	0.55	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
792	0.06	0.09	0.53	0.57	NA	NA	NA	NA	0.49	0.52	0.82	0.48	NA	NA	0.26	0.28	NA	NA	0.47	0.63	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
793	0.05	0.07	0.44	0.49	NA	NA	NA	NA	0.46	0.42	0.86	0.49	NA	NA	0.21	0.22	NA	NA	0.44	0.6	NA	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
794	0.08	0.1	0.4	0.45	NA	NA	NA	NA	0.36	0.34	0.9	0.57	NA	NA	0.16	0.2	NA	NA	0.36	0.49	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
795	0.18	0.16	0.61	0.68	NA	NA	NA	NA	0.42	0.4	1.33	0.82	NA	NA	0.17	0.18	NA	NA	0.6	0.92	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
796	0.3	0.16	0.78	0.7	NA	NA	NA	NA	0.47	0.56	1.48	1	0.29	0.24	0.19	0.21	NA	NA	0.63	0.91	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
797	0.5	0.16	0.61	0.69	NA	NA	NA	NA	0.53	0.62	1.37	0.88	0.23	0.4	0.13	0.16	NA	NA	0.76	1.02	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
798	0.4	0.49	0.49	0.41	NA	NA	NA	NA	0.51	0.64	1.04	0.74	0.31	0.26	0.31	0.23	NA	NA	0.66	0.91	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	0.51	0.69	NA	NA	NA	NA
799	0.34	0.26	0.72	0.5	NA	NA	NA	NA	0.65	0.65	1.27	0.86	0.45	0.4	0.68	0.4	NA	NA	0.83	0.87	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	0.53	0.63	NA	NA	NA	NA
800	0.08	0.14	0.28	0.29	NA	NA	0.12	0.14	0.35	0.34	0.56	0.47	0.26	0.27	0.33	0.31	NA	NA	0.4	0.49	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	0.4	0.32	0.29	NA	NA	NA
