# St. George - Oxbow Woods - QUMA - ITRDB CANA500
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/19640
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-19640.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana500-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana500-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana500.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana500.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2015-12-26
#--------------------
# File_Last_Modified_Date
#   Date: 2015-12-26
#--------------------
# Title
#   Study_Name: St. George - Oxbow Woods - QUMA - ITRDB CANA500
#--------------------
# Investigators
#   Investigators: St. George, S.; Bater, C.; Carlson, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Oxbow Woods
#   Location: Manitoba
#   Northernmost_Latitude: 50.159
#   Southernmost_Latitude: 50.159
#   Easternmost_Longitude: -98.361
#   Westernmost_Longitude: -98.361
#   Elevation_m: 250
#--------------------
# Data_Collection
#   Collection_Name: CANA500
#   First_Year: 1851
#   Last_Year: 2001
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## OXN01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXN01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXN01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXN01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXN02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXN02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXN03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXN03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXN03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXN03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXN04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXN04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXN04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXN04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXN05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXN05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXN06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXN06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXS02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXS02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXS03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXS03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXS04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXS04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXS05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXS05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXS06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXS06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXS07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXS07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXS08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXS08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXS09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXS09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXS10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXS10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	OXN01a_raw	OXN01b_raw	OXN02a_raw	OXN03a_raw	OXN03b_raw	OXN04a_raw	OXN04b_raw	OXN05_raw	OXN06_raw	OXS02_raw	OXS03_raw	OXS04_raw	OXS05_raw	OXS06_raw	OXS07_raw	OXS08_raw	OXS09_raw	OXS10_raw
1851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.712
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.358
1853	NA	NA	1.626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.175
1854	0.796	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.514
1855	0.659	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.541
1856	0.857	NA	0.585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.348
1857	0.822	NA	0.803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.113
1858	0.669	NA	1.635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.342
1859	0.648	NA	1.211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.413
1860	1.059	1.085	1.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.311
1861	1.635	1.424	2.289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.81
1862	1.196	1.213	3.314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.308
1863	1.269	1.203	1.199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.011
1864	1.355	1.468	1.196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.998
1865	1.168	1.15	0.715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.944
1866	1.651	1.514	1.173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.607
1867	1.904	1.548	1.319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.599
1868	1.899	1.545	1.742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.923
1869	0.884	0.902	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.145
1870	0.931	0.993	1.653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.684
1871	0.951	0.926	2.086	1.855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.901
1872	1.044	1.105	1.828	1.867	3.173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.847
1873	0.868	1.116	1.302	1.591	2.947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.715
1874	0.864	0.795	1.575	1.457	2.078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.614
1875	0.774	0.489	1.742	1.36	2.468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69
1876	0.634	0.373	3.247	1.215	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.401
1877	0.784	0.444	2.503	1.597	3.054	NA	NA	NA	NA	NA	NA	1.159	0.813	NA	NA	NA	NA	1.332
1878	0.579	0.381	2.256	1.623	2.711	NA	NA	NA	NA	NA	1.309	1.497	0.908	2.17	NA	NA	NA	1.35
1879	0.854	0.633	2.201	2.298	3.811	NA	NA	NA	NA	NA	1.085	1.487	0.928	2.338	NA	NA	NA	2.215
1880	0.589	0.59	2.109	2.968	5.579	NA	1.845	NA	NA	NA	1.508	1.861	1.475	1.747	NA	NA	1.828	2.319
1881	0.565	0.729	2.126	1.577	2.542	NA	3.456	NA	NA	NA	1.917	0.972	0.846	1.463	NA	NA	1.477	1.715
1882	1.372	1.076	2.231	1.604	3.511	NA	3.633	NA	NA	NA	2.631	0.989	0.922	1.344	NA	NA	1.949	3.211
1883	0.764	0.736	1.927	1.38	2.188	NA	2.69	NA	NA	NA	2.015	0.816	0.623	1.424	NA	NA	1.458	2.538
1884	0.975	0.932	1.974	1.475	3.02	NA	2.981	NA	NA	NA	1.463	1.074	0.757	1.148	NA	NA	1.631	1.913
1885	0.857	0.864	2.402	1.45	3.188	NA	3.052	NA	NA	NA	1.939	1.196	0.878	1.052	NA	NA	1.527	1.819
1886	1.128	1.072	2.393	1.843	3.81	NA	3.138	NA	NA	NA	1.934	1.273	0.942	0.984	NA	1.72	1.312	1.84
1887	0.812	1.187	2	1.633	3.549	NA	2.56	NA	NA	NA	1.883	1.244	0.848	0.68	NA	1.523	1.255	1.682
1888	1.079	1.75	2.116	1.819	3.952	NA	2.714	NA	NA	NA	2.457	1.264	1.149	0.776	NA	1.65	1.663	2.077
1889	1.063	1.399	1.987	1.669	3.165	NA	2.531	NA	NA	NA	3.122	1.609	1.741	1.098	NA	1.471	2.543	1.664
1890	1.134	1.563	1.965	1.918	3.131	NA	2.631	NA	NA	NA	3.033	1.468	1.062	1.548	NA	1.439	1.5	1.807
1891	1.546	1.536	2.442	2.564	3.51	NA	2.381	NA	NA	NA	2.302	1.479	0.804	1.17	NA	1.501	1.402	1.846
1892	1.375	1.933	2.512	2.042	3.466	NA	2.865	NA	NA	NA	2.494	1.987	1.194	1.468	NA	1.85	1.543	2.2
1893	1.049	1.303	2.448	1.817	3.551	NA	2.709	NA	NA	NA	2.272	2.024	0.93	1.245	NA	1.633	1.221	1.708
1894	0.923	0.622	1.476	1.763	3.275	NA	1.995	NA	NA	NA	2.241	2.535	1.301	1.472	NA	1.817	1.275	1.459
1895	1.509	1.322	1.532	2.147	3.461	NA	2.894	NA	NA	NA	1.819	2.68	1.529	1.618	NA	1.583	1.295	1.831
1896	1.334	1.267	1.803	1.924	3.107	NA	1.922	NA	NA	NA	2.053	2.694	1.97	1.84	1.611	1.696	1.616	2.013
1897	1.173	1.511	1.994	1.941	3.305	NA	1.916	NA	NA	2.029	2.142	2.635	1.815	1.7	1.536	1.938	1.458	2
1898	1.125	1.409	1.958	2.006	3.017	NA	1.98	NA	1.919	1.927	2.409	2.967	2.347	1.628	1.516	1.965	1.986	2.027
1899	0.941	1.167	1.997	2.147	2.859	NA	1.777	NA	0.852	1.657	2.417	2.596	2.236	1.454	1.277	1.961	1.746	1.594
1900	0.931	1.065	1.484	1.758	2.472	NA	1.687	NA	0.641	1.166	1.946	2.286	1.606	1.275	1.13	1.121	1.505	1.089
1901	1.923	1.802	2.234	2.229	2.886	NA	2.194	NA	1.412	1.722	2.847	2.335	1.841	1.492	1.435	1.694	1.916	2.032
