# Tumajer - Mont Jauffret 03 - PCGL - ITRDB CAN687
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38883
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38883.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can687-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can687.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/can687.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-01-09
#--------------------
# File_Last_Modified_Date
#   Date: 2024-01-09
#--------------------
# Title
#   Study_Name: Tumajer - Mont Jauffret 03 - PCGL - ITRDB CAN687
#--------------------
# Investigators
#   Investigators: Tumajer, Jan; Altman, Jan; Lehejček, Jiří
#--------------------
# Description_Notes_and_Keywords
#   Description: two cores per tree (last position of series code)
#--------------------
# Publication
#   Authors: Tumajer, Jan; Jan Altman; Jiří Lehejček
#   Published_Date_or_Year: 2023
#   Published_Title: Linkage between growth phenology and climate-growth responses along landscape gradients in boreal forests
#   Journal_Name: Science of The Total Environment
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.scitotenv.2023.167153
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: European Union-Horizon 2020
#   Grant: project INTERACT 871120
#--------------------
# Site_Information
#   Site_Name: Mont Jauffret 03
#   Location: Canada
#   Northernmost_Latitude: 51.662522
#   Southernmost_Latitude: 51.662522
#   Easternmost_Longitude: -68.107212
#   Westernmost_Longitude: -68.107212
#   Elevation_m: 643.562622
#--------------------
# Data_Collection
#   Collection_Name: CAN687
#   First_Year: 1756
#   Last_Year: 2022
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## j0360b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0360b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0360a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0360a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0359b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0359b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0359a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0359a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0357b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0357b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0357a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0357a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0356b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0356b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0356a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0356a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0355a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0355a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0354b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0354b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0354a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0354a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0353b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0353b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0353a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0353a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0352b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0352b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0352a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0352a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0350b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0350b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0350a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0350a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0349b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0349b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0349a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0349a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0351b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0351b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0351a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0351a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0347b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0347b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0347a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0347a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0358b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0358b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0358a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0358a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0346b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0346b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0346a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0346a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0345b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0345b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0345a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0345a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0344d_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0344d; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0344c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0344c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0344b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0344b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0344a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0344a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0361b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0361b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0361a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0361a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0343b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0343b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0343a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0343a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0342b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0342b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0342a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0342a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0341b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0341b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## j0341a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: j0341a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	j0360b_raw	j0360a_raw	j0359b_raw	j0359a_raw	j0357b_raw	j0357a_raw	j0356b_raw	j0356a_raw	j0355a_raw	j0354b_raw	j0354a_raw	j0353b_raw	j0353a_raw	j0352b_raw	j0352a_raw	j0350b_raw	j0350a_raw	j0349b_raw	j0349a_raw	j0351b_raw	j0351a_raw	j0347b_raw	j0347a_raw	j0358b_raw	j0358a_raw	j0346b_raw	j0346a_raw	j0345b_raw	j0345a_raw	j0344d_raw	j0344c_raw	j0344b_raw	j0344a_raw	j0361b_raw	j0361a_raw	j0343b_raw	j0343a_raw	j0342b_raw	j0342a_raw	j0341b_raw	j0341a_raw
1756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	1.116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	1.022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	0.991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	1.101	0.963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	1.853	0.834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.181	0.313	NA	NA	NA	NA	NA	NA
1767	1.145	0.774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.714	0.407	NA	NA	NA	NA	NA	NA
1768	0.9	0.837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.438	0.142	NA	NA	NA	NA	NA	NA
1769	0.752	0.762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.221	0.142	NA	NA	NA	NA	NA	NA
1770	0.753	0.529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.153	0.597	NA	NA	NA	NA	NA	NA
1771	0.869	0.763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.248	0.183	NA	NA	NA	NA	NA	NA
1772	0.752	0.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.159	0.186	NA	NA	NA	NA	NA	NA
1773	0.699	0.614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.159	0.178	NA	NA	NA	NA	NA	NA
1774	0.71	0.593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.137	0.149	NA	NA	NA	NA	NA	NA
1775	0.721	0.721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.222	0.232	NA	NA	NA	NA	NA	NA
1776	0.488	0.487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.521	NA	NA	NA	0.275	0.162	NA	NA	NA	NA	NA	NA
1777	0.445	0.477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	0.212	0.197	NA	NA	NA	NA	NA	NA
1778	0.657	0.519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.672	NA	NA	NA	0.159	0.148	NA	NA	NA	NA	NA	NA
1779	0.54	0.403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.541	0.549	NA	NA	0.19	0.127	NA	NA	NA	NA	NA	NA
1780	0.604	0.413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.653	NA	NA	0.169	0.255	NA	NA	NA	NA	NA	NA
1781	0.753	0.572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.642	1.146	NA	NA	0.18	0.294	NA	NA	NA	NA	NA	NA
1782	0.784	0.678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.519	1.018	NA	NA	0.137	0.201	NA	NA	NA	NA	NA	NA
1783	0.519	0.551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.445	0.582	NA	NA	0.18	0.169	NA	NA	NA	NA	NA	NA
1784	0.519	0.604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.551	0.602	NA	NA	0.243	0.286	NA	NA	NA	NA	NA	NA
1785	0.636	0.689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.562	0.612	NA	NA	0.211	0.223	NA	NA	NA	NA	NA	NA
1786	0.71	0.731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.593	0.612	NA	NA	0.36	0.233	NA	NA	NA	NA	NA	NA
1787	0.859	0.774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.583	0.622	NA	NA	0.35	0.223	NA	NA	NA	NA	NA	NA
1788	0.657	0.511	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.498	0.475	NA	NA	0.456	0.228	NA	NA	NA	NA	NA	NA
1789	0.795	0.665	NA	NA	NA	NA	NA	NA	0.265	NA	NA	NA	NA	NA	0.666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.996	1.203	NA	NA	0.228	0.45	0.558	NA	NA	NA	NA	NA
1790	0.53	0.445	NA	NA	NA	NA	NA	NA	0.233	NA	NA	NA	NA	NA	0.772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.67	NA	NA	0.133	0.222	0.509	NA	NA	NA	NA	NA
1791	0.466	0.562	NA	NA	NA	NA	NA	NA	0.233	NA	NA	NA	NA	NA	0.667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.572	0.53	NA	NA	0.265	0.274	0.556	0.408	NA	NA	NA	NA
1792	0.392	0.529	NA	NA	NA	NA	NA	NA	0.127	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.518	0.487	NA	NA	0.36	0.147	0.624	0.533	NA	NA	NA	NA
1793	0.382	0.488	NA	NA	NA	NA	NA	NA	0.191	NA	NA	NA	NA	0.625	0.677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.445	0.487	NA	NA	0.445	0.2	0.85	0.6	NA	NA	NA	NA
1794	0.36	0.36	NA	NA	NA	NA	NA	NA	0.106	NA	NA	NA	NA	0.466	0.508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.297	0.297	NA	NA	0.276	0.137	0.614	0.534	NA	NA	NA	NA
1795	0.382	0.731	NA	NA	NA	NA	NA	NA	0.138	NA	NA	NA	NA	0.837	0.792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.456	0.381	NA	NA	0.35	0.221	0.759	0.71	NA	NA	NA	NA
1796	0.371	0.615	NA	NA	NA	NA	NA	NA	0.191	NA	NA	NA	NA	0.795	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.477	0.561	NA	NA	0.275	0.368	0.712	0.501	NA	NA	NA	NA
1797	0.339	0.562	NA	NA	NA	NA	NA	NA	0.148	NA	NA	NA	NA	0.583	0.644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	0.53	NA	NA	0.212	0.263	0.667	0.57	NA	NA	NA	NA
