# Bonney - Wanless Forest (Site 06) - ACSH - ITRDB CANA660
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36605
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36605.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: trends, Vegetation Reconstruction
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana660-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana660-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana660.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana660.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-06-17
#--------------------
# File_Last_Modified_Date
#   Date: 2022-06-17
#--------------------
# Title
#   Study_Name: Bonney - Wanless Forest (Site 06) - ACSH - ITRDB CANA660
#--------------------
# Investigators
#   Investigators: Bonney, M.T.; He, H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-09-08.
#--------------------
# Publication
#   Authors: Mitchell T. Bonney and Yuhong He
#   Journal_Name: International Journal of Applied Earth Observations and Geoinformation
#   Published_Title: Temporal connections between long-term Landsat time-series and tree-rings in an urban-rural temperate forest
#   Published_Date_or_Year: 2021
#   Volume: 103
#   Pages: 
#   Issue: 
#   Report_Number: 102523
#   DOI: https://doi.org/10.1016/j.jag.2021.102523
#   Full_Citation: None
#   Abstract: Time-series of satellite-derived vegetation proxies and tree-rings widths (TRW) are similar, providing temporal records of forest productivity change from different perspectives and processes. Previous research on this relationship has focused on temperature or moisture limited coniferous forests, using lower spatial resolution (e.g., 8000 m) satellites and normalized difference vegetation index (NDVI) to test relationships over 15-30 years. There is an opportunity to leverage recent advances in building Landsat (30 m) time-series to expand comparisons into new forest types (e.g., coniferous vs. deciduous), areas (e.g., fragmented forests) and over longer periods (e.g., nearly 50 years). However, a better understanding of factors that influence relationship strength is required. We compared tree-ring measurements, converted to a ring width index (RWI), and Landsat tasseled cap angle (TCA) derived canopy cover (CC) from 1972 to 2018 across 16 deciduous, mixed, and coniferous stands in southern Ontario, Canada. For all chronologies, overall relationship strength was assessed with correlation approaches (RWI-CC, both vs. climate), and shorter-term increase-decline trends were compared with segmented regression. There were significant forest type differences, with coniferous chronologies correlating stronger with CC than deciduous. Deciduous chronologies and CC had opposite connections with summer temperature, with climate warming increasing CC and coniferous RWI but not deciduous RWI from 1980 to 2010. More recent decline at most sites appears related to a major ice storm, but multiple factors may be coexisting. We tested the utility of tree-rings for validating nearly 50 years of Landsat-observed change in urban-rural temperate forests, identifying useful connections at coniferous sites. However, there are limitations to comparing long-term Landsat time-series (based on yearly summer data) with annual tree-ring growth.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Natural Sciences and Engineering Research Council of Canada (NSERC)
#   Grant: RGPIN-386183
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Natural Sciences and Engineering Research Council (NSERC) Postgraduate Fellowship
#   Grant:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Centre for Urban Environments
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Wanless Forest (Site 06)
#   Location: Canada
#   Northernmost_Latitude: 43.695278
#   Southernmost_Latitude: 43.695278
#   Easternmost_Longitude: -79.855833
#   Westernmost_Longitude: -79.855833
#   Elevation_m: 259
#--------------------
# Data_Collection
#   Collection_Name: CANA660
#   First_Year: 1907
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 0610a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0610a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0610b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0610b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0611a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0611a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0611b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0611b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0612a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0612a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0612b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0612b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0613a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0613a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0613b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0613b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0614a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0614a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0614b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0614b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0617a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0617a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0617b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0617b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0618a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0618a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0618b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0618b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0619a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0619a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0619b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0619b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0621a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0621a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0621b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0621b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0622a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0622a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0622b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0622b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0603a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0603a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0603b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0603b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0606a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0606a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0606b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0606b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0607a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0607a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0607b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0607b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0608a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0608a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0608b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0608b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	0610a_raw	0610b_raw	0611a_raw	0611b_raw	0612a_raw	0612b_raw	0613a_raw	0613b_raw	0614a_raw	0614b_raw	0617a_raw	0617b_raw	0618a_raw	0618b_raw	0619a_raw	0619b_raw	0621a_raw	0621b_raw	0622a_raw	0622b_raw	0603a_raw	0603b_raw	0606a_raw	0606b_raw	0607a_raw	0607b_raw	0608a_raw	0608b_raw
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.359	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.653	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.246	NA	NA
1910	NA	NA	NA	NA	1.842	NA	NA	NA	NA	NA	1.193	1.158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.576	NA	NA
1911	NA	NA	NA	NA	1.528	NA	NA	NA	NA	NA	0.811	0.976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.865	NA	NA
1912	NA	NA	NA	1.674	1.94	NA	NA	NA	NA	NA	0.903	0.868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.764	NA	NA
1913	NA	NA	NA	1.205	2.096	NA	NA	NA	NA	NA	0.623	0.608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.145	1.898	NA	NA
1914	NA	NA	NA	0.96	1.842	NA	NA	NA	NA	NA	0.819	0.701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.292	1.17	NA	1.677
1915	NA	NA	NA	1.693	4.349	NA	NA	NA	NA	NA	1.485	1.269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.044	2.778	NA	2.618
1916	NA	NA	NA	1.264	2.344	NA	2.572	NA	NA	NA	0.672	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	1.571	NA	1.897
1917	NA	NA	NA	1.385	3.116	NA	1.973	NA	NA	NA	0.819	0.862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.097	2.186	NA	2.347
1918	NA	NA	NA	0.976	2.336	NA	1.001	NA	NA	NA	0.835	0.687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.861	1.809	NA	1.723
1919	NA	NA	0.578	0.435	1.349	NA	0.728	2.353	NA	NA	0.27	0.416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.273	1.049	NA	0.977
1920	NA	NA	1.078	0.967	2.987	NA	1.728	2.098	NA	NA	0.814	0.776	NA	NA	1.193	NA	NA	NA	4.117	NA	NA	NA	NA	NA	2.173	2.587	NA	1.297
1921	NA	NA	0.766	0.773	1.832	NA	0.673	0.712	NA	NA	0.65	0.75	NA	NA	0.907	NA	NA	NA	3.323	NA	NA	NA	NA	NA	2.185	1.866	NA	1.31
1922	NA	NA	0.99	0.941	1.771	NA	1.8	0.952	NA	NA	0.646	0.59	NA	NA	0.732	NA	NA	NA	3.768	NA	NA	NA	NA	NA	1.897	2.371	NA	1.357
1923	NA	1.037	0.679	0.753	2.111	NA	1.514	2.561	NA	NA	0.485	0.548	NA	NA	1.042	NA	NA	NA	2.9	NA	NA	NA	NA	NA	1.709	1.727	0.7	0.583
1924	NA	2.359	0.955	0.905	2.731	NA	1.02	1.828	NA	NA	0.355	0.572	NA	NA	0.937	NA	NA	NA	3.662	NA	NA	NA	NA	NA	2.526	1.933	1.092	0.746
1925	NA	1.444	0.721	0.666	2.457	NA	0.601	1.545	NA	NA	0.358	0.555	NA	NA	0.36	NA	NA	NA	3.027	NA	NA	NA	NA	NA	2.155	1.464	0.905	0.703
1926	NA	1.693	0.701	0.555	2.001	NA	0.898	0.746	NA	NA	0.454	0.686	NA	NA	1.981	NA	NA	NA	2.869	NA	NA	NA	NA	NA	2.164	1.218	0.848	0.617
1927	NA	1.113	0.467	0.38	2.036	NA	0.811	0.593	NA	NA	0.48	0.668	NA	NA	1.373	NA	NA	NA	3.252	NA	1.647	NA	NA	NA	2.201	1.345	0.706	0.719
1928	NA	1.676	0.308	0.442	2.209	NA	1.479	1.479	NA	NA	0.36	0.35	NA	0.923	0.639	NA	NA	NA	2.586	NA	1.781	NA	NA	NA	2.24	1.718	0.567	0.682
1929	NA	1.124	0.312	0.329	2.216	NA	1.438	1.122	NA	NA	0.091	0.223	0.579	0.626	1.966	NA	NA	NA	2.415	NA	1.594	NA	NA	NA	1.342	1.203	0.915	0.918
1930	NA	0.814	0.412	0.456	1.461	NA	1.295	0.924	NA	NA	0.077	0.224	0.596	0.54	1.393	NA	NA	NA	1.944	NA	0.981	NA	NA	NA	0.792	0.654	0.813	0.931
1931	NA	1.272	0.318	0.412	2.084	NA	1.472	0.966	NA	NA	0.181	0.3	0.62	0.88	1.057	NA	NA	NA	2.425	NA	1.243	NA	NA	NA	1.283	1.076	0.779	0.751
1932	NA	1.179	0.742	0.559	1.955	NA	1.237	1.099	NA	NA	0.489	0.555	0.863	0.963	1.001	NA	NA	NA	3.383	NA	1.632	NA	NA	NA	1.439	1.187	1.138	1.171
1933	NA	0.584	0.513	0.383	1.528	1.519	1.241	0.998	NA	NA	0.559	0.531	0.646	0.721	0.301	NA	NA	NA	2.751	NA	1.115	NA	NA	NA	0.971	0.819	1.012	1.011
1934	NA	0.432	0.7	0.379	1.355	1.327	0.619	0.692	NA	NA	0.81	0.626	0.397	0.472	0.476	NA	NA	NA	2.308	NA	1.445	NA	NA	NA	0.584	0.764	0.882	0.892
1935	NA	0.441	0.833	0.557	1.995	1.894	0.872	0.606	NA	NA	0.694	0.647	0.36	0.853	0.512	NA	NA	NA	3.69	NA	1.8	NA	NA	NA	0.747	1.024	1.174	1.198
1936	NA	0.489	0.606	0.467	1.302	1.242	0.98	0.572	NA	NA	0.646	0.596	0.415	0.66	0.444	NA	NA	NA	2.731	NA	1.403	2.365	NA	NA	0.409	0.742	1.001	0.914
1937	NA	0.72	0.704	0.817	1.828	1.814	1.27	0.879	NA	NA	0.737	0.852	0.896	1.016	0.334	NA	NA	NA	2.617	NA	1.861	2.18	NA	NA	0.641	1.032	0.547	0.614
1938	NA	0.329	0.743	0.386	1.316	1.13	0.987	0.737	NA	NA	0.526	0.773	0.784	0.693	0.139	NA	NA	NA	3.492	NA	1.632	1.822	NA	NA	0.633	0.759	0.731	0.761
1939	NA	0.595	0.827	0.801	1.805	1.268	1.145	0.857	NA	NA	0.703	0.796	0.934	0.868	0.37	NA	NA	NA	3.097	NA	1.089	1.08	NA	NA	1.033	1.163	0.711	0.781
1940	NA	0.118	0.919	0.934	1.822	1.424	1.143	0.881	NA	NA	0.564	1.059	0.881	1.092	0.325	NA	NA	NA	3.257	3.76	1.127	1.665	NA	NA	1.178	1.014	1.041	0.943
1941	NA	0.16	0.622	0.575	1.147	1.079	1.06	0.729	NA	NA	0.567	0.797	1.114	1.099	0.616	0.966	NA	NA	2.447	2.075	1.69	2.21	NA	NA	0.739	1.017	0.916	0.907
1942	NA	0.19	0.941	1.283	1.875	1.661	2.025	1.028	NA	NA	0.918	1.08	1.432	1.665	0.58	0.247	NA	NA	4.838	4.393	2.556	3.776	NA	NA	1.218	1.293	1.266	1.207
1943	NA	0.151	0.907	1.042	1.339	1.585	1.43	1.312	NA	NA	0.452	0.879	1.276	1.346	0.339	0.165	NA	NA	3.46	2.455	2.136	3.315	NA	NA	1.211	1.263	1.44	1.101
1944	NA	0.152	0.804	1	2.154	2.143	2.052	1.576	NA	NA	0.749	0.952	1.313	1.401	0.549	2.215	NA	NA	4.251	3.104	2.724	3.537	NA	NA	1.206	1.136	1.61	1.146
1945	NA	0.28	0.736	0.618	1.655	1.581	1.874	1.489	NA	NA	0.764	1.271	1.339	1.407	0.057	0.091	NA	NA	4.21	2.141	1.983	2.724	NA	NA	0.933	0.782	0.943	0.739
1946	NA	0.565	0.571	0.701	1.842	1.574	1.556	1.405	NA	NA	0.692	0.88	1.576	1.317	0.048	0.152	NA	NA	3.707	2.815	1.425	2.221	NA	NA	0.926	1.239	0.706	0.653
1947	NA	0.872	0.66	0.843	2.189	2.183	1.489	1.487	NA	NA	0.689	0.751	1.904	1.379	0.2	0.689	NA	NA	4.352	2.797	1.914	3.106	NA	NA	1.048	1.61	0.982	0.753
1948	NA	0.375	0.606	0.734	2.29	1.859	1.551	1.075	NA	NA	0.542	0.498	1.638	1.23	0.421	0.722	NA	NA	4.745	3.434	2.056	3.329	NA	NA	1.151	1.399	1.06	0.811
1949	NA	0.28	0.285	0.51	1.225	0.904	1.009	0.758	NA	NA	0.474	0.434	0.972	0.609	0.098	0.564	NA	NA	1.679	1.673	0.844	1.64	2.495	NA	0.45	0.553	0.385	0.352
1950	NA	0.521	0.508	0.733	2.37	2.089	1.136	1.278	NA	NA	0.962	0.899	2.231	1.829	0.302	0.557	NA	NA	3.264	4.437	2.449	4.228	3.095	NA	1.291	1.309	1.239	0.848
1951	NA	0.482	0.298	0.519	2.257	2.155	0.696	1.308	NA	NA	0.793	0.646	1.778	1.204	0.551	0.727	NA	NA	3.922	5.009	2.21	3.553	4.237	NA	1.224	1.414	0.739	0.689
1952	NA	0.295	0.376	0.415	1.535	1.281	0.637	0.886	NA	NA	0.552	0.582	0.796	0.501	0.101	0.097	NA	NA	2.364	3.941	1.217	1.506	3.351	NA	0.686	0.853	0.558	0.525
1953	NA	0.31	0.234	0.265	2.321	1.604	0.785	1.173	NA	NA	0.713	0.561	1.016	0.714	0.573	0.623	NA	NA	2.885	3.639	0.982	1.931	2.224	4.017	0.866	1.191	0.674	0.644
1954	NA	0.286	0.248	0.169	1.385	1.347	0.49	0.594	NA	NA	0.415	0.497	0.681	0.329	0.4	0.31	NA	NA	2.064	2.68	0.919	1.989	2.816	3.06	0.637	1.109	0.558	0.625
1955	NA	0.27	0.472	0.276	1.787	1.761	0.774	0.901	NA	NA	0.756	0.826	0.943	0.614	0.067	0.299	NA	NA	3.257	3.157	1.016	2.289	2.916	2.546	1.269	1.576	0.906	1.069
1956	0.509	0.204	0.598	0.561	2.17	2.524	0.691	0.691	NA	NA	0.975	1.026	1.381	0.887	0.339	0.546	NA	NA	4.298	4.187	1.29	3.271	1.625	3.36	1.133	1.517	1.378	1.165
