# Campbell - Prince Albert - PIBN - ITRDB CANA8
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2927
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2927.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana8rlw-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana8rlw-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana8rlw.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana8rlw.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Campbell - Prince Albert - PIBN - ITRDB CANA8
#--------------------
# Investigators
#   Investigators: Campbell, I.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Prince Albert
#   Location: Saskatchewan
#   Northernmost_Latitude: 53.92
#   Southernmost_Latitude: 53.92
#   Easternmost_Longitude: -104.68
#   Westernmost_Longitude: -104.68
#   Elevation_m: -999
#--------------------
# Data_Collection
#   Collection_Name: CANA8
#   First_Year: 1919
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus banksiana Lamb.
#   Common_Name: jack pine
#   Tree_Species_Code: PIBN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SOJ123C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ123C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ130C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ130C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ159C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ159C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ188C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ188C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ172C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ172C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ154C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ154C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ099C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ099C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SOJ123C_raw	SOJ130C_raw	SOJ159C_raw	SOJ188C_raw	SOJ172C_raw	SOJ154C_raw	SOJ099C_raw
1919	NA	NA	NA	30.02	NA	NA	NA
1920	NA	NA	54.24	52.28	NA	NA	NA
1921	57.06	NA	63.51	33.34	NA	NA	NA
1922	28.77	59.23	24.59	29.15	60.88	NA	NA
1923	21.71	27.2	20.53	21.71	22.87	NA	NA
1924	21.87	53.59	24.28	46.71	15.21	44.57	NA
1925	21.36	19.8	21.96	21.57	25.48	25.45	NA
1926	21.48	17.11	19.63	17.69	12.35	16.07	52.7
1927	19.82	19.24	18.88	23.23	21.83	24.44	23.3
1928	21.47	13.52	24.12	17.24	16.52	13.51	14.32
1929	30.14	21.49	31.22	15.63	23.19	16.84	17.64
1930	30.89	18.93	25.53	18.46	23.06	13.71	19.31
1931	31.38	32.86	26.3	13.97	30.62	18.99	17.43
1932	38.9	25.07	30.96	27.96	32.64	23.92	23.8
1933	54.45	35.21	37.09	19.82	18.1	32.94	21.74
1934	55.87	36.81	41.62	15.98	26.05	36.34	18.03
1935	48.87	38.84	32.67	17.64	20.48	27.06	28.94
1936	43.44	29.46	31.42	21.84	19.27	28.89	14.91
1937	44.75	34.22	27.97	27.72	32.87	26.71	31.57
1938	29.74	21.41	29.28	17.76	25.78	20.93	26.23
1939	19.13	41.23	29.55	15.43	20.93	30.32	20.7
1940	23.8	23.15	25.11	20.89	26.9	19.82	25.45
1941	37.18	32.92	36.74	27.42	26.95	20.44	26.77
1942	33.04	30.98	32.63	26.06	25.19	30.37	23.02
1943	30.18	25.34	30.91	24.89	29.86	27.23	29.44
1944	22.73	25.99	33.13	16.72	27.84	20.77	26.3
1945	22.79	31.58	35.13	21.11	18.67	25.51	40.45
1946	27.6	27.9	34.96	24.02	27.36	25.38	21.58
1947	24.66	29.08	24.81	26.89	23.71	25.3	26.81
1948	33.62	43.27	36.06	25.15	31.84	29.36	21
1949	30.76	28.8	34.93	26.41	25.26	23.7	26.99
1950	28.52	26.35	28.67	23.19	24.52	22.03	18.16
1951	30.74	25.82	32.88	25.43	24.97	24.13	21.93
1952	37.97	34.41	34.67	34.46	31	20.81	28.39
1953	39.6	26.88	32.73	32.15	28.82	13.34	22.04
1954	35.05	28.27	33.63	26.97	22.34	18.86	30.18
1955	40.92	40.19	35.93	28.82	34.21	30.18	26.18
1956	36.92	36.09	40.6	29.63	33.02	30.37	28.35
1957	28.89	31.46	38.37	26.09	25.39	27.72	26.57
1958	32.33	33.36	39.74	22.96	26.08	20.14	30.15
1959	40.12	42.95	41.89	32.28	31.29	26.13	35.45
1960	35.56	39.99	38.06	28.11	34.91	20.82	33.97
1961	35.96	36.27	34.78	30.11	23.55	29.72	30.47
1962	36.81	40.63	48.42	34.73	32.76	25.32	16.15
1963	29.05	43.83	46.47	35.16	25.01	21.98	62.5
1964	43.22	53.65	59.89	62.26	49.77	34.66	58.31
1965	24.76	44.07	45.93	36.28	36.37	21.8	47.1
1966	29.01	44.1	45.32	34.35	37.15	32.74	33.67
1967	31.94	45.25	40.58	27.65	39.59	28.2	35.53
1968	33.18	46.8	42.1	28.82	36.88	26.32	31.98
1969	37.03	44.51	47.13	31.88	31.83	32.2	34.82
1970	25.99	38.74	34.97	34.76	31.94	21.68	20.21
1971	32.95	40.32	33.95	30.16	30.7	20.34	21.9
1972	38.25	42.93	40.21	32.52	32.16	30.96	29.99
1973	26.93	42.81	40.31	30.34	37.85	22.17	23.41
1974	25.81	60.4	39.28	27.16	32.99	21.66	29.1
1975	24.67	36.94	36.84	19.95	27.26	24.34	32.48
1976	30.63	36.77	42.65	25.41	36.75	29.09	26.57
1977	40.82	50.63	51.74	32.79	37.86	25.27	37.29
1978	31.38	57.01	45.19	34.99	27.73	20.34	36.02
1979	43.01	37.5	44.82	43.17	34.48	27.63	43.46
1980	49.55	49.04	59.33	41.33	56.43	36.53	55.61
1981	49.34	56.5	58.63	34.37	47.6	41.16	50.24
1982	51.99	56.94	58.93	35.08	46.84	0	46.03
1983	35.41	65.21	61.79	28.48	45.07	47.18	39.81
1984	34.69	52.88	49.36	26.35	33.87	30.4	39.46
1985	42.51	0	55.16	34.13	38.08	21.38	28.39
1986	45.15	44.44	51.47	30.89	35.11	25.89	33.49
1987	32.97	25	40.61	30.71	41.49	22.69	32.19
1988	40.08	0	52.1	34.39	60.62	33.53	44.81
1989	35.72	0	48.06	26.8	36.63	23.2	35.46
1990	43.26	0	50.17	34.67	45.14	29.5	34.45
1991	40.41	0	56.78	37.31	40.09	26.95	38.15
1992	38.75	16.67	47.29	40.95	38.44	24.01	52.1
1993	49.45	25	19.66	48.06	44.7	25.9	43.65
1994	12.97	24.28	36.4	21.49	31.31	16.41	66.63
