# Stahle - Rio Verde - TAMU - ITRDB MEXI036
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4936
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4936.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi036-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi036.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mexi036.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-21
#--------------------
# Title
#   Study_Name: Stahle - Rio Verde - TAMU - ITRDB MEXI036
#--------------------
# Investigators
#   Investigators: Stahle, D.W.; Therrell, M.D.; Paull, G.; Villanueva-Diaz, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Rio Verde
#   Location: Mexico
#   Northernmost_Latitude: 21.68
#   Southernmost_Latitude: 21.68
#   Easternmost_Longitude: -99.78
#   Westernmost_Longitude: -99.78
#   Elevation_m: 820
#--------------------
# Data_Collection
#   Collection_Name: MEXI036
#   First_Year: 1574
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Taxodium mucronatum Ten.
#   Common_Name: Montezuma cypress
#   Tree_Species_Code: TAMU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## VER01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER02C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER02C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER05C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER05C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER06C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER06C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER07C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER07C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER11C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER11C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER15C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER15C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER15D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER15D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER22C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER22C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER30C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER30C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VER32A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VER32A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	VER01A_raw	VER02C_raw	VER03A_raw	VER03B_raw	VER04B_raw	VER05B_raw	VER05C_raw	VER06A_raw	VER06B_raw	VER06C_raw	VER07A_raw	VER07B_raw	VER07C_raw	VER08A_raw	VER11A_raw	VER11C_raw	VER12A_raw	VER12B_raw	VER15C_raw	VER15D_raw	VER16A_raw	VER16B_raw	VER17A_raw	VER22A_raw	VER22B_raw	VER22C_raw	VER30C_raw	VER32A_raw
1574	NA	NA	NA	NA	NA	NA	NA	3.657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1575	NA	NA	NA	NA	NA	NA	NA	3.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1576	NA	NA	NA	NA	NA	NA	NA	3.183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1577	NA	NA	NA	NA	NA	NA	NA	2.527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1578	NA	NA	NA	NA	NA	NA	NA	3.535	4.532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1579	NA	NA	NA	NA	NA	NA	NA	2.702	3.707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1580	NA	NA	NA	NA	NA	NA	NA	1.885	2.827	NA	NA	NA	NA	NA	1.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1581	NA	NA	NA	NA	NA	NA	NA	1.288	2.185	NA	NA	NA	NA	NA	1.707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1582	NA	NA	NA	NA	NA	NA	NA	1.113	1.664	NA	NA	NA	NA	NA	1.659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1583	NA	NA	NA	NA	NA	NA	NA	0.807	1.553	NA	NA	NA	NA	NA	0.546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1584	NA	NA	NA	NA	NA	NA	NA	1.322	1.261	NA	NA	NA	NA	NA	1.793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1585	NA	NA	NA	NA	NA	NA	NA	0.763	0.873	NA	NA	NA	NA	NA	5.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1586	NA	NA	NA	NA	NA	NA	NA	1.281	1.752	NA	NA	NA	NA	NA	7.766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1587	NA	NA	NA	NA	NA	NA	NA	0.926	1.454	NA	NA	NA	NA	NA	1.578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1588	NA	NA	NA	NA	NA	NA	NA	0.951	1.367	NA	NA	NA	NA	NA	4.381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1589	NA	NA	NA	NA	NA	NA	NA	0.908	1.329	NA	NA	NA	NA	NA	1.944	2.496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1590	NA	NA	NA	NA	NA	NA	NA	1.287	1.462	NA	NA	NA	NA	NA	4.599	5.052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1591	NA	NA	NA	NA	NA	NA	NA	2.173	2.677	NA	NA	NA	NA	NA	3.569	3.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1592	NA	NA	NA	NA	NA	NA	NA	2.173	1.617	NA	NA	NA	NA	NA	5.702	5.847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1593	NA	NA	NA	NA	NA	NA	NA	2.368	1.812	NA	NA	NA	NA	NA	4.659	3.534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1594	NA	NA	NA	NA	NA	NA	NA	2.344	2.731	NA	NA	NA	NA	NA	2.041	2.097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1595	NA	NA	NA	NA	NA	NA	NA	2.5	3.015	NA	NA	NA	NA	NA	6.889	6.888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1596	NA	NA	NA	NA	NA	NA	NA	2.059	1.06	NA	NA	NA	NA	NA	2.112	1.697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1597	NA	NA	NA	3.588	NA	NA	NA	2.195	2.005	5.202	NA	NA	NA	NA	3.311	3.308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1598	NA	NA	NA	0.653	NA	NA	NA	1.92	1.483	2.241	NA	NA	NA	NA	3.169	3.494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1599	NA	NA	NA	0.319	NA	NA	NA	1.703	2.428	3.21	NA	NA	NA	NA	1.142	1.673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1600	NA	NA	NA	0.516	NA	NA	NA	1.2	1.723	0.998	NA	NA	NA	NA	3.093	2.666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1601	NA	NA	NA	0.782	NA	NA	NA	0.979	1.059	0.904	NA	NA	NA	NA	4.003	4.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1602	NA	NA	NA	0.39	NA	NA	NA	0.793	0.796	0.885	NA	NA	NA	NA	3.755	3.071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1603	NA	NA	NA	0.532	NA	NA	NA	0.839	1.369	1.126	NA	NA	NA	NA	2.972	2.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1604	NA	NA	NA	2.373	NA	NA	NA	1.246	1.229	1.663	NA	NA	NA	NA	5.309	4.788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1605	NA	NA	NA	1.834	NA	NA	NA	1.178	0.962	1.326	NA	NA	NA	NA	3.676	2.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1606	NA	NA	NA	0.861	NA	NA	NA	0.569	0.43	0.762	NA	NA	NA	NA	1.291	1.596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1607	NA	NA	NA	0.869	NA	NA	NA	0.368	0.221	0.523	NA	NA	NA	NA	0.19	0.127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1608	NA	NA	NA	0.911	NA	NA	NA	0.464	0.222	0.888	NA	NA	NA	NA	0.356	0.297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1609	NA	NA	NA	0.607	NA	NA	NA	0.777	0.606	1.177	NA	NA	NA	NA	1.478	1.441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1610	NA	NA	NA	0.562	NA	NA	NA	1.39	0.979	1.322	NA	NA	NA	NA	0.856	0.772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1611	NA	NA	NA	0.72	NA	NA	NA	3.871	2.103	2.663	NA	NA	NA	NA	2.389	3.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1612	NA	NA	NA	0.791	NA	NA	NA	1.586	1.631	1.331	NA	NA	NA	NA	1.486	1.354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1613	NA	NA	NA	0.961	NA	NA	NA	1.304	1.165	1.521	NA	NA	NA	NA	1.041	0.652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1614	NA	NA	NA	0.625	NA	NA	NA	1.6	1.121	2.031	NA	NA	NA	NA	1.488	1.924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1615	NA	NA	NA	0.298	NA	NA	NA	0.941	0.992	0.927	NA	NA	NA	NA	0.292	0.206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1616	NA	NA	NA	0.331	NA	NA	NA	1.33	1.517	0.7	NA	NA	NA	NA	0.193	0.204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1617	NA	NA	NA	0.428	NA	NA	NA	1.22	1.274	0.894	NA	NA	NA	NA	0.894	0.815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1618	NA	NA	NA	0.842	NA	NA	NA	1.523	1.425	1.43	NA	NA	NA	NA	4.884	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1619	NA	NA	NA	0.548	NA	NA	NA	1.211	0.972	0.687	NA	NA	NA	NA	2.994	2.265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
