# Villanueva - Sierra del Nayar - PSME - ITRDB MEXI085
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/20881
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-20881.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi085-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi085.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mexi085.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2016-07-27
#--------------------
# File_Last_Modified_Date
#   Date: 2016-07-27
#--------------------
# Title
#   Study_Name: Villanueva - Sierra del Nayar - PSME - ITRDB MEXI085
#--------------------
# Investigators
#   Investigators: Villanueva, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: David W. Stahle, Edward R. Cook, Dorian J. Burnette, Jose Villanueva, Julian Cerano, Jordan N. Burns, Daniel Griffin, Benjamin I. Cook, Rodolfo Acuna, Max C.A. Torbenson, Paul Sjezner, Ian M. Howard
#   Journal_Name: Quaternary Science Reviews
#   Published_Title: The Mexican Drought Atlas: Tree-ring reconstructions of the soil moisture balance during the late pre-Hispanic, colonial, and modern eras
#   Published_Date_or_Year: 2016
#   Volume: 149
#   Pages: 34-60
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.quascirev.2016.06.018
#   Full_Citation: None
#   Abstract: Mexico has suffered a long history and prehistory of severe sustained drought. Drought over Mexico is modulated by ocean-atmospheric variability in the Atlantic and Pacific, raising the possibility for long-range seasonal climate forecasting, which could help mediate the economic and social impacts of future dry spells. The instrumental record of Mexican climate is very limited before 1920, but tree-ring chronologies developed from old-growth forests in Mexico can provide an excellent proxy representation of the spatial pattern and intensity of past moisture regimes useful for the analysis of climate dynamics and climate impacts. The Mexican Drought Atlas (MXDA) has been developed from an extensive network of 252 climate sensitive tree-ring chronologies in and near Mexico. The MXDA reconstructions extend from 1400 CE-2012 and were calibrated with the instrumental summer (JJA) self-calibrating Palmer Drought Severity Index (scPDSI) on a 0.5 latitude/longitude grid extending over land areas from 14 to 34N and 75-120W using Ensemble Point-by-Point Regression (EPPR) for the 1944-1984 period. The grid point reconstructions were validated for the period 1920-1943 against instrumental gridded scPDSI values based on the fewer weather station observations available during that interval. The MXDA provides a new spatial perspective on the historical impacts of moisture extremes over Mexico during the past 600-years, including the Aztec Drought of One Rabbit in 1454, the drought of El Ano de Hambre in 1785-1786, and the drought that preceded the Mexican Revolution of 1909-1910. # The El Nino/Southern Oscillation (ENSO) is the most important ocean-atmospheric forcing of moisture variability detected with the MXDA. In fact, the reconstructions suggest that the strongest central equatorial Pacific sea surface temperature (SST) teleconnection to the soil moisture balance over North America may reside in northern Mexico. This ENSO signal has stronger and more time-stable correlations than computed for either the Atlantic Multidecadal Oscillation or Pacific Decadal Oscillation. The extended Multivariate ENSO Index is most highly correlated with reconstructed scPDSI over northern Mexico, where warm events favor moist conditions during the winter, spring, and early summer. This ENSO teleconnection to northern Mexico has been strong over the past 150 years, but it has been comparatively weak and non-stationary in the MXDA over central and southern Mexico where eastern tropical Pacific and Caribbean/tropical Atlantic SSTs seem to be more important. The ENSO teleconnection to northern Mexico is weaker in the available instrumental PDSI, but analyses based on the millennium climate simulations with the Community Earth System Model suggest that the moisture balance during the winter, spring, and early summer over northern Mexico may indeed be particularly sensitive to ENSO forcing. Nationwide drought is predicted to become more common with anthropogenic climate change, but the MXDA reconstructions indicate that intense "All Mexico" droughts have been rare over the past 600 years and their frequency does not appear to have increased substantially in recent decades.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sierra del Nayar
#   Location: Durango
#   Northernmost_Latitude: 23.541
#   Southernmost_Latitude: 23.541
#   Easternmost_Longitude: -105.041
#   Westernmost_Longitude: -105.041
#   Elevation_m: 2408
#--------------------
# Data_Collection
#   Collection_Name: MEXI085
#   First_Year: 1875
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SNA01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA01C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA01C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA01D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA01D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA01E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA01E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA07C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA07C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA07D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA07D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA10C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA10C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sna15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sna15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA25B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA25B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA26B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA26B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNA31A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNA31A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SNA01A_raw	SNA01B_raw	SNA01C_raw	SNA01D_raw	SNA01E_raw	SNA04A_raw	SNA07B_raw	SNA07C_raw	SNA07D_raw	SNA10A_raw	SNA10B_raw	SNA10C_raw	SNA11A_raw	SNA11B_raw	SNA14A_raw	sna15A_raw	SNA15B_raw	SNA16A_raw	SNA16B_raw	SNA17A_raw	SNA17B_raw	SNA19A_raw	SNA20A_raw	SNA21A_raw	SNA25A_raw	SNA25B_raw	SNA26B_raw	SNA31A_raw
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.869	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	0.68	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	1.019	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.669	NA	0.77	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	1	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.899	NA	1.079	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	1.23	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	1.089	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.619	NA	0.95	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.989	NA	1.15	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.989	NA	1.209	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.655	1.462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.599	NA	0.68	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.344	1.909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.969	NA	1.29	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.712	2.387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.879	NA	1.239	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.288	1.611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.279	NA	0.709	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.403	1.901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	0.83	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2	2.257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	1.149	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.347	2.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	1.04	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.313	2.336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	1.2	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.795	2.133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.889	NA	1.089	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.685	2.123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.849	NA	1.02	NA	NA	NA	NA
1900	NA	NA	2.62	NA	NA	0.899	NA	NA	NA	2.733	2.243	2.069	0.782	NA	NA	0.566	0.806	1.981	NA	NA	NA	0.9	0.74	1.019	NA	NA	NA	NA
1901	NA	NA	3.1	NA	NA	0.679	NA	NA	NA	2.669	2.103	1.89	0.583	NA	NA	1.575	0.335	1.289	NA	NA	NA	0.54	0.639	0.75	NA	NA	NA	NA
1902	NA	2.589	1.899	NA	NA	0.327	NA	NA	NA	2.152	1.554	1.369	0.24	NA	NA	0.786	0.522	0.717	NA	NA	NA	0.46	0.5	0.569	NA	NA	NA	NA
1903	NA	3.049	3.199	NA	NA	0.711	NA	NA	NA	3.304	2.616	2.349	0.692	NA	NA	0.328	0.352	2.053	NA	NA	NA	0.76	0.939	1	NA	NA	NA	NA
1904	NA	2.16	2.25	NA	NA	0.537	NA	NA	NA	1.584	2.112	1.889	0.636	NA	NA	0.837	0.572	0.721	NA	NA	NA	0.729	0.76	0.79	NA	NA	NA	NA
1905	NA	2.489	2.51	NA	NA	0.765	NA	NA	NA	1.455	2.887	2.56	0.849	NA	NA	0.474	0.757	1.915	NA	NA	NA	1.09	1.26	1.08	NA	NA	NA	NA
1906	NA	2.619	2.319	NA	NA	1.089	NA	NA	NA	4.868	2.739	2.47	0.812	NA	NA	0.772	0.451	1.675	NA	NA	NA	0.669	0.789	0.9	NA	NA	NA	NA
1907	NA	2.55	1.93	NA	NA	0.391	NA	NA	NA	1.975	1.824	1.639	0.6	NA	NA	0.981	0.445	0.987	NA	NA	NA	0.3	0.5	0.419	NA	NA	NA	NA
1908	NA	2.859	2.699	NA	NA	0.42	NA	NA	NA	2.431	1.789	1.72	0.558	NA	NA	0.525	0.269	0.829	NA	NA	NA	0.3	0.37	0.419	NA	NA	NA	NA
1909	NA	1.909	2.07	NA	NA	0.443	NA	NA	NA	1.822	1.433	1.189	0.488	NA	NA	0.362	0.375	0.635	NA	NA	NA	0.319	0.44	0.54	NA	NA	NA	NA
1910	4.152	3.31	3.179	4.5	4.26	0.617	NA	NA	NA	1.598	1.513	1.36	0.762	NA	NA	0.598	0.484	0.996	NA	NA	NA	0.279	0.309	0.309	NA	NA	NA	NA
1911	5.217	4.059	3.56	4.3	4.5	0.342	NA	NA	NA	2.313	1.708	1.659	0.672	NA	NA	0.497	1.125	0.696	NA	NA	NA	0.269	0.29	0.27	NA	NA	NA	NA
1912	4.814	3.579	3.459	4.309	4.289	0.546	NA	NA	NA	3.158	2.54	4.349	1.717	NA	NA	0.955	0.88	1.34	NA	NA	NA	0.54	0.58	0.519	NA	NA	NA	NA
1913	4.525	3.45	3.28	4.22	5.439	0.727	NA	NA	NA	3.055	2.577	2.22	2.444	NA	NA	1.398	1.226	1.393	NA	NA	NA	0.76	0.809	0.7	NA	NA	NA	NA
1914	3.904	4.5	3.289	4.729	4.25	0.726	NA	NA	NA	2.591	2.407	2.36	1.828	NA	NA	1.468	0.89	1.597	NA	NA	NA	0.68	0.72	0.939	NA	NA	NA	NA
1915	3.781	6.309	2.849	4.59	3.86	0.859	NA	NA	NA	2.976	2.597	1.659	2.398	NA	NA	1.929	0.334	2.21	NA	NA	NA	0.79	0.9	0.7	NA	NA	NA	NA
1916	4.015	4.21	3.31	3.8	3.279	0.305	NA	NA	NA	2.053	1.771	1.54	1.393	NA	NA	0.908	0.303	0.974	NA	NA	NA	0.329	0.43	0.399	NA	NA	NA	NA
1917	4.051	3.989	2.699	4.27	3.86	0.468	NA	NA	NA	2.232	1.71	1.61	1.861	NA	NA	0.428	0.274	0.917	NA	NA	NA	0.349	0.279	0.31	NA	NA	NA	NA
1918	5.21	5.659	3.809	4.799	5.989	0.426	NA	NA	NA	1.589	1.606	1.41	2.126	NA	NA	0.854	0.318	1.079	NA	NA	NA	0.489	0.709	0.559	NA	NA	NA	NA
1919	6.822	7.159	4.319	4.329	5.22	0.741	NA	NA	NA	1.896	2.064	1.809	2.767	NA	NA	1.292	0.561	1.709	NA	NA	NA	0.709	0.51	0.379	NA	NA	NA	NA
1920	5.994	6.669	4.71	3.74	4.059	0.471	NA	NA	NA	1.967	2.038	1.76	1.781	1.693	NA	1.324	0.41	1.812	0.97	NA	NA	0.51	0.599	0.47	NA	0.839	NA	0.409
1921	3.895	4.04	3.059	2.259	2.48	0.565	NA	NA	NA	2.128	2.081	1.849	1.692	1.72	NA	1.306	0.51	1.649	0.99	NA	NA	0.559	0.629	0.47	NA	0.87	NA	0.44
1922	3.5	3.24	2.51	2.94	2.319	0.285	NA	NA	NA	1.967	1.989	1.739	1.308	1.317	NA	0.768	0.418	1.208	1	NA	NA	0.43	0.69	0.51	NA	0.869	NA	0.37
1923	3.729	3.829	3.399	3.29	2.59	0.479	NA	NA	NA	2.649	2.637	2.33	1.53	1.515	NA	1.809	0.997	2.288	1.3	NA	NA	0.779	0.729	0.479	NA	1.86	NA	0.579
1924	4.034	4.05	3.19	2.909	2.68	0.682	NA	NA	NA	2.337	2.239	2.04	1.937	1.903	NA	1.453	1.214	1.992	1.149	NA	NA	0.579	0.85	0.49	NA	1.619	NA	0.33
1925	3.433	3.75	3.34	2.939	2.849	0.508	NA	2.5	NA	2.107	1.959	1.709	1.58	1.579	NA	1.069	0.715	0.882	0.9	NA	NA	0.29	0.219	0.279	NA	1.65	NA	0.369
1926	4.83	4.83	3.509	3.739	3.559	0.611	NA	2.569	NA	2.815	2.389	2.12	2.169	2.115	NA	1.18	1.105	1.02	1.2	NA	NA	0.62	0.75	0.43	NA	2.909	NA	1.259
1927	4.534	4.61	3.05	2.93	3.59	0.694	NA	1.95	NA	2.774	2.545	2.259	2.385	2.425	NA	1.407	1.305	0.95	1.859	NA	NA	0.579	0.65	0.47	NA	3.409	NA	1.43
1928	3.396	3.689	3.089	2.739	2.419	0.638	NA	1.869	NA	2.341	2.191	1.959	1.919	2.001	NA	0.866	1.066	0.775	1.19	NA	NA	0.409	0.51	0.479	NA	2.38	NA	1.199
1929	2.708	2.68	1.74	2.12	1.839	0.539	NA	1.52	NA	1.859	1.66	2.75	1.224	1.22	NA	0.568	0.518	1.04	1.009	NA	NA	0.229	0.3	0.16	NA	2.329	NA	0.62
1930	3.588	3.65	2.699	2.66	3	0.926	NA	2.069	NA	2.263	2.215	2.01	1.875	1.864	NA	1.477	1.492	1.678	1.63	NA	NA	0.54	0.559	0.589	NA	4.819	1.399	1.01
1931	3.635	3.9	3.19	3.729	4.14	1.026	NA	2.409	NA	2.962	2.876	2.62	NA	3.087	NA	2.073	2.564	1.825	1.789	NA	NA	0.48	0.69	0.389	NA	4.819	1.969	1.359
