# Stahle - Mesa de Campanero - ABSP - ITRDB MEXI032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4899
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4899.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi032l-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi032l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mexi032l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-21
#--------------------
# Title
#   Study_Name: Stahle - Mesa de Campanero - ABSP - ITRDB MEXI032
#--------------------
# Investigators
#   Investigators: Stahle, D.W.; Cleaveland, M.K.; Burns, B.T.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mesa de Campanero
#   Location: Mexico
#   Northernmost_Latitude: 28.33
#   Southernmost_Latitude: 28.33
#   Easternmost_Longitude: -109.05
#   Westernmost_Longitude: -109.05
#   Elevation_m: 2160
#--------------------
# Data_Collection
#   Collection_Name: MEXI032
#   First_Year: 1806
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies spp. Mill.
#   Common_Name: fir
#   Tree_Species_Code: ABSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CAM01ALW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM01ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM01BLW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM01BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM04ALW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM04ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM05ALW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM05ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM10ALW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM10ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM10BLW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM10BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM11ALW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM11ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM11BLW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM11BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM14ALW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM14ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM14BLW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM14BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM14CLW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM14CLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM15ALW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM15ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM15BLW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM15BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM16ALW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM16ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM16BLW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM16BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM18ALW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM18ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM18BLW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM18BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM22ALW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM22ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM22BLW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM22BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM27ALW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM27ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM28BLW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM28BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM30ALW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM30ALW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CAM30BLW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CAM30BLW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CAM01ALW_raw	CAM01BLW_raw	CAM04ALW_raw	CAM05ALW_raw	CAM10ALW_raw	CAM10BLW_raw	CAM11ALW_raw	CAM11BLW_raw	CAM14ALW_raw	CAM14BLW_raw	CAM14CLW_raw	CAM15ALW_raw	CAM15BLW_raw	CAM16ALW_raw	CAM16BLW_raw	CAM18ALW_raw	CAM18BLW_raw	CAM22ALW_raw	CAM22BLW_raw	CAM27ALW_raw	CAM28BLW_raw	CAM30ALW_raw	CAM30BLW_raw
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.925	NA	NA	NA
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.327	NA	NA	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.732	NA	NA	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.585	0.632	NA	NA	NA
1811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.417	0.427	NA	NA	NA
1812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.748	NA	NA	NA
1813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.443	0.718	NA	NA	NA
1814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.534	0.767	NA	NA	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.567	0.979	NA	NA	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.786	1.179	NA	NA	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	0.743	NA	NA	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	0.656	NA	NA	NA
1819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.451	0.119	NA	NA	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.472	0.373	0.081	NA	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.279	0.402	0.282	NA	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.824	0.953	0.296	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.026	0.789	0.628	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.748	0.704	0.523	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.663	0.571	0.29	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.514	0.594	0.507	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.725	0.92	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.478	0.534	0.625	NA	NA	NA
1829	NA	1.812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.119	0.483	0.787	NA	NA	NA
1830	NA	1.079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.871	0.769	0.63	NA	NA	NA
1831	NA	1.266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.966	0.75	0.547	NA	NA	NA
1832	0.822	0.997	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.752	NA	NA	NA	NA	NA	1.201	1.109	0.754	NA	NA	NA
1833	1.273	1.734	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.013	NA	NA	NA	NA	NA	1.212	1.222	1.208	NA	NA	NA
1834	1.06	1.543	NA	NA	NA	NA	NA	NA	NA	NA	1.118	1.569	NA	NA	NA	NA	NA	1.183	1.179	1.333	1.457	NA	NA
1835	1.269	2.375	NA	NA	NA	NA	NA	NA	NA	1.707	1.892	2.004	NA	NA	NA	NA	NA	1.375	1.303	1.52	1.662	NA	NA
1836	1.118	1.319	NA	NA	NA	NA	NA	NA	NA	0.888	1.092	1.103	NA	NA	NA	NA	NA	0.61	0.835	1.093	0.904	NA	NA
1837	0.892	1.077	NA	NA	NA	NA	NA	NA	NA	0.75	0.693	1.329	NA	NA	NA	NA	NA	0.822	0.56	0.373	1.048	NA	NA
1838	1.001	0.77	NA	NA	NA	NA	NA	0.662	NA	0.814	0.968	1.008	NA	NA	NA	NA	NA	0.446	0.571	0.208	0.854	NA	NA
1839	1.201	0.949	NA	NA	NA	NA	NA	1.135	NA	0.892	0.814	1.271	1.328	NA	NA	NA	NA	1.073	0.796	0.653	1.748	NA	NA
1840	1.05	1.093	NA	NA	NA	NA	NA	0.799	NA	0.62	0.829	1.098	1.142	NA	NA	NA	NA	0.775	0.93	0.31	1.349	NA	NA
1841	0.737	0.988	NA	NA	NA	NA	0.767	0.805	0.708	0.586	0.637	0.939	1.27	NA	NA	NA	NA	0.518	0.384	0.192	0.558	NA	NA
1842	0.998	1.361	NA	NA	NA	NA	0.997	0.954	0.745	0.892	1.012	1.281	1.661	NA	NA	NA	NA	0.54	0.62	0.207	1.26	NA	NA
1843	0.861	1.717	NA	NA	NA	NA	1.327	0.927	0.878	0.623	0.737	1.293	1.159	NA	NA	NA	NA	0.574	0.542	0.605	0.644	NA	NA
1844	1.207	1.718	NA	NA	NA	NA	0.883	0.942	0.751	0.351	0.873	1.282	1.057	NA	NA	NA	NA	0.534	0.465	0.621	1.079	NA	NA
1845	1.503	1.748	NA	NA	NA	NA	1.158	1.027	1.063	0.859	0.957	1.853	1.39	NA	NA	NA	NA	0.776	0.82	0.651	1.458	NA	NA
1846	1.197	1.686	NA	NA	NA	NA	1.19	1.218	0.99	0.817	0.864	1.211	1.128	NA	NA	NA	NA	0.497	0.436	0.675	0.953	NA	NA
1847	1.482	1.67	NA	NA	NA	NA	1.215	1.168	0.236	0.194	0.298	1.389	1.269	NA	NA	NA	NA	0.725	0.69	0.203	1.242	NA	NA
1848	1.634	1.71	NA	NA	NA	NA	1.251	1.447	0.888	0.774	0.988	1.73	1.246	NA	NA	NA	NA	0.609	0.554	1.097	0.889	NA	NA
1849	1.27	1.191	NA	NA	NA	NA	0.323	0.377	0.713	1.133	0.34	0.609	1.048	NA	NA	NA	NA	0.801	0.444	0.204	0.256	NA	NA
1850	1.395	2.056	NA	NA	NA	NA	0.763	0.604	0.637	0.544	0.49	1.362	1.138	NA	NA	NA	NA	1.11	0.669	0.494	0.706	NA	NA
1851	0.666	0.9	NA	NA	NA	NA	0.288	0.402	0.502	0.169	0.388	0.923	0.976	NA	NA	NA	NA	0.992	0.583	0.47	0.506	NA	NA
1852	0.854	0.564	NA	NA	NA	NA	0.638	0.764	0.644	0.929	0.593	1.291	1.229	NA	NA	NA	NA	0.791	0.863	0.903	1.244	NA	NA
1853	0.84	1.305	NA	0.779	NA	NA	0.548	0.551	0.684	0.654	0.534	1.045	0.635	NA	NA	NA	NA	0.825	0.602	0.703	0.943	NA	NA
1854	1.025	1.269	NA	0.823	NA	NA	1.065	0.986	0.608	0.795	0.661	1.201	0.823	NA	NA	NA	NA	0.697	0.652	0.868	1.183	NA	NA
1855	0.269	0.485	NA	0.819	NA	NA	0.485	0.511	0.343	0.534	0.352	0.942	0.497	NA	NA	NA	NA	0.229	0.278	0.512	0.575	NA	NA
