# Villanueva - Jaramillo - PSME - ITRDB MEXI089
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/20895
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-20895.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi089-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/mexi089.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mexi089.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2016-07-27
#--------------------
# File_Last_Modified_Date
#   Date: 2016-07-27
#--------------------
# Title
#   Study_Name: Villanueva - Jaramillo - PSME - ITRDB MEXI089
#--------------------
# Investigators
#   Investigators: Villanueva, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: David W. Stahle, Edward R. Cook, Dorian J. Burnette, Jose Villanueva, Julian Cerano, Jordan N. Burns, Daniel Griffin, Benjamin I. Cook, Rodolfo Acuna, Max C.A. Torbenson, Paul Sjezner, Ian M. Howard
#   Journal_Name: Quaternary Science Reviews
#   Published_Title: The Mexican Drought Atlas: Tree-ring reconstructions of the soil moisture balance during the late pre-Hispanic, colonial, and modern eras
#   Published_Date_or_Year: 2016
#   Volume: 149
#   Pages: 34-60
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.quascirev.2016.06.018
#   Full_Citation: None
#   Abstract: Mexico has suffered a long history and prehistory of severe sustained drought. Drought over Mexico is modulated by ocean-atmospheric variability in the Atlantic and Pacific, raising the possibility for long-range seasonal climate forecasting, which could help mediate the economic and social impacts of future dry spells. The instrumental record of Mexican climate is very limited before 1920, but tree-ring chronologies developed from old-growth forests in Mexico can provide an excellent proxy representation of the spatial pattern and intensity of past moisture regimes useful for the analysis of climate dynamics and climate impacts. The Mexican Drought Atlas (MXDA) has been developed from an extensive network of 252 climate sensitive tree-ring chronologies in and near Mexico. The MXDA reconstructions extend from 1400 CE-2012 and were calibrated with the instrumental summer (JJA) self-calibrating Palmer Drought Severity Index (scPDSI) on a 0.5 latitude/longitude grid extending over land areas from 14 to 34N and 75-120W using Ensemble Point-by-Point Regression (EPPR) for the 1944-1984 period. The grid point reconstructions were validated for the period 1920-1943 against instrumental gridded scPDSI values based on the fewer weather station observations available during that interval. The MXDA provides a new spatial perspective on the historical impacts of moisture extremes over Mexico during the past 600-years, including the Aztec Drought of One Rabbit in 1454, the drought of El Ano de Hambre in 1785-1786, and the drought that preceded the Mexican Revolution of 1909-1910. # The El Nino/Southern Oscillation (ENSO) is the most important ocean-atmospheric forcing of moisture variability detected with the MXDA. In fact, the reconstructions suggest that the strongest central equatorial Pacific sea surface temperature (SST) teleconnection to the soil moisture balance over North America may reside in northern Mexico. This ENSO signal has stronger and more time-stable correlations than computed for either the Atlantic Multidecadal Oscillation or Pacific Decadal Oscillation. The extended Multivariate ENSO Index is most highly correlated with reconstructed scPDSI over northern Mexico, where warm events favor moist conditions during the winter, spring, and early summer. This ENSO teleconnection to northern Mexico has been strong over the past 150 years, but it has been comparatively weak and non-stationary in the MXDA over central and southern Mexico where eastern tropical Pacific and Caribbean/tropical Atlantic SSTs seem to be more important. The ENSO teleconnection to northern Mexico is weaker in the available instrumental PDSI, but analyses based on the millennium climate simulations with the Community Earth System Model suggest that the moisture balance during the winter, spring, and early summer over northern Mexico may indeed be particularly sensitive to ENSO forcing. Nationwide drought is predicted to become more common with anthropogenic climate change, but the MXDA reconstructions indicate that intense "All Mexico" droughts have been rare over the past 600 years and their frequency does not appear to have increased substantially in recent decades.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Jaramillo
#   Location: Mexico
#   Northernmost_Latitude: 20.204
#   Southernmost_Latitude: 20.204
#   Easternmost_Longitude: -98.717
#   Westernmost_Longitude: -98.717
#   Elevation_m: 2319
#--------------------
# Data_Collection
#   Collection_Name: MEXI089
#   First_Year: 1905
#   Last_Year: 2001
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## JAR03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR26B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR26B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAR27B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAR27B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	JAR03A_raw	JAR03B_raw	JAR05A_raw	JAR05B_raw	JAR06A_raw	JAR06B_raw	JAR07A_raw	JAR07B_raw	JAR11A_raw	JAR13A_raw	JAR13B_raw	JAR14A_raw	JAR14B_raw	JAR15A_raw	JAR15B_raw	JAR16A_raw	JAR16B_raw	JAR18A_raw	JAR21A_raw	JAR21B_raw	JAR24A_raw	JAR24B_raw	JAR26A_raw	JAR26B_raw	JAR27B_raw
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.099	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.339	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.28	6	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.909	4.779	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.829	5	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.49	7.16	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.2	5.369	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.449	6.87	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.53	5.959	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.319	4.92	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.829	5.34	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.98	4.539	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.379	4.34	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.319	4.58	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.52	5.409	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.049	6.13	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.45	5.549	NA	NA	NA
1922	NA	2.565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.129	3.52	NA	NA	NA
1923	NA	4.118	NA	NA	NA	NA	NA	NA	NA	2.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.9	3.76	NA	NA	NA
1924	NA	2.843	NA	NA	NA	NA	NA	NA	NA	2.968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.879	4.029	NA	NA	NA
1925	NA	5.704	NA	NA	NA	NA	NA	NA	NA	2.777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.779	4.709	NA	NA	NA
1926	6.478	4.08	NA	NA	NA	NA	NA	NA	NA	3.574	4.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.709	4.75	NA	NA	NA
1927	3.44	2.686	NA	NA	NA	NA	NA	NA	NA	4.069	4.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.27	3.769	NA	NA	NA
1928	5.568	4.43	NA	NA	NA	NA	NA	NA	NA	4.629	3.569	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.629	3.06	NA	NA	NA
1929	3.23	2.354	NA	NA	NA	NA	NA	NA	NA	2.799	4.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.11	3.039	NA	NA	NA
1930	5.69	4.298	NA	NA	NA	NA	NA	NA	NA	4.193	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.33	3.68	NA	NA	NA
1931	5.413	4.802	NA	NA	NA	NA	NA	NA	NA	4.552	4.219	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.91	3.36	NA	NA	NA
1932	3.386	3.173	NA	NA	NA	NA	NA	NA	NA	3.23	2.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.159	2.209	NA	NA	NA
1933	1.092	0.694	NA	NA	NA	NA	NA	NA	NA	0.83	0.389	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98	2.24	NA	NA	NA
1934	3.511	3.041	NA	NA	NA	NA	NA	NA	NA	2.311	1.979	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.589	3.059	NA	NA	NA
1935	2.356	1.259	NA	NA	NA	NA	NA	NA	NA	1.27	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.36	2.22	NA	NA	NA
1936	3.326	2.718	NA	NA	NA	NA	NA	NA	NA	1.656	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.869	2.86	NA	NA	NA
1937	5.984	5.465	NA	NA	NA	NA	NA	NA	NA	3.843	3.939	NA	NA	7.28	5.025	NA	NA	NA	NA	NA	3.58	4.059	NA	NA	NA
1938	5.97	5.031	NA	NA	NA	NA	NA	NA	NA	3.876	4.139	NA	2.299	5.398	4.117	NA	NA	NA	NA	NA	3.029	3.57	NA	NA	NA
1939	4.548	3.762	NA	NA	NA	NA	NA	NA	NA	3.265	2.94	NA	1.858	4.876	2.612	NA	NA	NA	NA	NA	2.77	2.849	NA	NA	NA
1940	4.346	3.693	NA	NA	NA	NA	NA	NA	NA	2.722	2.439	NA	2.426	5.097	3.904	NA	NA	NA	NA	NA	2.339	2.51	NA	NA	NA
1941	5.398	4.782	NA	NA	NA	NA	NA	NA	NA	2.736	3.02	NA	2.902	0.938	2.244	NA	NA	NA	NA	NA	3.22	3.509	NA	7.699	NA
1942	3.82	3.782	NA	NA	NA	NA	NA	NA	2.19	2.389	2.43	NA	2.036	0.675	0.933	NA	NA	NA	NA	NA	1.86	2.889	NA	4.251	NA
1943	2.529	2.1	NA	NA	NA	NA	NA	NA	2.287	2.603	2.079	NA	1.743	0.43	0.783	NA	NA	NA	NA	NA	2.169	2.94	2.523	1.902	NA
1944	3.43	2.434	NA	NA	NA	NA	NA	NA	3.761	3.111	3.42	NA	3.212	0.631	0.351	NA	NA	NA	NA	NA	2.24	2.33	2.539	2.631	NA
1945	2.555	1.544	NA	NA	NA	NA	NA	NA	2.744	1.904	2.09	NA	2.911	1.101	0.494	NA	NA	NA	NA	NA	1.059	1.679	3.959	4.236	NA
1946	5.324	2.609	NA	NA	NA	NA	NA	NA	2.519	2.772	2.759	3.161	5.349	1.371	0.965	NA	NA	NA	NA	7.171	0.66	1.11	6.859	7.268	NA
1947	5.834	4.004	NA	NA	NA	NA	NA	NA	2.366	3.939	3.67	5.381	5.522	2.213	2.498	NA	NA	NA	NA	5.782	1.619	1.229	6.319	6.962	NA
1948	7.611	5.891	NA	NA	NA	NA	NA	NA	2.634	3.803	3.969	4.617	5.687	2.072	2.603	NA	NA	NA	7.586	4.638	2.58	0.84	9.222	7.197	NA
1949	4.305	3.555	NA	NA	NA	NA	NA	NA	1.436	1.968	2.34	5.564	3.67	1.788	3.424	NA	NA	NA	4.69	3.378	2.759	1.319	3.632	5.351	NA
1950	4.161	2.856	NA	NA	NA	NA	NA	NA	1.177	1.259	1.619	2.854	3.118	2.002	4.122	NA	NA	NA	1.838	2.055	1.79	0.639	3.732	4.433	NA
1951	2.425	1.541	NA	NA	NA	NA	NA	NA	2.174	1.665	2.74	2.781	4.418	1.968	4.619	NA	NA	NA	0.552	0.562	2	0.83	4.027	3.788	NA
1952	3.148	2.55	NA	NA	NA	NA	NA	NA	2.586	1.787	2.819	3.243	4.935	2.886	5.048	NA	NA	NA	0.658	0.472	2.479	0.979	4.143	3.798	5.883
1953	3.55	2.684	NA	NA	NA	NA	NA	NA	2.493	1.759	2.569	3.502	4.168	3.618	6.169	NA	NA	NA	1.753	1.63	2.25	0.919	3.367	3.061	6.895
1954	3.746	3.053	10.68	NA	NA	NA	4.765	NA	4.251	2.629	3.389	3.593	4.496	5.743	6.711	5.323	NA	NA	3.558	2.921	3.089	0.93	2.329	2.8	5.911
1955	2.62	2.41	8.879	NA	NA	NA	3.395	NA	2.456	1.234	1.529	2.453	3.073	2.966	3.719	4.051	NA	NA	2.688	3.378	1.5	0.919	0.771	1.742	2.892
1956	4.283	4.005	9.899	NA	5.94	5.091	4.896	NA	4.922	2.316	2.47	3.825	4.183	4.141	4.651	5.286	NA	NA	4.415	4.738	2.72	1.059	2.381	2.61	3.012
1957	2.593	2.356	10	NA	11.708	7.912	3.632	NA	2.314	1.328	1.939	2.901	3.199	3.856	4.501	4.864	4.381	NA	1.822	1.619	1.16	0.73	1.593	1.581	3.408
1958	3.496	2.572	8.139	NA	11.234	4.676	6.753	NA	3.802	2.089	2.62	4.706	4.328	2.219	3.137	6.049	5.484	2.578	2.781	2.587	2.66	0.979	2.558	2.776	2.25
1959	2.929	2.738	9.28	NA	8.304	8.315	6.874	NA	5.456	2.236	3.569	4.552	4.098	3.61	3.171	6.065	6.383	3.046	3.506	3.641	2.22	1.25	4.722	5.048	2.646
1960	2.467	2.134	8.209	NA	4.425	3.243	6.262	NA	2.444	1.181	2.239	2.923	2.606	3.697	3.31	4.142	4.445	1.888	2.74	2.715	1.379	0.83	2.487	2.866	2.393
1961	1.886	1.815	6.44	NA	4.252	3.311	7.076	NA	3.634	1.277	1.93	1.887	1.587	3.445	3	4.783	4.528	2.822	2.391	2.66	1.71	0.659	1.221	1.44	2.601
1962	3.23	2.947	8.099	NA	6.038	5.923	9.799	NA	3.587	1.166	2.38	2.659	2.732	5.335	3.962	5.973	5.103	2.638	4.091	3.924	2.139	0.65	2.597	2.723	4.756
1963	1.656	1.7	2.47	3.305	4.171	4.846	4.208	7.336	2.378	1.079	1.829	2.197	2.479	3.123	2.613	4.416	2.917	3.249	3.586	2.962	1.919	0.479	1.986	2.677	3.717
1964	1.945	2.152	5.09	8.217	4.473	5.464	6.558	5.713	3.576	0.924	2.14	3.875	6.894	3.933	3.385	4.516	3.777	2.838	4.166	2.217	1.649	0.529	2.458	3.603	6.534
