# Palmer - Waipoua Forest Dead Trees - AGAU - ITRDB NEWZ080
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/8533
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-8533.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz080-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz080-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz080.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz080.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-02-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-02-10
#--------------------
# Title
#   Study_Name: Palmer - Waipoua Forest Dead Trees - AGAU - ITRDB NEWZ080
#--------------------
# Investigators
#   Investigators: Palmer, J.G.(https://orcid.org/0000-0002-6665-4483); Xiong, L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Waipoua Forest Dead Trees
#   Location: New Zealand
#   Northernmost_Latitude: -35.65
#   Southernmost_Latitude: -35.65
#   Easternmost_Longitude: 173.57
#   Westernmost_Longitude: 173.57
#   Elevation_m: 180
#--------------------
# Data_Collection
#   Collection_Name: NEWZ080
#   First_Year: 1628
#   Last_Year: 1903
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Agathis australis (D. Don) Loudon
#   Common_Name: kauri pine
#   Tree_Species_Code: AGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WFD0541_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0541; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0542_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0542; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0551_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0551; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0552_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0552; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0553_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0553; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0554_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0554; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0561_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0561; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0562_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0562; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0563_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0563; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0564_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0564; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0571_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0571; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0573_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0573; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0581_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0581; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0582_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0582; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0591_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0591; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WFD0592_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WFD0592; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WFD0541_raw	WFD0542_raw	WFD0551_raw	WFD0552_raw	WFD0553_raw	WFD0554_raw	WFD0561_raw	WFD0562_raw	WFD0563_raw	WFD0564_raw	WFD0571_raw	WFD0573_raw	WFD0581_raw	WFD0582_raw	WFD0591_raw	WFD0592_raw
1628	NA	NA	3.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1629	NA	NA	2.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1630	NA	NA	2.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1631	NA	NA	3.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1632	NA	NA	2.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1633	NA	NA	2.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1634	NA	NA	2.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1635	NA	NA	1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1636	NA	NA	2.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1637	NA	NA	2.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1638	NA	NA	2.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1639	NA	NA	1.97	1.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1640	NA	NA	1.81	1.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1641	NA	NA	2.25	2.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1642	NA	NA	2.38	3.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1643	NA	NA	2.09	2.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1644	NA	NA	1.56	1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1645	NA	NA	1.59	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1646	NA	NA	1.66	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1647	NA	NA	1.83	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1648	NA	NA	1.73	1.47	NA	NA	NA	NA	NA	NA	2.08	NA	NA	NA	NA	NA
1649	NA	NA	1.14	1.33	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA
1650	NA	NA	1.16	1.12	NA	NA	NA	NA	NA	NA	1.99	NA	NA	NA	NA	NA
1651	NA	NA	1.18	1.15	NA	NA	NA	NA	NA	NA	1.82	NA	NA	NA	NA	NA
1652	NA	NA	1.07	1.87	NA	NA	NA	NA	NA	NA	3.86	NA	NA	NA	NA	NA
1653	NA	NA	1.63	1.87	NA	NA	NA	NA	NA	NA	3.4	1.69	NA	NA	NA	NA
1654	NA	NA	0.67	1.02	NA	NA	NA	NA	NA	NA	1.83	0.79	NA	NA	NA	NA
1655	NA	NA	1.19	1.52	NA	NA	NA	NA	NA	NA	2.11	1.12	NA	NA	NA	NA
1656	NA	NA	1.17	1.26	NA	NA	NA	NA	NA	NA	1.9	0.82	NA	NA	NA	NA
1657	NA	NA	2.31	2.38	NA	NA	NA	NA	NA	NA	2.08	1.08	NA	NA	NA	NA
1658	NA	NA	1.94	1.82	NA	NA	NA	NA	NA	NA	2.51	1.53	NA	0.96	NA	NA
1659	NA	NA	1.16	0.91	NA	NA	NA	NA	NA	NA	1.94	1.47	NA	1.14	NA	NA
1660	NA	NA	1.04	0.75	NA	NA	NA	NA	NA	NA	1.28	1.36	NA	0.76	NA	NA
1661	NA	NA	1.15	1.07	NA	NA	NA	NA	NA	NA	0.86	1.66	NA	0.53	NA	NA
1662	NA	NA	0.62	1.03	NA	NA	NA	NA	NA	NA	0.81	1.03	NA	0.96	NA	NA
1663	NA	NA	1.11	1.38	NA	NA	NA	NA	NA	NA	2.42	1.13	NA	0.73	NA	NA
1664	NA	NA	0.9	1.09	NA	NA	NA	NA	NA	NA	2.74	1.31	NA	1.29	NA	NA
1665	NA	NA	1.41	1.94	NA	NA	NA	NA	NA	NA	2.84	0.95	NA	0.96	NA	NA
1666	NA	NA	1.85	2.62	NA	NA	NA	NA	NA	NA	1.55	1.07	NA	1.18	NA	NA
1667	NA	NA	1.9	2.01	NA	NA	NA	NA	NA	NA	1.71	1.43	NA	2.19	NA	NA
1668	NA	NA	1.52	1.26	NA	NA	NA	NA	NA	NA	2.25	1.83	NA	1.34	NA	NA
1669	NA	NA	2.14	2.19	NA	NA	NA	NA	NA	NA	1.86	1.49	NA	1.86	NA	NA
1670	NA	NA	1.83	2.19	NA	NA	NA	NA	NA	NA	2.27	1.37	NA	1.92	NA	NA
1671	NA	NA	2.74	2.75	NA	NA	NA	NA	NA	NA	2.01	1.51	NA	1.86	NA	NA
1672	NA	NA	3.19	3.51	NA	NA	NA	NA	NA	NA	1.84	1.4	NA	2.23	NA	NA
1673	NA	NA	2.22	2.4	NA	NA	NA	NA	NA	NA	1.52	1.39	NA	2.02	NA	NA
1674	NA	NA	2.99	2.81	NA	NA	NA	NA	NA	NA	1.54	0.99	NA	1.79	NA	NA
1675	NA	NA	2.3	2.28	NA	NA	NA	NA	NA	NA	1.51	0.88	NA	1.47	NA	NA
1676	NA	NA	2.39	2.22	NA	NA	NA	NA	NA	NA	1.63	1.54	NA	1.99	NA	NA
1677	NA	NA	2.46	2.07	NA	NA	NA	NA	NA	NA	1.81	1.56	NA	1.5	NA	NA
1678	NA	NA	1.75	1.33	NA	NA	NA	NA	NA	NA	1.68	1.07	NA	1.35	NA	NA
1679	NA	NA	1.95	1.74	NA	NA	NA	NA	NA	NA	2.14	1.34	NA	2.01	NA	NA
1680	NA	NA	2.03	1.7	NA	NA	NA	NA	NA	NA	2.07	1.02	NA	2	NA	NA
1681	NA	NA	2.42	1.76	NA	NA	NA	NA	NA	NA	2.69	1.14	NA	1.81	NA	NA
1682	NA	NA	1.93	1.33	NA	NA	NA	NA	NA	NA	2.1	0.76	NA	1.79	NA	NA
1683	NA	NA	1.68	1.2	NA	NA	NA	NA	NA	NA	1.9	1.14	NA	1.94	NA	NA
1684	NA	NA	2.32	1.55	NA	NA	NA	NA	NA	NA	1.39	0.73	NA	1.75	NA	NA
1685	NA	NA	2.33	1.88	NA	NA	NA	NA	NA	NA	1.25	0.64	NA	2.21	NA	NA
1686	NA	NA	3.21	3.11	NA	NA	NA	NA	NA	NA	2.21	1.12	NA	2.82	NA	NA
