# Boswijk - Sinton Road House - AGAU - ITRDB NEWZ100
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13915
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13915.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz100-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz100-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz100.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz100.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-08-16
#--------------------
# File_Last_Modified_Date
#   Date: 2012-08-16
#--------------------
# Title
#   Study_Name: Boswijk - Sinton Road House - AGAU - ITRDB NEWZ100
#--------------------
# Investigators
#   Investigators: Boswijk, G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Nature Climate Change
#   Published_Title: Multi-centennial tree-ring record of ENSO- related activity in New Zealand
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/nclimate1374
#   Full_Citation: Anthony M. Fowler, Gretel Boswijk, Andrew M. Lorrey, Joelle Gergis, Maryann Pirie, Shane P.J. McCloskey, Jonathan G. Palmer, and Jan Wunder. 2012. Multi-centennial tree-ring record of ENSO-related activity in New Zealand. 
Nature Climate Change 2: 172 - 176.
DOI: 10.1038/nclimate1374
#   Abstract: It is not known how global warming will affect the El Niño/Southern Oscillation (ENSO). The instrumental record is too short to discern centennial-scale trends and modelling results are inconclusive1, 2, 3, 4, 5. Proxy reconstructions indicate that ENSO activity was relatively high during the late twentieth century6, 7, 8, 9, 10, but whether this was unusual in the millennial context remains uncertain. Here we present insights into these issues derived from rings of the kauri tree (Agathis australis), a rare long-lived conifer endemic to the forests of northern New Zealand. Our results indicate that the twentieth century was the most ‘ENSO-active’ century of the past 500 years, but may not be unique in the context of the past 700 years, and that ENSO activity comparable to or elevated above that experienced during the late twentieth century is plausible under warmer-than-present conditions. We also find evidence that there may have been significant changes in the ENSO teleconnection to the New Zealand region during the fourteenth and fifteenth centuries, and of multi-decadal fluctuations in ENSO-related activity building up to the present day. Although these two features may delay the expression of increased ENSO activity in the New Zealand region, our results indicate that New Zealand climate is likely to be more dominated by ENSO-related inter-annual variability as the world continues to warm.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sinton Road House
#   Location: New Zealand
#   Northernmost_Latitude: -36.7833
#   Southernmost_Latitude: -36.7833
#   Easternmost_Longitude: 174.6333
#   Westernmost_Longitude: 174.6333
#   Elevation_m: 20
#--------------------
# Data_Collection
#   Collection_Name: NEWZ100
#   First_Year: 1711
#   Last_Year: 1903
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Agathis australis (D. Don) Loudon
#   Common_Name: kauri pine
#   Tree_Species_Code: AGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SNR001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNR001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNR003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNR003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNR010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNR010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNR011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNR011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SNR013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SNR013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SNR001_raw	SNR003_raw	SNR010_raw	SNR011_raw	SNR013_raw
1711	NA	NA	NA	1.26	NA
1712	NA	NA	NA	0.32	NA
1713	NA	NA	NA	2.29	NA
1714	NA	NA	NA	1.43	NA
1715	NA	NA	NA	1.07	NA
1716	NA	NA	NA	1.15	NA
1717	NA	NA	NA	1.49	NA
1718	NA	NA	NA	1.59	NA
1719	NA	NA	1.53	1.83	NA
1720	NA	NA	0.76	0.91	NA
1721	NA	NA	0.95	1.15	NA
1722	NA	NA	0.83	0.93	NA
1723	NA	NA	0.73	0.68	NA
1724	NA	NA	0.4	0.41	NA
1725	NA	NA	0.99	0.95	NA
1726	NA	NA	0.73	0.86	NA
1727	NA	NA	0.86	1.06	NA
1728	NA	NA	0.7	0.91	NA
1729	NA	NA	0.77	0.88	NA
1730	NA	0.94	0.66	0.7	NA
1731	NA	0.96	0.71	0.68	NA
1732	NA	0.82	0.67	0.72	NA
1733	NA	1.05	1.12	0.94	NA
1734	NA	0.97	0.84	0.77	NA
1735	NA	0.86	0.84	0.95	NA
1736	NA	1.19	0.86	0.9	NA
1737	NA	1.19	1.24	1.09	NA
1738	NA	0.73	0.51	0.66	NA
1739	NA	0.83	0.98	0.8	NA
1740	NA	0.77	0.6	0.67	NA
1741	NA	0.96	0.95	0.83	NA
1742	NA	1.26	1.16	0.84	NA
1743	NA	1.02	0.74	0.66	NA
1744	NA	1.82	1.44	1.05	NA
1745	NA	1.79	0.61	0.61	NA
1746	NA	2.05	1.72	1.03	NA
1747	NA	2.92	1.17	0.91	NA
1748	NA	2.68	1.16	0.87	NA
1749	NA	2.06	1.07	0.69	NA
1750	NA	1.89	0.58	0.47	NA
1751	NA	1.47	1.37	0.6	NA
1752	NA	1.29	0.72	0.64	NA
1753	NA	1.93	1.21	0.74	NA
1754	NA	1.64	0.68	0.51	NA
1755	NA	1.41	1.16	0.67	NA
1756	NA	1.35	1.05	0.69	NA
1757	NA	1.37	2	0.56	NA
1758	NA	2.01	2.49	0.85	NA
1759	NA	1.66	2.58	0.62	NA
1760	NA	1.48	1.15	0.78	NA
1761	NA	1.7	1.65	0.63	NA
1762	NA	1.6	1.95	0.92	NA
1763	NA	1.51	1.79	1.08	NA
1764	NA	1.09	1.24	0.68	NA
1765	NA	1.08	0.9	0.63	NA
1766	NA	0.97	0.79	0.57	NA
1767	NA	0.96	0.86	0.49	NA
1768	NA	1.32	1.16	0.49	NA
1769	NA	1.49	1.86	0.53	NA
1770	NA	1.33	1.22	0.75	NA
1771	NA	1.29	1.34	0.6	NA
1772	NA	1.26	1.28	0.58	NA
1773	NA	1.19	2	0.67	NA
1774	0.56	1.22	1.73	0.59	NA
1775	0.6	1.12	1.15	0.66	NA
1776	0.81	1.21	1.65	0.79	NA
1777	1.3	0.9	1.46	0.73	NA
1778	1.08	0.83	1.16	0.67	NA
1779	1.35	0.87	1.37	0.91	NA
1780	0.91	0.66	0.8	0.57	NA
1781	0.94	0.76	1.35	0.7	NA
1782	0.74	0.62	1.19	0.56	NA
1783	0.68	0.73	0.71	0.36	NA
1784	1.04	0.74	1.53	0.69	NA
1785	1	0.98	1.63	0.8	NA
1786	1.43	1.06	1.81	0.91	NA
1787	0.79	0.71	0.59	0.44	NA
1788	1.21	1.16	1.59	0.69	NA
1789	0.56	0.8	0.79	0.52	NA
1790	0.69	0.78	1.45	0.94	NA
1791	0.78	1.33	1.6	0.93	NA
1792	1.02	1.06	1.13	1.02	NA
1793	0.8	0.96	0.43	0.52	NA
1794	0.75	0.76	0.8	0.76	NA
1795	0.58	0.46	0.13	0.41	NA
1796	0.86	0.86	0.79	0.81	NA
1797	0.78	1.17	0.63	0.48	NA
1798	1.1	1.17	1.14	0.81	NA
1799	0.92	1.6	1.61	0.8	NA
1800	0.73	1.57	1.01	0.61	NA
1801	0.66	1.09	0.94	0.62	NA
1802	0.77	0.95	NA	0.7	NA
1803	0.8	NA	NA	0.51	NA
1804	0.77	NA	NA	0.68	NA
1805	0.47	NA	NA	0.39	NA
1806	0.54	NA	NA	0.48	NA
1807	0.56	NA	NA	0.5	NA
1808	0.55	NA	NA	0.6	NA
1809	0.66	NA	NA	0.88	NA
1810	0.59	NA	NA	0.51	NA
1811	1.03	NA	NA	0.87	NA
1812	1.08	NA	NA	0.54	NA
1813	0.6	NA	NA	0.4	NA
1814	0.71	NA	NA	0.31	NA
1815	0.82	NA	NA	0.65	NA
1816	0.89	NA	NA	0.36	NA
1817	1.03	NA	NA	0.43	NA
1818	0.86	NA	NA	0.38	NA
1819	0.69	NA	NA	0.26	NA
1820	0.69	NA	NA	0.27	NA
1821	0.53	NA	NA	0.38	NA
1822	1	NA	NA	0.34	NA
1823	0.92	NA	NA	0.4	NA
1824	0.56	NA	NA	0.46	NA
1825	1.55	NA	NA	0.44	NA
1826	1.24	NA	NA	0.57	NA
1827	0.94	NA	NA	0.43	NA
1828	0.52	NA	NA	0.34	NA
1829	1.41	NA	NA	0.37	NA
1830	0.87	NA	NA	0.37	0.8
1831	0.76	NA	NA	0.46	1.05
1832	0.58	NA	NA	0.48	0.71
1833	0.52	NA	NA	0.32	0.79
1834	0.36	NA	NA	0.39	0.75
1835	0.96	NA	NA	0.69	0.9
1836	0.61	NA	NA	0.36	0.93
1837	0.82	NA	NA	0.51	1.22
1838	1	NA	NA	0.67	1.5
1839	0.5	NA	NA	0.31	0.76
1840	0.62	NA	NA	0.68	1.84
1841	0.61	NA	NA	0.53	1.1
1842	0.55	NA	NA	0.53	1.05
1843	0.67	NA	NA	0.49	1.01
1844	0.76	NA	NA	0.46	1.24
