# Wunder - 16 Maritime Terrace, Birkenhead - AGAU - ITRDB NEWZ105
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13929
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13929.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz105-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz105-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz105.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz105.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-08-20
#--------------------
# File_Last_Modified_Date
#   Date: 2012-08-20
#--------------------
# Title
#   Study_Name: Wunder - 16 Maritime Terrace, Birkenhead - AGAU - ITRDB NEWZ105
#--------------------
# Investigators
#   Investigators: Wunder, J.; Boswijk, G.; Crossley, P.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-24. NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Nature Climate Change
#   Published_Title: Multi-centennial tree-ring record of ENSO- related activity in New Zealand
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/nclimate1374
#   Full_Citation: Anthony M. Fowler, Gretel Boswijk, Andrew M. Lorrey, Joelle Gergis, Maryann Pirie, Shane P.J. McCloskey, Jonathan G. Palmer, and Jan Wunder. 2012. Multi-centennial tree-ring record of ENSO-related activity in New Zealand. 
Nature Climate Change 2: 172 - 176.
DOI: 10.1038/nclimate1374
#   Abstract: It is not known how global warming will affect the El Niño/Southern Oscillation (ENSO). The instrumental record is too short to discern centennial-scale trends and modelling results are inconclusive1, 2, 3, 4, 5. Proxy reconstructions indicate that ENSO activity was relatively high during the late twentieth century6, 7, 8, 9, 10, but whether this was unusual in the millennial context remains uncertain. Here we present insights into these issues derived from rings of the kauri tree (Agathis australis), a rare long-lived conifer endemic to the forests of northern New Zealand. Our results indicate that the twentieth century was the most ‘ENSO-active’ century of the past 500 years, but may not be unique in the context of the past 700 years, and that ENSO activity comparable to or elevated above that experienced during the late twentieth century is plausible under warmer-than-present conditions. We also find evidence that there may have been significant changes in the ENSO teleconnection to the New Zealand region during the fourteenth and fifteenth centuries, and of multi-decadal fluctuations in ENSO-related activity building up to the present day. Although these two features may delay the expression of increased ENSO activity in the New Zealand region, our results indicate that New Zealand climate is likely to be more dominated by ENSO-related inter-annual variability as the world continues to warm.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: 16 Maritime Terrace, Birkenhead
#   Location: New Zealand
#   Northernmost_Latitude: -36.8167
#   Southernmost_Latitude: -36.8167
#   Easternmost_Longitude: 174.7333
#   Westernmost_Longitude: 174.7333
#   Elevation_m: 48
#--------------------
# Data_Collection
#   Collection_Name: NEWZ105
#   First_Year: 1163
#   Last_Year: 1475
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Agathis australis (D. Don) Loudon
#   Common_Name: kauri pine
#   Tree_Species_Code: AGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BIR033_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIR033; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIR035_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIR035; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIR038_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIR038; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIR045_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIR045; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIR052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIR052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIR057_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIR057; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIR088_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIR088; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIR137_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIR137; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIR138_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIR138; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIR153_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIR153; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIR166_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIR166; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BIR033_raw	BIR035_raw	BIR038_raw	BIR045_raw	BIR052_raw	BIR057_raw	BIR088_raw	BIR137_raw	BIR138_raw	BIR153_raw	BIR166_raw
1063	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA
1064	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
1065	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
1066	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA
1067	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA
1068	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA
1069	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA
1070	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA
1071	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA
1072	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
1073	NA	0.41	NA	0.53	NA	NA	NA	NA	NA	NA	NA
1074	NA	0.48	NA	0.62	NA	NA	NA	NA	NA	NA	NA
1075	NA	0.35	NA	0.49	NA	NA	NA	NA	NA	NA	NA
1076	NA	0.34	NA	0.42	NA	NA	NA	NA	NA	NA	NA
1077	NA	0.36	NA	0.44	NA	NA	NA	NA	NA	NA	NA
1078	NA	0.25	NA	0.39	NA	NA	NA	NA	NA	NA	NA
1079	NA	0.36	NA	0.53	NA	NA	NA	NA	NA	NA	NA
1080	NA	0.43	NA	0.59	NA	NA	NA	NA	NA	NA	NA
1081	NA	0.21	NA	0.3	NA	NA	NA	NA	NA	NA	NA
1082	NA	0.51	NA	0.7	NA	NA	NA	NA	NA	NA	NA
1083	NA	0.29	NA	0.39	NA	NA	NA	NA	NA	NA	NA
1084	NA	0.34	NA	0.4	NA	NA	NA	NA	NA	NA	NA
1085	NA	0.35	NA	0.48	NA	NA	NA	NA	NA	NA	NA
1086	NA	0.31	NA	0.43	NA	NA	NA	NA	NA	NA	NA
1087	NA	0.51	NA	0.69	NA	NA	NA	NA	NA	NA	NA
1088	NA	0.35	NA	0.42	NA	NA	NA	NA	NA	NA	NA
1089	NA	0.42	NA	0.57	NA	NA	NA	NA	NA	NA	NA
1090	NA	0.32	NA	0.45	NA	NA	NA	NA	NA	NA	NA
1091	NA	0.59	NA	0.71	NA	NA	NA	NA	NA	NA	NA
1092	NA	0.63	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1093	NA	0.42	NA	0.55	NA	NA	NA	NA	NA	NA	NA
1094	NA	0.56	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1095	NA	0.52	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1096	NA	0.27	NA	0.35	NA	NA	NA	NA	NA	NA	NA
1097	NA	0.33	NA	0.51	NA	NA	NA	NA	NA	NA	NA
1098	NA	0.3	NA	0.44	NA	NA	NA	NA	NA	NA	NA
1099	NA	0.33	0.28	0.43	NA	NA	NA	NA	NA	NA	NA
1100	NA	0.41	0.36	0.74	NA	NA	NA	NA	NA	NA	NA
1101	NA	0.42	0.31	0.55	NA	NA	NA	NA	NA	NA	NA
1102	NA	0.53	0.5	0.74	NA	NA	NA	NA	NA	NA	NA
1103	NA	0.27	0.26	0.4	NA	NA	NA	NA	NA	NA	NA
1104	NA	0.31	0.31	0.48	NA	NA	NA	NA	NA	NA	NA
1105	NA	0.25	0.28	0.41	NA	NA	NA	NA	NA	NA	NA
1106	NA	0.41	0.41	0.62	NA	NA	NA	NA	NA	NA	NA
1107	NA	0.38	0.41	0.59	NA	NA	NA	NA	NA	NA	NA
1108	NA	0.45	0.43	0.68	NA	NA	NA	NA	NA	NA	NA
1109	NA	0.29	0.31	0.42	NA	NA	NA	NA	NA	NA	NA
1110	NA	0.57	0.57	0.88	NA	NA	NA	NA	NA	NA	NA
1111	NA	0.33	0.31	0.43	NA	NA	NA	NA	NA	NA	NA
1112	NA	0.53	0.52	0.81	NA	NA	NA	NA	NA	NA	NA
1113	NA	0.59	0.44	0.68	NA	NA	NA	NA	NA	NA	NA
1114	NA	0.46	0.41	0.68	NA	NA	NA	NA	NA	NA	NA
1115	NA	0.3	0.28	0.39	NA	NA	NA	NA	NA	NA	NA
1116	NA	0.58	0.53	0.84	NA	NA	NA	NA	NA	NA	NA
1117	NA	0.64	0.64	0.85	NA	NA	NA	NA	NA	NA	NA
1118	NA	0.46	0.36	0.62	NA	NA	NA	NA	NA	NA	NA
1119	NA	0.54	0.54	0.67	NA	NA	NA	NA	NA	NA	NA
1120	NA	0.41	0.19	0.56	NA	NA	NA	NA	NA	NA	NA
1121	NA	0.64	0.46	0.72	NA	NA	NA	NA	NA	NA	NA
1122	NA	0.27	0.23	0.32	NA	NA	NA	NA	NA	NA	NA
1123	NA	0.59	0.52	0.68	NA	NA	NA	NA	NA	NA	NA
1124	NA	0.55	0.51	0.59	NA	NA	NA	NA	NA	NA	NA
1125	NA	0.27	0.24	0.37	NA	NA	NA	NA	NA	NA	NA
1126	NA	0.51	0.46	0.63	NA	NA	NA	NA	NA	NA	NA
1127	NA	0.45	0.39	0.57	NA	NA	NA	NA	NA	NA	NA
1128	NA	0.52	0.42	0.6	NA	NA	NA	NA	NA	NA	NA
1129	NA	0.43	0.34	0.65	NA	NA	0.53	NA	NA	NA	NA
1130	NA	0.36	0.24	0.48	NA	NA	0.36	NA	NA	NA	NA
1131	NA	0.3	0.23	0.42	NA	NA	0.32	NA	NA	NA	NA
1132	NA	0.43	0.28	0.55	NA	NA	0.47	NA	NA	NA	NA
1133	NA	0.38	0.26	0.52	NA	NA	0.39	NA	NA	NA	NA
1134	NA	0.48	0.36	0.66	NA	NA	0.6	NA	NA	NA	NA
1135	NA	0.27	0.16	0.39	NA	NA	0.27	NA	NA	NA	NA
1136	NA	0.6	0.51	0.83	NA	NA	0.78	NA	NA	NA	NA
1137	NA	0.53	0.42	0.68	NA	NA	0.59	NA	NA	NA	NA
1138	NA	0.46	0.47	0.84	NA	NA	0.62	NA	NA	NA	NA
1139	NA	0.66	0.47	0.87	NA	NA	0.71	NA	NA	NA	NA
1140	NA	0.34	0.35	0.53	NA	NA	0.42	NA	NA	NA	NA
1141	NA	0.61	0.57	0.97	NA	NA	0.64	NA	NA	NA	NA
1142	NA	0.31	0.21	0.47	NA	NA	0.36	NA	NA	NA	NA
1143	NA	0.42	0.25	0.57	NA	NA	0.45	NA	NA	NA	NA
1144	NA	0.4	0.27	0.57	NA	NA	0.4	NA	NA	NA	NA
1145	NA	0.56	0.45	0.74	NA	NA	0.61	NA	NA	NA	NA
1146	NA	0.24	0.2	0.42	NA	NA	0.29	NA	NA	NA	NA
1147	NA	0.34	0.4	0.64	NA	NA	0.4	NA	NA	NA	NA
1148	NA	0.23	0.3	0.45	NA	NA	0.22	NA	NA	NA	NA
1149	NA	0.34	0.41	0.6	NA	NA	0.37	NA	NA	NA	NA
1150	NA	0.41	0.39	0.6	NA	NA	0.48	NA	NA	NA	NA
