# Allen - Lower Cole Road - PHAS - ITRDB AUSL032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13744
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13744.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl032-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ausl032-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl032.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ausl032.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-06-27
#--------------------
# File_Last_Modified_Date
#   Date: 2012-06-27
#--------------------
# Title
#   Study_Name: Allen - Lower Cole Road - PHAS - ITRDB AUSL032
#--------------------
# Investigators
#   Investigators: Allen, K.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-24. NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: K.J. Allen, E.R. Cook, R.J. Francey, K. Michael
#   Journal_Name: Journal of Biogeography
#   Published_Title: The climatic response of Phyllocladus aspleniifolius  (Labill.) Hook. F. in Tasmania
#   Published_Date_or_Year: 2001
#   Volume: 28
#   Pages: 305-316
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1046/j.1365-2699.2001.00546.x
#   Full_Citation: Allen KJ, Cook ER, Francey RJ, Michael K. 2001. 
The climatic response of Phyllocladus aspleniifolius 
(Labill.) Hook. F. in Tasmania. 
Journal of Biogeography, Vol. 28, pp.305-316
#   Abstract: Between two and four increment cores were obtained from approximately 20 trees at each of 16 sites of P. aspleniifolius across Tasmania. Four regions were defined and temperature data for climate stations from each of these regions were transformed into dimensionless time series appropriate for each region. The ZI was constructed from Melbourne and Hobart mean sea level pressure (MSLP). Correlations were calculated between climate data and ring widths over most of the 20th century. Data were then segregated into two subperiods to assess whether or not temporal changes in ring width response have occurred over the 20th century.# The dominant feature of the correlation functions was a negative correlation with temperatures of the previous growing season. Correlation between the ZI and ring width is most significant, and positive, in November and March of the previous growing season. Differences in the shape of the correlation functions, and their strength is apparent over the course of the century. In general, correlations have become weaker and less consistent among the 16 sites for the latter part of the century. Temperatures have generally increased during the 1900s over which time period correlations have been calculated.# The temporally changing climatic response in ring widths is consistent with a hypothesis of competition for resources between different parts of a plant. A nonlinear response to climate over a short-time period violates one of the basic assumptions of dendroclimatology, therefore suggesting further investigation of both the physiology of trees used for dendroclimatological purposes and the statistical methods used for climatic reconstruction.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lower Cole Road
#   Location: Tasmania
#   Northernmost_Latitude: -42.6
#   Southernmost_Latitude: -42.6
#   Easternmost_Longitude: 146.34
#   Westernmost_Longitude: 146.34
#   Elevation_m: 575
#--------------------
# Data_Collection
#   Collection_Name: AUSL032
#   First_Year: 1598
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Phyllocladus aspleniifolius (Labill.) Hook. f.
#   Common_Name: celery top pine
#   Tree_Species_Code: PHAS
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LCR06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR09C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR09C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR11C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR11C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR14C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR14C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR17C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR17C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR10C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR10C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LCR20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LCR20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LCR06A_raw	LCR08A_raw	LCR09C_raw	LCR11B_raw	LCR18B_raw	LCR11C_raw	LCR12A_raw	LCR12B_raw	LCR16B_raw	LCR17A_raw	LCR17B_raw	LCR14A_raw	LCR19A_raw	LCR14C_raw	LCR17C_raw	LCR19B_raw	LCR20A_raw	LCR10A_raw	LCR10C_raw	LCR14B_raw	LCR20B_raw
1598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.358	NA	NA	NA	NA	NA	NA
1599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.706	NA	NA	NA	NA	NA	NA
1600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.684	NA	NA	NA	NA	NA	NA
1601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.631	NA	NA	NA	NA	NA	NA
1602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.727	NA	NA	NA	NA	NA	NA
1603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
1604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02	NA	NA	NA	NA	NA	NA
1605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.289	NA	NA	NA	NA	NA	NA
1606	0.795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.215	NA	NA	NA	NA	NA	NA
1607	0.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.334	NA	NA	NA	NA	NA	NA
1608	0.453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.275	NA	NA	NA	NA	NA	NA
1609	0.855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.526	NA	NA	NA	NA	NA	NA
1610	0.516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.739	NA	NA	NA	NA	NA	NA
1611	0.914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.493	NA	NA	NA	NA	NA	NA
1612	1.186	NA	NA	NA	NA	NA	NA	NA	NA	1.391	NA	NA	NA	NA	1.818	NA	NA	NA	NA	NA	NA
1613	0.677	NA	NA	NA	NA	NA	NA	NA	NA	1.267	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA
1614	0.696	NA	NA	NA	NA	NA	NA	NA	NA	1.337	NA	NA	NA	NA	1.543	NA	NA	NA	NA	NA	NA
1615	0.95	NA	NA	NA	NA	NA	NA	NA	NA	1.445	NA	NA	NA	NA	1.783	NA	NA	NA	NA	NA	NA
1616	0.573	NA	NA	NA	NA	NA	NA	NA	NA	1.257	NA	NA	NA	NA	1.64	NA	NA	NA	NA	NA	NA
1617	0.543	NA	NA	NA	NA	NA	NA	NA	NA	1.197	NA	NA	NA	NA	1.307	NA	NA	NA	NA	NA	NA
1618	0.807	NA	NA	NA	NA	NA	NA	NA	NA	1.721	NA	NA	NA	NA	1.599	NA	NA	NA	NA	NA	NA
1619	0.564	NA	NA	NA	NA	NA	NA	NA	NA	1.151	NA	NA	NA	NA	1.241	NA	NA	NA	NA	NA	NA
1620	1.177	NA	NA	NA	NA	NA	NA	NA	NA	1.565	NA	NA	NA	NA	1.826	NA	NA	NA	NA	NA	NA
1621	0.577	NA	NA	0.91	NA	NA	NA	NA	NA	1.157	NA	NA	NA	NA	1.4	NA	NA	NA	NA	NA	NA
1622	1.163	NA	NA	1.427	NA	NA	NA	NA	NA	1.227	NA	NA	NA	NA	1.474	NA	NA	NA	NA	NA	NA
1623	0.352	NA	NA	0.919	NA	NA	NA	NA	NA	1.162	NA	NA	NA	NA	1.555	NA	NA	NA	NA	NA	NA
1624	0.907	NA	NA	1.582	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	2.229	NA	NA	NA	NA	NA	NA
1625	0.347	NA	NA	0.81	NA	NA	NA	NA	NA	1.017	NA	NA	NA	NA	1.097	NA	NA	NA	NA	NA	NA
1626	0.984	NA	NA	1.189	NA	NA	NA	NA	NA	0.969	NA	NA	NA	NA	1.302	NA	NA	NA	NA	NA	NA
1627	0.627	NA	NA	0.996	NA	NA	NA	NA	NA	0.846	NA	NA	NA	NA	0.932	NA	NA	NA	NA	NA	NA
1628	0.64	NA	NA	1.074	NA	NA	NA	NA	NA	0.668	NA	NA	NA	NA	0.471	NA	NA	NA	NA	NA	NA
1629	1.295	NA	NA	1.27	NA	NA	NA	NA	NA	0.998	NA	NA	NA	NA	1.162	NA	NA	NA	NA	NA	NA
1630	0.545	NA	NA	0.821	NA	NA	NA	NA	NA	0.772	NA	NA	NA	NA	0.746	NA	NA	NA	NA	NA	NA
1631	1.021	NA	NA	1.583	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	1.389	NA	NA	NA	NA	NA	NA
1632	0.425	NA	NA	0.753	NA	NA	NA	NA	NA	0.419	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA
1633	0.821	NA	NA	1.291	NA	NA	NA	NA	NA	0.684	NA	NA	NA	NA	1.302	NA	NA	NA	NA	NA	NA
1634	0.784	NA	NA	1.295	NA	NA	NA	NA	NA	1.038	NA	NA	NA	NA	1.305	NA	NA	NA	NA	NA	NA
1635	0.336	NA	NA	1.038	NA	NA	NA	NA	NA	0.575	NA	NA	NA	NA	0.842	NA	NA	NA	NA	NA	NA
1636	0.436	NA	NA	0.961	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	0.734	NA	NA	NA	NA	NA	NA
1637	0.239	NA	NA	0.981	NA	NA	NA	NA	NA	0.322	NA	NA	NA	NA	0.447	NA	NA	NA	NA	NA	NA
1638	0.686	NA	NA	1.397	NA	NA	NA	NA	NA	0.493	NA	NA	NA	NA	0.975	NA	NA	NA	NA	NA	NA
1639	0.573	NA	NA	1.024	NA	NA	NA	NA	NA	0.566	1.671	NA	NA	NA	1.154	NA	NA	NA	NA	NA	NA
1640	0.422	NA	NA	0.812	NA	NA	NA	NA	NA	0.284	1.105	NA	0.888	NA	0.597	NA	NA	NA	NA	NA	NA
1641	0.692	NA	NA	1.093	NA	NA	NA	NA	NA	0.305	1.539	NA	0.874	NA	1.114	NA	NA	NA	NA	NA	NA
1642	0.85	NA	NA	1.126	NA	NA	NA	NA	NA	0.35	1.565	NA	1.631	NA	1.277	NA	NA	NA	NA	NA	NA
1643	0.356	NA	NA	0.582	NA	NA	NA	NA	NA	0.204	1.154	NA	0.787	NA	0.569	NA	NA	NA	NA	NA	NA
1644	0.327	NA	NA	0.932	NA	NA	NA	NA	NA	0.336	0.924	NA	1.017	NA	0.636	NA	NA	NA	NA	NA	NA
1645	0.302	NA	NA	1.065	NA	NA	NA	NA	NA	0.523	1.149	NA	1.261	NA	0.885	NA	NA	NA	NA	NA	NA
1646	0.588	NA	NA	0.801	NA	NA	NA	NA	NA	0.4	0.936	NA	0.679	NA	0.661	NA	NA	NA	NA	NA	NA
1647	0.509	NA	NA	0.942	NA	NA	NA	NA	NA	0.625	1.03	NA	0.993	NA	0.861	NA	NA	NA	NA	NA	NA
1648	0.428	NA	NA	0.576	NA	NA	NA	NA	NA	0.478	0.738	NA	0.598	NA	0.531	NA	NA	NA	NA	NA	NA
1649	0.549	NA	NA	0.885	NA	NA	NA	NA	NA	0.549	0.846	NA	1.181	NA	0.588	NA	NA	NA	NA	NA	NA
1650	0.363	NA	NA	0.44	NA	NA	NA	NA	NA	0.234	0.826	NA	0.754	NA	0.355	NA	NA	NA	NA	NA	NA
1651	0.795	NA	NA	1.315	NA	NA	NA	NA	NA	0.745	0.64	NA	2.102	NA	0.911	NA	NA	NA	NA	NA	NA
1652	0.383	NA	NA	0.815	NA	NA	NA	NA	NA	0.486	1.076	NA	0.788	NA	0.466	NA	NA	NA	NA	NA	NA
1653	0.888	NA	NA	1.304	NA	NA	NA	NA	NA	1.527	0.792	NA	1.135	NA	0.711	NA	NA	NA	NA	NA	NA
1654	0.597	NA	NA	0.882	NA	NA	NA	NA	NA	2.024	1.253	NA	0.946	NA	0.866	NA	NA	NA	NA	NA	NA
1655	1.077	NA	NA	0.909	NA	NA	NA	NA	NA	1.111	1.232	NA	1.029	NA	0.759	NA	NA	NA	NA	NA	NA
1656	0.647	NA	NA	1.041	NA	NA	NA	NA	NA	1.23	0.972	NA	0.993	NA	0.716	NA	NA	NA	NA	NA	NA
1657	1.027	NA	NA	1.2	NA	NA	NA	NA	NA	1.072	1.168	NA	0.944	NA	0.874	NA	NA	NA	NA	NA	NA
1658	0.425	NA	NA	0.738	NA	NA	NA	NA	NA	0.656	0.825	NA	0.632	NA	0.458	NA	NA	NA	NA	NA	NA
1659	1.109	NA	NA	1.18	NA	NA	NA	NA	NA	1.038	1.561	NA	1.112	NA	0.635	NA	NA	NA	NA	NA	NA
