# Boswijk - Arney Road 139 - AGAU - ITRDB NEWZ093
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13908
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13908.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz093-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz093-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz093.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz093.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-08-15
#--------------------
# File_Last_Modified_Date
#   Date: 2012-08-15
#--------------------
# Title
#   Study_Name: Boswijk - Arney Road 139 - AGAU - ITRDB NEWZ093
#--------------------
# Investigators
#   Investigators: Boswijk, G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Arney Road 139
#   Location: New Zealand
#   Northernmost_Latitude: -36.85
#   Southernmost_Latitude: -36.85
#   Easternmost_Longitude: 174.7833
#   Westernmost_Longitude: 174.7833
#   Elevation_m: 21
#--------------------
# Data_Collection
#   Collection_Name: NEWZ093
#   First_Year: 1547
#   Last_Year: 1861
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Agathis australis (D. Don) Loudon
#   Common_Name: kauri pine
#   Tree_Species_Code: AGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ARN001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN014_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN014; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN015_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN015; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN017_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN023_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN023; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN024_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN024; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ARN001_raw	ARN002_raw	ARN005_raw	ARN006_raw	ARN008_raw	ARN010_raw	ARN013_raw	ARN014_raw	ARN015_raw	ARN016_raw	ARN017_raw	ARN021_raw	ARN023_raw	ARN024_raw
1547	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA
1548	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA
1549	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
1550	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
1551	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA
1552	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
1553	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
1554	NA	NA	NA	NA	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA
1555	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA
1556	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
1557	NA	NA	1.35	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA
1558	NA	NA	1.36	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA
1559	NA	NA	1.47	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA
1560	NA	NA	0.89	NA	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA
1561	NA	NA	1.5	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA
1562	NA	NA	1.2	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA
1563	NA	NA	1	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA
1564	NA	NA	1.29	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
1565	NA	NA	0.86	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
1566	NA	NA	0.81	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA
1567	NA	NA	0.95	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
1568	NA	NA	1.25	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA
1569	NA	NA	1.2	NA	0.76	1.58	NA	NA	NA	NA	NA	NA	NA	NA
1570	NA	NA	1.4	NA	0.84	1.81	NA	NA	NA	NA	NA	NA	NA	NA
1571	NA	NA	1.04	NA	0.61	1.35	NA	NA	NA	NA	NA	NA	NA	NA
1572	NA	NA	0.78	NA	0.55	0.59	NA	NA	NA	NA	NA	NA	NA	NA
1573	NA	NA	1.19	NA	0.82	1.4	NA	NA	NA	NA	NA	NA	NA	NA
1574	NA	NA	2.06	NA	0.96	1.45	NA	NA	NA	NA	NA	NA	NA	NA
1575	NA	NA	1.19	NA	0.67	1.69	NA	NA	NA	NA	NA	NA	NA	NA
1576	NA	NA	1.71	NA	0.87	1.56	NA	NA	NA	NA	NA	NA	NA	NA
1577	NA	NA	0.69	NA	0.62	1.54	NA	NA	NA	NA	NA	NA	NA	NA
1578	NA	NA	1.56	NA	1.07	2.04	NA	NA	NA	NA	NA	NA	NA	NA
1579	NA	NA	1.19	NA	0.93	1.25	NA	NA	NA	NA	NA	NA	NA	NA
1580	NA	NA	0.83	NA	0.85	1.42	NA	NA	NA	NA	NA	NA	NA	NA
1581	NA	NA	1.11	NA	1.37	1.48	NA	NA	NA	NA	NA	NA	NA	NA
1582	NA	NA	0.99	NA	0.7	0.75	NA	NA	NA	NA	NA	NA	NA	NA
1583	NA	NA	0.9	NA	1.83	0.98	NA	NA	NA	NA	NA	NA	NA	NA
1584	NA	NA	1.12	NA	1.2	0.83	NA	NA	NA	NA	NA	NA	NA	NA
1585	NA	NA	1.21	NA	1.45	1.1	NA	NA	NA	NA	NA	NA	NA	NA
1586	NA	NA	1.34	NA	1.11	1.01	NA	NA	NA	NA	NA	NA	NA	NA
1587	NA	NA	1.21	NA	1.34	1	NA	NA	NA	NA	NA	NA	NA	NA
1588	NA	NA	0.85	NA	0.98	0.68	NA	NA	NA	NA	NA	NA	NA	NA
1589	NA	NA	0.93	NA	1.16	1.2	NA	NA	NA	NA	NA	NA	NA	NA
1590	NA	NA	0.99	NA	0.95	0.81	NA	NA	NA	NA	NA	NA	NA	NA
1591	NA	NA	1.21	NA	1.76	1.04	NA	NA	NA	NA	NA	NA	NA	NA
1592	NA	NA	0.86	NA	1.22	0.73	NA	NA	NA	NA	NA	NA	NA	NA
1593	NA	NA	0.55	NA	1.48	0.87	NA	NA	NA	NA	NA	NA	NA	NA
1594	NA	NA	0.83	NA	1.16	0.72	NA	NA	NA	NA	NA	NA	NA	NA
1595	NA	NA	0.5	NA	0.89	0.58	NA	NA	NA	NA	NA	NA	NA	NA
1596	NA	NA	1.16	NA	1.2	1.09	NA	NA	NA	NA	NA	NA	NA	NA
1597	NA	NA	0.65	NA	0.81	0.63	NA	NA	NA	NA	NA	NA	NA	NA
1598	NA	NA	0.49	NA	0.62	0.76	NA	NA	NA	NA	NA	NA	NA	NA
1599	NA	NA	0.75	NA	0.67	1.1	NA	NA	NA	NA	NA	NA	NA	NA
1600	NA	NA	0.49	NA	0.67	0.81	NA	NA	NA	NA	NA	NA	NA	NA
1601	NA	NA	0.69	NA	0.94	0.91	NA	NA	NA	NA	NA	NA	NA	NA
1602	NA	NA	0.54	NA	0.51	0.32	NA	NA	NA	NA	NA	NA	NA	NA
1603	NA	NA	0.46	NA	0.63	0.45	NA	NA	NA	NA	NA	NA	NA	NA
1604	NA	NA	0.58	NA	0.85	0.3	NA	NA	NA	NA	NA	NA	NA	NA
1605	NA	NA	0.66	NA	0.81	0.9	NA	NA	NA	NA	NA	NA	NA	NA
1606	NA	NA	0.96	NA	1.77	0.92	NA	NA	NA	NA	NA	NA	NA	NA
1607	NA	NA	0.87	NA	1.35	1.02	NA	NA	NA	NA	NA	NA	NA	NA
1608	NA	NA	0.56	NA	1.66	0.74	NA	NA	NA	NA	NA	NA	NA	NA
