# Allen - TNE - PHAS - ITRDB AUSL046
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22073
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22073.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl046c-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ausl046c-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl046c.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ausl046c.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2016-12-27
#--------------------
# File_Last_Modified_Date
#   Date: 2016-12-27
#--------------------
# Title
#   Study_Name: Allen - TNE - PHAS - ITRDB AUSL046
#--------------------
# Investigators
#   Investigators: Allen, K.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: Allen, K.J., S.C. Nichols, R. Evans, S. Allie, G. Carson, F. Ling, E.R. Cook, G. Lee, P.J. Baker
#   Journal_Name: Water Resources Research
#   Published_Title: A 277 year cool season dam inflow reconstruction for Tasmania, southeastern Australia
#   Published_Date_or_Year: 2017
#   Volume: 53
#   Pages: 400-414
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1002/2016WR018906
#   Full_Citation: None
#   Abstract: Seasonal variability is a significant source of uncertainty in projected changes to precipitation across southeastern Australia (SEA). While existing instrumental records provide seasonal data for recent decades, most proxy records (e.g., tree rings, corals, speleothems) offer only annual reconstructions of hydroclimate. We present the first cool-season (July-August) reconstruction of dam inflow (Lake Burbury) for western Tasmania in SEA based on tree-ring width (Athrotaxis selaginoides) and mean latewood cell wall thickness (Phyllocladus aspleniifolius) chronologies. The reconstruction, produced using principal component regression, verifies back to 1731 and is moderately skillful, explaining around 23% of the variance. According to the reconstruction, relatively low inflow periods occurred around 1860, the early 1900s and 1970, while relatively high inflows occurred in the 1770s and 1810s. Highest reconstructed inflows occurred in 1816, and lowest in 1909. Comparison with available documentary and instrumental records indicates that the reconstruction better captures high rather than low flow events. There is virtually no correlation between our reconstruction and another for December-January inflow for the same catchment, a result consistent with the relationship between seasonal instrumental data. This suggests that conditions in one season have not generally reflected conditions in the other season over the instrumental record, or for the past 277 years. This illustrates the value of obtaining reconstructions of regional hydroclimatic variability for multiple individual seasons in regions where dry and wet seasons are not strongly defined. The results also indicate that the hydroclimate of the southeastern Australian region cannot be adequately represented by a single regional reconstruction.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Australian Research Council  
#   Grant: LP12020811
#--------------------
# Site_Information
#   Site_Name: TNE
#   Location: Tasmania
#   Northernmost_Latitude: -43.48
#   Southernmost_Latitude: -43.48
#   Easternmost_Longitude: 146.5
#   Westernmost_Longitude: 146.5
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: AUSL046
#   First_Year: 1691
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Phyllocladus aspleniifolius (Labill.) Hook. f.
#   Common_Name: celery top pine
#   Tree_Species_Code: PHAS
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TNE1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNE27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNE27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TNE1_raw	TNE2_raw	TNE4_raw	TNE8_raw	TNE10_raw	TNE11_raw	TNE12_raw	TNE13_raw	TNE14_raw	TNE16_raw	TNE17_raw	TNE19_raw	TNE20_raw	TNE21_raw	TNE22_raw	TNE23_raw	TNE24_raw	TNE27_raw
1691	NA	NA	0.423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1692	NA	NA	0.391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1693	NA	NA	0.39	NA	0.355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1694	NA	NA	0.357	NA	0.368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1695	NA	NA	0.376	NA	0.357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1696	NA	NA	0.356	NA	0.364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1697	NA	NA	0.346	NA	0.415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.427	NA
1698	NA	NA	0.375	NA	0.377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.383	NA
1699	NA	NA	0.346	NA	0.379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.379	NA
1700	NA	NA	0.355	NA	0.384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA
1701	NA	NA	0.382	NA	0.372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.391	NA
1702	NA	NA	0.382	NA	0.373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA
1703	NA	NA	0.404	NA	0.403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.346	NA
1704	NA	NA	0.413	NA	0.382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.413	NA
1705	NA	NA	0.452	NA	0.429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA
1706	NA	NA	0.38	NA	0.401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.377	NA
1707	NA	NA	0.367	NA	0.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.407	NA
1708	NA	NA	0.382	NA	0.408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.417	NA
1709	NA	NA	0.38	NA	0.398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.406	NA
1710	NA	NA	0.401	NA	0.408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.418	NA
1711	NA	NA	0.364	NA	0.373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA
1712	NA	NA	0.368	NA	0.407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.393	NA
1713	NA	NA	0.375	NA	0.385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.372	NA
1714	NA	NA	0.406	NA	0.416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.336	NA
1715	NA	NA	0.392	0.245	0.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.356	NA
1716	NA	NA	0.366	0.359	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA
1717	NA	NA	0.369	0.38	0.402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.388	NA
1718	NA	NA	0.418	0.354	0.439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.379	NA
1719	NA	NA	0.378	0.379	0.392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.393	NA
1720	NA	NA	0.441	0.398	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.432	NA
1721	NA	NA	0.48	0.417	0.411	NA	NA	0.459	NA	NA	NA	NA	NA	NA	NA	NA	0.461	NA
1722	NA	NA	0.403	0.394	0.4	NA	NA	0.458	NA	NA	NA	NA	NA	NA	NA	NA	0.433	NA
1723	NA	NA	0.375	0.44	0.374	NA	NA	0.414	NA	NA	NA	NA	NA	NA	NA	NA	0.461	NA
1724	NA	NA	0.425	0.442	0.442	NA	NA	0.407	NA	NA	NA	NA	NA	NA	NA	NA	0.442	NA
1725	NA	NA	0.395	0.431	0.415	NA	NA	0.381	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA
1726	NA	NA	0.445	0.408	0.433	NA	NA	0.408	NA	NA	NA	NA	NA	NA	NA	NA	0.403	NA
1727	NA	NA	0.387	0.434	0.361	NA	0.408	0.371	NA	NA	NA	NA	NA	NA	NA	NA	0.375	NA
1728	NA	NA	0.384	0.429	0.385	NA	0.38	0.379	NA	NA	NA	NA	NA	NA	NA	NA	0.359	NA
1729	NA	NA	0.415	0.486	0.423	NA	0.408	0.356	NA	NA	NA	NA	NA	NA	NA	NA	0.385	NA
1730	NA	NA	0.454	0.445	0.416	NA	0.406	0.354	NA	0.383	NA	NA	NA	0.57	NA	NA	0.376	0.434
1731	NA	NA	0.376	0.427	0.429	NA	0.424	0.335	NA	0.451	NA	NA	NA	0.539	NA	NA	0.404	0.382
1732	NA	NA	0.395	0.388	0.393	NA	0.415	0.358	NA	0.409	NA	NA	NA	0.491	NA	NA	0.349	0.385
1733	NA	NA	0.408	0.418	0.384	NA	0.4	0.406	NA	0.43	NA	NA	NA	0.427	NA	NA	0.383	0.371
1734	NA	NA	0.424	0.389	0.343	NA	0.396	0.407	NA	0.37	NA	NA	NA	0.493	NA	NA	0.382	0.389
1735	NA	NA	0.407	0.404	0.389	NA	0.427	0.457	0.558	0.438	NA	NA	NA	0.431	NA	NA	0.378	0.375
1736	NA	NA	0.382	0.424	0.391	NA	0.391	0.43	0.42	0.352	NA	NA	NA	0.454	NA	NA	0.369	0.393
1737	0.365	NA	0.384	0.44	0.452	NA	0.381	0.439	0.397	0.462	NA	NA	NA	0.438	NA	NA	0.366	0.445
1738	0.344	NA	0.356	0.446	0.361	NA	0.359	0.456	0.382	0.392	NA	NA	NA	0.46	NA	NA	0.347	0.47
1739	0.364	NA	0.41	0.425	0.387	NA	0.397	0.464	0.404	0.455	NA	NA	NA	0.415	NA	NA	0.383	0.49
1740	0.342	NA	0.412	0.41	0.36	NA	0.417	0.487	0.42	0.411	NA	NA	NA	0.439	NA	NA	0.372	0.423
1741	0.334	NA	0.377	0.388	0.42	NA	0.407	0.474	0.453	0.466	NA	NA	NA	0.372	NA	NA	0.39	0.425
1742	0.316	NA	0.388	0.391	0.4	NA	0.411	0.474	0.386	0.415	NA	NA	NA	0.49	NA	NA	0.373	0.42
1743	0.371	NA	0.405	0.373	0.398	NA	0.357	0.466	0.375	0.443	NA	NA	NA	0.496	NA	NA	0.383	0.427
1744	0.404	NA	0.385	0.411	0.391	NA	0.411	0.472	0.401	0.411	NA	NA	NA	0.417	NA	NA	0.413	0.465
1745	0.34	NA	0.348	0.386	0.35	NA	0.364	0.442	0.366	0.409	NA	NA	NA	0.39	NA	NA	0.337	0.405
1746	0.372	NA	0.356	0.381	0.402	NA	0.375	0.415	0.387	0.408	NA	NA	NA	0.364	0.468	NA	0.38	0.383
1747	0.405	NA	0.364	0.426	0.359	NA	0.348	0.417	0.408	0.401	NA	NA	NA	0.363	0.454	NA	0.344	0.337
1748	0.379	NA	0.368	0.367	0.366	NA	0.376	0.432	0.388	0.433	NA	NA	NA	0.362	0.442	NA	0.358	0.444
1749	0.366	NA	0.381	0.416	0.408	NA	0.407	0.445	0.408	0.39	NA	NA	NA	0.381	0.458	NA	0.393	0.433
1750	0.375	0.407	0.394	0.439	0.427	NA	0.416	0.446	0.417	0.431	NA	NA	0.52	0.435	0.428	NA	0.364	0.494
1751	0.405	0.397	0.356	0.401	0.42	NA	0.39	0.412	0.402	0.437	NA	NA	0.461	0.375	0.423	NA	0.369	0.434
1752	0.407	0.385	0.329	0.372	0.428	NA	0.373	0.369	0.405	0.445	NA	NA	0.416	0.402	0.431	NA	0.385	0.409
1753	0.433	0.37	0.398	0.379	0.419	NA	0.369	0.392	0.424	0.454	NA	NA	0.507	0.4	0.423	NA	0.395	0.43
