# Xiong - Takapari Road - DABI - ITRDB NEWZ076
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5376
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5376.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz076e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz076e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz076e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz076e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Xiong - Takapari Road - DABI - ITRDB NEWZ076
#--------------------
# Investigators
#   Investigators: Xiong, L.; Okada, N.; Fujiwara, T.; Ohta, S.; Palmer, J.G.(https://orcid.org/0000-0002-6665-4483)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Takapari Road
#   Location: New Zealand
#   Northernmost_Latitude: -40.08
#   Southernmost_Latitude: -40.08
#   Easternmost_Longitude: 176.0
#   Westernmost_Longitude: 176.0
#   Elevation_m: 800
#--------------------
# Data_Collection
#   Collection_Name: NEWZ076
#   First_Year: 1629
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Dacrydium biforme (Hook.) Pilg. = Halocarpus biformis (Hook.) Quinn = Halocarpus biformis Hook.
#   Common_Name: pink pine
#   Tree_Species_Code: DABI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TKPT1-1_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: TKPT1-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKPT2-1_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: TKPT2-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKPT3-1_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: TKPT3-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKPT4-1_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: TKPT4-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKPT5-1_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: TKPT5-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKPT8-1_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: TKPT8-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKPT9-1_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: TKPT9-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKPP1-1_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: TKPP1-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKPP2-1_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: TKPP2-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKPP3-1_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: TKPP3-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKPP5-1_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: TKPP5-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKPP6-1_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: TKPP6-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TKPT1-1_raw	TKPT2-1_raw	TKPT3-1_raw	TKPT4-1_raw	TKPT5-1_raw	TKPT8-1_raw	TKPT9-1_raw	TKPP1-1_raw	TKPP2-1_raw	TKPP3-1_raw	TKPP5-1_raw	TKPP6-1_raw
1743	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA
1744	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA
1745	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA
1746	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA
1747	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA
1748	NA	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA
1749	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA
1750	NA	NA	0.27	NA	NA	NA	NA	NA	0.31	NA	NA	NA
1751	NA	NA	0.19	NA	NA	NA	NA	NA	0.47	NA	NA	NA
1752	NA	NA	0.17	NA	NA	NA	NA	NA	0.38	NA	NA	NA
1753	NA	NA	0.19	NA	NA	NA	NA	NA	0.38	NA	NA	NA
1754	NA	NA	0.28	NA	NA	NA	NA	NA	0.5	NA	NA	NA
1755	NA	NA	0.42	NA	NA	NA	NA	0.26	0.5	NA	NA	NA
1756	NA	NA	0.43	NA	NA	NA	NA	0.45	0.56	NA	NA	NA
1757	NA	NA	0.29	NA	NA	NA	NA	0.74	0.53	NA	NA	NA
1758	NA	NA	0.14	NA	NA	NA	NA	0.17	0.4	NA	NA	NA
1759	NA	NA	0.14	NA	NA	NA	NA	0.48	0.49	NA	NA	NA
1760	NA	NA	0.17	NA	NA	NA	NA	0.74	0.42	NA	NA	NA
1761	NA	NA	0.18	NA	NA	NA	NA	0.77	0.52	NA	NA	NA
1762	NA	NA	0.22	NA	NA	NA	NA	0.61	0.38	NA	NA	NA
1763	NA	NA	0.35	NA	NA	NA	NA	0.81	0.32	NA	NA	NA
1764	NA	NA	0.14	NA	NA	NA	NA	0.38	0.47	NA	NA	NA
1765	NA	NA	0.12	NA	NA	NA	NA	0.48	0.56	NA	NA	NA
1766	NA	NA	0.14	NA	NA	NA	NA	0.84	0.82	NA	NA	NA
1767	NA	NA	0.11	NA	NA	NA	NA	0.8	0.6	NA	NA	NA
1768	NA	NA	0.16	NA	NA	NA	NA	0.54	0.53	NA	NA	NA
1769	NA	NA	0.11	NA	NA	NA	NA	0.42	0.61	NA	NA	NA
1770	NA	NA	0.3	NA	NA	NA	NA	0.91	0.62	NA	NA	NA
1771	NA	NA	0.14	NA	NA	NA	NA	1.01	0.76	NA	NA	NA
1772	NA	NA	0.26	NA	NA	NA	NA	0.87	0.66	NA	NA	NA
1773	NA	NA	0.27	NA	NA	NA	NA	1.24	0.76	NA	NA	NA
1774	NA	NA	0.3	NA	NA	NA	NA	0.83	0.72	NA	NA	NA
1775	NA	NA	0.45	NA	NA	NA	NA	0.97	0.8	NA	NA	NA
1776	NA	NA	0.24	NA	NA	NA	NA	0.75	0.69	NA	NA	NA
1777	NA	NA	0.3	NA	NA	NA	NA	0.64	0.77	NA	NA	NA
1778	NA	NA	0.35	NA	NA	NA	NA	1.04	0.77	NA	NA	NA
1779	NA	NA	0.26	NA	NA	NA	NA	0.8	0.86	NA	NA	NA
1780	0.4	NA	0.4	NA	NA	NA	NA	0.87	0.9	NA	NA	NA
1781	0.49	NA	0.41	NA	NA	NA	NA	0.92	0.7	NA	NA	NA
1782	0.81	NA	0.27	NA	NA	NA	NA	0.61	0.63	NA	NA	NA
1783	0.54	NA	0.35	NA	NA	NA	NA	0.77	0.79	NA	NA	NA
1784	0.6	NA	0.41	NA	NA	NA	NA	0.71	0.77	NA	NA	NA
1785	0.56	NA	0.39	NA	NA	NA	NA	0.73	0.65	NA	NA	NA
1786	0.48	NA	0.47	NA	NA	NA	NA	0.71	0.79	NA	NA	NA
1787	0.75	NA	0.53	NA	NA	NA	NA	0.68	0.69	NA	NA	NA
1788	0.42	NA	0.17	NA	NA	NA	NA	0.6	0.64	NA	NA	NA
1789	0.21	NA	0.3	NA	NA	NA	NA	0.56	0.55	NA	NA	NA
1790	0.21	NA	0.29	NA	NA	NA	NA	0.59	0.48	0.7	NA	NA
1791	0.23	NA	0.29	NA	NA	NA	NA	0.46	0.32	0.48	NA	NA
1792	0.15	NA	0.22	NA	NA	NA	NA	0.48	0.49	0.45	NA	NA
1793	0.75	NA	0.47	NA	NA	NA	NA	0.69	0.78	0.67	NA	NA
1794	0.67	NA	0.38	NA	NA	NA	NA	0.54	0.69	0.73	NA	NA
1795	0.69	NA	0.4	NA	NA	NA	NA	0.76	0.93	0.76	NA	NA
1796	0.66	NA	0.35	NA	NA	NA	NA	0.79	0.85	0.81	NA	NA
1797	0.27	NA	0.38	NA	NA	NA	NA	0.62	1	0.86	NA	NA
1798	0.3	NA	0.31	NA	NA	NA	NA	0.55	0.76	0.64	NA	NA
1799	0.63	NA	0.23	NA	NA	NA	NA	0.7	0.93	0.71	NA	NA
1800	0.7	NA	0.33	NA	0.58	NA	NA	0.65	0.98	0.98	0.95	NA
1801	0.88	NA	0.38	NA	0.45	NA	NA	0.72	1.26	1.15	1.1	NA
1802	1.06	NA	0.33	NA	0.4	NA	NA	0.71	1.04	1.15	0.55	NA
1803	0.65	NA	0.2	NA	0.63	NA	NA	0.62	0.84	0.89	0.66	NA
1804	0.63	NA	0.27	NA	0.86	NA	NA	0.7	0.83	1.21	0.74	NA
1805	0.87	NA	0.35	NA	1.08	NA	NA	0.85	1	1.34	0.92	NA
1806	0.17	NA	0.22	NA	0.71	NA	NA	0.51	0.91	1.11	0.82	NA
1807	0.77	NA	0.2	NA	0.27	NA	NA	0.65	1.15	1.06	0.78	NA
1808	0.63	NA	0.54	NA	0.55	NA	NA	1.07	1.23	1.26	1.08	NA
1809	0.29	NA	0.63	NA	0.69	NA	NA	0.95	0.72	0.81	0.88	NA
1810	0.54	NA	0.41	NA	0.73	NA	NA	0.85	0.83	0.81	0.65	NA
1811	0.37	NA	0.49	NA	0.55	NA	NA	0.82	1.01	0.91	0.65	NA
