# Lamarche - Mount Arrowsmith - PHAS - ITRDB AUSL016
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3838
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3838.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl016-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ausl016-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl016.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ausl016.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Lamarche - Mount Arrowsmith - PHAS - ITRDB AUSL016
#--------------------
# Investigators
#   Investigators: Lamarche, V.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mount Arrowsmith
#   Location: Tasmania
#   Northernmost_Latitude: -42.2
#   Southernmost_Latitude: -42.2
#   Easternmost_Longitude: 146.1
#   Westernmost_Longitude: 146.1
#   Elevation_m: 800
#--------------------
# Data_Collection
#   Collection_Name: AUSL016
#   First_Year: 1548
#   Last_Year: 1974
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Phyllocladus aspleniifolius (Labill.) Hook. f.
#   Common_Name: celery top pine
#   Tree_Species_Code: PHAS
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ARR871_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR871; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR872_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR872; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR881_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR881; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR892_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR892; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR893_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR893; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR901_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR901; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR921_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR921; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR922_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR922; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR931_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR931; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR932_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR932; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR933_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR933; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ARR871_raw	ARR872_raw	ARR881_raw	ARR892_raw	ARR893_raw	ARR901_raw	ARR921_raw	ARR922_raw	ARR931_raw	ARR932_raw	ARR933_raw
1721	NA	NA	NA	0.48	0.57	NA	NA	NA	NA	NA	NA
1722	NA	NA	NA	0.34	0.45	NA	NA	NA	NA	NA	NA
1723	NA	NA	NA	0.6	0.78	NA	NA	NA	NA	NA	NA
1724	NA	NA	NA	0.33	0.54	NA	NA	NA	NA	NA	NA
1725	NA	NA	NA	0.55	0.68	NA	NA	NA	NA	NA	NA
1726	NA	NA	NA	0.25	0.41	NA	NA	NA	NA	NA	NA
1727	NA	NA	NA	0.39	0.63	NA	NA	NA	NA	NA	NA
1728	NA	NA	NA	0.18	0.4	NA	NA	NA	NA	NA	NA
1729	NA	NA	NA	0.23	0.45	NA	NA	NA	NA	NA	NA
1730	NA	NA	NA	0.16	0.3	NA	NA	NA	NA	NA	NA
1731	NA	NA	NA	0.29	0.41	NA	NA	NA	NA	NA	NA
1732	NA	NA	NA	0.14	0.3	NA	NA	NA	NA	NA	NA
1733	NA	NA	NA	0.33	0.36	NA	NA	NA	NA	NA	NA
1734	NA	NA	NA	0.32	0.26	NA	NA	NA	NA	NA	NA
1735	NA	NA	NA	0.19	0.26	NA	NA	NA	NA	NA	NA
1736	NA	NA	NA	0.4	0.4	NA	NA	NA	NA	NA	NA
1737	NA	NA	NA	0.12	0.31	NA	NA	NA	NA	NA	NA
1738	NA	NA	NA	0.28	0.34	NA	NA	NA	NA	NA	NA
1739	NA	NA	NA	0.11	0.27	NA	NA	NA	NA	NA	NA
1740	NA	NA	NA	0.27	0.38	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	0.23	0.27	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	0.23	0.31	NA	NA	NA	NA	NA	NA
1743	NA	NA	NA	0.14	0.21	NA	NA	NA	NA	NA	NA
1744	NA	NA	NA	0.27	0.3	NA	NA	NA	NA	NA	NA
1745	NA	NA	NA	0.16	0.28	NA	NA	NA	NA	NA	NA
1746	NA	NA	NA	0.15	0.35	NA	NA	NA	0.97	0.95	0.82
1747	NA	NA	NA	0.11	0.35	NA	NA	NA	0.76	0.87	0.78
1748	NA	NA	NA	0.3	0.52	NA	NA	NA	1.08	0.92	0.89
1749	NA	NA	NA	0.2	0.53	NA	NA	NA	0.95	0.76	0.7
1750	NA	NA	NA	0.41	0.51	NA	NA	NA	0.84	0.91	0.8
1751	NA	NA	NA	0.5	0.56	NA	NA	NA	1.14	0.81	0.71
1752	NA	NA	NA	0.13	0.29	NA	NA	NA	1.23	1.05	0.95
1753	NA	NA	NA	0.3	0.34	NA	NA	NA	0.66	0.72	0.86
1754	NA	NA	NA	0.12	0.28	NA	NA	NA	0.52	0.74	0.8
1755	NA	NA	NA	0.26	0.4	NA	NA	NA	1.02	0.76	0.71
1756	NA	NA	NA	0.21	0.26	NA	NA	NA	0.49	0.53	0.74
1757	NA	NA	NA	0.31	0.36	NA	NA	NA	0.42	0.73	0.77
1758	NA	NA	NA	0.16	0.28	NA	NA	NA	0.47	0.68	0.65
1759	NA	NA	NA	0.19	0.33	NA	NA	NA	0.42	0.84	0.95
1760	NA	NA	NA	0.52	0.46	NA	NA	NA	0.41	0.61	0.75
1761	NA	NA	NA	0.12	0.22	NA	NA	NA	0.77	0.79	0.86
1762	NA	NA	NA	0.49	0.4	NA	NA	NA	0.67	0.75	0.96
1763	NA	NA	NA	0.22	0.3	NA	NA	NA	0.29	0.44	0.64
1764	NA	NA	NA	0.33	0.33	NA	NA	NA	0.38	0.6	0.88
1765	NA	NA	NA	0.14	0.2	NA	NA	NA	0.5	0.58	0.86
1766	NA	NA	NA	0.26	0.25	NA	NA	NA	0.38	0.42	0.84
1767	NA	NA	NA	0.15	0.16	NA	NA	NA	0.48	0.49	0.64
1768	NA	NA	NA	0.25	0.21	NA	NA	NA	0.42	0.55	0.67
1769	NA	NA	NA	0.23	0.26	NA	NA	NA	0.49	0.67	0.84
1770	NA	NA	NA	0.25	0.18	NA	NA	NA	0.36	0.47	0.45
1771	NA	NA	NA	0.11	0.14	NA	NA	NA	0.42	0.45	0.55
1772	NA	NA	NA	0.17	0.25	NA	NA	NA	0.3	0.4	0.57
1773	NA	NA	NA	0.18	0.17	NA	NA	NA	0.27	0.37	0.51
1774	NA	NA	NA	0.44	0.3	NA	NA	NA	0.43	0.58	0.81
1775	NA	NA	NA	0.24	0.26	NA	NA	NA	0.49	0.66	0.87
1776	NA	NA	NA	0.49	0.28	NA	NA	NA	0.26	0.37	0.5
1777	NA	NA	NA	0.43	0.28	NA	NA	NA	0.4	0.46	0.74
1778	NA	NA	NA	0.2	0.17	NA	NA	NA	0.85	1	0.98
1779	NA	NA	NA	0.44	0.3	NA	NA	NA	0.65	0.57	0.8
1780	NA	NA	NA	0.14	0.1	NA	NA	NA	0.85	0.72	0.82
1781	NA	NA	NA	0.3	0.11	NA	NA	NA	0.56	0.53	0.55
1782	NA	NA	NA	0.3	0.16	NA	NA	NA	0.76	0.76	0.71
1783	NA	NA	NA	0.14	0.13	NA	NA	NA	0.41	0.49	0.45
1784	NA	NA	NA	0.18	0.1	NA	NA	NA	0.49	0.55	0.66
1785	NA	NA	NA	0.23	0.29	NA	0.14	NA	0.35	0.48	0.59
1786	NA	NA	NA	0.23	0.36	NA	0.36	NA	0.79	0.79	1.1
1787	NA	NA	NA	0.25	0.38	NA	0.28	NA	0.72	0.65	1.06
1788	NA	NA	NA	0.17	0.33	NA	0.59	NA	0.54	0.61	0.82
1789	NA	NA	NA	0.38	0.46	NA	0.6	NA	0.45	0.55	0.66
1790	NA	NA	NA	0.18	0.33	NA	0.63	NA	0.35	0.4	0.49
1791	NA	NA	NA	0.27	0.36	NA	1.15	NA	0.46	0.59	0.41
1792	NA	NA	NA	0.11	0.22	NA	1.06	NA	0.45	0.41	0.32
1793	NA	NA	NA	0.18	0	NA	0.82	NA	0.72	0.69	0.75
1794	NA	NA	NA	0.19	0	NA	0.96	NA	0.75	0.68	0.81
1795	NA	NA	NA	0.29	0	NA	1.14	NA	0.63	0.63	0.76
1796	NA	NA	NA	0.34	0.23	NA	0.45	NA	0.27	0.43	0.34
1797	NA	NA	NA	0.33	0.77	NA	0.47	NA	0.35	0.39	0.56
1798	NA	NA	NA	0.67	0.48	NA	0.23	NA	0.75	0.6	0.98
1799	NA	NA	NA	0.66	1.09	1.4	0.35	NA	0.78	0.75	1
1800	NA	NA	NA	0.71	1.07	1.08	0.19	NA	1.17	0.97	1.34
1801	NA	NA	NA	0.79	0.79	0.82	0.32	NA	0.58	0.62	0.76
1802	NA	NA	NA	1.08	0.87	0.65	0.21	NA	0.66	0.65	0.89
1803	NA	NA	NA	0.42	0.63	0.62	0.38	NA	0.71	0.62	0.81
1804	NA	NA	NA	0.51	1.01	0.69	0.53	NA	1.12	0.88	0.98
1805	NA	NA	NA	0.38	0.87	0.55	0.3	NA	0.7	0.64	0.55
1806	NA	NA	NA	0.46	0.82	0.69	0.4	NA	1.21	0.87	0.96
1807	NA	NA	NA	0.61	0.85	0.56	0.18	NA	1.01	0.79	0.66
1808	NA	NA	NA	0.32	0.56	0.41	0.13	NA	0.87	0.63	0.73
1809	NA	NA	NA	0.51	0.71	0.51	0.23	NA	0.97	0.73	0.76
1810	NA	NA	NA	0.32	0.85	0.59	0.21	1.1	1.02	0.86	0.85
1811	NA	NA	NA	0.33	0.51	0.34	0.07	0.5	0.71	0.71	0.47
1812	NA	NA	NA	0.19	0.59	0.41	0.12	0.5	0.67	0.45	0.47
1813	NA	NA	NA	0.27	0.75	0.55	0.15	0.53	0.89	0.64	0.65
1814	NA	NA	NA	0.19	0.13	0.57	0.05	0.23	0.67	0.5	0.64
1815	NA	NA	NA	0.15	0.63	1.16	0.16	0.54	0.92	0.6	0.67
1816	NA	NA	NA	0.27	0.35	0.43	0	0.18	0.52	0.38	0.33
1817	NA	NA	NA	0.47	0.61	1.01	0.31	0.62	1.19	0.87	0.8
1818	NA	NA	NA	0.16	0.45	0.93	0.29	0.63	0.94	0.77	0.56
1819	NA	NA	NA	0.28	0.55	0.85	0.4	0.82	0.77	0.61	0.68
1820	NA	NA	NA	0.11	0.55	0.95	0.61	1.07	1.09	0.87	0.75
1821	NA	NA	NA	0.12	0.31	0.63	0.36	0.77	0.71	0.75	0.53
1822	NA	NA	NA	0.15	0.38	0.89	0.37	0.74	0.69	0.74	0.54
1823	NA	NA	NA	0.07	0.19	0.57	0.2	0.3	0.62	0.49	0.3
1824	NA	NA	NA	0.07	0.24	0.88	0.24	0.36	0.48	0.64	0.25
1825	NA	NA	NA	0.11	0.16	0.45	0.16	0.12	0.28	0.54	0.17
1826	NA	NA	NA	0.04	0.26	0.36	0.21	0.26	0.37	0.54	0.36
1827	NA	NA	NA	0.12	0.35	0.45	0.22	0.41	0.43	0.76	0.36
1828	NA	NA	NA	0.02	0.24	0.48	0.27	0.35	0.4	0.64	0.31
1829	NA	NA	NA	0.15	0.32	0.45	0.23	0.32	0.61	0.87	0.3
1830	0.38	NA	NA	0.11	0.31	0.7	0.36	0.35	0.56	0.86	0.37
1831	0.46	NA	NA	0.12	0.41	1.06	0.45	0.67	0.77	1.08	0.57
1832	0.44	0.32	NA	0.04	0.19	0.58	0.17	0.31	0.51	0.76	0.37
1833	0.39	0.27	NA	0.08	0.29	0.5	0.1	0.36	0.5	0.87	0.3
1834	0.32	0.29	NA	0.07	0.16	0.34	0.1	0.16	0.51	0.71	0.29
1835	0.27	0.38	NA	0.1	0.25	0.37	0.08	0.2	0.37	0.64	0.23
1836	0.31	0.36	NA	0.09	0.16	0.19	0.03	0.07	0.29	0.52	0.16
1837	0.21	0.94	NA	0.09	0.35	0.58	0.17	0.53	0.59	0.71	0.36
1838	0.3	0.67	NA	0.1	0.15	0.75	0.14	0.27	0.37	0.46	0.11
1839	0.4	0.59	NA	0.1	0.49	1.14	0.29	0.6	0.59	0.67	0.39
1840	0.29	0.3	NA	0.07	0.26	0.65	0.15	0.25	0.29	0.36	0.18
1841	0.36	0.38	NA	0.09	0.33	1.08	0.15	0.25	0.48	0.54	0.2
1842	0.48	0.44	NA	0.14	0.41	1.37	0.26	0.4	0.47	0.71	0.3
1843	0.45	0.42	0.54	0.1	0.28	1.22	0.16	0.26	0.64	0.59	0.14
1844	0.41	0.52	0.47	0.15	0.33	1.56	0.27	0.62	0.79	0.85	0.46
1845	0.34	0.45	0.51	0.06	0.35	1.17	0.16	0.41	0.44	0.71	0.21
1846	0.36	0.6	0.77	0.13	0.5	1.38	0.43	0.52	0.52	0.62	0.17
1847	0.32	0.36	0.56	0.05	0.26	0.66	0.16	0.24	0.23	0.31	0.05
1848	0.48	0.42	0.71	0.19	0.34	0.94	0.35	0.47	0.27	0.38	0.15
1849	0.65	0.68	0.66	0.34	0.41	1.16	0.24	0.33	0.39	0.53	0.08
1850	0.38	0.28	0.54	0.13	0.27	0.85	0.08	0.21	0.25	0.33	0.03
1851	0.43	0.36	0.6	0.12	0.4	0.77	0.17	0.32	0.51	0.57	0.15
1852	0.37	0.44	0.76	0.13	0.44	0.69	0.12	0.23	0.51	0.51	0.12
1853	0.35	0.23	0.65	0.18	0.39	0.97	0.18	0.39	0.75	0.71	0.17
1854	0.5	0.21	0.42	0.05	0.17	0.89	0.24	0.42	0.6	0.53	0.1
1855	0.59	0.51	0.62	0.1	0.37	0.71	0.23	0.37	0.53	0.46	0.13
1856	0.69	0.9	0.82	0.09	0.28	0.92	0.14	0.19	0.68	0.57	0.09
1857	0.57	0.62	0.63	0.13	0.39	1.08	0.17	0.36	0.8	0.6	0.24
1858	0.28	0.4	0.46	0.09	0.38	0.65	0.1	0.2	0.66	0.55	0.1
1859	0.23	0.4	0.6	0.22	0.54	0.95	0.15	0.34	0.61	0.52	0.17
1860	0.27	0.43	0.54	0.14	0.39	0.56	0.08	0.17	0.32	0.32	0.05
1861	0.5	0.91	0.77	0.24	0.48	0.85	0.15	0.31	0.5	0.48	0.18
1862	0.78	0.86	0.79	0.27	0.47	1.23	0.17	0.41	0.84	0.8	0.2
1863	0.52	0.36	0.49	0.14	0.26	0.7	0.06	0.14	0.41	0.37	0.12
1864	0.62	0.38	0.76	0.24	0.42	0.76	0.12	0.29	0.65	0.61	0.25
1865	0.54	0.31	0.74	0.16	0.41	0.66	0.11	0.31	0.63	0.64	0.24
1866	0.34	0.27	0.44	0.12	0.34	0.7	0.09	0.19	0.43	0.51	0.11
1867	0.43	0.53	0.85	0.16	0.47	0.73	0.11	0.3	0.54	0.51	0.2
1868	0.44	0.73	0.72	0.27	0.5	0.9	0.14	0.41	0.86	0.94	0.36
1869	0.72	0.64	0.79	0.24	0.39	0.61	0.09	0.2	0.49	0.51	0.2
1870	0.85	0.4	0.57	0.18	0.46	0.66	0.2	0.32	0.52	0.5	0.24
1871	0.58	0.41	0.72	0.2	0.52	0.83	0.21	0.32	0.61	0.56	0.2
1872	0.33	0.16	0.69	0.21	0.28	0.52	0.12	0.21	0.36	0.35	0.11
1873	0.58	0.27	0.79	0.43	0.45	0.95	0.16	0.3	0.35	0.28	0.09
1874	0.77	0.45	0.79	0.3	0.45	0.7	0.17	0.26	0.36	0.37	0.11
1875	0.8	0.4	0.76	0.32	0.45	0.75	0.21	0.39	0.38	0.3	0.1
1876	0.69	0.39	0.71	0.18	0.27	0.51	0.16	0.18	0.37	0.29	0.05
1877	0.82	0.51	0.89	0.26	0.43	0.46	0.16	0.24	0.52	0.38	0.11
1878	0.59	0.36	0.5	0.18	0.28	0.34	0.1	0.15	0.38	0.36	0.07
1879	0.75	0.42	1.13	0.3	0.48	0.54	0.2	0.31	0.61	0.48	0.15
1880	0.52	0.39	0.61	0.15	0.28	0.21	0.05	0.11	0.22	0.22	0.01
1881	0.86	0.63	0.85	0.28	0.35	0.32	0.09	0.22	0.58	0.4	0.11
1882	0.64	0.5	0.46	0.2	0.22	0.22	0.1	0.11	0.36	0.35	0.11
1883	0.6	0.53	0.83	0.39	0.38	0.49	0.18	0.33	0.4	0.47	0.07
1884	0.53	0.51	0.75	0.31	0.4	0.43	0.23	0.24	0.67	0.61	0.16
1885	0.48	0.31	0.49	0.26	0.29	0.24	0.16	0.17	0.55	0.48	0.1
1886	0.64	0.44	0.78	0.33	0.35	0.45	0.29	0.33	0.51	0.66	0.16
1887	0.92	0.27	0.56	0.21	0.25	0.28	0.29	0.42	0.35	0.43	0.03
1888	1.11	0.47	0.93	0.44	0.43	0.63	0.41	0.51	0.88	0.93	0.36
1889	0.53	0.32	0.83	0.26	0.21	0.48	0.14	0.16	0.73	0.75	0.28
1890	0.56	0.46	0.89	0.28	0.25	0.3	0.13	0.2	0.26	0.25	0.08
1891	0.57	0.35	1.04	0.31	0.26	0.46	0.11	0.26	0.7	0.58	0.23
1892	0.26	0.2	0.67	0.18	0.16	0.23	0.1	0.08	0.53	0.46	0.05
1893	0.6	0.64	0.94	0.34	0.33	0.52	0.23	0.38	0.67	0.64	0.17
1894	0.67	0.41	0.68	0.21	0.24	0.25	0.13	0.18	0.41	0.32	0.04
1895	0.62	0.62	0.67	0.33	0.26	0.66	0.33	0.42	0.61	0.43	0.27
1896	0.6	0.5	0.6	0.21	0.26	0.39	0.23	0.25	0.51	0.38	0.21
1897	0.44	0.39	0.52	0.21	0.24	0.43	0.29	0.25	0.46	0.34	0.18
1898	0.29	0.21	0.38	0.15	0.16	0.17	0.15	0.15	0.27	0.16	0.06
1899	0.39	0.28	0.83	0.22	0.29	0.26	0.2	0.24	0.42	0.23	0.17
1900	0.43	0.31	0.78	0.19	0.21	0.35	0.31	0.27	0.39	0.24	0.08
1901	0.33	0.34	0.72	0.18	0.25	0.32	0.25	0.14	0.31	0.15	0.04
1902	0.57	0.45	0.86	0.16	0.18	0.43	0.32	0.22	0.51	0.45	0.03
1903	0.33	0.33	0.68	0.32	0.46	0.37	0.29	0.16	0.48	0.58	0.06
1904	0.59	0.5	0.84	0.19	0.3	0.64	0.57	0.42	0.68	0.69	0.12
1905	0.6	0.5	0.62	0.31	0.47	0.71	0.63	0.71	0.7	0.68	0.2
1906	0.77	0.45	0.58	0.16	0.32	0.68	0.26	0.34	0.45	0.4	0.26
1907	0.65	0.56	0.62	0.31	0.49	0.75	0.48	0.56	0.56	0.38	0.17
1908	0.15	0.12	0.17	0.08	0.05	0.11	0.09	0	0	0	0
1909	0.18	0.13	0.62	0.23	0.25	0.21	0.23	0	0.13	0.1	0.21
1910	0.07	0.06	0.46	0.04	0	0.18	0.04	0.2	0	0.06	0
1911	0.21	0.2	0.87	0.34	0.4	0.66	0.46	0.28	0.85	0.61	0.35
1912	0.14	0.19	0.55	0.2	0.19	0.63	0.45	0.17	0.57	0.38	0.2
1913	0.58	0.33	0.82	0.43	0.51	0.92	0.95	0.39	1.24	0.98	0.95
1914	0.39	0.17	0.52	0.18	0.26	0.67	0.66	0.18	0.79	0.68	0.67
1915	0.78	0.39	0.67	0.31	0.37	0.42	0.47	0.13	0.51	0.6	0.44
1916	0.62	0.35	0.76	0.31	0.41	1	1.06	0.77	0.75	0.98	0.76
1917	0.72	0.63	0.81	0.31	0.56	0.85	0.82	0.53	0.45	0.77	0.52
1918	0.56	0.23	0.61	0.28	0.35	0.75	0.72	0.52	0.64	0.82	0.6
1919	0.69	0.52	0.65	0.24	0.5	0.75	0.86	0.51	0.68	0.68	0.75
1920	0.38	0.45	0.72	0.19	0.33	0.38	0.54	0.25	0.58	0.49	0.58
1921	0.36	0.47	0.62	0.29	0.61	0.88	0.69	0.24	0.53	0.6	0.74
1922	0.51	0.51	0.62	0.24	0.49	0.94	0.86	0.55	0.58	0.81	0.8
1923	0.43	0.51	0.7	0.27	0.53	0.96	0.67	0.52	0.67	0.92	0.95
1924	0.37	0.51	0.58	0.2	0.49	0.86	0.81	0.82	0.61	0.89	0.82
1925	0.31	0.46	0.64	0.22	0.52	0.78	0.52	0.71	0.59	0.67	0.85
1926	0.23	0.57	0.61	0.14	0.4	0.61	0.55	0.6	0.51	0.6	0.76
1927	0.25	0.44	0.91	0.22	0.53	0.62	0.47	0.67	0.55	0.55	0.81
1928	0.13	0.21	0.68	0.09	0.15	0.54	0.28	0.27	0.38	0.34	0.52
1929	0.44	0.4	0.85	0.19	0.33	0.82	0.58	0.59	0.45	0.68	0.73
1930	0.3	0.28	0.44	0.11	0.22	0.49	0	0	0.26	0.31	0.49
1931	0.46	0.48	0.61	0.12	0.26	0.68	0.08	0	0.3	0.36	0.78
1932	0.41	0.25	0.57	0.11	0.28	0.5	0.16	0	0.34	0.44	0.78
1933	0.53	0.48	0.81	0.15	0.51	1	0.18	0.14	0.47	0.54	0.93
1934	0.19	0.09	0.56	0	0.15	0.35	0.05	0.19	0.09	0.16	0.17
1935	0.54	0.2	0.73	0.07	0.32	0.42	0.26	0.65	0.16	0.2	0.24
1936	0.41	0.1	0.53	0.04	0.15	0.45	0.2	0.53	0.22	0.21	0.24
1937	0.6	0.13	0.96	0.11	0.35	0.81	0.4	0.96	0.47	0.52	0.6
1938	0.52	0.13	0.61	0.08	0.11	0.55	0.21	0.34	0.18	0.3	0.19
1939	1.06	0.24	0.9	0.14	0.34	0.72	0.18	0.39	0.45	0.55	0.57
1940	0.89	0.26	0.79	0.11	0.31	0.61	0.1	0.18	0.46	0.44	0.43
1941	0.75	0.31	0.81	0.09	0.25	0.62	0.18	0.2	0.46	0.55	0.62
1942	0.75	0.37	1.14	0.15	0.41	0.59	0.31	0.53	0.66	0.62	0.63
1943	0.62	0.56	0.9	0.11	0.45	0.46	0.32	0.46	0.75	0.64	0.74
1944	0.43	0.57	0.97	0.11	0.36	0.39	0.28	0.4	0.62	0.46	0.55
1945	0.52	0.69	1.13	0.13	0.39	0.49	0.22	0.33	0.63	0.46	0.59
1946	0.26	0.39	0.77	0.08	0.19	0.27	0.06	0.12	0.29	0.24	0.33
1947	0.26	0.66	0.95	0.09	0.27	0.41	0.09	0.15	0.41	0.21	0.39
1948	0.39	0.56	0.33	0.07	0.21	0.48	0.13	0.19	0.6	0.26	0.48
1949	0.35	0.69	0.37	0.14	0.32	0.46	0.11	0.17	0.65	0.39	0.69
1950	0.25	0.61	0.73	0.11	0.44	0.5	0.13	0.2	0.67	0.48	0.67
1951	0.15	0.48	0.89	0.1	0.19	0.47	0.1	0.04	0.3	0.12	0.24
1952	0.23	0.56	0.84	0.22	0.47	0.62	0.16	0.24	0.36	0.11	0.3
1953	0.14	0.3	0.31	0.18	0.23	0.44	0.16	0.11	0.25	0.08	0.14
1954	0.14	0.3	0.3	0.22	0.3	0.63	0.2	0.2	0.42	0.16	0.25
1955	0.3	0.38	0.55	0.19	0.27	0.46	0.13	0.15	0.42	0.15	0.44
1956	0.43	0.34	0.61	0.17	0.24	0.71	0.23	0.26	0.5	0.22	0.6
1957	0.73	0.42	0.62	0.16	0.34	0.96	0.31	0.37	0.71	0.38	0.78
1958	0.31	0.25	0.3	0.12	0.19	0.88	0.17	0.14	0.58	0.4	0.54
1959	0.33	0.56	0.25	0.21	0.29	0.62	0.24	0.26	0.46	0.37	0.53
1960	0.24	0.55	0.28	0.2	0.23	0.67	0.26	0.29	0.36	0.33	0.5
1961	0.08	0.31	0.14	0.14	0.15	0.62	0.11	0.1	0.27	0.16	0.35
1962	0.5	0.64	0.36	0.22	0.27	0.59	0.19	0.18	0.26	0.21	0.39
1963	0.31	0.54	0.48	0.17	0.23	0.65	0.2	0.16	0.24	0.21	0.36
1964	0.39	0.63	0.36	0.16	0.28	0.67	0.26	0.17	0.31	0.21	0.53
1965	0.31	0.62	0.46	0.16	0.29	0.91	0.2	0.14	0.4	0.19	0.6
1966	0.14	0.4	0.15	0.14	0.17	0.78	0.21	0.08	0.15	0.08	0.29
1967	0.23	0.67	0.41	0.18	0.34	1.02	0.38	0.18	0.36	0.23	0.43
1968	0.22	0.43	0.12	0.15	0.12	0.75	0.27	0.11	0.27	0.13	0.3
1969	0.22	0.5	0.32	0.23	0.14	0.89	0.4	0.23	0.42	0.32	0.69
1970	0.15	0.48	0.17	0.26	0.24	0.76	0.41	0.2	0.32	0.26	0.57
1971	0.2	0.3	0.21	0.13	0.2	0.87	0.32	0.21	0.33	0.31	0.64
1972	0.36	0.41	0.39	0.24	0.37	1.31	0.39	0.27	0.35	0.33	0.67
1973	0.38	0.43	0.36	0.18	0.23	1.53	0.52	0.37	NA	0.43	NA
1974	0.32	0.43	0.23	0.23	0.29	1.12	0.54	0.57	NA	NA	NA
