# Allen - El Sharana - CAIN - ITRDB AUSL056
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/31414
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-31414.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl056-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ausl056-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl056.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ausl056.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-09-26
#--------------------
# File_Last_Modified_Date
#   Date: 2020-09-26
#--------------------
# Title
#   Study_Name: Allen - El Sharana - CAIN - ITRDB AUSL056
#--------------------
# Investigators
#   Investigators: Allen, K.J.; Palmer, J.G.(https://orcid.org/0000-0002-6665-4483); Baker, P.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Callitris intratropica ring-width data used for drought reconstruction, monsoonal north Australia. NOAA Template Raw Measurements file added 2020-11-18.
#--------------------
# Publication
#   Authors: K.J. Allen, M.B. Freund, J.G. Palmer, R. Simkin, L. Williams, M. Brookhouse, E.R. Cook, S. Stewart, P.J. Baker
#   Journal_Name: Global and Planetary Change
#   Published_Title: Hydroclimate extremes in a north Australian drought reconstruction asymmetrically linked with Central Pacific Sea surface temperatures
#   Published_Date_or_Year: 2020
#   Volume: 195
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.gloplacha.2020.103329
#   Full_Citation: None
#   Abstract: An understanding of tropical hydroclimate variability, the associated drivers and how it is likely to change is a major scientific and societal challenge that is acutely hampered by short instrumental records. We present a 246-year tree-ring drought reconstruction of the Standardised Precipitation Evaporation Index (SPEI) for monsoonal northern Australia for the end of the wet season (March-May; MAM). This reconstruction extends the instrumental record back by 150 years. Around one third of total annual rainfall falls during MAM, making it a crucial component of the monsoonal cycle. MAM is also the season most impacted by the differential decay process of Central Pacific (as opposed to Western Pacific) El Nino events that are linked with dry conditions over northern and northwestern Australia more generally. Our reconstruction therefore provides an opportunity to consider how central Pacific variability has modulated MAM hydroclimate in Australia's monsoonal north over the past two and a half centuries. We found that MAM hydroclimate extremes in the region have a strong, but asymmetric relationship with central Pacific sea surface temperatures (SSTs) and ENSO indices. Extremely wet MAMs in monsoonal north Australia were associated with cooler SSTs, above average rainfall across much of Australia, and often coincided with La Nina events. The spatial relationship between dry extremes and Pacific SSTs during dry events was generally, but weakly, consistent with the SST signature of central Pacific El Nino events. The association between reconstructed dry extremes in the monsoonal north and dry conditions across the rest of Australia is also less extensive and weaker than for wet events. Results suggest that more extreme wet events in the Australian monsoonal north likely reflect cool central Pacific SSTs and later termination of the Australian monsoon. Consecutive years with extremely dry MAMs became more frequent over the latter part of the 20th Century while the probability of an extreme dry MAM followed by an extreme wet MAM the next year peaked in the mid 20th Century and has since declined.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Australian Research Council  
#   Grant: DP087874
#--------------------
# Site_Information
#   Site_Name: El Sharana
#   Location: Australia
#   Northernmost_Latitude: -13.61
#   Southernmost_Latitude: -13.61
#   Easternmost_Longitude: 132.21
#   Westernmost_Longitude: 132.21
#   Elevation_m: 200
#--------------------
# Data_Collection
#   Collection_Name: AUSL056
#   First_Year: 1847
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Callitris intratropica R. Baker & H.G. Smith
#   Common_Name: cypress pine
#   Tree_Species_Code: CAIN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ELS02-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS02-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS02-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS02-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS03-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS03-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS03-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS03-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS04-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS04-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS04-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS04-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS05-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS05-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS05-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS05-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS06-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS06-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS06-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS06-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS08-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS08-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS08-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS08-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS09-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS09-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS09-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS09-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS10-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS10-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS10-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS10-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS10-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS10-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS11-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS11-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS11-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS11-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS12-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS12-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS12-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS12-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS12-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS12-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS13-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS13-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS13-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS13-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS14-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS14-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS14-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS14-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS15-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS15-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ELS15-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ELS15-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ELS02-1_raw	ELS02-2_raw	ELS03-1_raw	ELS03-2_raw	ELS04-1_raw	ELS04-2_raw	ELS05-1_raw	ELS05-2_raw	ELS06-1_raw	ELS06-2_raw	ELS08-1_raw	ELS08-2_raw	ELS09-1_raw	ELS09-2_raw	ELS10-1_raw	ELS10-2_raw	ELS10-3_raw	ELS11-1_raw	ELS11-2_raw	ELS12-1_raw	ELS12-2_raw	ELS12-3_raw	ELS13-1_raw	ELS13-2_raw	ELS14-1_raw	ELS14-2_raw	ELS15-1_raw	ELS15-2_raw
1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.488	NA	NA	NA	NA	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.962	NA	NA	NA	NA	NA	NA
1849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.018	NA	NA	NA	NA	NA	NA
1850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.645	NA	NA	NA	NA	NA	NA
1851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.844	NA	NA	NA	NA	NA	NA
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.954	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.414	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.801	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.821	NA	NA	NA	NA	NA	NA	NA	NA	1.535	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.628	NA	NA	NA	NA	NA	NA	NA	NA	1.363	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.696	NA	NA	NA	NA	NA	NA	NA	NA	0.923	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.432	NA	NA	NA	NA	NA	NA	NA	NA	1.258	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.656	NA	NA	NA	NA	NA	NA	NA	NA	1.177	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	0.892	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.351	NA	NA	NA	NA	NA	NA	NA	NA	0.983	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.066	NA	NA	NA	NA	NA	NA	NA	NA	0.925	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.772	NA	NA	NA	NA	NA	NA	NA	NA	1.172	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.338	NA	NA	NA	NA	NA	NA	NA	NA	0.965	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.596	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.869	NA	NA	NA	NA	NA	NA	NA	NA	0.581	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.507	NA	NA	NA	NA	NA	NA	NA	NA	0.353	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	1.066	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.565	NA	NA	NA	NA	NA	NA	NA	NA	1.387	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.259	NA	NA	NA	NA	NA	NA	NA	NA	1.375	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.972	NA	NA	NA	NA	NA	NA	1.597	NA	1.576	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.755	NA	NA	NA	NA	NA	NA	2.032	NA	2.159	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.972	NA	NA	NA	NA	NA	NA	1.207	NA	1.514	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.106	NA	NA	NA	NA	NA	NA	1.617	NA	1.42	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.916	NA	NA	NA	NA	NA	NA	1.642	NA	1.289	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.272	NA	NA	NA	NA	NA	NA	1.978	NA	1.323	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.823	NA	NA	NA	NA	NA	NA	0.895	NA	0.893	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.398	NA	NA	NA	NA	NA	NA	0.903	NA	0.874	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.973	NA	NA	NA	NA	NA	NA	0.97	NA	0.894	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.119	NA	NA	NA	NA	NA	NA	1.277	NA	1.15	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.028	NA	NA	NA	NA	NA	NA	1.161	NA	0.945	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.058	NA	NA	NA	NA	NA	NA	0.932	NA	0.72	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.677	NA	NA	NA	NA	NA	NA	1.504	NA	0.846	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.559	NA	NA	NA	NA	NA	NA	0.794	NA	0.608	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.634	NA	NA	NA	NA	NA	NA	0.192	NA	0.139	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.681	NA	NA	NA	NA	NA	NA	0.314	NA	0.356	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	0.969	NA	0.86	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.823	NA	NA	NA	NA	NA	NA	1.116	NA	0.67	NA	NA	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.003	NA	NA	NA	NA	NA	NA	0.774	1.028	0.626	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.126	NA	NA	NA	NA	NA	NA	1.329	1.483	1.106	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.967	NA	NA	NA	NA	NA	NA	0.843	1.566	0.707	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.991	NA	NA	NA	NA	NA	NA	1.326	2.009	1.385	NA	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.595	NA	NA	NA	NA	NA	NA	0.606	1.009	0.483	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.623	NA	NA	NA	NA	NA	NA	1.869	2.378	1.694	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.201	NA	NA	NA	NA	2.873	NA	1.036	1.738	0.785	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.565	NA	NA	NA	NA	1.096	NA	0.848	1.317	0.887	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.222	NA	NA	NA	NA	1.492	NA	1.452	1.748	0.994	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	2.366	2.345	NA	NA	1.119	NA	NA	NA	NA	2.137	NA	1.846	1.955	1.267	NA	NA	NA	NA	NA	2.989
1902	NA	NA	NA	NA	NA	NA	NA	NA	2.642	3.024	NA	NA	1.2	NA	NA	NA	NA	2.721	NA	1.497	1.558	0.877	NA	NA	NA	NA	4.408	2.921
1903	NA	NA	NA	NA	NA	NA	NA	NA	3.42	4.137	NA	NA	1.297	NA	NA	NA	NA	3.34	2.334	1.865	2.064	1.483	NA	NA	NA	NA	6.133	4.095
1904	NA	NA	NA	NA	NA	NA	NA	NA	2.245	2.981	NA	NA	0.606	NA	NA	NA	NA	1.988	2.58	0.866	1.001	0.597	NA	NA	NA	NA	4.179	3.242
