# Palmer - Campbell Island - DRLO - ITRDB NEWZ117
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/21591
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-21591.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz117-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz117-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz117.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz117.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-03-09
#--------------------
# File_Last_Modified_Date
#   Date: 2017-03-09
#--------------------
# Title
#   Study_Name: Palmer - Campbell Island - DRLO - ITRDB NEWZ117
#--------------------
# Investigators
#   Investigators: Palmer, J.G.(https://orcid.org/0000-0002-6665-4483); Fenwick, P.(https://orcid.org/0000-0002-0462-2371); Turney, C.S.M.(https://orcid.org/0000-0001-6733-0993)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-24. NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: Chris S.M. Turney, Christopher J. Fogwill, Jonathan G. Palmer, Erik van Sebille, Zoe Thomas, Matt McGlone, Sarah Richardson, Janet M. Wilmshurst, Pavla Fenwick, Violette Zunz, Hugues Goosse, Kerry-Jayne Wilson, Lionel Carter, Mathew Lipson, Richard T. Jones, Melanie Harsch, Graeme Clark, Ezequiel Marzinelli, Tracey Rogers, Eleanor Rainsley, Laura Ciasto, Stephanie Waterman, Elizabeth R. Thomas, and Martin Visbeck 
#   Journal_Name: Climate of the Past
#   Published_Title: Tropical forcing of increased Southern Ocean climate variability revealed by a 140-year subantarctic temperate reconstruction
#   Published_Date_or_Year: 2017
#   Volume: 13
#   Pages: 231-248
#   Issue: 
#   Report_Number: 
#   DOI: 10.5194/cp-13-231-2017
#   Full_Citation: None
#   Abstract: Occupying about 14% of the world's surface, the Southern Ocean plays a fundamental role in ocean and atmosphere circulation, carbon cycling and Antarctic ice-sheet dynamics. Unfortunately, high interannual variability and a dearth of instrumental observations before the 1950s limits our understanding of how marine-atmosphere-ice domains interact on multi-decadal timescales and the impact of anthropogenic forcing. Here we integrate climate-sensitive tree growth with ocean and atmospheric observations on southwest Pacific subantarctic islands that lie at the boundary of polar and subtropical climates (52-54S). Our annually resolved temperature reconstruction captures regional change since the 1870s and demonstrates a significant increase in variability from the 1940s, a phenomenon predating the observational record. Climate reanalysis and modelling show a parallel change in tropical Pacific sea surface temperatures that generate an atmospheric Rossby wave train which propagates across a large part of the Southern Hemisphere during the austral spring and summer. Our results suggest that modern observed high interannual variability was established across the mid-twentieth century, and that the influence of contemporary equatorial Pacific temperatures may now be a permanent feature across the mid- to high latitudes.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Australian Research Council  
#   Grant: FL100100195, FT120100004, DE130101336, DP130104156
#--------------------
# Site_Information
#   Site_Name: Campbell Island
#   Location: New Zealand
#   Northernmost_Latitude: -52.566
#   Southernmost_Latitude: -52.566
#   Easternmost_Longitude: 169.15
#   Westernmost_Longitude: 169.15
#   Elevation_m: 10
#--------------------
# Data_Collection
#   Collection_Name: NEWZ117
#   First_Year: 1850
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Dracophyllum longifolium R.Br. ex Roem. & Schult.
#   Common_Name: Inaka
#   Tree_Species_Code: DRLO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SE01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NW01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NW01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NW02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NW02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NW03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NW03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NW04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NW04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NW07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NW07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NW08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NW08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NW09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NW09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NW10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NW10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NW11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NW11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NW12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NW12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NW13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NW13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NW14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NW14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NW15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NW15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CB05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CB05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SE01_raw	SE02_raw	SE03_raw	SE04_raw	SE05_raw	SE06_raw	SE07_raw	SE08_raw	SE09_raw	SE10_raw	SE11_raw	SE12_raw	SE13_raw	SE14_raw	SE15_raw	NW01_raw	NW02_raw	NW03_raw	NW04_raw	NW07_raw	NW08_raw	NW09_raw	NW10_raw	NW11_raw	NW12_raw	NW13_raw	NW14_raw	NW15_raw	CB04_raw	CB05_raw
1850	0.784	1.076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	0.654	0.868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	0.476	0.877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	0.442	0.613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	0.533	0.787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	0.525	0.694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	0.379	0.631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	0.335	0.613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	0.271	0.401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	0.192	0.322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	0.161	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	0.128	0.637	NA	NA	0.663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	0.134	0.643	NA	NA	0.689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	0.151	0.703	NA	NA	0.505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	0.16	0.634	NA	NA	0.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	0.232	0.468	NA	NA	0.515	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	0.358	0.534	NA	NA	0.443	NA	0.177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	0.586	0.553	NA	NA	0.724	0.559	0.253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	0.816	0.556	NA	NA	0.606	0.556	0.291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	0.779	0.727	NA	NA	0.471	0.617	0.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	1.01	0.691	NA	NA	0.518	0.517	0.315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	0.78	0.555	NA	NA	0.456	0.463	0.376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	0.693	0.611	NA	NA	0.369	0.383	0.613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	0.525	0.448	NA	NA	0.348	0.322	0.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.256	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA
1874	0.515	0.378	NA	NA	0.47	0.376	0.333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.576	NA	NA	NA	NA	NA	0.438	NA	NA	NA	NA
1875	0.623	0.484	NA	NA	0.589	0.427	0.623	NA	NA	NA	NA	NA	NA	0.365	NA	NA	NA	NA	NA	0.413	NA	NA	NA	NA	NA	0.626	NA	NA	NA	NA
1876	0.828	0.607	NA	NA	0.459	0.385	0.565	NA	NA	NA	NA	NA	NA	0.755	NA	NA	NA	NA	NA	0.353	NA	NA	NA	NA	NA	0.502	NA	0.385	NA	NA
1877	0.652	0.515	NA	0.551	0.459	0.246	0.269	NA	NA	NA	NA	NA	NA	0.403	NA	NA	NA	NA	NA	0.508	NA	NA	NA	NA	NA	0.665	NA	0.57	NA	NA
1878	0.542	0.667	NA	0.543	0.393	0.346	0.37	NA	NA	NA	NA	NA	NA	0.619	NA	NA	NA	NA	NA	0.535	NA	NA	NA	NA	NA	0.704	NA	0.468	NA	NA
1879	0.596	0.489	NA	0.739	0.355	0.421	0.409	NA	NA	NA	NA	NA	NA	0.694	NA	NA	NA	NA	NA	0.245	NA	NA	NA	NA	NA	0.305	NA	0.431	NA	NA
1880	0.618	0.49	NA	0.959	0.531	0.399	0.623	NA	NA	NA	NA	NA	NA	0.637	NA	NA	NA	NA	NA	0.432	NA	NA	NA	NA	NA	0.506	NA	1.01	NA	NA
1881	0.665	0.412	NA	0.751	0.71	0.443	0.7	NA	NA	NA	NA	NA	NA	0.597	NA	NA	NA	NA	NA	0.498	NA	NA	NA	NA	NA	0.814	NA	0.799	NA	NA
1882	0.558	0.416	NA	0.616	0.537	0.397	0.92	NA	NA	NA	NA	NA	NA	0.672	NA	NA	NA	NA	NA	0.397	NA	NA	NA	NA	NA	0.417	NA	0.296	NA	NA
1883	0.723	0.439	NA	0.677	0.563	0.289	0.996	NA	NA	NA	NA	NA	NA	0.636	NA	NA	NA	NA	NA	0.486	NA	NA	NA	NA	NA	0.481	NA	0.343	NA	NA
1884	0.658	0.494	NA	0.748	0.488	0.495	1.525	NA	NA	NA	NA	NA	0.289	0.614	NA	NA	NA	NA	NA	0.587	NA	NA	NA	NA	NA	0.64	NA	0.238	NA	NA
1885	0.536	0.47	NA	0.884	0.604	0.592	1.482	NA	NA	NA	NA	NA	0.431	0.542	NA	NA	NA	NA	NA	0.253	NA	NA	0.267	NA	NA	0.245	NA	0.2	NA	NA
1886	0.445	0.434	NA	0.444	0.282	0.413	1.227	NA	NA	NA	NA	NA	0.273	0.326	NA	NA	NA	NA	NA	0.409	NA	NA	0.231	NA	NA	0.342	NA	0.27	NA	NA
1887	0.456	0.317	NA	0.472	0.346	0.466	1.054	NA	NA	NA	NA	NA	0.253	0.255	NA	NA	NA	NA	NA	0.422	NA	NA	0.312	NA	NA	0.504	NA	0.281	NA	NA
1888	0.342	0.163	NA	0.366	0.261	0.291	0.806	NA	NA	NA	NA	NA	0.171	0.323	NA	NA	NA	NA	NA	0.408	NA	NA	0.359	NA	NA	0.399	NA	0.173	NA	NA
1889	0.212	0.11	NA	0.232	0.322	0.284	0.355	NA	NA	NA	NA	NA	0.31	0.341	NA	NA	NA	NA	NA	0.5	NA	NA	0.381	NA	NA	0.454	NA	0.222	NA	NA
1890	0.234	0.108	NA	0.401	0.322	0.197	0.387	NA	NA	NA	0.423	NA	0.362	0.404	NA	NA	NA	NA	NA	0.539	NA	NA	0.532	NA	NA	0.412	NA	0.258	NA	NA
1891	0.201	0.106	NA	0.41	0.377	0.321	0.354	NA	NA	NA	0.478	NA	0.583	0.613	NA	NA	NA	NA	NA	0.76	NA	NA	0.618	NA	NA	0.463	NA	0.381	NA	NA
1892	0.244	0.127	NA	0.532	0.385	0.228	0.617	NA	NA	NA	0.653	1.148	0.778	0.691	NA	NA	NA	NA	NA	0.701	NA	NA	0.509	NA	0.659	0.273	NA	0.401	NA	NA
1893	0.306	0.147	NA	0.567	0.356	0.227	0.815	NA	NA	NA	0.555	0.93	0.673	0.592	NA	NA	NA	NA	0.323	0.889	NA	NA	0.348	NA	0.726	0.377	0.555	0.403	NA	NA
1894	0.313	0.146	NA	0.543	0.272	0.237	1.247	NA	NA	NA	0.745	0.959	0.621	0.499	NA	NA	NA	NA	0.409	0.875	NA	NA	0.372	NA	0.822	0.304	0.216	0.421	NA	NA
1895	0.336	0.187	NA	0.507	0.217	0.253	1.184	NA	NA	NA	0.575	1.051	0.797	0.64	NA	NA	NA	NA	0.412	0.609	NA	NA	0.515	NA	0.662	0.27	0.128	0.501	NA	NA
1896	0.352	0.239	0.308	0.675	0.312	0.526	1.148	NA	NA	NA	0.533	1.156	0.774	0.713	NA	NA	NA	NA	0.343	0.994	NA	NA	0.619	NA	0.663	0.461	0.277	0.572	NA	NA
1897	0.305	0.252	0.272	0.585	0.207	0.323	0.891	NA	NA	NA	0.366	0.491	0.566	0.644	NA	NA	NA	NA	0.241	0.734	NA	NA	0.399	NA	0.585	0.313	0.344	0.377	NA	NA
1898	0.249	0.367	0.292	0.511	0.31	0.253	0.787	NA	NA	NA	0.478	0.393	0.673	0.467	NA	NA	NA	NA	0.248	0.932	NA	NA	0.341	NA	0.624	0.219	0.662	0.491	NA	NA
1899	0.267	0.403	0.31	0.492	0.382	0.263	1.006	NA	NA	NA	0.554	0.697	0.89	0.665	NA	NA	NA	NA	0.485	0.967	NA	NA	0.379	NA	0.557	0.33	0.677	0.475	NA	NA
1900	0.326	0.345	0.314	0.784	0.271	0.478	1.187	NA	NA	NA	0.454	0.95	1.072	0.776	NA	NA	0.349	NA	0.336	0.926	0.268	0.752	0.674	NA	0.552	0.356	0.729	0.307	NA	0.472
