# Lamarche - Holly Range Road - PHAS - ITRDB AUSL005
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3834
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3834.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl005-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ausl005-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl005.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ausl005.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Lamarche - Holly Range Road - PHAS - ITRDB AUSL005
#--------------------
# Investigators
#   Investigators: Lamarche, V.C.; Campbell, D.A.; Bird, T.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Holly Range Road
#   Location: Australia
#   Northernmost_Latitude: -42.77
#   Southernmost_Latitude: -42.77
#   Easternmost_Longitude: 146.07
#   Westernmost_Longitude: 146.07
#   Elevation_m: 400
#--------------------
# Data_Collection
#   Collection_Name: AUSL005
#   First_Year: 1675
#   Last_Year: 1974
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Phyllocladus aspleniifolius (Labill.) Hook. f.
#   Common_Name: celery top pine
#   Tree_Species_Code: PHAS
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HR0601_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HR0601; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HR0602_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HR0602; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HR0603_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HR0603; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HR0621_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HR0621; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HR0622_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HR0622; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HR0623_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HR0623; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HR0631_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HR0631; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HR0632_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HR0632; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HR0633_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HR0633; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HR0641_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HR0641; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HR0642_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HR0642; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HR0643_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HR0643; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HR0601_raw	HR0602_raw	HR0603_raw	HR0621_raw	HR0622_raw	HR0623_raw	HR0631_raw	HR0632_raw	HR0633_raw	HR0641_raw	HR0642_raw	HR0643_raw
1675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA
1676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA
1677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA
1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	NA
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA
1680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA
1681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA
1682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA
1683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26	NA
1684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA
1685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA
1686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA
1687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA
1688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07	NA
1689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA
1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA
1691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA
1692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA
1693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA
1694	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	0.08	NA
1695	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	0.06	NA
1696	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	0.16	NA
1697	NA	NA	NA	NA	NA	NA	NA	0.7	NA	0.15	0.26	NA
1698	NA	0.38	0.4	NA	NA	NA	NA	0.58	NA	0.18	0.19	NA
1699	NA	0.33	0.37	NA	NA	NA	NA	0.8	NA	0.18	0.12	NA
1700	NA	0.15	0.13	NA	NA	NA	NA	0.79	NA	0.25	0.18	NA
1701	NA	0.38	0.34	NA	NA	NA	NA	0.8	NA	0.29	0.32	NA
1702	NA	0.39	0.41	NA	NA	NA	NA	0.69	NA	0.34	0.2	NA
1703	NA	0.41	0.39	NA	NA	NA	NA	0.56	NA	0.36	0.55	NA
1704	NA	0.28	0.26	NA	NA	NA	NA	0.49	NA	0.59	0.49	NA
1705	NA	0.38	0.34	NA	NA	NA	NA	0.59	NA	0.58	0.35	NA
1706	NA	0.31	0.29	NA	NA	NA	NA	0.3	NA	0.55	0.49	NA
1707	0.48	0.31	0.27	NA	NA	NA	NA	0.28	NA	0.58	0.47	NA
1708	0.36	0.68	0.76	NA	NA	NA	NA	0.07	NA	0.54	0.4	NA
1709	0.57	0.49	0.51	NA	NA	NA	NA	0.07	NA	0.49	0.3	NA
1710	0.58	0.61	0.78	NA	NA	NA	NA	0.11	NA	0.56	0.76	NA
1711	0.58	0.38	0.43	NA	NA	NA	NA	0.22	NA	0.85	0.64	NA
1712	0.43	0.77	0.88	NA	NA	NA	NA	0.28	NA	0.74	0.6	NA
1713	0.71	0.66	0.56	NA	NA	NA	NA	0.26	NA	0.56	0.28	NA
1714	0.64	0.5	0.56	NA	NA	NA	NA	0.04	NA	0.52	0.22	NA
1715	0.62	0.55	0.54	NA	NA	NA	NA	0.38	NA	0.46	0.43	NA
1716	0.61	0.21	0.97	NA	NA	NA	NA	0.07	NA	0.82	0.8	NA
1717	0.53	0.86	0.75	NA	NA	NA	NA	0.43	NA	0.76	0.48	NA
1718	0.7	0.86	0.88	NA	NA	NA	NA	0.14	NA	0.7	0.36	NA
1719	0.39	0.49	0.46	NA	NA	NA	NA	0.08	NA	0.41	0.16	NA
1720	0.51	0.61	0.76	NA	NA	NA	NA	0.49	NA	0.58	0.43	0.73
1721	0.46	0.53	0.77	NA	NA	NA	NA	0.12	NA	0.6	0.5	0.42
1722	0.59	0.58	0.85	NA	NA	NA	NA	0.45	NA	0.84	0.72	0.46
1723	0.52	0.4	0.64	NA	NA	NA	NA	0.07	NA	0.73	0.47	0.3
1724	0.75	0.65	1.32	NA	NA	NA	NA	0.75	NA	0.77	0.47	0.47
1725	0.69	0.72	0.81	NA	NA	NA	NA	0.19	NA	0.71	0.5	0.55
1726	0.8	0.8	1.25	NA	NA	NA	NA	0.22	NA	0.64	0.67	1.3
1727	0.72	0.65	1.27	NA	NA	NA	NA	0.18	NA	0.41	0.65	0.99
1728	0.91	0.95	1.08	NA	NA	NA	NA	0.54	NA	0.61	0.59	1.05
1729	0.99	1.2	1.07	NA	NA	NA	NA	0.27	NA	0.93	0.4	1.1
1730	0.5	0.56	0.58	NA	NA	NA	NA	0.47	NA	0.75	0.23	0.54
1731	0.98	1.26	1.06	NA	NA	NA	NA	0.16	NA	0.93	0.66	1.08
1732	0.69	1.17	0.78	NA	NA	NA	NA	0.56	NA	0.68	0.78	1.24
1733	0.73	0.99	1.35	NA	NA	NA	NA	0.17	NA	0.88	1.07	1.35
1734	0.57	0.7	0.94	NA	NA	NA	NA	0.71	NA	1.46	1	1.18
1735	0.6	1.07	1.03	NA	NA	NA	NA	0.24	NA	1.31	0.74	1.21
1736	0.48	1.04	0.85	NA	NA	NA	NA	0.52	NA	1.06	0.7	1.53
1737	0.81	1.34	1.26	NA	NA	NA	NA	0.19	NA	1.18	0.83	1.73
1738	0.58	0.9	0.71	NA	NA	NA	NA	1.05	NA	0.75	0.75	1.19
