# Lamarche - Garden Island - CARO - ITRDB AUSL004
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3832
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3832.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl004-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ausl004-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl004.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ausl004.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Lamarche - Garden Island - CARO - ITRDB AUSL004
#--------------------
# Investigators
#   Investigators: Lamarche, V.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-24. NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Garden Island
#   Location: Australia
#   Northernmost_Latitude: -32.0
#   Southernmost_Latitude: -32.0
#   Easternmost_Longitude: 115.65
#   Westernmost_Longitude: 115.65
#   Elevation_m: 329
#--------------------
# Data_Collection
#   Collection_Name: AUSL004
#   First_Year: 1931
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Callitris robusta (A. Cunn. ex Parl.) F.M. Bailey  = Callitris preissii Miq.
#   Common_Name: Rottnest Island pine
#   Tree_Species_Code: CARO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GDI633_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI633; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI643_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI643; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI644_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI644; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI653_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI653; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI654_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI654; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI663_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI663; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI664_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI664; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI671_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI671; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI672_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI672; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI673_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI673; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI674_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI674; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI681_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI681; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI682_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI682; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI683_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI683; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI684_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI684; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI631_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI631; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI632_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI632; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI641_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI641; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI642_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI642; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI651_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI651; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI652_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI652; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI661_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI661; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GDI662_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GDI662; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GDI633_raw	GDI643_raw	GDI644_raw	GDI653_raw	GDI654_raw	GDI663_raw	GDI664_raw	GDI671_raw	GDI672_raw	GDI673_raw	GDI674_raw	GDI681_raw	GDI682_raw	GDI683_raw	GDI684_raw	GDI631_raw	GDI632_raw	GDI641_raw	GDI642_raw	GDI651_raw	GDI652_raw	GDI661_raw	GDI662_raw
1931	NA	NA	NA	NA	NA	NA	NA	1.74	1.34	1.2	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1932	NA	NA	NA	NA	NA	NA	NA	1.87	0.76	0.5	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1933	0.43	0.77	0.96	0.77	0.74	0.88	0.89	1.35	0.73	0.62	1.16	NA	NA	NA	NA	0.66	0.52	0.8	0.65	0.77	0.87	0.78	0.82
1934	0.97	1.16	1.09	0.98	0.91	1.88	1.92	1.68	1.03	0.7	1.59	NA	NA	NA	NA	0.99	0.95	1.46	1.34	1.06	1.18	1.57	1.83
1935	1.04	0.97	0.79	1.01	0.72	1.99	1.81	1.25	0.83	0.64	1.17	NA	NA	NA	NA	1.3	1.31	1.05	1.27	0.59	1.02	1.7	1.9
1936	1.36	0.8	1.06	0.96	0.86	2.03	1.97	1.59	1.09	0.83	1.54	NA	NA	NA	NA	1.77	1.66	1.85	1.57	0.76	0.95	1.85	2.12
1937	1.57	0.73	1.6	1.15	1.17	2.48	1.85	1.95	1.51	0.92	1.68	NA	NA	NA	NA	2.06	2.03	2.4	1.62	1.11	1.15	2.08	2.19
1938	1.4	0.88	1.7	1	0.94	2.28	2.04	1.72	0.99	0.94	1.37	NA	NA	NA	NA	1.8	2.04	1.64	1.57	0.99	1.17	1.88	2.36
1939	2.43	0.63	1.85	1.4	1.12	2.91	2.59	2.15	1.41	0.97	1.77	NA	NA	NA	NA	2.12	2.96	1.93	1.43	1.42	1.64	2.16	2.97
1940	1.12	0.59	1.71	1.4	1.11	2.8	2.08	1.33	1.18	0.75	1.06	NA	NA	NA	NA	1.28	1.7	1.52	0.99	1.31	1.5	2.01	2.47
1941	2.48	0.92	2.17	2.72	1.79	3.69	3.14	2.18	2.08	1.27	2.11	0.33	0.53	0.79	0.35	2.47	3.16	3.01	1.45	1.63	2.37	2.86	3.74
1942	1.85	1	3.42	3.02	2.26	4.4	3.23	2.25	2.09	1.29	2.15	0.46	1.07	0.58	0.61	2.22	2.82	3.43	2.31	1.97	3.11	3.94	4.33
1943	2.18	1.47	3.07	3.7	2.93	4.11	3.57	2.27	2.07	1.07	2.08	0.71	1.2	1.05	0.84	2.58	3.18	4.08	2.8	2.85	3.78	3.87	4.38
1944	1.88	0.92	2.41	3.11	2.51	2.38	1.96	1.51	1.19	0.67	1.24	0.32	0.8	0.75	0.47	2.46	2.65	2.99	2.57	2.19	3.58	1.67	2.34
1945	2.93	1.73	2.96	3.25	2.9	3.28	2.38	1.82	1.29	0.8	1.58	0.74	1.56	1.5	1.01	3.97	3.04	4.11	3.23	3.35	3.41	2.14	3.14
1946	4.02	2.89	3.53	3.17	3.16	4.01	3.13	3.08	1.7	1.16	2.22	1.05	1.78	2.08	1.33	4.24	3.73	4.93	2.99	3.33	3.72	3.17	5.08
1947	4.83	3.14	3.54	4.27	3.22	5.06	3.65	3.39	2.03	1.41	2.82	1.5	1.91	2.11	1.56	5.1	4.03	4.28	2.62	3.02	4.07	4.2	5.85
1948	3.94	3.36	3.46	4.07	3.5	4.15	2.78	2.14	1.36	1.29	2.01	1.22	1.52	1.69	1.08	4.35	3.44	4.1	2.33	3.5	4.68	2.69	4.37
1949	3.43	2.88	2.5	4.16	3.96	3.53	2.77	1.85	1.05	1.14	1.74	1.24	1.59	1.33	1.14	2.95	2.25	3.17	2.46	4.22	4.45	3	4.1
1950	5.05	3.13	4.22	4.3	4.48	4.23	3.88	1.6	1.25	0.77	1.52	1.14	1.71	1.38	1.2	4.68	3.28	3.49	2.84	4.6	4.49	3.17	4.58
1951	5.17	3.46	4.25	5.76	4.7	4.61	5.12	2.2	1.19	0.81	2.12	2.16	3.1	2.64	2	5.26	3.71	4.33	2.45	5.06	5.29	3.67	5.83
1952	6.59	3.8	3.93	5.51	4.35	4.34	4.67	2.46	1.27	1.46	2.29	2.16	3.13	2.86	2.26	4.86	3.57	4.32	2.43	5.04	4.68	3.51	4.9
1953	4.35	4.18	3.72	5.13	4.09	3.59	3.81	2.69	1.57	1.42	2.55	2.24	3.41	3.2	2.8	4.29	2.9	4.17	1.88	4.64	4.3	3.02	4.37
1954	2.97	2.71	2.9	3.58	3.11	2.75	2.74	1.86	1.43	1.18	2.26	2.17	3.22	2.61	2.64	2.49	1.83	3.12	1.38	3.75	4.25	1.94	3.08
1955	5.84	4	4.55	6.13	5	5.48	5.3	3.6	2.03	1.67	3.24	4.53	6.29	5.22	5.16	6.83	3.82	3.41	1.65	7.04	6.46	3.9	5.53
1956	3.97	2.39	3.18	3.29	3.15	4.12	5.46	3.15	1.98	1.58	2.71	3.07	3.81	3.3	2.88	3.91	2.71	2.36	1.54	4.69	4.65	3.43	4.25
1957	3.23	2.15	3.32	3.56	2.95	4.03	3.16	2.75	1.77	1.38	2.19	3.21	3.77	3.31	2.47	3.68	2.22	2.17	1.38	4.14	3.51	2.89	3.6
1958	2.19	1.47	2.96	2.63	2.29	3.17	2.79	1.99	1.62	0.97	1.73	2.36	2.94	3.15	1.97	3.18	1.74	1.91	1.1	3.56	2.91	2.24	3.02
1959	2.57	1.41	2.89	3.2	2.96	3.09	2.91	2.23	1.49	1.07	1.72	2.13	3.27	4.03	2.17	4.41	1.9	1.89	1.17	4.17	3.22	1.99	3.01
1960	1.73	1.27	2.68	3.24	2.62	2.34	2.71	2.21	1.13	1.11	1.46	2.74	3.42	3.3	2.51	2.94	1.48	1.72	1.32	3.99	3.49	1.92	2.42
1961	2.24	1.02	3.35	3.41	2.86	3.01	2.68	2.53	1.36	0.92	1.6	3.62	3.65	3.69	2.75	3.29	1.83	1.93	1.52	3.86	4.05	2	2.7
1962	1.32	0.85	1.97	2.96	2.11	3.23	2.55	1.67	1.76	0.57	0.9	2.84	2.75	2.96	2.28	2.78	1.27	1.57	1.12	2.98	3.37	2.24	2.95
1963	1.79	1.56	2.79	3.15	2.19	3.26	2.97	2.47	1.28	0.75	1.59	3.44	3.03	3.49	3.23	2.84	1.5	1.79	1.43	3.32	4	2.53	3.15
1964	1.98	1.56	3.46	3.41	2.16	2.79	3.11	2.5	1.49	1.03	1.86	3.25	3.55	3.44	3.21	3.37	2.16	1.7	1.61	3.73	3.41	2.22	3.11
1965	1.81	1.55	2.79	3.13	2.23	2.26	2.33	2.29	1.53	0.95	1.69	3.14	2.07	2.52	2.72	2.69	1.49	1.64	1.29	3.57	3.17	1.63	2.16
1966	1.41	1.31	2.16	2.39	1.78	1.42	1.77	1.12	0.98	0.7	1.24	2.11	2.16	1.72	2.56	1.97	1.15	1.46	1.23	2.57	3.63	1.16	1.38
1967	1.97	1.92	3.14	3.08	2.23	1.65	2.49	1.6	0.93	0.49	1.22	3.29	1.49	2.62	1.29	2.99	1.45	1.53	1.31	3.67	3.57	1.53	2.32
1968	2.3	1.5	3.25	3.18	2.3	2.1	2.26	2.63	1.1	0.97	1.67	4.03	2.61	4.69	3.69	2.87	1.61	1.59	1.79	4.09	3.55	1.99	2.26
1969	1.28	0.72	2	1.85	1.67	1.22	1.43	1.68	0.94	0.68	1.05	3.3	1.55	3.79	3.67	1.67	0.96	1.03	1.04	2.7	2.11	1.38	1.41
1970	1.44	1.23	2.41	2.6	2.13	1.21	1.38	1.81	0.98	0.62	1.04	4.27	1.91	5.1	4.15	2.74	1.13	1.41	1.39	3.31	3.02	1.47	1.44
1971	1.25	0.76	2.12	2.18	1.81	0.88	1.03	1.13	0.72	0.46	0.78	3.3	1.12	3.22	3.04	1.98	0.89	0.99	1.01	2.88	2.37	1.24	1.42
