# Boswijk - Hoanga Road - AGAU - ITRDB NEWZ099
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13914
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13914.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz099-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz099-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz099.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz099.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-08-16
#--------------------
# File_Last_Modified_Date
#   Date: 2012-08-16
#--------------------
# Title
#   Study_Name: Boswijk - Hoanga Road - AGAU - ITRDB NEWZ099
#--------------------
# Investigators
#   Investigators: Boswijk, G.; Fowler, A.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-24. NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Nature Climate Change
#   Published_Title: Multi-centennial tree-ring record of ENSO- related activity in New Zealand
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/nclimate1374
#   Full_Citation: Anthony M. Fowler, Gretel Boswijk, Andrew M. Lorrey, Joelle Gergis, Maryann Pirie, Shane P.J. McCloskey, Jonathan G. Palmer, and Jan Wunder. 2012. Multi-centennial tree-ring record of ENSO-related activity in New Zealand. 
Nature Climate Change 2: 172 - 176.
DOI: 10.1038/nclimate1374
#   Abstract: It is not known how global warming will affect the El Niño/Southern Oscillation (ENSO). The instrumental record is too short to discern centennial-scale trends and modelling results are inconclusive1, 2, 3, 4, 5. Proxy reconstructions indicate that ENSO activity was relatively high during the late twentieth century6, 7, 8, 9, 10, but whether this was unusual in the millennial context remains uncertain. Here we present insights into these issues derived from rings of the kauri tree (Agathis australis), a rare long-lived conifer endemic to the forests of northern New Zealand. Our results indicate that the twentieth century was the most ‘ENSO-active’ century of the past 500 years, but may not be unique in the context of the past 700 years, and that ENSO activity comparable to or elevated above that experienced during the late twentieth century is plausible under warmer-than-present conditions. We also find evidence that there may have been significant changes in the ENSO teleconnection to the New Zealand region during the fourteenth and fifteenth centuries, and of multi-decadal fluctuations in ENSO-related activity building up to the present day. Although these two features may delay the expression of increased ENSO activity in the New Zealand region, our results indicate that New Zealand climate is likely to be more dominated by ENSO-related inter-annual variability as the world continues to warm.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hoanga Road
#   Location: New Zealand
#   Northernmost_Latitude: -35.8667
#   Southernmost_Latitude: -35.8667
#   Easternmost_Longitude: 173.9167
#   Westernmost_Longitude: 173.9167
#   Elevation_m: 5
#--------------------
# Data_Collection
#   Collection_Name: NEWZ099
#   First_Year: 1093
#   Last_Year: 1660
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Agathis australis (D. Don) Loudon
#   Common_Name: kauri pine
#   Tree_Species_Code: AGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HOA001D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOA001D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOA001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOA001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HOA001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HOA001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HOA001D_raw	HOA001A_raw	HOA001B_raw
1093	2.03	NA	NA
1094	2.1	NA	NA
1095	0.78	NA	NA
1096	1.95	NA	NA
1097	0.97	NA	NA
1098	1.14	NA	NA
1099	1.61	NA	NA
1100	2.29	NA	NA
1101	0.87	NA	NA
1102	2.63	NA	NA
1103	1.97	NA	NA
1104	1.14	NA	NA
1105	2.13	NA	NA
1106	2.69	NA	NA
1107	2.3	NA	NA
1108	2.36	NA	NA
1109	2.03	NA	NA
1110	2.66	NA	NA
1111	0.98	NA	NA
1112	2.45	NA	2.18
1113	2.01	1.27	1.16
1114	2.76	2.08	1.46
1115	1.4	1.02	0.95
1116	1.81	1.73	1.91
1117	1.51	1.3	1.17
1118	1.29	1.16	0.82
1119	1.45	1.21	1.16
1120	2.08	1.95	2.34
1121	0.58	0.91	0.76
1122	0.79	1.46	1.24
1123	1.49	1.66	1.67
1124	1.37	1.33	1.39
1125	1.25	1.41	1.32
1126	1.28	2.22	2.1
1127	1.02	1.19	1.01
1128	1.99	1.65	2.64
1129	1.66	1.31	1.97
1130	0.91	0.83	0.86
1131	1.27	1.48	1.33
1132	0.92	1.34	1.17
1133	0.9	0.91	1.05
1134	1.87	2.13	2.13
1135	1.87	1.68	2.87
1136	1.82	1.52	2.46
1137	1.46	1.1	1.63
1138	1.86	2.15	2.92
1139	1.11	1.86	2.4
1140	0.89	2.14	1.75
1141	1.12	1.96	1.76
1142	0.77	1.5	1.2
1143	0.42	1.19	0.54
1144	0.56	1.13	0.85
1145	0.82	1.87	1.36
1146	0.28	0.49	0.39
1147	1.17	1.71	2.02
1148	0.51	0.64	0.82
1149	1.11	1.47	1.19
1150	1.19	1.67	1.47
1151	0.47	0.71	0.4
1152	2.09	2.28	1.71
1153	1.11	1.68	1.32
1154	0.97	1.17	0.85
1155	1.27	1.85	1.46
1156	0.79	0.84	0.89
1157	1.38	1.45	1.87
1158	0.81	0.89	1.94
1159	1.11	1.62	1.84
1160	1.36	1.83	1.42
1161	1.07	1.89	1.03
1162	0.95	2.08	1.36
1163	1.29	1.45	1.23
1164	0.64	0.89	0.58
1165	0.98	1.19	0.5
1166	1.23	1.31	0.59
1167	0.83	0.97	0.41
1168	0.83	1.08	0.63
1169	1.18	1.99	1.11
1170	0.81	1.35	0.83
1171	0.82	1.41	0.97
1172	0.64	1.26	1.1
1173	0.51	1.09	1.02
1174	0.41	1.01	0.95
1175	1.47	2.06	1.63
1176	1.33	1.83	1.75
1177	0.57	0.75	0.81
1178	1.8	2.05	2.86
1179	2.07	1.9	3
1180	2.26	1.92	2.52
1181	0.84	0.64	0.95
1182	1.39	2.12	2.01
1183	0.96	1.4	0.91
1184	0.94	1.31	1.16
1185	1.73	2.85	2.68
1186	1.04	1.31	1.39
1187	2.08	3.75	3.84
1188	1.04	1.73	2.45
1189	0.83	2.3	2.12
1190	1.13	2.56	2.11
1191	0.81	2	1.22
1192	0.79	2.04	1.2
1193	0.29	0.79	0.47
1194	1.03	2.53	1.36
1195	0.8	1.73	1.28
1196	0.97	2.34	3.03
1197	0.66	1.48	2.19
1198	0.64	1.68	2.19
1199	0.3	0.57	0.78
1200	0.65	1.08	1.7
1201	0.37	0.7	1.48
1202	1.04	1.79	2.69
1203	0.92	1.31	2.57
1204	0.63	0.65	1.16
1205	1.55	1.56	2.46
1206	0.93	0.88	1.37
1207	2.41	2.9	3.63
1208	2.15	2.63	2.63
1209	1.67	2.14	2.06
1210	1.24	1.38	1.47
1211	1.1	1.18	1.06
1212	0.74	0.76	0.49
1213	0.97	1.46	0.8
1214	0.48	0.84	0.62
1215	1.29	2.02	2.08
1216	1.12	1.18	1.32
1217	1.08	0.88	1.6
1218	1.08	0.56	1.11
1219	1.3	1.22	1.86
1220	1.02	1.35	1.71
1221	0.53	0.71	1.15
1222	1.29	1.55	1.6
1223	0.77	0.85	1.03
1224	1.1	1.23	1.06
1225	0.63	0.62	0.56
1226	0.57	0.6	0.7
1227	0.74	0.94	1.22
1228	0.74	0.9	0.59
1229	1.07	1.66	1.26
1230	0.82	1.28	1.28
1231	1.03	1.54	1.92
1232	0.65	0.59	0.88
1233	0.67	0.36	0.85
1234	1.71	1.11	1.91
1235	2.07	1.05	1.73
1236	1.98	1.29	2.08
1237	0.62	0.41	0.56
1238	1.29	1.31	1.28
1239	1.05	1.16	1.09
1240	1.33	1.33	1.14
1241	2.56	2.54	2.7
1242	1.6	1.81	2.42
1243	0.65	0.94	1.27
1244	1.52	1.64	1.29
1245	1.79	1.55	2
1246	1.23	1.62	2.8
1247	0.62	1.29	1.98
1248	0.78	1.96	3.37
1249	0.55	1.06	1.27
1250	0.54	0.84	0.98
1251	1.14	1.35	2.42
1252	0.24	0.89	0.57
1253	0.47	2.07	2.04
1254	0.46	1.36	1.67
1255	0.86	1.68	2.06
1256	0.51	0.73	1.39
1257	0.39	0.55	1
1258	0.5	0.47	0.86
1259	0.4	0.37	0.54
1260	0.77	0.61	1.41
1261	0.28	0.35	0.51
1262	0.9	1.2	1.93
1263	0.59	0.67	1.33
1264	0.93	1.1	2.89
1265	0.94	0.93	1.6
1266	1.01	1.18	2.58
1267	0.64	0.88	1.04
1268	0.78	1.17	1.42
1269	0.68	1	1.31
1270	1.05	2.3	1.84
1271	1.38	2.51	1.7
