# Ahmed - Huia - AGAU - ITRDB NEWZ085
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/8484
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-8484.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES 2k Network, PAGES Australasia 2k
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz085-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz085-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz085.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz085.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-02-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-02-10
#--------------------
# Title
#   Study_Name: Ahmed - Huia - AGAU - ITRDB NEWZ085
#--------------------
# Investigators
#   Investigators: Ahmed, M.; Ogden, J.G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Huia
#   Location: New Zealand
#   Northernmost_Latitude: -36.97
#   Southernmost_Latitude: -36.97
#   Easternmost_Longitude: 174.57
#   Westernmost_Longitude: 174.57
#   Elevation_m: 300
#--------------------
# Data_Collection
#   Collection_Name: NEWZ085
#   First_Year: 1720
#   Last_Year: 1981
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Agathis australis (D. Don) Loudon
#   Common_Name: kauri pine
#   Tree_Species_Code: AGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HUI0471_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUI0471; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUI0472_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUI0472; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUI0491_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUI0491; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUI0492_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUI0492; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUI0541_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUI0541; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUI0542_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUI0542; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUI0551_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUI0551; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUI0562_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUI0562; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUI0581_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUI0581; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUI0582_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUI0582; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUI0611_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUI0611; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUI0612_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUI0612; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HUI0471_raw	HUI0472_raw	HUI0491_raw	HUI0492_raw	HUI0541_raw	HUI0542_raw	HUI0551_raw	HUI0562_raw	HUI0581_raw	HUI0582_raw	HUI0611_raw	HUI0612_raw
1720	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA
1721	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA
1722	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA
1723	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA
1724	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA
1725	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA
1726	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA
1727	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA
1728	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA
1729	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA
1730	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA
1731	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA
1732	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA
1733	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA
1734	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA
1735	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA
1736	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA
1737	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA
1738	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA
1739	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA
1740	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA
1741	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA
1742	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA
1743	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA
1744	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA
1745	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA
1746	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA
1747	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA
1748	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA
1749	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA
1750	1.18	NA	0.74	NA	NA	NA	0.24	NA	NA	NA	NA	NA
1751	1.53	NA	0.63	NA	NA	NA	0.86	NA	NA	NA	NA	NA
1752	1.33	NA	0.21	NA	NA	NA	0.57	NA	NA	NA	NA	NA
1753	1.79	NA	0.77	NA	NA	NA	0.87	NA	NA	NA	NA	NA
1754	1.28	NA	0.27	NA	NA	NA	0.5	NA	NA	NA	NA	NA
1755	1.75	NA	0.67	NA	NA	NA	0.87	NA	NA	NA	NA	NA
1756	1.84	NA	0.41	NA	NA	NA	0.57	NA	NA	NA	NA	NA
1757	2.82	NA	1.03	NA	NA	NA	0.82	NA	NA	NA	NA	NA
1758	2.38	NA	1.24	NA	NA	NA	0.75	NA	NA	NA	NA	NA
1759	1.62	NA	1.22	NA	NA	NA	1.08	NA	NA	NA	NA	NA
1760	1.45	NA	0.6	NA	NA	1.3	1.05	NA	NA	NA	NA	NA
1761	1.62	NA	1.07	NA	NA	1.64	1.8	NA	NA	NA	NA	NA
1762	1.21	NA	0.67	NA	NA	1.84	1.69	NA	NA	NA	NA	NA
1763	2.84	NA	0.76	NA	NA	2.05	1.93	NA	NA	NA	NA	NA
1764	2.95	NA	1.15	NA	NA	1.56	1.46	NA	NA	NA	NA	NA
1765	1.6	NA	0.48	NA	NA	1.35	2.22	NA	NA	NA	NA	NA
1766	1.99	NA	0.84	NA	NA	2.69	1.2	NA	NA	NA	NA	NA
1767	2.1	NA	1.11	NA	NA	1.44	2.37	NA	NA	NA	NA	NA
1768	3	NA	1.37	NA	NA	2.24	1.35	NA	NA	NA	NA	NA
1769	1.73	NA	0.81	NA	NA	0.87	1.38	NA	NA	NA	NA	NA
1770	2.4	NA	0.39	NA	NA	2.05	1.06	NA	NA	NA	NA	NA
1771	3.15	NA	1.09	NA	NA	2.43	1.84	NA	NA	NA	NA	NA
1772	2.11	NA	0.46	NA	NA	1.95	1.95	NA	NA	NA	NA	NA
1773	2.67	NA	0.83	NA	NA	2.14	1.95	NA	NA	NA	NA	NA
1774	2.93	NA	1.96	NA	NA	2.99	2.7	NA	NA	NA	NA	NA
1775	1.68	NA	1.01	NA	NA	0.77	1.44	NA	NA	NA	NA	NA
1776	2.94	NA	1.31	NA	NA	0.76	1.9	NA	NA	NA	NA	NA
1777	2.81	NA	1.13	NA	NA	2.63	2.06	NA	NA	NA	NA	NA
1778	2.09	NA	0.87	NA	NA	2.05	1.88	NA	NA	NA	NA	NA
1779	1.93	NA	0.93	NA	NA	1.56	1.72	NA	NA	NA	NA	NA
1780	1.76	NA	0.67	NA	NA	0.51	1.06	NA	NA	NA	NA	0.79
1781	2.02	NA	1.22	NA	NA	2.28	2.22	NA	NA	NA	NA	1.08
1782	4.76	NA	1.63	NA	NA	1.93	2.5	NA	NA	NA	NA	1.23
1783	2.47	NA	0.47	NA	NA	0.85	0.69	NA	NA	NA	NA	0.63
1784	3.14	NA	1	NA	NA	2.3	2.75	NA	NA	NA	NA	1.02
1785	2.05	NA	0.82	NA	NA	2.39	2.08	NA	NA	NA	NA	1.66
1786	3.14	NA	1.77	NA	NA	3.34	2.48	NA	NA	NA	NA	2.04
1787	1.91	NA	0.71	NA	NA	1.45	1.37	NA	NA	NA	NA	1.71
