# Norton - Lake Pearson - NOSO - ITRDB NEWZ049
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4058
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4058.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz049-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz049-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz049.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz049.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1996-05-08
#--------------------
# File_Last_Modified_Date
#   Date: 1996-05-08
#--------------------
# Title
#   Study_Name: Norton - Lake Pearson - NOSO - ITRDB NEWZ049
#--------------------
# Investigators
#   Investigators: Norton, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lake Pearson
#   Location: New Zealand
#   Northernmost_Latitude: -43.12
#   Southernmost_Latitude: -43.12
#   Easternmost_Longitude: 171.78
#   Westernmost_Longitude: 171.78
#   Elevation_m: 970
#--------------------
# Data_Collection
#   Collection_Name: NEWZ049
#   First_Year: 1833
#   Last_Year: 1978
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Nothofagus solanderi (Hook f.) Oerst.
#   Common_Name: mountain beech
#   Tree_Species_Code: NOSO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 606131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 606131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 606132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 606132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 606141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 606141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 606142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 606142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 606151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 606151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 606152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 606152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 606161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 606161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 606162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 606162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 606171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 606171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 606172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 606172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 606181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 606181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	606131_raw	606132_raw	606141_raw	606142_raw	606151_raw	606152_raw	606161_raw	606162_raw	606171_raw	606172_raw	606181_raw
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27
1834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27
1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5
1836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19
1837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12
1838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12
1839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1
1840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29
1841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52
1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28
1843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38
1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43
1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23
1849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46
1850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91
1851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36
1866	6.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27
1867	4.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23
1868	3.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68
1869	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89
1870	3.24	NA	NA	NA	NA	NA	NA	NA	NA	2.7	0.88
1871	4	NA	NA	NA	NA	NA	NA	NA	NA	2.97	0.74
1872	4.58	NA	NA	NA	NA	NA	NA	NA	NA	2.45	0.81
1873	4.27	NA	NA	NA	NA	NA	NA	NA	NA	3.38	0.59
1874	4.77	NA	NA	NA	NA	NA	NA	NA	NA	3.92	1.12
1875	3.81	NA	NA	NA	NA	NA	NA	NA	3.89	5.11	0.96
1876	4.08	6.81	NA	NA	NA	NA	NA	NA	4.08	6.66	0.6
1877	3.77	5.82	NA	NA	NA	NA	NA	NA	3.79	3.46	0.62
1878	1.69	4.97	NA	NA	NA	NA	NA	NA	3.8	4.66	0.83
1879	1.77	3.62	NA	NA	NA	NA	NA	0.49	3.41	4.94	0.66
1880	3.58	3.01	NA	NA	NA	NA	NA	1.1	4.38	3.69	0.79
1881	3.29	2.38	NA	NA	NA	NA	NA	1.16	2.4	3.44	0.59
1882	2.66	1.54	NA	NA	NA	NA	NA	0.71	1.79	2.15	0.59
1883	2.54	0.99	NA	NA	NA	NA	NA	1.1	1.11	2.23	0.66
1884	3.5	1.71	NA	NA	NA	NA	NA	1.51	2.32	3.84	0.71
1885	3.52	1.41	NA	NA	NA	NA	NA	0.45	2.5	2.9	0.81
1886	4.98	2.14	NA	NA	NA	NA	NA	3.43	3.42	3.53	1.02
1887	3.24	1.43	NA	NA	NA	NA	1.62	1.85	2.73	2.57	0.72
1888	3.33	1.31	NA	NA	NA	NA	0.82	1.67	3.21	2.6	0.85
1889	2.02	0.9	NA	NA	NA	NA	0.89	0.91	2.97	1.65	0.54
1890	2.91	1.17	NA	NA	NA	NA	0.58	1.6	3.64	2.69	0.94
1891	1.36	0.91	NA	NA	NA	NA	1.86	1.47	2.14	2.1	0.78
1892	0.95	0.65	NA	NA	NA	NA	1.63	2.33	1.69	1.81	0.97
1893	1.09	0.9	NA	NA	NA	NA	2.97	2.98	2.7	2.9	0.54
1894	0.84	1.11	NA	NA	NA	NA	2.17	2.43	3.45	2.26	0.53
1895	0.4	0.29	NA	NA	NA	NA	1.66	0.87	2.86	1.61	0.46
1896	0.36	0.57	NA	NA	NA	NA	0.55	0.65	2.5	1.62	0.59
1897	0.87	0.75	NA	NA	2.98	NA	1.71	1.56	2.7	1.86	0.97
1898	0.38	0.37	NA	NA	2.27	NA	1.34	1.23	2.63	2.12	0.85
1899	0.53	0.46	NA	NA	1.73	NA	1.15	0.4	3.2	1.88	0.69
