# Dunwiddie - Weindorfer Forest - NOGU - ITRDB AUSL021
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3149
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3149.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl021-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ausl021-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl021.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ausl021.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Dunwiddie - Weindorfer Forest - NOGU - ITRDB AUSL021
#--------------------
# Investigators
#   Investigators: Dunwiddie, P.W.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Weindorfer Forest
#   Location: Tasmania
#   Northernmost_Latitude: -41.63
#   Southernmost_Latitude: -41.63
#   Easternmost_Longitude: 145.93
#   Westernmost_Longitude: 145.93
#   Elevation_m: 1000
#--------------------
# Data_Collection
#   Collection_Name: AUSL021
#   First_Year: 1732
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Nothofagus gunnii (Hook. f.) Oerst.
#   Common_Name: tanglefoot beech
#   Tree_Species_Code: NOGU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WDF181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF183_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF183; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF193_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF193; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF194_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF194; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF211_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF211; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF212_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF212; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF213_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF213; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF221_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF221; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF222_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF222; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF223_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF223; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WDF224_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WDF224; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WDF181_raw	WDF182_raw	WDF183_raw	WDF191_raw	WDF192_raw	WDF193_raw	WDF194_raw	WDF211_raw	WDF212_raw	WDF213_raw	WDF221_raw	WDF222_raw	WDF223_raw	WDF224_raw
1732	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1733	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1734	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1735	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1736	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1737	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1738	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1739	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1740	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1743	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1744	NA	NA	NA	1.08	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA
1745	NA	NA	NA	0.46	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA
1746	NA	NA	NA	0.48	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA
1747	NA	NA	NA	0.9	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA
1748	NA	NA	NA	1.22	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA
1749	NA	NA	NA	0.74	0.54	0.65	NA	NA	NA	NA	NA	NA	NA	NA
1750	NA	NA	NA	0.58	0.51	0.64	NA	NA	NA	NA	NA	NA	NA	NA
1751	NA	NA	NA	0.85	0.77	0.68	NA	NA	NA	NA	NA	NA	NA	NA
1752	NA	NA	NA	0.58	0.56	0.66	NA	NA	NA	NA	NA	NA	NA	NA
1753	NA	NA	NA	0.72	0.88	1.06	NA	NA	NA	NA	NA	NA	NA	NA
1754	NA	NA	NA	0.57	0.58	0.7	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	0.68	0.71	0.74	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	NA	0.69	0.86	0.97	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	NA	0.85	0.74	0.88	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	NA	0.68	0.68	0.79	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	0.64	0.57	0.66	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	0.8	0.66	0.84	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	0.68	0.57	0.74	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	NA	0.93	0.75	0.92	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	NA	NA	0.87	0.71	0.76	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	NA	NA	0.61	0.58	0.57	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	NA	NA	0.58	0.49	0.51	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	NA	0.86	0.82	0.8	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	NA	0.62	0.53	0.6	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	0.59	0.6	0.64	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	0.7	0.87	0.82	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	NA	NA	0.74	0.82	0.98	0.95	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	0.54	0.6	0.7	0.62	NA	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	0.47	0.56	0.53	0.46	NA	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	0.62	0.4	0.76	0.63	NA	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	0.64	0.65	0.73	0.7	NA	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	0.58	0.59	0.65	0.67	NA	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	0.62	0.59	0.57	0.64	NA	NA	NA	NA	NA	NA	NA
1777	NA	NA	NA	0.45	0.52	0.62	0.56	NA	NA	NA	NA	NA	NA	NA
1778	NA	NA	NA	0.33	0.82	0.68	0.64	NA	NA	NA	NA	NA	NA	NA
1779	NA	NA	NA	0.74	1.12	0.96	0.81	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	0.9	1.68	1.16	1.25	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	0.9	1.08	1.03	0.94	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	0.69	0.85	0.89	0.74	NA	NA	NA	NA	NA	NA	NA
1783	NA	NA	NA	0.45	0.67	0.55	0.6	NA	NA	NA	NA	NA	NA	NA
1784	NA	NA	NA	0.61	0.69	0.67	0.7	NA	NA	NA	NA	NA	NA	NA
1785	NA	NA	NA	0.73	0.82	0.87	0.81	NA	NA	NA	NA	NA	NA	NA
1786	NA	NA	NA	0.79	0.84	0.67	0.77	NA	NA	NA	NA	NA	NA	NA
1787	NA	NA	NA	0.92	0.98	0.88	0.84	NA	NA	NA	NA	NA	NA	NA
1788	NA	NA	NA	0.95	1.01	1.01	1.12	NA	NA	NA	NA	NA	NA	0.19
1789	NA	NA	NA	0.6	0.61	0.56	0.72	NA	NA	NA	NA	NA	NA	0.27
1790	NA	NA	NA	0.68	0.66	0.73	0.75	NA	NA	NA	NA	NA	NA	0.33
1791	NA	NA	NA	0.9	0.81	1.03	0.97	NA	NA	NA	NA	NA	NA	0.39
1792	NA	NA	NA	0.78	0.6	0.96	0.9	NA	NA	NA	NA	NA	NA	0.39
1793	NA	NA	NA	0.76	0.82	0.94	0.89	NA	NA	NA	NA	NA	NA	0.39
