# Wunder - Display Piece - AGAU - ITRDB NEWZ106
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13930
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13930.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz106-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz106-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz106.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz106.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-08-20
#--------------------
# File_Last_Modified_Date
#   Date: 2012-08-20
#--------------------
# Title
#   Study_Name: Wunder - Display Piece - AGAU - ITRDB NEWZ106
#--------------------
# Investigators
#   Investigators: Wunder, J.; Fowler, A.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of collection: 
# # # Archaeology - construction (felling dates)
# # # 
# # # 
# # # Cores stored at: 
# # # Samples stored at the Tree-Ring Laboratory, School of Environment, 
# # # University of Auckland. Available to view on site.
# # # 
# # # 
# # # Reference:
# # # Fowler AM, Boswijk G, Lorrey AM, Gergis J, Pirie M, McCloskey SPJ, 
# # # Palmer JG, Wunder J. 2012. Multi-centennial tree-ring record of ENSO-
# # # related activity in New Zealand. Nature Climate Change 2:172-176. 
# # # 
# # # 
# # # NOTES: 
# # # DSPL (Display Piece) is a cross-section of unknown provenance. The Lat-
# # # Long and elevation above are for DSPL's current location at the School 
# # # of Environment. The section was from a tree felled ca. 1900. and was 
# # # used for a display at the University of Auckland. Five radii measured 
# # # for late-Holocene kauri chronology. Raw ring width measurement only 
# # # (0.01 mm). Ring width series go to AD 1600 only. NOAA Template Raw Measurements file added 2019-01-24. NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Nature Climate Change
#   Published_Title: Multi-centennial tree-ring record of ENSO- related activity in New Zealand
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/nclimate1374
#   Full_Citation: Anthony M. Fowler, Gretel Boswijk, Andrew M. Lorrey, Joelle Gergis, Maryann Pirie, Shane P.J. McCloskey, Jonathan G. Palmer, and Jan Wunder. 2012. Multi-centennial tree-ring record of ENSO-related activity in New Zealand. 
Nature Climate Change 2: 172 - 176.
DOI: 10.1038/nclimate1374
#   Abstract: It is not known how global warming will affect the El Niño/Southern Oscillation (ENSO). The instrumental record is too short to discern centennial-scale trends and modelling results are inconclusive1, 2, 3, 4, 5. Proxy reconstructions indicate that ENSO activity was relatively high during the late twentieth century6, 7, 8, 9, 10, but whether this was unusual in the millennial context remains uncertain. Here we present insights into these issues derived from rings of the kauri tree (Agathis australis), a rare long-lived conifer endemic to the forests of northern New Zealand. Our results indicate that the twentieth century was the most ‘ENSO-active’ century of the past 500 years, but may not be unique in the context of the past 700 years, and that ENSO activity comparable to or elevated above that experienced during the late twentieth century is plausible under warmer-than-present conditions. We also find evidence that there may have been significant changes in the ENSO teleconnection to the New Zealand region during the fourteenth and fifteenth centuries, and of multi-decadal fluctuations in ENSO-related activity building up to the present day. Although these two features may delay the expression of increased ENSO activity in the New Zealand region, our results indicate that New Zealand climate is likely to be more dominated by ENSO-related inter-annual variability as the world continues to warm.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Display Piece
#   Location: New Zealand
#   Northernmost_Latitude: -36.85
#   Southernmost_Latitude: -36.85
#   Easternmost_Longitude: 174.7667
#   Westernmost_Longitude: 174.7667
#   Elevation_m: 26
#--------------------
# Data_Collection
#   Collection_Name: NEWZ106
#   First_Year: 911
#   Last_Year: 1600
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Agathis australis (D. Don) Loudon
#   Common_Name: kauri pine
#   Tree_Species_Code: AGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DSP001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DSP001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DSP001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DSP001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DSP001C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DSP001C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DSP001D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DSP001D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DSP001E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DSP001E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DSP001A_raw	DSP001B_raw	DSP001C_raw	DSP001D_raw	DSP001E_raw
911	NA	0.8	NA	0.61	NA
912	NA	0.53	NA	0.51	NA
913	NA	1.05	NA	0.95	1.13
914	1.51	1.46	1.54	1.84	1.74
915	2.04	1.21	1.25	1.29	1.45
916	1.89	2.43	2.93	2.07	2.23
917	1.31	0.98	1.28	1.33	1.37
918	1.6	1.59	1.71	1.94	1.9
919	1.43	1.49	1.39	1.5	1.47
920	0.87	0.84	0.9	0.96	1.04
921	2.43	2.26	2.58	2.58	2.28
922	1.22	0.91	1	1.25	1.48
923	1.59	1.13	1.22	1.49	2.08
924	1.47	0.87	1.2	1.24	1.6
925	0.91	0.73	1.18	1.13	1.23
926	1.4	1.1	1.34	1.56	1.61
927	1.25	1.15	1.51	1.52	1.46
928	0.77	0.9	1.11	1.06	1.12
929	1.05	1.16	1.53	1.19	1.35
930	1.25	1.28	2.19	1.66	1.16
931	0.86	0.76	1.04	1.06	1.03
932	1.23	1.21	1.96	1.43	1.39
933	1.45	1.26	2.66	1.44	1.56
934	1.07	0.69	1.66	1.11	1.08
935	1.92	1.69	1.56	1.75	1.58
936	1.19	1.2	1.75	1.6	1.27
937	0.76	0.83	1	1.2	1.01
938	1.54	1.75	2.11	2.47	1.88
939	1.31	1.14	1.54	1.36	1.29
940	1.48	1.5	1.19	1.24	1.09
941	0.99	0.98	0.8	0.98	0.87
942	1.7	1.77	1.51	1.62	1.45
943	1.28	1.34	0.99	1.29	1.09
944	0.94	0.84	0.59	0.94	0.87
945	1.39	1.1	0.82	1.37	1.09
946	1.07	0.94	0.7	1.19	1.27
947	1.5	0.99	0.91	1.31	1.48
948	1.02	0.67	0.51	0.84	0.81
949	1.14	0.77	0.63	0.98	0.95
950	0.85	0.74	0.51	0.75	0.8
951	1.37	1.2	0.94	1.43	1.14
952	1.22	1.25	0.84	1.33	1.21
953	0.76	0.79	0.41	0.73	0.6
954	1.13	1.08	0.88	1.31	1.15
955	0.85	0.85	0.93	1.18	1.14
956	0.78	0.85	0.76	0.86	1.02
957	0.96	1.11	1.08	1.25	1.25
958	0.71	0.69	0.55	0.8	0.83
959	0.92	1.2	0.75	1.22	1.24
960	0.68	0.71	0.55	0.85	0.87
961	0.8	1	0.57	0.91	1.13
962	0.58	0.69	0.59	0.81	0.92
963	1.22	1.47	0.92	1.3	1.41
964	0.88	0.86	0.77	0.89	0.9
965	1.35	1.53	1.32	1.37	1.43
966	1.16	1.28	1.15	1.21	1.23
967	0.76	0.81	0.74	0.77	0.76
968	0.56	0.89	0.67	0.92	0.71
969	0.59	0.73	0.69	0.71	0.88
970	1.1	1.09	1.46	1.32	1.35
971	0.74	1.04	0.9	0.98	1
972	0.68	0.83	0.53	0.74	0.71
973	0.7	1.01	0.96	0.91	1.04
974	0.77	0.91	0.93	0.85	1.04
975	0.72	0.89	0.88	0.93	0.98
976	0.46	0.62	0.64	0.56	0.65
977	0.94	1.08	0.86	1.11	0.99
978	1.07	1.01	0.87	1.16	1.07
979	0.71	0.6	0.57	0.65	0.67
980	0.72	0.81	0.47	0.85	1.04
981	1.11	0.98	0.65	0.96	0.86
982	1	0.91	0.83	0.97	1.15
983	0.74	0.75	0.81	0.91	1.11
984	0.58	0.55	0.54	0.67	0.81
985	1.17	1.17	0.98	1.01	1.11
986	1.22	1.15	1.1	1.1	1.07
987	0.94	1.01	0.77	0.82	0.9
988	0.97	0.89	0.65	0.71	0.79
989	0.79	0.65	0.46	0.73	0.63
990	0.58	0.53	0.35	0.49	0.4
991	0.76	0.69	0.85	0.74	0.74
992	1.01	0.97	0.98	0.97	0.89
993	0.82	0.78	0.9	0.77	0.81
994	1.28	0.93	1.03	1.01	1.14
995	1.19	0.82	0.73	1	0.97
996	0.67	0.52	0.63	0.65	0.66
997	1.18	0.96	0.7	1.06	1.39
998	1.09	0.89	0.74	0.91	1.35
999	1.18	0.84	0.62	1.04	1.33
1000	0.92	0.76	0.55	0.98	0.9
1001	1.07	0.96	0.62	0.88	0.95
1002	1.01	0.75	0.53	0.61	0.8
1003	0.9	0.46	0.43	0.53	0.62
1004	0.82	0.65	0.61	0.59	0.89
1005	0.84	0.6	0.54	0.64	0.75
1006	1	0.88	0.75	0.83	0.73
1007	1.01	0.92	0.82	0.8	0.78
1008	1.43	1.18	1.06	1.05	0.96
1009	0.94	0.89	0.72	0.73	0.61
1010	1.07	1.09	0.93	0.96	1.01
1011	1.2	1.21	0.91	0.86	1.09
1012	1.02	1.06	1.01	0.85	0.91
1013	0.86	0.85	0.71	0.6	0.65
1014	0.98	0.98	0.66	0.77	0.83
1015	0.91	0.83	0.69	0.74	0.71
1016	0.57	0.57	0.45	0.45	0.42
1017	1.21	1.24	1.02	0.96	1.02
1018	0.97	1.14	0.99	1	1.21
1019	1.08	1.15	0.83	0.65	0.94
1020	0.86	0.76	0.54	0.56	0.51
1021	1	1.05	0.96	0.84	0.76
1022	1.42	1.29	1.15	0.99	0.89
1023	0.89	0.67	0.74	0.76	0.69
1024	1.44	1.41	1	0.96	1.04
1025	1.46	1.22	1.15	1.35	1.05
1026	1.04	0.99	0.75	1.31	0.75
1027	0.72	0.61	0.61	1.2	0.65
1028	0.98	1.04	1.02	1.35	0.91
1029	1.12	1.26	1.34	1.52	1.06
1030	0.74	0.88	0.9	1.25	0.79
1031	0.8	0.82	1.02	1.72	0.74
1032	0.81	0.74	1.11	1.35	0.86
1033	0.95	0.67	0.98	1.19	0.96
1034	0.94	0.69	1.32	1.34	1.17
1035	0.9	0.72	0.88	0.91	0.88
1036	0.77	0.65	0.55	0.32	0.78
1037	0.9	0.88	0.87	0.88	0.78
1038	1.16	1.18	0.78	1.02	0.85
1039	1.37	1.17	0.69	0.65	1.01
1040	0.79	0.76	0.37	0.33	0.68
1041	1.07	0.94	1.12	0.9	1.08
1042	1.18	1.24	0.99	1.03	0.93
1043	0.97	1.14	0.73	0.68	0.83
1044	1.11	0.93	0.97	0.69	0.98
1045	0.67	0.68	0.65	0.6	0.72
1046	1.45	1.03	0.88	0.52	1.09
1047	1.55	1.12	1.23	0.93	1.34
1048	1.63	1.3	0.97	1.05	1.23
1049	1.24	0.82	0.89	0.75	1.16
1050	1.49	1.17	1	0.76	1.13
1051	1.08	0.96	0.7	0.7	0.76
1052	1.12	0.8	0.74	0.54	0.93
1053	1.15	0.8	0.99	0.82	1.03
1054	1.15	0.75	0.97	0.7	1.2
1055	1.45	0.99	1.1	0.73	1.11
1056	1.43	0.88	1.33	1.07	1.48
