# Buckley - Lake Marilyn High - LGFR - ITRDB AUSL022
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2921
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2921.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES 2k Network, PAGES Australasia 2k
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl022-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ausl022-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl022.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ausl022.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Buckley - Lake Marilyn High - LGFR - ITRDB AUSL022
#--------------------
# Investigators
#   Investigators: Buckley, B.M.; Cook, E.R.(https://orcid.org/0000-0001-7478-4176)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lake Marilyn High
#   Location: Tasmania
#   Northernmost_Latitude: -42.33
#   Southernmost_Latitude: -42.33
#   Easternmost_Longitude: 146.0
#   Westernmost_Longitude: 146.0
#   Elevation_m: 800
#--------------------
# Data_Collection
#   Collection_Name: AUSL022
#   First_Year: 1542
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Lagarostrobus franklinii (Hook. f.) Quinn
#   Common_Name: huon pine
#   Tree_Species_Code: LGFR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LMH01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH12C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH12C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LMH14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LMH14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LMH01A_raw	LMH01B_raw	LMH02A_raw	LMH02B_raw	LMH03A_raw	LMH03B_raw	LMH04A_raw	LMH05A_raw	LMH06A_raw	LMH06B_raw	LMH07A_raw	LMH07B_raw	LMH08A_raw	LMH09A_raw	LMH09B_raw	LMH10A_raw	LMH10B_raw	LMH11A_raw	LMH12A_raw	LMH12B_raw	LMH12C_raw	LMH13A_raw	LMH14A_raw
1542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.564	NA	NA	NA	NA	NA	NA	NA	NA	NA
1543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.513	NA	NA	NA	NA	NA	NA	NA	NA	NA
1544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.671	NA	NA	NA	NA	NA	NA	NA	NA	NA
1545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	0.688	NA	NA	NA	NA	NA	NA	NA	NA
1546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.637	0.644	NA	NA	NA	NA	NA	NA	NA	NA
1547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.561	NA	NA	NA	NA	NA	NA	NA	NA
1548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.477	0.348	NA	NA	NA	NA	NA	NA	NA	NA
1549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.585	0.411	NA	NA	NA	NA	NA	NA	NA	NA
1550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.392	0.363	NA	NA	NA	NA	NA	NA	NA	NA
1551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.407	0.351	NA	NA	NA	NA	NA	NA	NA	NA
1552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.399	0.476	NA	NA	NA	NA	NA	NA	NA	NA
1553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.368	0.542	NA	NA	NA	NA	NA	NA	NA	NA
1554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.414	0.55	NA	NA	NA	NA	NA	NA	NA	NA
1555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.326	0.417	NA	NA	NA	NA	NA	NA	NA	NA
1556	NA	NA	NA	NA	NA	NA	0.337	NA	NA	NA	NA	NA	NA	0.326	0.401	NA	NA	NA	NA	NA	NA	NA	NA
1557	NA	NA	NA	NA	NA	NA	0.352	NA	NA	NA	NA	NA	NA	0.256	0.327	NA	NA	NA	NA	NA	NA	NA	NA
1558	NA	NA	NA	NA	NA	NA	0.397	NA	NA	NA	NA	NA	NA	0.376	0.422	NA	NA	NA	NA	NA	NA	NA	NA
1559	NA	NA	NA	NA	NA	NA	0.372	NA	NA	NA	NA	NA	NA	0.359	0.42	NA	NA	NA	NA	NA	NA	NA	NA
1560	NA	NA	NA	NA	0.136	0.287	0.313	NA	NA	NA	NA	NA	NA	0.387	0.485	NA	NA	NA	NA	NA	NA	NA	NA
1561	NA	NA	NA	NA	0.112	0.129	0.351	NA	NA	NA	NA	NA	NA	0.56	0.631	NA	NA	NA	NA	NA	NA	NA	NA
1562	NA	NA	NA	NA	0.197	0.161	0.478	NA	NA	NA	NA	NA	NA	0.567	0.607	NA	NA	NA	NA	NA	NA	NA	NA
1563	NA	NA	NA	NA	0.124	0.12	0.401	NA	NA	NA	NA	NA	NA	0.496	0.496	NA	NA	NA	NA	NA	NA	NA	NA
1564	NA	NA	NA	NA	0.14	0.295	0.426	NA	NA	NA	NA	NA	NA	0.673	0.642	NA	NA	NA	NA	NA	NA	NA	NA
1565	NA	NA	NA	NA	0.25	0.295	0.342	NA	NA	NA	NA	NA	NA	0.52	0.559	NA	NA	NA	NA	NA	NA	NA	NA
1566	NA	NA	NA	NA	0.334	0.24	0.317	NA	NA	NA	NA	NA	NA	0.725	0.654	NA	NA	NA	NA	NA	NA	NA	NA
1567	NA	NA	NA	NA	0.19	0.384	0.415	NA	NA	NA	NA	NA	NA	0.657	0.605	NA	NA	NA	NA	NA	NA	NA	NA
1568	NA	NA	NA	NA	0.152	0.236	0.339	NA	NA	NA	NA	NA	NA	0.486	0.578	NA	NA	NA	NA	NA	NA	NA	NA
1569	NA	NA	NA	NA	0.141	0.226	0.269	NA	NA	NA	NA	NA	NA	0.48	0.519	NA	NA	NA	NA	NA	NA	NA	NA
1570	NA	NA	NA	NA	0.184	0.206	0.261	NA	NA	NA	NA	NA	0.779	0.417	0.531	NA	NA	NA	NA	NA	NA	NA	NA
1571	NA	NA	NA	NA	0.36	0.335	0.253	NA	NA	NA	NA	NA	0.973	0.511	0.535	NA	NA	NA	NA	NA	NA	NA	NA
1572	NA	NA	NA	NA	0.334	0.421	0.315	NA	NA	NA	NA	NA	0.782	0.7	0.673	NA	NA	NA	NA	NA	NA	NA	NA
1573	NA	NA	NA	NA	0.301	0.325	0.377	NA	NA	NA	NA	NA	0.69	0.74	0.68	NA	NA	NA	NA	NA	NA	NA	NA
1574	NA	NA	NA	NA	0.184	0.276	0.296	NA	NA	NA	NA	NA	0.452	0.526	0.47	NA	NA	NA	NA	NA	NA	NA	NA
1575	NA	NA	NA	NA	0.241	0.435	0.544	NA	NA	NA	NA	NA	0.65	0.625	0.602	NA	NA	NA	NA	NA	NA	NA	NA
1576	NA	NA	NA	NA	0.273	0.434	0.417	NA	NA	NA	NA	NA	0.742	0.635	0.709	NA	NA	NA	NA	NA	NA	NA	NA
1577	NA	NA	NA	NA	0.273	0.264	0.434	NA	NA	NA	NA	NA	0.986	0.625	0.593	NA	NA	NA	NA	NA	NA	0.987	NA
1578	NA	NA	NA	NA	0.195	0.216	0.338	NA	NA	NA	NA	NA	0.823	0.534	0.607	NA	NA	NA	NA	NA	NA	0.975	NA
1579	NA	NA	NA	NA	0.201	0.289	0.254	NA	NA	NA	NA	NA	0.922	0.416	0.51	NA	NA	NA	NA	NA	NA	1.014	NA
1580	NA	NA	NA	NA	0.294	0.273	0.204	NA	NA	NA	NA	NA	0.731	0.402	0.614	NA	NA	NA	NA	NA	NA	1.053	0.722
1581	NA	NA	NA	NA	0.39	0.328	0.206	NA	NA	NA	NA	NA	1.103	0.606	0.746	NA	NA	NA	NA	NA	NA	1.381	0.998
1582	NA	NA	NA	NA	0.346	0.279	0.238	NA	NA	NA	NA	NA	1.227	0.567	0.576	NA	NA	NA	NA	NA	NA	1.186	0.781
1583	NA	NA	NA	NA	0.361	0.349	0.402	NA	NA	NA	NA	NA	1.109	0.456	0.547	NA	NA	NA	NA	NA	NA	1.152	0.89
1584	NA	NA	NA	NA	0.256	0.381	0.557	NA	NA	NA	NA	NA	1.152	0.607	0.653	NA	NA	NA	NA	NA	NA	1.12	0.903
1585	NA	NA	NA	NA	0.256	0.537	0.364	NA	NA	NA	NA	NA	1.05	0.404	0.531	NA	NA	NA	NA	NA	NA	1.225	0.913
1586	NA	NA	NA	NA	0.201	0.45	0.309	NA	NA	NA	NA	NA	0.874	0.508	0.492	NA	NA	NA	NA	NA	NA	1.368	0.772
1587	NA	NA	NA	NA	0.176	0.342	0.368	NA	NA	NA	NA	NA	0.856	0.587	0.607	NA	NA	NA	NA	NA	0.552	1.583	0.978
1588	NA	NA	NA	NA	0.346	0.38	0.293	NA	NA	NA	NA	NA	0.772	0.385	0.447	NA	NA	NA	NA	NA	0.636	1.46	0.722
1589	NA	NA	NA	NA	0.283	0.328	0.358	NA	NA	NA	NA	NA	0.847	0.462	0.501	NA	NA	NA	NA	NA	0.582	1.605	0.767
1590	NA	NA	NA	NA	0.361	0.203	0.366	NA	NA	NA	0.481	0.46	0.763	0.531	0.551	NA	NA	NA	NA	NA	0.711	1.546	0.732
1591	NA	NA	NA	NA	0.414	0.256	0.298	NA	NA	NA	0.416	0.384	0.813	0.478	0.544	NA	NA	NA	NA	NA	0.75	1.453	1.031
